feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MF0080	Sex	Male	-5.46880704043735	1.01358362483811	12	0	0.000435553731039579	0.08275520889752
MF0020	Type	Mucosal	-0.456864532879417	0.180250426460588	12	12	0.0319924648316733	0.189023797727881
MF0061	Type	Mucosal	0.532823136758609	0.181263659328924	12	12	0.0334405386145028	0.189023797727881
MF0028	Type	Mucosal	-0.603021786650264	0.174825497945099	12	12	0.0195788101915973	0.189023797727881
MF0069	Type	Mucosal	3.04419962963142	0.759511891282809	12	1	0.0101589511777741	0.189023797727881
MF0103	Type	Mucosal	-0.939886095355272	0.3363609705915	12	12	0.0357902035993216	0.189023797727881
MF0101	Type	Mucosal	-0.958621066235255	0.326384665814716	12	10	0.0165649267616357	0.189023797727881
MF0021	Sex	Male	0.344403573366819	0.118250206412283	12	12	0.032280451243337	0.189023797727881
MF0021	Type	Mucosal	-0.232855632996227	0.0656102076547097	12	12	0.029441671770176	0.189023797727881
MF0022	Type	Mucosal	-0.408063233599245	0.133065931956309	12	12	0.0328599239232845	0.189023797727881
MF0066	Type	Mucosal	-0.62551390007332	0.159478332900142	12	12	0.0212584214946006	0.189023797727881
MF0075	Type	Mucosal	-0.943823277654428	0.312585036157835	12	11	0.0358150353589669	0.189023797727881
MF0073	Type	Mucosal	-0.220106969937371	0.0488991702049714	12	12	0.0165984289261578	0.189023797727881
MF0070	Type	Mucosal	-0.893058488524316	0.300099669168585	12	10	0.0155534212991259	0.189023797727881
MF0037	Sex	Male	-7.53240586709865	1.53545994528894	12	4	0.00286977947691314	0.189023797727881
MF0077	Sex	Male	1.88082390812057	0.665928661421884	12	4	0.0349966556185173	0.189023797727881
MF0086	Type	Mucosal	-0.357394468581077	0.0756310027556107	12	12	0.0106649174559225	0.189023797727881
MF0042	Sex	Male	-2.78365404750063	0.955251305499174	12	0	0.0171974030828042	0.189023797727881
MF0084	Type	Mucosal	2.36414953135757	0.854420020153544	12	0	0.0326509116709324	0.189023797727881
MF0081	Sex	Male	2.84393619281742	0.707738700077199	12	0	0.00302560655708445	0.189023797727881
MF0005	Type	Mucosal	-0.567758591409944	0.197992149941098	12	12	0.0185496887728477	0.189023797727881
MF0006	Type	Mucosal	-0.536531338209246	0.0953419843011382	12	12	0.0100708940521797	0.189023797727881
MF0003	Sex	Male	8.1047751496802	2.85778688261905	12	5	0.0310891314499217	0.189023797727881
MF0004	Type	Mucosal	-0.888507846323418	0.340663856034363	12	11	0.0283559195021178	0.189023797727881
MF0045	Type	Mucosal	-0.382244339588148	0.127364047762521	12	12	0.0149274121049243	0.189023797727881
MF0044	Type	Mucosal	-0.329052421617149	0.100172626543634	12	12	0.0280331847726477	0.189023797727881
MF0088	Type	Mucosal	-0.987752760249532	0.321849912657701	12	11	0.013375905707714	0.189023797727881
MF0017	Type	Mucosal	-0.246649166531939	0.0462768838370988	12	12	0.00854621596277054	0.189023797727881
MF0058	Type	Mucosal	0.731393614839953	0.146188985729182	12	0	0.0145340110694973	0.189023797727881
MF0059	Type	Mucosal	1.57914813389664	0.48400682905976	12	0	0.0257235409639143	0.189023797727881
MF0056	Type	Mucosal	-0.935491418704592	0.30941838016925	12	10	0.0294671978414575	0.189023797727881
MF0013	Type	Mucosal	-0.201577188627371	0.062079506976217	12	12	0.0348568490568287	0.189023797727881
MF0010	Type	Mucosal	-0.405250380511386	0.0847637557146767	12	12	0.0115155562110821	0.189023797727881
MF0098	Type	Mucosal	1.36401496764437	0.297065901886589	12	4	0.01415182959321	0.189023797727881
