	shannon_entropy
BioGeo-Vil1-14B-FP166_merged_R1_001.fastq_profiled_metagenome	2.164524247257056
BioGeo-Vil1-14B-FP164_merged_R1_001.fastq_profiled_metagenome	6.281600458134182
BioGeo-Vil1-13B-FP154-REP1_S47_R1_001.fastq_profiled_metagenome	2.9716313501773257
BioGeo-Vil1-13B-FP152_merged_R1_001.fastq_profiled_metagenome	1.444907395872045
BioGeo-Vil1-10B-FP118-REP1_S45_R1_001.fastq_profiled_metagenome	2.3698252535089495
BioGeo-Vil1-10B-FP116-REP1_S44_R1_001.fastq_profiled_metagenome	5.727510838974309
BioGeo-Vil1-09B-FP106_merged_R1_001.fastq_profiled_metagenome	2.407767628712839
BioGeo-Vil1-09B-FP104_merged_R1_001.fastq_profiled_metagenome	5.9516271995059284
BioGeo-Vil1-08B-FP94-REP1_S42_R1_001.fastq_profiled_metagenome	4.099654798111196
BioGeo-Vil1-08B-FP92-REP1_S41_R1_001.fastq_profiled_metagenome	6.193948265160699
BioGeo-Vil1-07B-FP83_merged_R1_001.fastq_profiled_metagenome	4.276484825231631
BioGeo-Vil1-07B-FP79_merged_R1_001.fastq_profiled_metagenome	6.0407684259973715
BioGeo-Vil1-06B-FP67_merged_R1_001.fastq_profiled_metagenome	6.247758631553892
BioGeo-Vil1-05B-FP59-REP1_S37_R1_001.fastq_profiled_metagenome	2.935066624517262
BioGeo-Vil1-05B-FP55_merged_R1_001.fastq_profiled_metagenome	5.197853335110194
BioGeo-Vil1-04B-FP47_merged_R1_001.fastq_profiled_metagenome	3.5289414505896994
BioGeo-Vil1-04B-FP43-Rep1_S88_R1_001.fastq_profiled_metagenome	5.502570973641999
BioGeo-Vil1-03B-FP35-REP1_S38_R1_001.fastq_profiled_metagenome	2.9649046592028334
BioGeo-Vil1-03B-FP31_merged_R1_001.fastq_profiled_metagenome	5.575946407852241
BioGeo-Vil1-02B-FP23_merged_R1_001.fastq_profiled_metagenome	4.752314055052996
BioGeo-Vil1-02B-FP19_merged_R1_001.fastq_profiled_metagenome	5.299378414691877
BioGeo-Vil1-01B-FP11_merged_R1_001.fastq_profiled_metagenome	4.1369049489021945
BioGeo-Vil1-01B-FP07-Rep1_S107_R1_001.fastq_profiled_metagenome	4.964657306159854
BioGeo-SLCFP131-REP1_S33_R1_001.fastq_profiled_metagenome	4.336830564670807
BioGeo-SLCFP095_merged_R1_001.fastq_profiled_metagenome	2.3009748040426765
BioGeo-SLCFP091-REP1_S29_R1_001.fastq_profiled_metagenome	5.0059168655908275
BioGeo-SLCFP077_merged_R1_001.fastq_profiled_metagenome	4.079355902743518
BioGeo-SLCFP071-REP1_S27_R1_001.fastq_profiled_metagenome	4.558501542203329
BioGeo-SLCFP023-REP1_S26_R1_001.fastq_profiled_metagenome	4.271090341768638
BioGeo-SLCFP019a_merged_R1_001.fastq_profiled_metagenome	4.551192025978558
BioGeo-SLCFP005-REP1_S24_R1_001.fastq_profiled_metagenome	4.701134184689315
BioGeo-SLCFP001_merged_R1_001.fastq_profiled_metagenome	5.099353672379271
BioGeo-Lyz2-08B-FP295-S93_merged_R1_001.fastq_profiled_metagenome	3.929381605715688
BioGeo-Lyz2-08B-FP291-S89_merged_R1_001.fastq_profiled_metagenome	5.310014904291759
BioGeo-Lyz2-07B-FP283-S81_merged_R1_001.fastq_profiled_metagenome	3.299588880403697
BioGeo-Lyz2-07B-FP279-S77_merged_R1_001.fastq_profiled_metagenome	5.399238516646506
BioGeo-Lyz2-06B-FP271-S69_merged_R1_001.fastq_profiled_metagenome	4.936434953628488
BioGeo-Lyz2-06B-FP267-S64_merged_R1_001.fastq_profiled_metagenome	6.536963445592012
BioGeo-Lyz2-05B-FP259-S56_merged_R1_001.fastq_profiled_metagenome	4.090795261121749
BioGeo-Lyz2-05B-FP255-S52_merged_R1_001.fastq_profiled_metagenome	5.352970218358574
BioGeo-Lyz2-04B-FP243-S92_merged_R1_001.fastq_profiled_metagenome	5.099926876475134
BioGeo-Lyz2-03B-FP235-S83_merged_R1_001.fastq_profiled_metagenome	3.2546551276966813
BioGeo-Lyz2-03B-FP231-S79_merged_R1_001.fastq_profiled_metagenome	4.906546882224809
BioGeo-Lyz2-02B-FP223-S71_merged_R1_001.fastq_profiled_metagenome	3.192352006537336
BioGeo-Lyz2-02B-FP219-S67_merged_R1_001.fastq_profiled_metagenome	5.855423528066086
BioGeo-Lyz2-01B-FP211-S59_merged_R1_001.fastq_profiled_metagenome	2.4002666655099665
BioGeo-Lyz2-01B-FP207-S55_merged_R1_001.fastq_profiled_metagenome	5.888088222742656
BioGeo-LYZFP355_merged_R1_001.fastq_profiled_metagenome	3.929398721531396
BioGeo-LYZFP351-Rep1_S106_R1_001.fastq_profiled_metagenome	6.014231837864738
BioGeo-LYZFP339_merged_R1_001.fastq_profiled_metagenome	5.1674815581249485
BioGeo-LYZFP327-Rep1_S105_R1_001.fastq_profiled_metagenome	5.1076734348257355
BioGeo-LYZFP319_merged_R1_001.fastq_profiled_metagenome	4.683379344568691
BioGeo-LYZFP315_merged_R1_001.fastq_profiled_metagenome	5.021369314095288
BioGeo-LYZFP307_merged_R1_001.fastq_profiled_metagenome	5.313633492690419
BioGeo-LYZFP303_merged_R1_001.fastq_profiled_metagenome	6.073561402960646
