Eigvals,18,,,,,,,,,,,,,,,,,
18.19666433,18.07691646,0.465280499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Proportion explained,18,,,,,,,,,,,,,,,,,
0.4952974505,0.4920380171,0.01266453239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site,18,18,,,,,,,,,,,,,,,,
Mouse1B.DTT18,0.1675259704,-1.38228129,0.2269003367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP18,0.520691757,-1.524547061,0.0918453489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.DTT30,-0.551178129,0.3784267522,-0.1300706731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP06,-1.169700257,0.08636347795,0.01454131076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.DTT42,-0.4237915761,-0.2862028081,-0.07335396752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP12,-0.7320604775,0.4527400673,-0.09679828563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP42,-0.5749873367,0.5237994297,-0.03850927347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP36,-1.146893421,0.8913447659,0.164705165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.FP30,-0.8323699605,0.7582159346,-0.08830316612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP24,-1.262644871,-0.4549754186,0.1984602528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.DTT24,-0.3045773937,-0.3121491645,-0.07077929716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.DTT36,-0.9233603206,0.4677825047,0.06508800104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.DTT90,1.4863062,-0.6183943174,-0.1157618789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.DTT102,1.532243849,1.302162943,0.1754313075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.DTT114,0.4653974273,-2.157212514,0.03382456244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP102,2.107404915,1.570943197,0.2464259704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP90,0.6354920134,1.149923597,-0.3117953772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP114,1.006501611,-0.845940096,-0.2918503364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,
