Eigvals,18,,,,,,,,,,,,,,,,,
18.01233866,18.00821817,0.08593396906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Proportion explained,18,,,,,,,,,,,,,,,,,
0.4988670531,0.4987529325,0.002380014428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site,18,18,,,,,,,,,,,,,,,,
Mouse5A.FP26,0.4056194821,-1.756614497,0.1559332455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP32,-0.6923620879,-0.5418517172,0.002621496028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP38,-1.189236112,-0.4374251705,-0.01981654459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP02,-0.6995550703,0.6719849403,0.03063255228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.DTT38,-1.0780373,0.1951693243,-0.03781039987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1B.DTT14,-0.1098713764,0.7242553825,-0.01160513884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP20,-1.265520924,0.1762443785,0.07490854816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.DTT26,-0.5375358764,-0.5525689379,-0.1297701042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP14,0.1257076655,-0.9351549821,-0.02738944016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP08,-0.2810866365,0.04347738198,-0.05326116602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.DTT20,-1.381299257,0.496083208,0.02732909388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.DTT32,-0.828566364,-0.1775391988,-0.001579399931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.DTT98,0.9005109445,2.202181738,0.1313935448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP110,1.496279803,-1.651465643,0.04797074396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.DTT110,1.365387465,-1.207780881,-0.04297475617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP98,1.355302342,0.6096530799,-0.09388133519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.DTT86,1.357972708,0.7294189011,-0.01382045235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP86,1.056290594,1.411932694,-0.03888048731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,
