	806rcbc392-S297	GnotoExpt-DTT555-S167	GnotobioticExp-DTT-195-S205	GnotoExpt-DTT543-S154	GnotoExpt-DTT537-S148	806rcbc533-S438	806rcbc564-S469	GnotobioticExp-DTT-189-S199	GnotobioticExp-FP-207-S71	GnotoExpt-DTT603-S338	806rcbc176-S273	GnotoExpt-FP453-S674	806rcbc558-S463	GnotoExpt-DTT609-S344	806rcbc466-S371	GnotoExpt-FP555-S71	GnotobioticExp-FP-189-S52	GnotoExpt-FP465-S686	GnotoExpt-DTT615-S350	806rcbc472-S377	806rcbc398-S303	806rcbc521-S426	806rcbc496-S401	GnotoExpt-FP549-S64	806rcbc423-S328	GnotoExpt-DTT387-S533	GnotobioticExp-DTT-183-S193	GnotoExpt-FP615-S311	GnotoExpt-DTT471-S619	GnotobioticExp-FP-177-S39	GnotobioticExp-DTT-177-S187	GnotoExpt-FP609-S305	GnotobioticExp-DTT-207-S217	GnotobioticExp-FP-201-S65	GnotoExpt-FP561-S77	GnotoExpt-DTT561-S173	GnotoExpt-FP567-S83	GnotoExpt-FP483-S704	GnotoExpt-FP543-S58	806rcbc435-S340	GnotoExpt-DTT477-S625	GnotobioticExp-FP-195-S59	GnotoExpt-DTT483-S631	GnotoExpt-FP537-S52	GnotoExpt-DTT459-S607	GnotoExpt-FP459-S680	GnotoExpt-DTT393-S539	806rcbc552-S457	GnotoExpt-FP597-S293	GnotoExpt-FP603-S299	806rcbc429-S334	GnotoExpt-DTT453-S601	GnotoExpt-FP477-S698	806rcbc404-S309	GnotoExpt-FP531-S46	806rcbc364-S499	GnotoExpt-DTT549-S160	806rcbc170-S267	GnotoExpt-DTT465-S613	GnotobioticExp-FP-183-S46	806rcbc372-S505	GnotoExpt-FP471-S692	GnotobioticExp-DTT-201-S211	806rcbc490-S395	GnotoExpt-DTT567-S179	806rcbc527-S432	GnotoExpt-DTT531-S142	806rcbc378-S512	GnotoExpt-DTT597-S332	806rcbc478-S383	GnotobioticExp-DTT-370.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-DTT-322.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-DTT-376.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-DTT-364.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-DTT-310.fastq	GnotobioticExp-DTT-304.fastq	GnotobioticExp-DTT-316.fastq	GnotobioticExp-DTT-382.fastq
806rcbc176-S273	0.5799545688805972	1.8125219128091732	1.3256758858018771	1.6296910431593352	1.62633721254794	0.2962374818655105	1.8606661635396269	0.6437855103179325	0.4567736125588115	2.8642259962376793	0.0	1.2619527271007684	2.2389461719614063	2.8931762981902636	2.436890168677695	1.7380596514704425	1.0429548059526639	1.3643391151037132	3.0139515009445246	2.163214677737649	0.42557501952952154	0.4245757502738797	0.5070670101222756	1.585539965986055	2.4786802709139253	0.462025828761556	0.585273962613941	3.0242166306127185	1.6494345311472334	1.2542570653703342	0.6742652743044939	2.841499757575094	1.3892349283052519	0.5869241763262456	1.6128785793941591	1.5941325536245914	1.3231040169700294	1.9075960091366402	1.4959722177568533	2.1595017556071086	1.4426194733656166	0.5212768838052844	2.140864726897649	1.6516273318056547	1.3052730165427862	0.897657551490105	0.2809695044609603	2.6918978353315928	2.9595036596109465	3.128604393991454	1.7182568330422932	2.1210257920701756	1.7205984625431032	0.19970756824766434	1.4585454202660175	2.051969463183994	1.4188384258377267	0.3119881974478752	1.8526509074629909	1.5147371576026316	1.6279486889180275	1.7379999867172942	1.2274361965657117	0.5903794640736876	1.8255997118310554	0.5223270601622658	1.4768206290261336	2.4390535786464294	3.07835258256099	2.061249020496185	1.3167114321773759	1.4473719524915896	0.6811305915245999	1.0735706042695619	0.39720599940294016	2.485776837596358	2.705246419251301	0.7504498862590839	1.3335059109181737	1.2461422916412788	0.4440771453263407	1.4223055100934898	1.3594964313606934	0.4768675716315083	1.2393671619813522	1.4749038082497596	1.375964494579325	2.276168558580917
GnotoExpt-FP453-S674	1.0815087038714828	0.9684896370258803	2.441304122912646	2.2809829344306487	2.4227901673819376	1.5362263321702996	2.691691007247149	0.7330153805884512	1.4761270856588204	3.459255263313665	1.2619527271007684	0.0	3.0678375495385213	3.4797313085687183	1.9011897037976315	0.8795510423441354	0.7436627298531308	0.1344438554956059	3.6042786619323453	1.2818138574187352	1.0377812633408627	1.6670151287533086	1.5786310788121616	2.464191310460564	2.8151247829093062	1.3984955222650535	0.8576119077830631	3.1909460323267456	2.792250747474123	0.6533313700678156	0.8175613180387667	2.913694648108532	2.470940130505597	1.5705307545514453	0.5886198861614507	0.570028405326543	0.5338053794410154	1.5016790183165438	2.449910780799171	2.933684139215956	2.6246917437445374	1.6205597511393426	3.237829634393969	2.585935984117656	2.4395491048308413	0.4050661100133109	1.0814780928006604	3.3630824487070727	2.9335645545833993	3.2498158117364038	2.430085515162599	3.247435316523475	1.042248024346164	1.1060213118898536	2.4597298910388856	1.4512836958330082	2.2712346137419757	0.995719674286242	2.925757202436325	0.5204840378330565	1.3502019755664392	1.3143037874473995	2.3591524044419208	1.8388849230405628	0.908516962284511	1.774480354889224	2.383812558794765	1.8121274018587736	3.5978107509992006	1.5153382478519304	2.0362220200000287	0.7937981999611118	1.239686582850634	1.2111863807846632	0.9670729270544972	3.4015265299741007	3.777151648027688	0.8699442703022141	0.9437641101363511	2.0370758781746194	1.5564213716799589	0.9478211577229201	2.001451243044754	0.8930932461338952	1.68020648967475	1.677257758848601	1.4391404073994796	3.327360730982365
806rcbc558-S463	2.8068062804090355	2.9433359737791815	1.1383883180199827	2.9775861628805607	2.92860303865576	2.0093122963139636	0.5182002938720895	2.745340508524343	2.010292371907514	0.903523730291242	2.2389461719614063	3.0678375495385213	0.0	0.9010665954068752	2.7052972760662377	2.917028874499005	3.0980033755106993	3.201376071428835	1.0129050603056724	3.0545185806800763	2.6576250511395307	2.0740368212879945	1.8671882809694986	2.845332047525095	1.2012758079687977	1.8215753631217086	2.413751986712905	1.7300120880537713	1.5173222386605023	3.234651953871181	2.7807832247781654	1.8452088906174473	1.017089255954579	1.805017484897254	3.0187302671621814	3.0494457719461545	2.8708551064137584	2.39351390815874	2.533159481675734	0.19676876802702836	1.6795611880931862	1.817997530372925	1.716311227980883	2.679933747601885	1.2311458860200033	2.889656227922555	2.1848155979404638	0.5997974432282278	2.072932828106646	1.8992090636750212	0.6523620120333233	1.657682345365319	2.700785931107181	2.408932118240559	2.4950246665951292	2.639828696523341	2.721093325340159	2.506842564824461	1.2407352360449366	3.3563626329263654	2.1638922795631568	2.4296083939744144	1.2952388282731777	1.964512435017368	3.047373086494176	2.0616202627872866	2.736413580595106	2.814636942037199	1.245902106432754	2.5557027468166034	1.032349167648784	2.6386711754641015	1.8937220695868124	1.93748519884278	2.308451450860809	0.7693223742743277	1.260028673703505	2.2189690617977997	2.381588709341859	1.0445569578353717	1.809471014265941	2.466310016235993	1.1227243491760244	2.273789324471905	1.4520408211450309	1.6552455185826869	1.8386107715146236	1.3159921583703067
GnotoExpt-DTT609-S344	3.453813671634	3.1038280533949894	1.947044504568157	3.767180731311454	3.7540626072047383	2.713427656535438	1.1334411138786606	3.3221619963112317	2.7123562458436927	0.1281997072864711	2.8931762981902636	3.4797313085687183	0.9010665954068752	0.0	2.578271643354392	3.103067543996187	3.66945186271261	3.609490432875961	0.16657421515495513	3.1345755955343626	3.2880722103961477	2.7884415056832794	2.5066045264948404	3.6859888914645307	0.8285190521586607	2.4394207658844134	2.980259833336533	1.0995524891898247	2.4120336065315717	3.7643627339877175	3.379032876581264	1.330263648876003	1.8661724500106236	2.5034819031946416	3.280853642772484	3.3183942930673425	3.193043825398211	2.426387382040237	3.37782761704357	0.8938493345049319	2.569002930183426	2.5376485368697805	2.5831834103271523	3.5310684721474113	2.0938698809472127	3.3909619321540823	2.7733247948816655	0.3090255229502479	1.556030312029188	1.2372002812068141	1.1967133727145145	2.534700964039086	2.8541308150933187	3.0453170823112776	3.348500950790763	2.67079945784643	3.5423481551482845	3.1200288367312607	2.1228435121764706	3.804042279616538	2.3244697482213144	2.5311188686044703	2.14872139099346	2.70801281187012	3.2242779676974163	2.8002280024295843	3.5747983943086994	2.728648221187128	0.43665243193402187	2.6047951410237062	1.5887209880841306	2.884540301402156	2.390901245641369	2.2848128124045433	2.8589577673280417	1.463034503005873	1.9897359138602884	2.6686025825877477	2.6384067132376674	1.661139658055872	2.4768686455918907	2.697049575871094	1.5663161203801848	2.8097412029864466	1.8192732172512338	1.8564175812203212	2.0743330242787072	2.147171491938432
806rcbc466-S371	2.6840749868279037	1.023324898654851	2.7921361656576242	3.612207016727245	3.748139649413698	2.5406026308553407	2.432569851091321	2.3392273287331293	2.481470348648969	2.565939241692811	2.436890168677695	1.9011897037976315	2.7052972760662377	2.578271643354392	0.0	1.0773246449890304	2.5188359575811674	1.971617192364694	2.669684074289603	0.8175871979712249	2.542256879207373	2.686541406700616	2.3585784813231134	3.7641762534863252	1.7508455584323026	2.1540876417283537	2.1299476579159053	1.7818061362781654	3.367293594043929	2.4448846470284593	2.4385813824841422	1.433538545873711	2.7794251324642856	2.3927306480373147	1.3603035542641557	1.4170269236935067	1.5476231967916236	0.5434315062019486	3.5985192741910383	2.5431985816620575	3.3378083125806923	2.4814714034079945	3.756869762337653	3.7681387781850697	2.9048363472305185	2.134545007743236	2.1578982780738434	2.6355422257439733	1.3281014517482934	1.7485322674926587	2.1461837546461267	3.754457513894812	0.8827702555772805	2.4280141755075215	3.605040060198368	0.4708710024444981	3.5488004198894143	2.389595234119481	3.2896460663503877	2.2185229879442976	0.8902210581909278	0.7449190368473304	2.869535805125528	2.7771828866867008	1.1374967288164572	2.7878239054964005	3.6583010006999963	0.27968449965194137	2.5485279199927393	0.6482117935841003	2.00166385448722	1.1537548291832993	1.8285718542690725	1.4013779913857987	2.0984372128550404	3.253860773361884	3.844541992172234	1.6976392007826546	1.1375725566065236	2.1039016938156854	2.3529203414594844	1.0776980480919225	1.8564834000805155	1.9925541732990901	1.572077659638359	1.2614093497578907	1.1713931267302629	3.5854509464746926
GnotoExpt-FP555-S71	1.8048157232422544	0.09916627333320117	2.567522641785754	2.959344135583759	3.0960237719470944	1.9423864542048002	2.5424676721000123	1.4536071647231428	1.908911880381682	3.0783092040082187	1.7380596514704425	0.8795510423441354	2.917028874499005	3.103067543996187	1.0773246449890304	0.0	1.5855273968786048	0.9287604309084532	3.21198534964839	0.5764981365930354	1.692518080145034	2.0737084862445303	1.8299438155450272	3.1218654276520064	2.338684296253809	1.6449206233655849	1.3879117225698763	2.600427543756171	3.0892401427212035	1.4971566289550768	1.5615936152716596	2.2729129128080516	2.5960294726144424	1.909163349247192	0.31801007340616394	0.3432273491389837	0.5361885437075666	0.763961159486946	3.033988981960208	2.768569503437336	2.9761869916252874	1.9764272598709753	3.5373150489155907	3.1916145587008486	2.646416342342081	1.1730974178657596	1.4752797717635304	3.0609773646425604	2.2474353897762547	2.612697483371644	2.2722262024389654	3.5359714666400697	0.25887602076365035	1.6622837267723698	3.0382380413959997	0.6890760472843027	2.9146290946719184	1.5808322702200137	3.131678536023061	1.2639360619299576	0.8739251605804239	0.6060231109727089	2.5865762362127582	2.2158481380686417	0.14841193913437717	2.1881924206920185	3.0255562720441516	1.0250516343387956	3.142501473856788	0.9002885885248247	1.9530251759195818	0.31974466082367164	1.3312730473288688	1.0351290292146256	1.3571776586330229	3.3897363755186802	3.8689441919426546	1.0302887441068354	0.5545512252233128	2.0053007046222913	1.8382728032711475	0.4601367406717289	1.8376340639681363	1.2722349758887384	1.4829338629850815	1.2976660539559686	1.0800932394785292	3.5046843330091786
GnotobioticExp-FP-189-S52	0.6328199224050683	1.679847944269965	2.3238825203527207	1.6109038596156775	1.7572221396681933	1.3044029671923363	2.76548036959359	0.4310301261601633	1.1811514660631388	3.657784376929413	1.0429548059526639	0.7436627298531308	3.0980033755106993	3.66945186271261	2.5188359575811674	1.5855273968786048	0.0	0.7700708276247464	3.8049027601163576	1.9291063312672865	0.7149872207871865	1.4397072856748705	1.5205675555987912	1.8154171941118076	3.114409042761006	1.3463737393611488	0.6920002122029979	3.557626187605671	2.4577078843008953	0.251419217604509	0.36871192611433257	3.3361369288611122	2.3318460151916893	1.3488264331892355	1.3068580695038055	1.3056389127395176	1.2017724281546416	2.0846444338651913	1.862800632125034	2.9793079257402204	2.2616927596116607	1.3840578966673358	2.8641214709102942	1.973630284415792	2.2289566913830416	0.49943111224807984	1.0123875051593683	3.497386497594897	3.3911243137314107	3.6563089700351585	2.514332237011955	2.8880045828180982	1.698623991842266	0.8467257835934268	1.8826220840790482	2.054943194009777	1.6383079513772307	0.7677960286769626	2.654500970956902	0.6291929466421572	1.80174198286478	1.9108539143603802	2.135391490692289	1.604186310346323	1.6372102692874138	1.5174125424797706	1.752691081198898	2.419581334683919	3.856795063221815	2.036263806200012	2.1113662249081857	1.4237444834047646	1.3868386845431337	1.543095119027439	0.9922173022653982	3.2818315353788643	3.5635486929343125	1.1187533679712753	1.479782984928954	2.071980112730959	1.4447040107745948	1.526558666567875	2.1576888365538496	0.9319681288800781	1.9076960257978053	2.0357882622540786	1.817317104619091	3.0529403650029665
GnotoExpt-FP465-S686	1.1388820910039932	1.0129143116854953	2.564399781262645	2.344586810479516	2.4897698795024183	1.6445890832695054	2.8223868235728653	0.8113030420366159	1.5898049013616138	3.588308374898799	1.3643391151037132	0.1344438554956059	3.201376071428835	3.609490432875961	1.971617192364694	0.9287604309084532	0.7700708276247464	0.0	3.7331658619552135	1.3223495678680373	1.1108789163749113	1.7672063764983357	1.6907246462460206	2.5350973581198994	2.939081861122176	1.5222292002895847	0.9725547972869929	3.306616310502577	2.9099963277094414	0.6538479545222522	0.8881900461698574	3.023906526320128	2.5976277982761036	1.6919102415604372	0.6272376700792505	0.5992101815700962	0.5969394674943521	1.5909099072846327	2.535209018022337	3.0676869596895813	2.737505597254724	1.7386399896698548	3.354715789036036	2.6665167943382224	2.5627788271687084	0.48182267289262265	1.1970646427550813	3.495097334726982	3.037901542795128	3.361242423872849	2.5636988291133536	3.364980645087729	1.1146483518837131	1.2015778322933293	2.5460409065474785	1.5266361463381943	2.3461624056919237	1.0862605920302397	3.0500457412939643	0.4824238219509274	1.461375610745359	1.403114767565297	2.4818815569912016	1.941770955871096	0.9383309966549764	1.873749762382695	2.4586594784259925	1.8769851397555328	3.722776079746984	1.5992858986211955	2.169536628165824	0.8830555515844656	1.3659476096106928	1.3380032114629257	1.0772076466784246	3.5342862573399443	3.905558601414078	0.9989821627387637	1.0523389766923057	2.1699861168184222	1.6738680168307507	1.0473442697888082	2.1320931296162624	1.0147649563122558	1.8104484272342143	1.7993536822966194	1.5621097743557797	3.452597118119596
GnotoExpt-DTT615-S350	3.5778181881762507	3.209230058420906	2.045284987064911	3.913713505613804	3.894192602626335	2.833040363976692	1.2298061489042398	3.451023053853857	2.846503202383962	0.15112873692396686	3.0139515009445246	3.6042786619323453	1.0129050603056724	0.16657421515495513	2.669684074289603	3.21198534964839	3.8049027601163576	3.7331658619552135	0.0	3.248573723350652	3.4097288594709236	2.898158072287384	2.6135060938392733	3.822241077455347	0.9313019783892744	2.562356550870157	3.1156334863443362	1.1539593576268623	2.5300972498175844	3.901403416963737	3.5105710376172032	1.3873445464179492	1.9783594741497263	2.6388698348987902	3.3976349263304537	3.4318620859704607	3.302871543169113	2.5273962874733837	3.5144510280361274	1.027516666622045	2.6861255925443497	2.6675472854204694	2.699441411906475	3.6670864146175397	2.209486883118419	3.5164030494802683	2.8961825310403113	0.4282741447860937	1.6100728266098403	1.266263768447714	1.3327231914177293	2.6451960281788827	2.9621517935517074	3.1688855268825415	3.481876670418037	2.7802152811617735	3.681697408067277	3.2424462703395083	2.24360377996869	3.9398445263683772	2.4495859384607206	2.632254528406717	2.2683583741235096	2.815218915792789	3.329707309174159	2.90901319340609	3.7106663151491937	2.8309425171168074	0.3283622164828994	2.7269915280131984	1.719718536365122	2.9981425187799853	2.507971952525877	2.4027813830190388	2.976538917839113	1.5739781500737118	2.065642878657985	2.790349069968928	2.7529891786242144	1.7910100134813052	2.593837766693219	2.8089364177400973	1.6830982289996919	2.934225101624596	1.9401214924844497	1.9647837889122828	2.1917883573036736	2.2591223988305664
806rcbc472-S377	2.2433051382383646	0.565189083086244	2.8869195657799733	3.1977359266126237	3.3705186879889566	2.3427205794980277	2.751460477774901	1.863625183818972	2.2393849528582743	3.1279349188722803	2.163214677737649	1.2818138574187352	3.0545185806800763	3.1345755955343626	0.8175871979712249	0.5764981365930354	1.9291063312672865	1.3223495678680373	3.248573723350652	0.0	2.142712640387978	2.5078539008234766	2.256535730806878	3.4142842121489223	2.3277695738044764	2.0148585729113417	1.731032388439696	2.469533161821425	3.348169329580795	1.798716599481343	1.9510651804360293	2.153843035611837	2.871808795033925	2.2148239644073895	0.7322190849262626	0.8223980847475741	1.0876806955073566	0.7991204623279321	3.309207729575142	2.8855581079333867	3.2714353534171434	2.3113562343115444	3.749853365354337	3.4654718285987274	2.933849555562516	1.6050336183463347	1.8907940896125528	3.125107727034059	2.0796209833789736	2.482494237848716	2.424567457956953	3.764435307129926	0.5722771038451847	2.089508775376371	3.32940325319442	0.4789282251846033	3.196883364724947	2.0229533801863333	3.341799050926084	1.5046512085094392	0.8952271573700719	0.8083055644594175	2.87391907670464	2.6374677285635317	0.6222581338046629	2.6172241320926966	3.321658704144053	0.6342986290720597	3.1786613089093803	0.5940444571086252	2.164357431046739	0.7743465174051672	1.7202109625896715	1.3570903778401564	1.8129299763068898	3.499858839349118	4.046082897661442	1.439490150097191	0.9217590060420864	2.23483723229346	2.2286747508575426	0.8452759741388314	2.0720453986958045	1.6864437156409677	1.7192415058486956	1.5070301520376268	1.287116815964248	3.6802247069744123
806rcbc398-S303	0.189123054873563	1.773097978927839	1.7447790124387759	1.622239308384899	1.650062898784283	0.7022563802878852	2.276257697803893	0.36027572276293324	0.770993228696046	3.2594513149635405	0.42557501952952154	1.0377812633408627	2.6576250511395307	3.2880722103961477	2.542256879207373	1.692518080145034	0.7149872207871865	1.1108789163749113	3.4097288594709236	2.142712640387978	0.0	0.7678866332155778	0.892497901319152	1.6369888660464298	2.822952379214169	0.8509903520308859	0.5858633997704435	3.340437646745209	2.005622119285145	0.9415795029098584	0.380890772390805	3.131184312605078	1.8096718147061737	0.9460380167357442	1.5051393809457907	1.4738608844309196	1.2192473298188489	2.028243041423612	1.6292875169633088	2.571409191977356	1.7822204366374435	0.9076405505307676	2.4753725280904892	1.7627687326756363	1.71151976836661	0.634775876668209	0.5275953515630448	3.0971626800939185	3.226972617427725	3.4346855778104146	2.117882073856223	2.4656600562093414	1.7387738565343827	0.25247431637436213	1.6043946302873704	2.12385557290784	1.4775981608507693	0.179832236182674	2.2316662448880993	1.2384174526907346	1.775705305481814	1.8366302995546613	1.6298474610102507	0.9436275322620676	1.756372070053915	0.8512930227568298	1.5468390969242218	2.517668175647587	3.460961630744407	2.1500470129505196	1.7086481173592543	1.4472409696294068	0.9662476807221195	1.2865097942880255	0.5126040553438365	2.8919355257703745	3.1047931506116444	0.8710867752182226	1.4075181709280433	1.6480671974122947	0.8662815651232344	1.4777053900849106	1.7362760500989038	0.5897413606122124	1.5635159690423222	1.74586297789241	1.6035806489141649	2.651978851259209
806rcbc521-S426	0.8919672863472866	2.138722837018811	1.033885871964847	1.7242663065933692	1.6460538811174292	0.24900321499202407	1.6891568456745314	1.0542059427447237	0.614668504047776	2.7507568799451096	0.4245757502738797	1.6670151287533086	2.0740368212879945	2.7884415056832794	2.686541406700616	2.0737084862445303	1.4397072856748705	1.7672063764983357	2.898158072287384	2.5078539008234766	0.7678866332155778	0.0	0.3794128634359602	1.5618297994280192	2.4827233485731965	0.5792681276338444	0.9954394909297734	3.065933976712073	1.4121241301031773	1.6633626702627702	1.0748976308117877	2.910808393480108	1.1487647933592207	0.6776836991795367	1.984126027478849	1.9583146717739626	1.664518331177402	2.1496490826174313	1.4426181565703904	2.0295256702895568	1.1875410674302662	0.5349982030610693	1.926537826187266	1.5943194770617808	1.0544482294369013	1.3047050945817436	0.6383651779026511	2.5667165909988734	3.0554936319708936	3.17234094159753	1.641706901853812	1.8813141896114853	2.0297217648539023	0.6058578683551211	1.3750713541291062	2.3424625614743166	1.4330732513633457	0.7081994025404463	1.6443175465820283	1.9362146490240164	1.892887392566558	1.989524754820542	0.9943050700259469	0.18193754719307317	2.1607697280941354	0.11659669717625355	1.4488116491470462	2.721052844086624	2.975068092177204	2.3602784348649584	1.2822076000821871	1.7746640143528538	0.8587007159197758	1.287715222957284	0.7363943261351324	2.3122205712097226	2.4475067029452866	1.0686093064601045	1.6285345070899802	1.1892156256792978	0.38679508894377407	1.7196209331032672	1.3292299129793994	0.8491263200804087	1.3199657764386727	1.5904832139665668	1.56174721877374	2.0657389327849516
806rcbc496-S401	1.0611761394799257	1.8854987027771062	0.9422211524604907	1.9918021556236338	1.946704333671292	0.389661078858899	1.438900807777459	1.0991788776198188	0.693945335083881	2.463775163055464	0.5070670101222756	1.5786310788121616	1.8671882809694986	2.5066045264948404	2.3585784813231134	1.8299438155450272	1.5205675555987912	1.6907246462460206	2.6135060938392733	2.256535730806878	0.892497901319152	0.3794128634359602	0.0	1.8738572310176724	2.150775607702452	0.36567428934468643	0.9670768816264934	2.72735968924095	1.5180357846241392	1.7111023650811779	1.1559408493802357	2.556066781089479	1.0672250080983035	0.6691314973750986	1.790437126496099	1.7665532734643312	1.4713470831201865	1.8219333733302454	1.721218459285181	1.8096115217564375	1.3436058401303619	0.5687948507152202	2.0405826395448363	1.8848520529228354	1.0526012345203064	1.2749072488597823	0.5424391933145666	2.30866733543717	2.698897747698669	2.821857205184754	1.380434353313631	1.9914050103591219	1.7539579967266625	0.6920472887364806	1.6634948983721773	2.0450587267927443	1.7243029172398199	0.7691427275635534	1.6755484762222819	1.9187030375050569	1.5979842808325755	1.670004399669818	1.004881547436488	0.4386604874082001	1.9228451050422273	0.4634113212108748	1.7563832748323933	2.4150380134665235	2.66539215856759	2.081308162846341	1.0050753655419282	1.524068444437993	0.5490489629187889	0.9682675619557086	0.6148085517274534	2.2144668083188668	2.432727845857679	0.8426480029815632	1.3486566963014763	0.9330116866141842	0.218267134811433	1.4400811463240146	1.0006490405830026	0.7179242576770775	0.9767856440304028	1.2295599496543572	1.2256451456495983	2.0924038738919326
GnotoExpt-FP549-S64	1.5583158745247525	3.212524262183865	1.996893710836886	0.47618360872549576	0.17616868572506994	1.4989061722174155	2.7073079129336204	1.7733380268729275	1.348404429262966	3.693226485841626	1.585539965986055	2.464191310460564	2.845332047525095	3.6859888914645307	3.7641762534863252	3.1218654276520064	1.8154171941118076	2.5350973581198994	3.822241077455347	3.4142842121489223	1.6369888660464298	1.5618297994280192	1.8738572310176724	0.0	3.5007462358062553	1.805189382900305	1.7351323206038534	4.044526897635822	1.461852205659174	2.0185428418359157	1.6672870095217431	3.978588562418615	1.9283905100337675	1.466370004808518	2.927482794586756	2.9417571051537537	2.7558008734290182	3.290892181513433	0.3294972408660138	2.7994236594340625	1.2789670979100545	1.437535782644635	1.629386420760223	0.2604949014285576	1.6927812457317881	2.1074761371967967	1.7937273310801394	3.4110047085068858	4.118171585791291	4.215058325243619	2.5667877075443934	1.6814666442353792	3.117932872832562	1.593381948043311	0.3676004543687428	3.356345088995557	0.22293172008922454	1.6872854031535434	1.766775567444041	2.383820819444759	2.8787229159070247	3.167107917565501	1.6139528119364177	1.5461568598926567	3.219576116820425	1.502350114933939	0.12179533039006403	3.7040154348360406	4.003201600661651	3.242265313242421	2.305899566879134	2.8506114339726065	2.1463853444989827	2.486392714064477	1.9485418437365625	2.6304684037144455	2.5999053058450983	2.2078936943505982	2.7527875070436694	2.1984527529569746	1.7238685612594897	2.847202223103201	2.499799913199794	1.935075273357412	2.499677282470982	2.819421017978158	2.7206637495085633	2.046293249823202
806rcbc423-S328	2.993327967778642	2.3324868084554753	1.9080601146565859	3.504990643835205	3.5428094405245605	2.3715436922545248	1.1565384505398746	2.79097477670862	2.345069032292302	0.8282281225040409	2.4786802709139253	2.8151247829093062	1.2012758079687977	0.8285190521586607	1.7508455584323026	2.338684296253809	3.114409042761006	2.939081861122176	0.9313019783892744	2.3277695738044764	2.822952379214169	2.4827233485731965	2.150775607702452	3.5007462358062553	0.0	2.0203686084776677	2.4524073168024914	0.6175347250137598	2.4705685533122015	3.1708916625081165	2.8625237664880445	0.6444102769068512	1.8413940820360588	2.1495272531762515	2.540066033444668	2.584301988988496	2.5022160169386773	1.62849815590826	3.222850154471263	1.0743257483793864	2.5651097117851585	2.2100581508268426	2.747624745708092	3.391332562790017	2.0554018100672824	2.79564850539565	2.295564562046775	0.9174911427662452	0.872695129934197	0.758175194015817	0.9963293585024325	2.7176105457925583	2.08313806192331	2.5959671504456097	3.2055553614217507	1.8590735576864692	3.3234206718552577	2.6448566421076527	2.2449635738561384	3.149334021554671	1.5672588317004832	1.759126302101039	2.07697082256672	2.454196669678651	2.457390390725077	2.527025952232729	3.385196185656789	1.9015970361147188	0.8895846024608716	1.805805595876093	1.2428401496099626	2.152539658083627	1.8752867401379554	1.6530305562744902	2.3506339856820975	1.8313086094105038	2.4380979631866593	2.0771018612308314	1.9232082641379142	1.3560075016931599	2.1216626903566618	1.9675078603198644	1.1543455170559052	2.277013181643591	1.2633965814026045	1.189844679835466	1.3842452783803887	2.3979394316246343
GnotoExpt-DTT387-S533	1.0156375347406477	1.7097450435191022	1.0449878797060295	1.8446818275575336	1.8510175773658317	0.40259541161087176	1.4406635966153392	0.94888068652209	0.4793080294340018	2.4125650205409723	0.462025828761556	1.3984955222650535	1.8215753631217086	2.4394207658844134	2.1540876417283537	1.6449206233655849	1.3463737393611488	1.5222292002895847	2.562356550870157	2.0148585729113417	0.8509903520308859	0.5792681276338444	0.36567428934468643	1.805189382900305	2.0203686084776677	0.0	0.7034880252374962	2.573552268784874	1.503015312778462	1.514278637880368	0.9995380207987115	2.406047314661841	1.0835283408656995	0.4152359893777027	1.5930000562856002	1.592155130619181	1.3392050024094215	1.6302776359462696	1.6376926496779647	1.7297904516658371	1.3572912958679484	0.39864538901641955	1.9982980935146812	1.809754061819837	1.0653358365196588	1.1220486968424208	0.36735619099595934	2.2462663471902125	2.5359959732678927	2.6837937307581607	1.2688281590600898	1.9738722134581896	1.559891595349854	0.6067851566996444	1.6034606813694734	1.8128282376237528	1.6258931227369202	0.6897136154127603	1.6234950996206365	1.6997864468586974	1.3316562422268692	1.4955416090194988	0.9976174851769314	0.6559630441223436	1.7549080137667001	0.6637916112320165	1.6871093061724096	2.179648253931072	2.6270294955389475	1.805088114183714	0.8607464373122319	1.3282495907449332	0.36584713933921104	0.7595971045232434	0.5156953441128689	2.1334804495767257	2.430167763761875	0.6242286863057853	1.1451897019728576	0.8000543447306695	0.22500564143232746	1.2465711050465673	0.9039284167705139	0.5085370759490255	0.8006805794812384	1.0778302602871301	1.0165397888125625	2.0379718621385874
