	806rcbc392-S297	GnotoExpt-DTT555-S167	GnotobioticExp-DTT-195-S205	GnotoExpt-DTT543-S154	GnotoExpt-DTT537-S148	806rcbc533-S438	806rcbc564-S469	GnotobioticExp-DTT-189-S199	GnotobioticExp-FP-207-S71	GnotoExpt-DTT603-S338	806rcbc176-S273	GnotoExpt-FP453-S674	806rcbc558-S463	GnotoExpt-DTT609-S344	806rcbc466-S371	GnotoExpt-FP555-S71	GnotobioticExp-FP-189-S52	GnotoExpt-FP465-S686	GnotoExpt-DTT615-S350	806rcbc472-S377	806rcbc398-S303	806rcbc521-S426	806rcbc496-S401	GnotoExpt-FP549-S64	806rcbc423-S328	GnotoExpt-DTT387-S533	GnotobioticExp-DTT-183-S193	GnotoExpt-FP615-S311	GnotoExpt-DTT471-S619	GnotobioticExp-FP-177-S39	GnotobioticExp-DTT-177-S187	GnotoExpt-FP609-S305	GnotobioticExp-DTT-207-S217	GnotobioticExp-FP-201-S65	GnotoExpt-FP561-S77	GnotoExpt-DTT561-S173	GnotoExpt-FP567-S83	GnotoExpt-FP483-S704	GnotoExpt-FP543-S58	806rcbc435-S340	GnotoExpt-DTT477-S625	GnotobioticExp-FP-195-S59	GnotoExpt-DTT483-S631	GnotoExpt-FP537-S52	GnotoExpt-DTT459-S607	GnotoExpt-FP459-S680	GnotoExpt-DTT393-S539	806rcbc552-S457	GnotoExpt-FP597-S293	GnotoExpt-FP603-S299	806rcbc429-S334	GnotoExpt-DTT453-S601	GnotoExpt-FP477-S698	806rcbc404-S309	GnotoExpt-FP531-S46	806rcbc364-S499	GnotoExpt-DTT549-S160	806rcbc170-S267	GnotoExpt-DTT465-S613	GnotobioticExp-FP-183-S46	806rcbc372-S505	GnotoExpt-FP471-S692	GnotobioticExp-DTT-201-S211	806rcbc490-S395	GnotoExpt-DTT567-S179	806rcbc527-S432	GnotoExpt-DTT531-S142	806rcbc378-S512	GnotoExpt-DTT597-S332	806rcbc478-S383	GnotobioticExp-DTT-370.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-DTT-322.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-DTT-376.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-DTT-364.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-DTT-310.fastq	GnotobioticExp-DTT-304.fastq	GnotobioticExp-DTT-316.fastq	GnotobioticExp-DTT-382.fastq
806rcbc392-S297	0.0	1.8884573086770255	1.8801981111510488	1.526283439940334	1.5607983736701452	0.8321589705635286	2.4389957835482057	0.39221810589349854	0.8643169492446386	3.427990721078781	0.5799545688805972	1.0815087038714828	2.8068062804090355	3.453813671634	2.6840749868279037	1.8048157232422544	0.6328199224050683	1.1388820910039932	3.5778181881762507	2.2433051382383646	0.189123054873563	0.8919672863472866	1.0611761394799257	1.5583158745247525	2.993327967778642	1.0156375347406477	0.6765686416584555	3.507647001141454	2.0725797250962184	0.8748893094503847	0.35887710190157207	3.30143527142081	1.9369680780305736	1.057218496518192	1.593362590645728	1.5636947800024663	1.3300204372332385	2.179686904221103	1.5864265564128468	2.720865181090429	1.8416138777409452	1.0220079183002828	2.5245868231508073	1.707215913712488	1.8212025355534507	0.6797241983848338	0.7011441684837293	3.257518356501762	3.394301208906208	3.605794799017377	2.2754459208905082	2.5212476727334963	1.8683536072636378	0.4089821284693368	1.567124064759829	2.2546262318050094	1.4067090652977672	0.3563775987293946	2.3147127095754647	1.2091310390976675	1.9173571830947858	1.9885149292063895	1.7362528310729026	1.0590707600786184	1.8633084908641788	0.9601751510736568	1.4778879262512523	2.645940032118881	3.636076598062222	2.2712216582920557	1.869041727244156	1.5751704598170457	1.1473505635991197	1.4570249978527983	0.6961741047634816	3.006092419882361	3.201294927464047	1.0332734441916254	1.5540082261858743	1.8048847528868337	1.0236497837854353	1.6207004966280667	1.9096273544728857	0.7530596201311264	1.737569269424396	1.9227220300486743	1.771164627540465	2.7305648734109416
GnotoExpt-DTT555-S167	1.8884573086770255	0.0	2.6140875926643425	3.054615075780949	3.188736344715207	2.012719296607661	2.5660610443146963	1.5424914840694683	1.988460613511786	3.07714425146019	1.8125219128091732	0.9684896370258803	2.9433359737791815	3.1038280533949894	1.023324898654851	0.09916627333320117	1.679847944269965	1.0129143116854953	3.209230058420906	0.565189083086244	1.773097978927839	2.138722837018811	1.8854987027771062	3.212524262183865	2.3324868084554753	1.7097450435191022	1.4777443903003586	2.579648022091956	3.1552617656030035	1.591879487434672	1.6524633943437435	2.2442744283607627	2.6464714431082625	1.9839423892581403	0.4057530514462034	0.4178797111175965	0.5994000975890987	0.7345442514948425	3.1217518970868765	2.7957546330528484	3.044742859979593	2.0492097442935093	3.605173020859314	3.28040218264602	2.703965059869563	1.2610825415927727	1.5492225673074473	3.0708085239016403	2.212627632135267	2.582987845003133	2.302564873404038	3.6016036869936556	0.2569169123276942	1.7418165284848959	3.124485362050083	0.6659030080151407	3.00568803227697	1.6606239309280522	3.192437667097622	1.3551025711398745	0.9019717349679169	0.5834887395114378	2.646645407729419	2.278730621125498	0.12917226411708838	2.253398695803269	3.1152938779308346	0.9845355787284342	3.129928684452243	0.907321254575041	1.9925658260390668	0.38719263769406453	1.386699746915337	1.078753189716915	1.4278642867250153	3.4325408219796607	3.9165968071976085	1.1003384912810914	0.6017815486517715	2.048745031266057	1.9008860519474773	0.5002549486826429	1.8665404228974865	1.349354884607526	1.5151036691637236	1.3098020494833238	1.1049804116837214	3.563259864497636
GnotobioticExp-DTT-195-S205	1.8801981111510488	2.6140875926643425	0.0	2.2179694665278005	2.1092008400463302	1.0496967515421667	0.8334258988351203	1.9415971254832598	1.186482357456446	1.9108093794395091	1.3256758858018771	2.441304122912646	1.1383883180199827	1.947044504568157	2.7921361656576242	2.567522641785754	2.3238825203527207	2.564399781262645	2.045284987064911	2.8869195657799733	1.7447790124387759	1.033885871964847	0.9422211524604907	1.996893710836886	1.9080601146565859	1.0449878797060295	1.7102659120781947	2.5232934284817095	0.9073931336111621	2.517050270318664	1.9663693845746433	2.479152912427704	0.2670743360125169	1.0408040650024792	2.580383708827555	2.579782927751758	2.3192694746526614	2.317668056557595	1.7358880636575995	1.156224276665839	0.8728122006037582	0.96423458325842	1.384704916865832	1.8875894274629648	0.3876350986306948	2.1542050590566735	1.3850383889217874	1.6856731516728707	2.6781843546264557	2.6561159473940905	0.962448128460191	1.2955865003936187	2.4243184361884373	1.521040331698005	1.6637441029609974	2.5717066357554246	1.891395259663883	1.6324253638754922	0.9524444098665422	2.7329927367243556	2.0574901849160114	2.242632128967851	0.45032236521558466	0.8874892034388563	2.681661007076684	0.9924244196513403	1.8814428784248243	2.876856998151927	2.1796458100549256	2.5448983271171817	0.8529960701818089	2.2529857388601493	1.2615615951453958	1.5476922888241214	1.5151257517513266	1.4015607020082523	1.5296249395456327	1.622687331232053	2.023026577955038	0.7480195447290865	0.9110610845286133	2.1211270033494993	0.9587012404259877	1.5510154901415272	1.2238245595722643	1.5392731333853522	1.6513556361241788	1.3095052136546057
GnotoExpt-DTT543-S154	1.526283439940334	3.054615075780949	2.2179694665278005	0.0	0.31057457729256355	1.6040644022742259	2.8471826577606913	1.661428142568714	1.3659103508926225	3.7839223805089026	1.6296910431593352	2.2809829344306487	2.9775861628805607	3.767180731311454	3.612207016727245	2.959344135583759	1.6109038596156775	2.344586810479516	3.913713505613804	3.1977359266126237	1.622239308384899	1.7242663065933692	1.9918021556236338	0.47618360872549576	3.504990643835205	1.8446818275575336	1.6122073502319707	4.0097194193157035	1.7237027414298036	1.7741754500032156	1.5418839591993418	3.933553809086048	2.1229953934162284	1.4928815909409203	2.743162863527701	2.7714796662476413	2.633686715155451	3.172194527260823	0.6212057021661458	2.9022271601948826	1.570756107292346	1.5086650163723492	1.8807866248421845	0.6067580562871637	1.9064367844640315	1.9688929725708546	1.7860922159948243	3.5086337606149725	4.051353106910209	4.1830791281397515	2.6358219015359237	1.9563003829545658	2.970823265699058	1.592133868113481	0.7178169200235573	3.1869544962325436	0.3889322631581756	1.6678029438078628	1.9739141567162595	2.1165909666507874	2.7380813423897203	3.05786076106213	1.815634194094547	1.7466180567059855	3.0572110411517444	1.6934667814095128	0.504759833381639	3.5192172062657803	4.088953492878594	3.0464467127209462	2.3579317035661154	2.7112122105733203	2.1494560607893716	2.4339883770584523	1.9365735064653162	2.772911644720932	2.841407387401419	2.139772786527795	2.6393595899340827	2.265368339790448	1.820053195297338	2.728183510209519	2.5550489995554466	1.882362440532359	2.498773288884642	2.7954622914328175	2.657362458531421	2.2533841864029474
GnotoExpt-DTT537-S148	1.5607983736701452	3.188736344715207	2.1092008400463302	0.31057457729256355	0.0	1.5637165034767644	2.7946324359438535	1.7535293194623593	1.3816275226158723	3.764942855187691	1.62633721254794	2.4227901673819376	2.92860303865576	3.7540626072047383	3.748139649413698	3.0960237719470944	1.7572221396681933	2.4897698795024183	3.894192602626335	3.3705186879889566	1.650062898784283	1.6460538811174292	1.946704333671292	0.17616868572506994	3.5428094405245605	1.8510175773658317	1.7174450007317483	4.07333573417933	1.5797496438174283	1.947173852770165	1.6407493198546883	4.004043607546163	2.0310109560411473	1.5057723164097117	2.891240227387749	2.910064715194709	2.741130747020018	3.285928287103273	0.427948730703854	2.8726115492349495	1.4081733241270924	1.492306962860218	1.7355057740705966	0.36622191955924055	1.8003953366939178	2.0800290965786	1.8191523952352362	3.483884859083995	4.135908589384987	4.245422681747272	2.629001203773526	1.7978720212315993	3.099572264527699	1.6156729887632382	0.49934422105770204	3.332237031046199	0.23105429739055774	1.7024654720391648	1.86654775829721	2.3076776024097203	2.8652115832380853	3.1644855136993746	1.7170739140789093	1.6450591646882717	3.193167008353826	1.5964761354689068	0.24931798011801393	3.675250499459797	4.07423925568191	3.208610131298889	2.361535923750135	2.833559536584666	2.1808296547995343	2.5031668492986148	1.9719424994583605	2.711068366189361	2.7105837427320765	2.2151275084193505	2.746489257433393	2.258824476706147	1.7890339177475678	2.8388360326232127	2.5573787812687967	1.944953539093739	2.5368728021353886	2.8491590831898335	2.7353821165844505	2.1427934596378635
806rcbc533-S438	0.8321589705635286	2.012719296607661	1.0496967515421667	1.6040644022742259	1.5637165034767644	0.0	1.64804069472515	0.9246673272319715	0.3751050231765269	2.6851223458393254	0.2962374818655105	1.5362263321702996	2.0093122963139636	2.713427656535438	2.5406026308553407	1.9423864542048002	1.3044029671923363	1.6445890832695054	2.833040363976692	2.3427205794980277	0.7022563802878852	0.24900321499202407	0.389661078858899	1.4989061722174155	2.3715436922545248	0.40259541161087176	0.7945814312078336	2.942028853799428	1.3706010932505075	1.5180072392862103	0.9399096926802852	2.790131527916998	1.1123224003186212	0.443978388342321	1.8456336284596575	1.833443679118941	1.5629179693446593	2.0122966408169294	1.3620276375823934	1.944096491413577	1.1658661358883085	0.3169274904084224	1.8736681722705666	1.5245155361339369	1.0170828192103407	1.1844161689257926	0.47863472790849587	2.49393199130887	2.9279318835765498	3.0579305814338733	1.5364524660893875	1.8451142485786405	1.8927351350624617	0.48501247427872657	1.311685880394006	2.182357405039272	1.3427721870548666	0.6065214713997148	1.5773717855918357	1.7814590764216396	1.7151593329576662	1.8624772338844362	0.9415106912303364	0.35090700794174917	2.0396787916431802	0.3158421677229997	1.382457556597978	2.557663687503014	2.9177559477134425	2.1743155759103407	1.1589770589616706	1.6369029888150952	0.7299605340361798	1.1452447377961057	0.6294490683093925	2.2292781202251706	2.4193114910033744	0.9178655050269644	1.486803075482585	1.0694823194140444	0.26625404195555824	1.5831395752471813	1.2322650738724483	0.6895789950858477	1.1889516985915618	1.4723349722137096	1.416339879283545	2.0019250225492096
806rcbc564-S469	2.4389957835482057	2.5660610443146963	0.8334258988351203	2.8471826577606913	2.7946324359438535	1.64804069472515	0.0	2.3826613389697977	1.7156886646481766	1.0892040796682414	1.8606661635396269	2.691691007247149	0.5182002938720895	1.1334411138786606	2.432569851091321	2.5424676721000123	2.76548036959359	2.8223868235728653	1.2298061489042398	2.751460477774901	2.276257697803893	1.6891568456745314	1.438900807777459	2.7073079129336204	1.1565384505398746	1.4406635966153392	2.082666756078658	1.7607385116506886	1.4996499144368216	2.907860193760077	2.4333646757846594	1.7664437470356145	0.810923655384009	1.5197333454592363	2.6475586102207935	2.6629828074360953	2.456080101974515	2.060829302753085	2.421007910465917	0.5206962627664695	1.5796562449458371	1.5125221871774643	1.8402185400341706	2.5803858444600385	1.054045350386803	2.5088124243336187	1.798058024706167	0.9047067849695007	1.9876728759265492	1.8904142894185831	0.4495621819289253	1.7676012361480598	2.336091390224689	2.035949713991359	2.3718793573534773	2.3425285460964242	2.572855110949256	2.1237776017377397	1.330774038429498	3.0283604660267147	1.8734734948191203	2.06285168850607	1.111197400106344	1.593143210245214	2.6637416204751934	1.6903111227832786	2.590573264799863	2.5600247219515735	1.3506992004594283	2.311194267633038	0.7036428507547661	2.2595850964789204	1.4767755348791844	1.5455290369675672	1.8974162582212266	1.191258430171085	1.5808137677801073	1.8246890831104217	2.0024213460224143	0.7165293818949043	1.4211985934850055	2.0856823790914407	0.7127547556533984	1.8884837761461677	1.0715425586466636	1.2762466653754723	1.4808101952926578	1.543688735127746
GnotobioticExp-DTT-189-S199	0.39221810589349854	1.5424914840694683	1.9415971254832598	1.661428142568714	1.7535293194623593	0.9246673272319715	2.3826613389697977	0.0	0.8699000475573205	3.301881933043558	0.6437855103179325	0.7330153805884512	2.745340508524343	3.3221619963112317	2.3392273287331293	1.4536071647231428	0.4310301261601633	0.8113030420366159	3.451023053853857	1.863625183818972	0.36027572276293324	1.0542059427447237	1.0991788776198188	1.7733380268729275	2.79097477670862	0.94888068652209	0.39751057034531817	3.26728390620078	2.181809167137125	0.6223258248876389	0.13156449887296678	3.046171301325345	1.9734108552338387	1.0268875309720698	1.2313260793368588	1.2163776823630883	1.0185566514265376	1.8551678845783288	1.7650164730712032	2.63645838692508	1.9833488782959234	1.04252431386765	2.629879482404715	1.8994885979976037	1.8891318656613398	0.3411851698702389	0.5963839136443682	3.1483450658304237	3.1199108393126065	3.3613435193820425	2.163971978794008	2.635875705041873	1.5217927292808588	0.4498733657561672	1.7628395890099675	1.8963362235783001	1.590973721346001	0.3545319053010897	2.3730558765750733	0.8930592406655685	1.584240985275281	1.6706551836092915	1.8018320660253868	1.2255578796805053	1.520046780021397	1.1448311765838814	1.6885033205736777	2.2827388142459797	3.496097415849369	1.9045413268176177	1.7523077654722221	1.2302853132869191	0.9880270861396674	1.2046088792273426	0.566297555584844	2.9825829598233717	3.259794631967367	0.7659071282311093	1.229259551406954	1.7099917472963373	1.0417046779525638	1.2918030803513199	1.7806161101969293	0.5345288629178968	1.548953486624439	1.6942119064771544	1.5048590597767089	2.7854745078977294
GnotobioticExp-FP-207-S71	0.8643169492446386	1.988460613511786	1.186482357456446	1.3659103508926225	1.3816275226158723	0.3751050231765269	1.7156886646481766	0.8699000475573205	0.0	2.701233574785746	0.4567736125588115	1.4761270856588204	2.010292371907514	2.7123562458436927	2.481470348648969	1.908911880381682	1.1811514660631388	1.5898049013616138	2.846503202383962	2.2393849528582743	0.770993228696046	0.614668504047776	0.693945335083881	1.348404429262966	2.345069032292302	0.4793080294340018	0.6320249870999755	2.8901333588740465	1.3241850703568045	1.376838977012862	0.8543161769925179	2.755474379382222	1.163518056908362	0.21178093566082115	1.7901506655178425	1.8019372972505137	1.5828796899910504	1.9803971147122077	1.1926185679984014	1.9199440324715455	1.1510416750773027	0.2235853801219396	1.7800748182308974	1.3628990972066908	1.04963781995631	1.1476099059574096	0.535345455336544	2.4903744523356885	2.8832934221576845	3.025521310976522	1.515654461280412	1.7814964359649181	1.8576890194201612	0.5444081141374354	1.1726222098870729	2.1005632943323866	1.1584308139109218	0.6663195396993218	1.503235025997241	1.6381559127949814	1.6105197107867038	1.8527667959168246	0.9552125005156055	0.6808203434630995	2.019568218188315	0.6534008417072981	1.2326084738998564	2.4633256338889424	2.953025904435808	2.0383958547884893	1.1437830731630667	1.6050341868196503	0.8048149209228529	1.1444011516004582	0.7314738919248509	2.152739444699126	2.3953081055093732	0.9131199739646186	1.4607280799755353	1.0601291314189765	0.49512739651211796	1.5617167389368571	1.2730535486077337	0.6864388430198133	1.193402333035943	1.4899537073316762	1.39057524382691	1.917017651136397
GnotoExpt-DTT603-S338	3.427990721078781	3.07714425146019	1.9108093794395091	3.7839223805089026	3.764942855187691	2.6851223458393254	1.0892040796682414	3.301881933043558	2.701233574785746	0.0	2.8642259962376793	3.459255263313665	0.903523730291242	0.1281997072864711	2.565939241692811	3.0783092040082187	3.657784376929413	3.588308374898799	0.15112873692396686	3.1279349188722803	3.2594513149635405	2.7507568799451096	2.463775163055464	3.693226485841626	0.8282281225040409	2.4125650205409723	2.9684507969832477	1.1261427527256085	2.4170298132871912	3.755825814843587	3.361989312919148	1.3295315352279127	1.8469233255738697	2.4942527702827277	3.260016878556222	3.2930364605176465	3.1594761408728114	2.4034422900283205	3.388148826643198	0.9086665240189309	2.5648594261017763	2.5222243881176034	2.606973427992586	3.5427727375132214	2.0797598325103066	3.3679256351004008	2.745922718456313	0.34128276705381005	1.5590462487514305	1.2445795801024375	1.1891012651591275	2.552126792965948	2.830166480388638	3.0190286153506296	3.354947757158763	2.6610119304810302	3.5506351541427046	3.0921533781944714	2.139858874005036	3.7971385977232273	2.319236639654861	2.5019014148991627	2.136842167157717	2.669980337781507	3.1965955842863165	2.7631020907373967	3.580662298070879	2.7261976436966058	0.3630227868718848	2.6107411899984156	1.5720813230436697	2.859665655910098	2.3574767557813034	2.2566708478507005	2.8257584705782475	1.5113941943031337	2.013973222734054	2.6419053909254453	2.612916694629675	1.6441513714357578	2.444722704181945	2.6704631836344763	1.5323950519417575	2.7844969711374477	1.792019200293243	1.8226267704772745	2.050813823810879	2.178307067563797
