feature	rank
K06285	18.40414131
K01551	16.60601914
K04076	16.42679701
K04784	13.78359475
K03573	13.73795679
K12113	13.73795679
K13015	13.34113815
K09777	13.07227725
K13019	12.9977649
K05364	12.98064416
K01596	12.61565499
K03810	12.61565499
K08989	12.61147903
K09163	12.4259455
K07576	12.28985649
K00248	12.256175
K00620	12.21085887
K11358	12.14274259
K07005	12.0914769
K01740	12.09145248
K11261	12.05039666
K07814	11.99786778
K07137	11.9691655
K07979	11.94258947
K12257	11.94258947
K06923	11.9303372
K01693	11.91964598
K06310	11.91426617
K02502	11.82498918
K03088	11.82278526
K07079	11.73187375
K06079	11.64721311
K19789	11.64721311
K04061	11.60924776
K06409	11.60924776
K06042	11.59346838
K09729	11.57892634
K02188	11.56218813
K06864	11.56218813
K05934	11.54672993
K11689	11.54443698
K05936	11.53808566
K09121	11.53808566
K06898	11.50400168
K04070	11.50178781
K01571	11.49086133
K02189	11.46405775
K10206	11.45645445
K03525	11.43529944
K08384	11.41628628
K03205	11.414519
K06606	11.39109582
K02227	11.37221315
K04517	11.37221315
K03091	11.33834508
K09691	11.33834508
K12297	11.31822706
K01677	11.3061553
K01678	11.3061553
K01609	11.29557346
K12506	11.29444184
K13626	11.27064665
K06298	11.25389536
K15866	11.25247254
K11184	11.25059806
K18707	11.23958763
K02232	11.21282436
K19309	11.19202281
K17828	11.19117727
K07736	11.18760416
K01039	11.1762917
K01040	11.1762917
K03411	11.14798747
K03410	11.14369243
K08978	11.09515305
K19310	11.09135428
K02823	11.07702986
K10118	11.07276491
K00856	11.03981582
K01572	11.02820197
K16011	11.0182522
K07727	11.00762179
K12510	10.93836011
K00433	10.92031339
K16153	10.92004046
K11189	10.87177896
K00936	10.87003473
K01006	10.87003473
K03415	10.87003473
K03482	10.87003473
K14086	10.87003473
K14087	10.87003473
K14088	10.87003473
K14089	10.87003473
K14090	10.87003473
K01567	10.8645555
K00437	10.81989204
K05773	10.81989204
K06857	10.81989204
K06951	10.81989204
K07096	10.81989204
K07168	10.81989204
K11180	10.81989204
K11181	10.81989204
K11646	10.81989204
K13819	10.81989204
K14091	10.81989204
K18008	10.81989204
K06385	10.81655159
K06390	10.81655159
K06392	10.81655159
K06393	10.81655159
K06396	10.81655159
K06397	10.81655159
K06382	10.80997402
K02224	10.80875324
K09740	10.80774267
K06209	10.7811504
K02171	10.77670425
K06283	10.77670425
K05365	10.76173425
K11177	10.76173425
K11178	10.76173425
K13483	10.76173425
K04720	10.74458685
K07033	10.73616795
K18119	10.73365206
K06438	10.73020447
K19294	10.71904064
K01950	10.7166322
K02051	10.71333747
K10119	10.6981572
K00835	10.66002644
K01792	10.66002644
K05541	10.66002644
K08219	10.66002644
K11744	10.66002644
K18697	10.66002644
K06972	10.65455675
K10117	10.63297508
K00595	10.62652973
K07183	10.60183452
K17246	10.60183452
K09803	10.55271847
K10819	10.54941613
K01163	10.48506324
K03340	10.47576947
K03742	10.4154775
K07240	10.36537855
K02029	10.35218818
K06402	10.34432662
K07138	10.32590373
K01654	10.31410534
K03783	10.30943322
K01880	10.25339057
K06213	10.2368524
K10907	10.19770011
K06320	10.19685516
K00064	10.18930974
K00090	10.18930974
K00094	10.18930974
K00101	10.18930974
K00117	10.18930974
K00137	10.18930974
K00146	10.18930974
K00163	10.18930974
K00216	10.18930974
K00228	10.18930974
K00247	10.18930974
K00276	10.18930974
K00284	10.18930974
K00322	10.18930974
K00389	10.18930974
K00427	10.18930974
K00529	10.18930974
K00631	10.18930974
K00673	10.18930974
K00697	10.18930974
K00758	10.18930974
K00766	10.18930974
K00840	10.18930974
K00884	10.18930974
K00885	10.18930974
K00892	10.18930974
K00906	10.18930974
K00932	10.18930974
K00998	10.18930974
K01085	10.18930974
K01087	10.18930974
K01096	10.18930974
K01146	10.18930974
K01169	10.18930974
K01175	10.18930974
K01252	10.18930974
K01354	10.18930974
K01407	10.18930974
K01460	10.18930974
K01484	10.18930974
K01521	10.18930974
K01584	10.18930974
K01608	10.18930974
K01631	10.18930974
K01637	10.18930974
K01659	10.18930974
K01671	10.18930974
K01690	10.18930974
K01716	10.18930974
K01720	10.18930974
K01725	10.18930974
K01766	10.18930974
K01782	10.18930974
K01825	10.18930974
K01846	10.18930974
K02024	10.18930974
K02043	10.18930974
K02062	10.18930974
K02063	10.18930974
K02064	10.18930974
K02079	10.18930974
K02100	10.18930974
K02107	10.18930974
K02167	10.18930974
K02255	10.18930974
K02283	10.18930974
K02298	10.18930974
K02317	10.18930974
K02344	10.18930974
K02345	10.18930974
K02362	10.18930974
K02363	10.18930974
K02364	10.18930974
K02371	10.18930974
K02399	10.18930974
K02402	10.18930974
K02403	10.18930974
K02423	10.18930974
K02425	10.18930974
K02436	10.18930974
K02462	10.18930974
K02466	10.18930974
K02467	10.18930974
K02468	10.18930974
K02485	10.18930974
K02494	10.18930974
K02504	10.18930974
K02505	10.18930974
K02506	10.18930974
K02507	10.18930974
K02521	10.18930974
K02549	10.18930974
K02550	10.18930974
K02553	10.18930974
K02554	10.18930974
K02560	10.18930974
K02562	10.18930974
K02565	10.18930974
K02572	10.18930974
K02609	10.18930974
K02610	10.18930974
K02611	10.18930974
K02612	10.18930974
K02613	10.18930974
K02615	10.18930974
K02616	10.18930974
K02617	10.18930974
K02618	10.18930974
K02654	10.18930974
K02679	10.18930974
K02680	10.18930974
K02681	10.18930974
K02682	10.18930974
K02742	10.18930974
K02812	10.18930974
K02847	10.18930974
K02848	10.18930974
K02850	10.18930974
K02853	10.18930974
K02854	10.18930974
K02855	10.18930974
K02972	10.18930974
K03078	10.18930974
K03112	10.18930974
K03119	10.18930974
K03181	10.18930974
K03184	10.18930974
K03207	10.18930974
K03208	10.18930974
K03212	10.18930974
K03214	10.18930974
K03221	10.18930974
K03275	10.18930974
K03276	10.18930974
K03278	10.18930974
K03290	10.18930974
K03304	10.18930974
K03314	10.18930974
K03329	10.18930974
K03388	10.18930974
K03389	10.18930974
K03390	10.18930974
K03394	10.18930974
K03425	10.18930974
K03435	10.18930974
K03445	10.18930974
K03459	10.18930974
K03468	10.18930974
K03472	10.18930974
K03477	10.18930974
K03485	10.18930974
K03516	10.18930974
K03528	10.18930974
K03532	10.18930974
K03533	10.18930974
K03548	10.18930974
K03554	10.18930974
K03557	10.18930974
K03576	10.18930974
K03580	10.18930974
K03583	10.18930974
K03591	10.18930974
K03597	10.18930974
K03603	10.18930974
K03607	10.18930974
K03632	10.18930974
K03633	10.18930974
K03645	10.18930974
K03651	10.18930974
K03660	10.18930974
K03668	10.18930974
K03669	10.18930974
K03670	10.18930974
K03672	10.18930974
K03674	10.18930974
K03675	10.18930974
K03683	10.18930974
K03690	10.18930974
K03712	10.18930974
K03717	10.18930974
K03720	10.18930974
K03721	10.18930974
K03749	10.18930974
K03757	10.18930974
K03759	10.18930974
K03761	10.18930974
K03764	10.18930974
K03765	10.18930974
K03774	10.18930974
K03777	10.18930974
K03788	10.18930974
K03804	10.18930974
K03805	10.18930974
K03807	10.18930974
K03809	10.18930974
K03812	10.18930974
K03815	10.18930974
K03819	10.18930974
K03825	10.18930974
K03828	10.18930974
K03831	10.18930974
K03834	10.18930974
K03836	10.18930974
K03837	10.18930974
K03838	10.18930974
K03840	10.18930974
K03855	10.18930974
K03919	10.18930974
K03971	10.18930974
K04013	10.18930974
K04016	10.18930974
K04017	10.18930974
K04020	10.18930974
K04021	10.18930974
K04022	10.18930974
K04025	10.18930974
K04033	10.18930974
K04062	10.18930974
K04063	10.18930974
K04064	10.18930974
K04065	10.18930974
K04067	10.18930974
K04073	10.18930974
K04081	10.18930974
K04333	10.18930974
K04334	10.18930974
K04335	10.18930974
K04336	10.18930974
K04337	10.18930974
K04338	10.18930974
K04343	10.18930974
K04691	10.18930974
K04753	10.18930974
K04770	10.18930974
K04774	10.18930974
K04775	10.18930974
K04781	10.18930974
K04783	10.18930974
K04785	10.18930974
K04786	10.18930974
K04835	10.18930974
K05245	10.18930974
K05337	10.18930974
K05368	10.18930974
K05372	10.18930974
K05373	10.18930974
K05374	10.18930974
K05517	10.18930974
K05522	10.18930974
K05523	10.18930974
K05526	10.18930974
K05590	10.18930974
K05591	10.18930974
K05594	10.18930974
K05685	10.18930974
K05708	10.18930974
K05709	10.18930974
K05710	10.18930974
K05711	10.18930974
K05712	10.18930974
K05713	10.18930974
K05714	10.18930974
K05775	10.18930974
K05777	10.18930974
K05778	10.18930974
K05779	10.18930974
K05782	10.18930974
K05785	10.18930974
K05789	10.18930974
K05790	10.18930974
K05796	10.18930974
K05798	10.18930974
K05803	10.18930974
K05804	10.18930974
K05809	10.18930974
K05811	10.18930974
K05812	10.18930974
K05817	10.18930974
K05818	10.18930974
K05819	10.18930974
K05839	10.18930974
K05851	10.18930974
K05874	10.18930974
K05875	10.18930974
K05876	10.18930974
K05877	10.18930974
K05880	10.18930974
K05881	10.18930974
K05887	10.18930974
K05984	10.18930974
K05997	10.18930974
K06006	10.18930974
K06073	10.18930974
K06074	10.18930974
K06080	10.18930974
K06132	10.18930974
K06140	10.18930974
K06141	10.18930974
K06144	10.18930974
K06145	10.18930974
K06146	10.18930974
K06157	10.18930974
K06159	10.18930974
K06176	10.18930974
K06197	10.18930974
K06205	10.18930974
K06212	10.18930974
K06214	10.18930974
K06219	10.18930974
K06222	10.18930974
K06445	10.18930974
K06447	10.18930974
K06858	10.18930974
K06866	10.18930974
K06899	10.18930974
K06918	10.18930974
K06938	10.18930974
K06957	10.18930974
K07003	10.18930974
K07008	10.18930974
K07026	10.18930974
K07039	10.18930974
K07070	10.18930974
K07105	10.18930974
K07127	10.18930974
K07130	10.18930974
K07136	10.18930974
K07153	10.18930974
K07156	10.18930974
K07184	10.18930974
K07186	10.18930974
K07216	10.18930974
K07219	10.18930974
K07225	10.18930974
K07229	10.18930974
K07235	10.18930974
K07236	10.18930974
K07237	10.18930974
K07245	10.18930974
K07251	10.18930974
K07261	10.18930974
K07265	10.18930974
K07266	10.18930974
K07269	10.18930974
K07274	10.18930974
K07279	10.18930974
K07283	10.18930974
K07286	10.18930974
K07308	10.18930974
K07309	10.18930974
K07310	10.18930974
K07312	10.18930974
K07314	10.18930974
K07319	10.18930974
K07350	10.18930974
K07351	10.18930974
K07354	10.18930974
K07355	10.18930974
K07356	10.18930974
K07358	10.18930974
K07400	10.18930974
K07464	10.18930974
K07470	10.18930974
K07479	10.18930974
K07490	10.18930974
K07502	10.18930974
K07589	10.18930974
K07592	10.18930974
K07637	10.18930974
K07639	10.18930974
K07640	10.18930974
K07641	10.18930974
K07642	10.18930974
K07643	10.18930974
K07644	10.18930974
K07645	10.18930974
K07647	10.18930974
K07648	10.18930974
