feature	rank
K00895	11.83509445
K07455	10.88954092
K01200	10.88569783
K19091	10.84685136
K06041	10.50762265
K00275	10.3823719
K07219	10.3823719
K02068	10.08727525
K01205	10.07482474
K09760	10.07482474
K10819	10.07482474
K02019	9.885512021
K00394	9.808505842
K00395	9.808505842
K02551	9.808505842
K09800	9.808505842
K02592	9.591354673
K03077	9.591354673
K06937	9.591354673
K07469	9.591354673
K09729	9.591354673
K14445	9.591354673
K02069	9.529649436
K07148	9.529649436
K06075	9.525016449
K06929	9.525016449
K01155	9.436115668
K00102	9.433960946
K02589	9.433960946
K02590	9.433960946
K07278	9.433960946
K18480	9.433960946
K00856	9.419927942
K01638	9.419927942
K02278	9.409098182
K02585	9.409098182
K01476	9.406866832
K06966	9.372212177
K00156	9.337881896
K02020	9.263814069
K00042	9.239386151
K02414	9.239386151
K01195	9.225720123
K02017	9.225720123
K02018	9.225720123
K03639	9.225720123
K00917	9.220266264
K05873	9.217748352
K11261	9.217748352
K02397	9.169884312
K01903	9.166453555
K05773	9.112315233
K06857	9.112315233
K01599	9.062720049
K01805	9.06123666
K08138	9.06123666
K12506	9.06123666
K00123	9.040744913
K02280	9.040744913
K00241	9.03284144
K00265	9.03284144
K00437	9.03284144
K00652	9.03284144
K02429	9.03284144
K06320	9.03284144
K06951	9.03284144
K06968	9.03284144
K07096	9.03284144
K07121	9.03284144
K07168	9.03284144
K07289	9.03284144
K07803	9.03284144
K08302	9.03284144
K09857	9.03284144
K09892	9.03284144
K11179	9.03284144
K11180	9.03284144
K11181	9.03284144
K11473	9.03284144
K11646	9.03284144
K12511	9.03284144
K12942	9.03284144
K13819	9.03284144
K14086	9.03284144
K14087	9.03284144
K14088	9.03284144
K14089	9.03284144
K14090	9.03284144
K14091	9.03284144
K18008	9.03284144
K07112	9.031419649
K08999	9.031419649
K05772	9.013914891
K06894	8.958670897
K01181	8.954872958
K01483	8.911186352
K00619	8.902544867
K01186	8.853882964
K02380	8.841200712
K18979	8.781868039
K00240	8.76243341
K09973	8.746390454
K07709	8.744366797
K10804	8.731006338
K10190	8.653337296
K03561	8.597462343
K09691	8.583850991
K02379	8.563868015
K01077	8.557659563
K15539	8.556354837
K02586	8.554622157
K02591	8.554622157
K03970	8.554622157
K03974	8.554622157
K06039	8.554622157
K07799	8.554622157
K09136	8.554622157
K09954	8.554622157
K15977	8.554622157
K03474	8.534898837
K10188	8.534898837
K02667	8.524311011
K01585	8.513347166
K02415	8.513347166
K03465	8.513347166
K09740	8.513347166
K01991	8.504648703
K02426	8.468773168
K02418	8.455751542
K00340	8.449709237
K00330	8.43870182
K00657	8.43870182
K02386	8.43870182
K02393	8.43870182
K07488	8.43870182
K09931	8.43870182
K15383	8.43870182
K16885	8.43870182
K16886	8.43870182
K16887	8.43870182
K00331	8.431401344
K00343	8.431401344
K06177	8.419366433
K00339	8.412493016
K00342	8.412493016
K07164	8.406273607
K01654	8.378055417
K03415	8.373286156
K07181	8.368965051
K00341	8.363180748
K16011	8.339035571
K06873	8.333438968
K12373	8.327859717
K06877	8.323684635
K01858	8.303457647
K03117	8.303457647
K09116	8.303457647
K02482	8.295826655
K09125	8.287979594
K19304	8.287088734
K01197	8.283090188
K00337	8.271231839
K16915	8.265930662
K16363	8.264271229
K00833	8.240746282
K02389	8.234708398
K03559	8.234708398
K14393	8.226411232
K07321	8.210887992
K06970	8.185396889
K01007	8.174365854
K03281	8.161887948
K07405	8.158567497
K03773	8.138519503
K11392	8.100062287
K02647	8.093624198
K02557	8.085953147
K00344	8.082407679
K01960	8.082407679
K09794	8.082407679
K05936	8.079389421
K00338	8.075789589
K02517	8.075789589
K02556	8.075789589
K05934	8.045492807
K00970	8.038922264
K02011	8.038922264
K02484	8.038922264
K03587	8.038922264
K02014	8.026098566
K15371	8.01292138
K07403	8.006165054
K02116	8.00449077
K02394	8.00449077
K02409	8.00449077
K03453	8.00449077
K09690	8.00449077
K09004	8.004372943
K01847	7.989192533
K01935	7.989192533
K07106	7.989192533
K00926	7.985127029
K01966	7.985127029
K06204	7.967496658
K17320	7.967496658
K10797	7.944726836
K02282	7.941321649
K07273	7.923289776
K05970	7.917091002
K03578	7.899088359
K07034	7.899088359
K17319	7.884188117
K07402	7.881818773
K03388	7.879682252
K03389	7.879682252
K03390	7.879682252
K04562	7.855037789
K02496	7.852001402
K02304	7.842279271
K03408	7.833376452
K07588	7.825922438
K00958	7.823816088
K06281	7.823816088
K06282	7.823816088
K09763	7.823816088
K18149	7.823816088
K03926	7.812614995
K03770	7.803504244
K02411	7.794559246
K07726	7.737420984
K11741	7.735008501
K11381	7.73255237
K03771	7.712212449
K02224	7.705354874
K02413	7.700796439
K01201	7.635617
K07735	7.635617
K11783	7.635617
K00024	7.633989499
K00677	7.633989499
K03412	7.633989499
K07216	7.630078599
K03585	7.61451471
K15923	7.61451471
K02058	7.610852607
K08717	7.604896081
K02666	7.603313323
K03286	7.603313323
K01008	7.603016466
K01278	7.603016466
K09798	7.603016466
K09803	7.603016466
K11214	7.603016466
K06188	7.600958129
K19710	7.597780268
K02107	7.587166883
K07213	7.584462703
K07263	7.584462703
K09141	7.574314042
K03305	7.562883254
K06206	7.560327975
K09706	7.511658584
K03543	7.509635221
K06042	7.497916487
K09922	7.486155728
K03593	7.483582027
K01579	7.482958873
K01676	7.478957123
K07259	7.478957123
K01176	7.467994213
K09808	7.462745564
K02587	7.459951458
K03414	7.445261078
K12527	7.439630726
K06911	7.426789892
K03637	7.420029496
K02188	7.413125367
K02189	7.413125367
K16264	7.407105215
K03328	7.401322892
K06142	7.401322892
K07710	7.401322892
K08641	7.385716789
K02445	7.374993971
K04754	7.374993971
K07323	7.374993971
K08304	7.374993971
K09937	7.374993971
K01580	7.371665843
K03738	7.367478685
K03769	7.355782959
K03832	7.340178758
K15873	7.334042089
K07714	7.329563756
K08352	7.326393184
K01487	7.326337418
K00246	7.319941005
K01147	7.319941005
K06189	7.319941005
K02404	7.317331703
K00245	7.314092746
K02190	7.314092746
K02523	7.300273434
K06167	7.29521325
K00854	7.286054768
K01433	7.283583772
K01661	7.283583772
K03641	7.283583772
K06940	7.281332633
K02119	7.266584588
K09015	7.262060268
K00818	7.260604477
K07182	7.260604477
K02217	7.251434325
K02455	7.245905135
K14440	7.245905135
K00124	7.235646309
K00980	7.229248501
K01911	7.221793839
K15726	7.219768813
K18831	7.218714307
K03407	7.217451061
K06990	7.217451061
K17318	7.217451061
K01042	7.208197022
K06864	7.204221756
K02388	7.203705902
K06196	7.203428467
K01993	7.199256506
K07033	7.194037543
K03562	7.186793483
K05788	7.174673911
K09793	7.160711871
K07451	7.148452531
K08309	7.145983199
K19055	7.136679798
K07091	7.132085746
K07277	7.126437929
K07013	7.121824799
K09835	7.121824799
K06143	7.121606486
