feature	rank
K00983	48.98586908
K01596	47.42843505
K04070	45.48216
K09989	45.45046993
K07814	44.90783558
K02499	44.85006279
K06306	44.10052247
K00737	43.84057588
K15898	43.84057588
K18987	43.84057588
K18346	43.79100366
K10200	43.32818348
K10201	43.32818348
K05571	43.17996012
K18234	42.98442161
K07794	42.85173506
K19165	42.85173506
K05342	41.81138528
K06015	41.80866657
K07271	41.61417533
K00702	41.5428972
K04045	41.47951874
K05570	41.47951874
K13653	41.47951874
K00929	41.39291788
K17992	41.31427744
K16698	41.19094859
K00972	41.11528772
K01615	41.02016888
K09163	40.88250712
K07075	40.70107546
K13963	40.61141929
K00634	40.46359911
K01308	40.32485282
K01492	40.13543622
K01449	39.97255058
K12452	39.89528423
K00096	39.58505603
K18581	39.45373543
K14534	39.43725622
K12997	39.38607973
K09153	39.34829873
K06209	39.2929686
K02203	39.2342261
K18344	39.16679611
K09766	38.9787972
K04061	38.85241105
K17215	38.76021951
K13010	38.52433161
K10202	38.24859384
K06298	38.1890927
K07777	38.03105548
K09469	38.02956521
K02171	37.63381135
K17734	37.47555916
K01551	37.33343364
K02172	37.29527338
K06403	37.29527338
K06404	37.29527338
K12992	37.02331388
K02502	36.89992621
K06903	36.89992621
K11184	36.89992621
K00595	36.85783364
K02241	36.85684914
K09692	36.66361052
K07183	36.5116197
K02473	36.43333016
K07502	36.25528846
K05799	36.23779287
K03706	35.97348697
K06400	35.93043597
K01039	35.91689964
K01040	35.91689964
K00197	35.83711644
K15023	35.83711644
K06333	35.81876377
K04076	35.81608327
K07031	35.75008511
K05566	35.69828308
K15533	35.61196813
K03604	35.58203148
K07813	35.58203148
K01192	35.52988506
K05567	35.43181997
K03518	35.38322091
K07590	35.37805356
K05569	35.37661111
K06923	35.34595351
K05568	35.30712828
K07452	35.30395137
K02283	35.24207765
K07105	35.24207765
K07736	35.145218
K09702	35.10853932
K05341	35.09035635
K03332	35.03858238
K09121	35.03393105
K10119	34.97514593
K10540	34.87618317
K02348	34.66048018
K00370	34.51814544
K00371	34.51814544
K00373	34.51814544
K06714	34.45237753
K18475	34.45237753
K18675	34.42497671
K07003	34.36112512
K16235	34.286363
K13714	34.27826037
K18330	34.2534772
K10118	34.24628776
K11615	34.24628776
K02805	34.18579165
K11691	34.12810177
K11928	34.1218431
K11692	34.09763612
K15532	34.06997515
K10117	34.0547104
K09706	34.00290906
K13280	33.88091278
K10012	33.68002007
K00209	33.673926
K00620	33.60647707
K11358	33.48993051
K00978	33.47548336
K02525	33.47474937
K03280	33.47474937
K00851	33.45783194
K03758	33.38935866
K06334	33.38144415
K07448	33.37642439
K01693	33.34297605
K02761	33.2230904
K01677	33.15134049
K01678	33.15134049
K03310	33.1206177
K09749	33.06157399
K18345	32.99039522
K05919	32.9341845
K01709	32.89572713
K06223	32.88786087
K05364	32.82249877
K08368	32.76736201
K13923	32.76545753
K18104	32.6758073
K18013	32.63652594
K02248	32.61191323
K04940	32.56719919
K00284	32.53115207
K03449	32.52519301
K10542	32.49310632
K01740	32.46094965
K03426	32.40969615
K00383	32.37556679
K12510	32.35049648
K15024	32.3136135
K11614	32.31087157
K00158	32.20701772
K03319	32.20701772
K18350	32.18546432
K02191	32.15994768
K03399	32.15994768
K01577	32.0754835
K09807	32.01518223
K19267	31.99463435
K06987	31.98244541
K19310	31.94000328
K02509	31.86598688
K08676	31.85641082
K07696	31.76015276
K00194	31.75467882
K06897	31.75467882
K14138	31.75467882
K17214	31.73210461
K07002	31.72648217
K08600	31.72581773
K01464	31.6411483
K07080	31.53731582
K07192	31.4740239
K07177	31.45183906
K07720	31.43266404
K06133	31.39619565
K01485	31.32118452
K06864	31.31587677
K16264	31.31587677
K03707	31.28742801
K01595	31.22234218
K16905	31.16989913
K10011	31.01702806
K02421	30.97240707
K13004	30.94089225
K02401	30.8620501
K00036	30.8168067
K01273	30.77954739
K02395	30.76786067
K00033	30.6806346
K08722	30.67843935
K07718	30.64107276
K01133	30.62563707
K02242	30.57126598
K00986	30.53188791
K01807	30.46740084
K07141	30.45753571
K03316	30.41631489
K01251	30.38736801
K16849	30.37332912
K00031	30.33116067
K00841	30.30246973
K08996	30.28390602
K00248	30.25486194
K13940	30.09701666
K00040	30.05504097
K19309	30.017746
K17213	29.95583023
K01263	29.92384921
K10353	29.92384921
K03638	29.90579696
K02438	29.89491547
K18014	29.8620732
K07098	29.83001252
K06726	29.79844868
K07053	29.79844868
K00957	29.78819446
K03647	29.77072598
K09775	29.76534609
K11527	29.75603699
K06905	29.68770991
K04517	29.64889638
K16850	29.59239208
K05346	29.5139974
K08659	29.42183153
K07137	29.40958343
K08161	29.36757195
K01647	29.36357672
K03975	29.27252677
K06890	29.26847532
K12137	29.25978951
K00171	29.25489109
K06408	29.23751404
K15552	29.19945881
K01034	29.197079
K01035	29.197079
K07474	29.18444048
K17722	29.18424581
K10206	29.16585226
K15669	29.13365969
K00867	29.11509352
K03294	29.09644671
K02045	29.02407648
K11927	28.9825791
K01609	28.91529081
K03697	28.76397223
K03205	28.7604146
K02510	28.74089202
K07496	28.70418582
K06206	28.60872465
K00692	28.56351238
K02760	28.56242279
K05340	28.54132262
K18331	28.53310331
K16907	28.44512185
K00526	28.38274657
K13256	28.27697281
K01823	28.2461083
K02566	28.16426342
K00055	28.16423203
K19285	28.0714886
K14059	28.06169711
K03293	28.02391215
K06878	27.98227123
K08969	27.98227123
K01138	27.9798914
K07979	27.9545229
K00433	27.94781416
K01179	27.9453785
K06001	27.92626374
K16906	27.92626374
K10254	27.79891659
K17246	27.78079489
K05795	27.77421773
K09963	27.6868536
K16012	27.6868536
K16013	27.6868536
K07305	27.68255452
K18332	27.6519449
K00010	27.64185843
K04028	27.63549812
K17836	27.63233303
K18349	27.61331976
K05964	27.61266437
K03308	27.58755964
K05979	27.58675588
K02662	27.52105138
K02077	27.51603722
K18119	27.51516173
K01256	27.50251136
K00821	27.47939377
K09960	27.45938676
K09961	27.45938676
K19088	27.45938676
K01681	27.45174492
K03305	27.44329505
K01834	27.39400978
K00364	27.37803636
K04047	27.36442713
K02759	27.36182693
K02041	27.34313904
K15555	27.33200857
K12700	27.32355582
K12555	27.25375051
K07006	27.23943457
K12960	27.22710226
K07793	27.22664768
K16169	27.17159406
K08987	27.17118518
K00054	27.16846924
K00869	27.16846924
K00938	27.16846924
K01641	27.16846924
K02244	27.16846924
K06198	27.16846924
K03095	27.16795335
K14188	27.15450077
K03367	27.15347126
K03739	27.15347126
K03740	27.15347126
K01597	27.1187227
K03458	27.07673526
K02042	27.07365432
K01658	27.06701706
K06208	27.01508844
K02796	27.00461038
K02795	26.96980028
K09759	26.96943839
K06286	26.91300511
K01071	26.90876119
K19005	26.9037234
K08384	26.89616834
K02245	26.89016784
K18926	26.8777078
K07118	26.84344334
K02022	26.82633387
K02246	26.82503133
K09685	26.80277228
K00086	26.78315872
K00691	26.73651383
K01372	26.72079812
K02058	26.69997475
K07304	26.69651584
K02440	26.69537096
K02315	26.69038172
K16925	26.67442052
K03340	26.58223551
K07749	26.56409934
K07667	26.55424203
K07705	26.49615757
K01666	26.47994598
K03451	26.38485873
K02548	26.33904001
K05499	26.32629486
K03271	26.31342398
K02398	26.28970762
K02074	26.10629694
K02075	26.10629694
K06907	26.08146021
K08153	25.96669008
K00009	25.94438463
K05823	25.92795112
K16209	25.92795112
K15856	25.92612299
K02082	25.90994315
K06317	25.90756315
K19158	25.89892514
K18009	25.85320662
K00374	25.83686413
K13953	25.82578676
K10241	25.822003
K04772	25.8141825
K01281	25.80309224
K13678	25.78886265
K02236	25.73932606
K11690	25.70803566
K00824	25.65368584
K03525	25.63156695
K10546	25.62897069
K00087	25.55010178
K05966	25.53591644
K00375	25.51767036
K07029	25.51184095
K10563	25.50644735
K04041	25.49753955
K00963	25.49494941
K03716	25.48093152
K10242	25.47470949
K17318	25.46516547
K06969	25.45233656
K04565	25.43095333
K06295	25.36240216
K02622	25.3623291
K00058	25.35196578
K02621	25.31436167
K01163	25.29858198
K16203	25.29413064
K06603	25.27591151
K02086	25.26634962
K07079	25.24774811
K16881	25.24137681
K03487	25.20186464
K19294	25.20186464
K03311	25.19887217
K09936	25.19223373
K01322	25.18329469
K10440	25.17241555
K01575	25.15554166
K13921	25.15318121
K02026	25.13766008
K12472	25.04258677
K03088	25.03937842
K02823	25.03900186
K02794	25.03248255
K18197	25.02272894
K17810	25.01243884
K16509	25.01211177
K00334	25.01188593
K01571	25.00368947
K02859	24.94605217
K10541	24.86040718
K00008	24.85584396
K19124	24.81360044
K03549	24.80964716
K02025	24.80669636
K06994	24.79991549
K02240	24.77593523
K02243	24.77593523
K03048	24.77593523
K03346	24.77593523
K03799	24.77593523
K06948	24.77593523
K09976	24.77593523
K11144	24.77593523
K18692	24.77593523
K10441	24.74453585
K03615	24.66613566
K19123	24.64815719
K02825	24.61936396
K07216	24.5936712
K00766	24.57503756
K19046	24.57503756
K19125	24.57503756
K19126	24.57503756
K07038	24.53181643
K06381	24.50830513
K05822	24.4372231
K18149	24.4372231
K02800	24.40832026
K07483	24.38033607
K01246	24.38008351
K00135	24.35709547
K02851	24.2818191
K16153	24.25592283
K01581	24.17062942
K01573	24.02888759
K03292	24.0127549
K05814	23.91926139
K00179	23.91727606
K00180	23.91727606
K01101	23.91553597
K01091	23.90498777
K07402	23.83228952
K02781	23.82563618
K00564	23.80766065
K01271	23.80766065
K08321	23.7983953
K03811	23.73058237
K03483	23.72271192
K00574	23.71249687
K11050	23.6700154
K11051	23.6700154
K01966	23.64908654
K03492	23.64387616
K02010	23.6312163
K18891	23.62362026
K18892	23.62362026
K08724	23.6052008
K03324	23.60490652
K02654	23.59664199
K00525	23.5790386
K01572	23.52048039
K00712	23.51712249
K07009	23.48710218
K07005	23.45550016
K07386	23.3966262
K19167	23.34531987
K01809	23.34475915
K06412	23.32003813
K06191	23.28150175
K06216	23.26213144
K05910	23.2574854
K06885	23.25114311
K07033	23.22304819
K06606	23.19278722
K02477	23.15799294
K11733	23.11639135
K01623	23.0603139
K13990	23.0603139
K01878	23.05738219
K01879	23.05738219
K05815	23.03526814
K00878	23.03181243
K03410	23.026998
K01754	23.01046031
K01916	23.00500977
K01760	22.99473173
K00980	22.96950558
K00335	22.95377363
K06199	22.94718107
K01436	22.94469282
K09769	22.93998097
K00425	22.93695838
K00426	22.93695838
K01046	22.90970046
K13531	22.88051681
K05311	22.87118189
K06390	22.87118189
K06392	22.87118189
K06393	22.87118189
K06397	22.87118189
K10009	22.87118189
K06385	22.86979416
K02424	22.85826055
K03590	22.85309683
K06396	22.84677131
K03338	22.82620371
K09778	22.81662731
K17073	22.8042377
K14170	22.75726376
K00872	22.75436933
K06382	22.67362806
K03322	22.64762351
K03337	22.64762351
K00616	22.62967207
K01129	22.62293577
K16927	22.60183357
K03660	22.5846673
K10189	22.57200149
K07223	22.53937
K11755	22.52976898
K02076	22.50093362
K07727	22.49726794
K18986	22.49726794
K01589	22.48749254
K14205	22.48503168
K10010	22.47563352
K10026	22.46039163
K11102	22.45935002
K00548	22.42679384
K07699	22.39903261
K00169	22.36732354
K00170	22.36732354
K00172	22.36732354
K06438	22.33914496
K06113	22.33161312
K19052	22.33089885
K00887	22.30451809
K15554	22.25623122
K04074	22.24417284
K00956	22.20866105
K01621	22.15846427
K04750	22.03565488
K03612	22.02757898
K07576	21.99254542
K00823	21.95813025
K01734	21.94917262
K02422	21.94751208
K01653	21.94559312
K02474	21.92559187
K06283	21.92559187
K10907	21.88705652
K00853	21.86969176
K18928	21.85431443
K18929	21.85431443
K00754	21.82834395
K10190	21.80697874
K01620	21.80254859
K00294	21.72957317
K07282	21.69659861
K08728	21.68062622
K04562	21.65253813
K03783	21.63518306
K03617	21.61210457
K10041	21.58453137
K01919	21.5744208
K13652	21.55154772
K02221	21.55047216
K03455	21.55015807
K01223	21.5367256
K04072	21.52820202
K00857	21.51984497
K05813	21.51984497
K06940	21.50702615
K05985	21.50037966
K08301	21.47027028
K09779	21.43661907
K07652	21.42210802
K07668	21.38914974
K01667	21.38016515
K03614	21.33367925
K09768	21.32756002
K00261	21.29523554
K17319	21.2883649
K10040	21.28733202
K06378	21.2834748
K06407	21.28245179
K01060	21.26506972
K03366	21.25685114
K04086	21.24997068
K01635	21.24024738
K01758	21.24024738
K06962	21.23567176
K04486	21.19983166
K01425	21.17298613
K02775	21.11273569
K06012	21.10909622
K06379	21.10856722
K06398	21.10856722
K06399	21.10856722
K06405	21.10856722
K06406	21.10622103
K15527	21.10335871
K01818	21.09342538
K04769	21.08984448
K00989	21.08894476
K17320	21.08894476
K01712	21.0804742
K03613	21.06939146
K18910	20.99422151
K06394	20.97962465
K03406	20.97943029
K14742	20.96818711
K02786	20.95258504
K01119	20.93135886
K06934	20.90768635
K13626	20.90392531
K01997	20.90130924
K01630	20.89216893
K02840	20.86935615
K00208	20.84760426
K00162	20.84151957
K01468	20.84026042
K01695	20.83439322
K00161	20.82951459
K07138	20.81204776
K01998	20.78748838
K07078	20.77459052
K03521	20.76276725
K19545	20.7514738
K16323	20.74551147
K02429	20.73138354
K03335	20.72570244
K08641	20.70704937
K01220	20.68134003
K02788	20.68134003
K06608	20.66546709
K01198	20.65456485
K15987	20.6267058
K09803	20.60343699
K07007	20.58119144
K02445	20.55483567
K05967	20.55373676
K03924	20.55137529
K02919	20.52861696
K03315	20.50080076
K02431	20.49582506
K16926	20.48935076
K02011	20.47622159
K01838	20.43156119
K01567	20.42171579
K00266	20.40562478
K02798	20.40562478
K03522	20.37513915
K01703	20.35971017
K10039	20.35742097
K00297	20.3537811
K03885	20.34820005
K06373	20.34349674
K19221	20.30901491
K09698	20.27603132
K02531	20.26718423
K12527	20.22592419
K00817	20.09033429
K03415	20.03506748
