feature	rank
K03856	5.315859859
K07217	4.989040486
K00336	4.767416653
K10907	4.737353627
K09770	4.72857774
K01286	4.726449746
K08744	4.596251392
K03410	4.566119296
K02121	4.536335487
K06387	4.52357407
K18707	4.511932061
K06373	4.478342716
K06374	4.46538879
K16789	4.443899817
K09779	4.435721944
K01880	4.413816646
K01267	4.399269191
K01006	4.376583067
K05808	4.370429331
K03563	4.359262869
K06416	4.357464032
K04769	4.353665224
K06379	4.350699567
K06398	4.350699567
K06399	4.350699567
K06405	4.350699567
K06012	4.350677856
K06406	4.350350651
K01886	4.343850635
K06409	4.339845064
K03412	4.32888775
K02405	4.302551354
K02416	4.297852985
K09777	4.273478463
K02413	4.242923
K01843	4.238361685
K06310	4.238361685
K07301	4.238361685
K03408	4.236773933
K02406	4.21722666
K02653	4.201089307
K06381	4.190102767
K08974	4.181306454
K07240	4.170557146
K06378	4.165742376
K19221	4.165579707
K03527	4.165154648
K06168	4.134787661
K06407	4.129843819
K01950	4.127075927
K01571	4.125246492
K05810	4.119263916
K06283	4.091474892
K01338	4.057793583
K02392	4.055470032
K02418	4.055082746
K06179	4.023520475
K03737	4.003157381
K06402	3.999648928
K02117	3.978633087
K02118	3.978633087
K02120	3.978633087
K02123	3.978214522
K02124	3.978214522
K19119	3.976465863
K19117	3.97520099
K19118	3.97400044
K02385	3.972318734
K06411	3.965682763
K02669	3.960647058
K13626	3.959572875
K06215	3.957275597
K06410	3.956401625
K06438	3.937729543
K06396	3.930744688
K06382	3.929331666
K06182	3.927227379
K06390	3.927227379
K06392	3.927227379
K06393	3.927227379
K06397	3.927227379
K07149	3.925720058
K06385	3.91924517
K15633	3.919158572
K01770	3.911829805
K00099	3.89766155
K03526	3.89766155
K08303	3.897501697
K02495	3.891368961
K00971	3.867963204
K01489	3.84207462
K02315	3.836464334
K00558	3.834304982
K07391	3.833579742
K06436	3.831511616
K03660	3.803148316
K02422	3.801531375
K07460	3.800703418
K06909	3.772811087
K06394	3.769637833
K09680	3.767213178
K06383	3.7612498
K07007	3.756179353
K00575	3.752897398
K03429	3.738782467
K08384	3.731580692
K02407	3.724947579
K06917	3.722230097
K01572	3.718359161
K07226	3.712683951
K00891	3.711773103
K06871	3.69002397
K01008	3.675829483
K06391	3.671195585
K03407	3.670623856
K01567	3.667436755
K00800	3.665748861
K00962	3.665748861
K05515	3.665748861
K01736	3.665498169
