feature	rank
K07226	6.20910005
K03802	6.176765503
K06310	6.176765503
K06384	6.176765503
K06402	6.176765503
K06411	6.176765503
K06436	6.176765503
K06909	6.176765503
K07217	6.176765503
K07401	6.176765503
K08744	6.176765503
K09680	6.176765503
K13282	6.176765503
K18846	6.176765503
K01174	5.843510924
K06416	5.65304994
K07149	5.470808563
K09770	5.263336893
K06391	5.234886099
K06284	5.199430094
K06395	5.14929896
K19117	5.057318952
K03410	5.053875212
K19119	5.007388085
K06917	5.000979296
K19118	4.942221466
K06387	4.931785735
K07130	4.895893074
K06383	4.892430187
K06410	4.886573982
K09777	4.879356886
K03077	4.788601656
K11693	4.7831175
K02107	4.745718605
K06283	4.740191079
K06373	4.708070248
K06374	4.70532092
K06409	4.699897298
K18940	4.690471374
K13626	4.605006502
K02385	4.581571062
K01286	4.51458316
K03856	4.512739843
K01114	4.484332652
K01771	4.484332652
K02456	4.476431564
K03660	4.462793667
K13820	4.452004346
K06215	4.381401314
K02404	4.349692208
K06019	4.290063471
K07723	4.277575269
K08681	4.252662144
K03411	4.21722666
K03072	4.214923577
K03074	4.214923577
K04769	4.18847625
K06012	4.186694412
K06379	4.186446483
K06398	4.186446483
K06399	4.186446483
K06405	4.186446483
K06406	4.185500222
K06438	4.17466134
K08309	4.167286177
K06382	4.16430847
K08974	4.157165834
K06378	4.14434661
K06396	4.134575966
K01567	4.129509881
K06390	4.129509881
K06392	4.129509881
K06393	4.129509881
K06397	4.129509881
K06385	4.126747162
K03429	4.113634265
K02414	4.098161866
K07099	4.08737947
K09779	4.080330116
K06407	4.065607413
K01611	4.051776728
K06381	4.051692169
K07576	3.995426225
K06394	3.970821351
K01571	3.938360194
K11041	3.903704914
K02406	3.898390317
K06193	3.889360796
K10907	3.867963204
K03786	3.865277902
K02121	3.810677123
K06972	3.808853507
K07240	3.797706926
K11704	3.772232141
K03476	3.749410758
K03931	3.746117596
K19405	3.746068133
K03079	3.731566389
K19411	3.722519917
K02652	3.696418699
K01267	3.673304675
K18707	3.66215679
K11705	3.652251798
K03408	3.614089618
K07146	3.610149377
K07699	3.600606101
K16789	3.592168367
K05916	3.582835166
K11706	3.571866046
K00797	3.565884066
K16957	3.546482427
K16958	3.546482427
K16959	3.546482427
K08978	3.541402504
K02653	3.51958388
K02415	3.503133316
K02413	3.497627848
K02822	3.491560082
K01255	3.483320247
K01950	3.45817165
K02418	3.456263512
K05362	3.452894704
K00073	3.445878744
K08384	3.427676713
K01572	3.420375974
K03563	3.402227521
K03475	3.399804443
K01880	3.38292711
K03406	3.367607452
K12556	3.360787221
K01479	3.346231405
K07272	3.341313457
K00018	3.339272374
K00687	3.332948427
K01305	3.330503489
K02416	3.318626994
K02405	3.310332561
K00971	3.30922966
K02392	3.307068364
K12942	3.270886549
K06412	3.262074744
K05873	3.244536314
K03412	3.238920647
K00336	3.233307185
K12257	3.230272412
K11617	3.22631995
K07160	3.210364926
K01261	3.206794417
K11618	3.200195547
K06956	3.196201489
K02411	3.194485536
K02389	3.187068254
K12996	3.179332879
K02409	3.174690264
K02821	3.1651176
K02397	3.150561362
K02117	3.125886793
K02118	3.125886793
K02120	3.125886793
K02123	3.125541795
K02124	3.125541795
K02407	3.10291866
K02390	3.047773209
K19221	3.044601845
K03833	3.021517844
K02410	3.009311548
K02412	3.006392944
K02419	3.006392944
K02387	3.004909889
K02420	3.004909889
K02526	3.00231138
K03342	2.986775993
K02408	2.977517447
K01006	2.969349935
K14977	2.967430364
K07213	2.962944833
K19294	2.961331023
K12472	2.959317522
K02388	2.953091049
K02122	2.941442284
K00363	2.910056348
K00575	2.901384334
K02422	2.890454036
K00381	2.888473163
K01361	2.884284235
K07037	2.882342419
K02654	2.846000168
K03407	2.826870951
K08986	2.820399577
K00533	2.812738358
K00632	2.812738358
K02396	2.811105852
K02119	2.81089764
K01191	2.799463286
K02400	2.795067779
K01008	2.754405711
K00177	2.728862773
K02549	2.726274618
K02556	2.724653049
K07089	2.680644818
K00176	2.671170091
K00380	2.662402941
K02557	2.661759723
K03413	2.649522113
K03638	2.647734302
K12554	2.620572901
K06179	2.596909893
K02417	2.585018596
K01886	2.5764904
K01042	2.562358797
K10975	2.560238879
K06182	2.55550705
K03449	2.543048996
K00880	2.539416466
K00812	2.533057309
K03091	2.52738343
K07464	2.516564931
K10974	2.485488258
K11737	2.455454153
K03781	2.422285655
K11534	2.410785541
K13018	2.384066403
K03608	2.362572458
K06999	2.361263462
K05515	2.353285676
K03527	2.349825141
K15584	2.342111287
K15585	2.342111287
K15586	2.342111287
K00299	2.339059841
K03893	2.339059841
K17319	2.322144404
K02669	2.310797298
K08680	2.293197906
K01739	2.279442945
K09935	2.278251874
K00099	2.266039211
K03526	2.266039211
K09925	2.264369485
K16960	2.260112965
K17320	2.249763719
K18331	2.236989145
K00128	2.229353807
K01448	2.226934447
K13016	2.223673189
K07391	2.222528869
K01770	2.216114752
K06168	2.210283939
K15975	2.203928084
K07460	2.202315494
K05810	2.200209503
K03150	2.199204709
K07032	2.170799505
K10545	2.160533189
K00558	2.154706775
K05808	2.154074512
K02552	2.134115279
K03737	2.132475847
K01664	2.126019038
K07301	2.123848685
K13889	2.113843713
K02315	2.109408685
K04024	2.097448884
K00116	2.090972145
K19267	2.089753269
K03762	2.080244883
K01476	2.07977278
K01885	2.077379616
K01753	2.072631392
K00175	2.069186702
K00174	2.06849051
K07101	2.063897732
K08303	2.053155403
K14441	2.033737822
K15633	2.01882687
K14260	2.006501423
K01012	2.00080836
K05845	2.000388195
K00800	2.000122082
K00962	2.000122082
K01736	1.999545112
K17318	1.997726725
K05524	1.995666681
K02495	1.99166692
K01735	1.981364778
K06941	1.980135601
K01338	1.977727466
K01222	1.968602087
K00936	1.962570279
K03298	1.946784922
K03742	1.942534983
K09704	1.941687828
K13890	1.934040131
K00891	1.933283062
K01489	1.920699279
K06320	1.911085003
K00901	1.906692572
K09816	1.905330381
K09817	1.901912426
K09760	1.893797628
K06317	1.886559721
K09005	1.87352337
K07243	1.869635461
K01843	1.868358742
K01467	1.863323952
K07322	1.856011794
K07224	1.851078396
K16301	1.851078396
K01179	1.84626015
K17837	1.82637005
K07007	1.825807193
K00992	1.809461742
K16165	1.809461742
K03199	1.808716579
K07218	1.808716579
K07979	1.807515067
K06926	1.804734855
K00014	1.793808108
K13891	1.793258745
K06408	1.784967694
K02897	1.779490469
K07238	1.777476523
K02204	1.774968445
K19200	1.774665899
K18332	1.771711809
K03930	1.746793352
K06013	1.742240212
K07139	1.734079201
K19577	1.723147424
K00523	1.717504494
K01713	1.717504494
K03195	1.717504494
K03196	1.717504494
K03200	1.717504494
K03203	1.717504494
K03204	1.717504494
K06020	1.717504494
K06441	1.717504494
K12069	1.717504494
K12071	1.717504494
K12081	1.717504494
K12685	1.717504494
K13796	1.717504494
K14267	1.717504494
K14987	1.717504494
K15270	1.717504494
K16267	1.717504494
K16929	1.717504494
K18130	1.717504494
K19340	1.717504494
K01598	1.716045823
K11712	1.715492929
K13041	1.715174681
K00826	1.715002318
K13040	1.714602165
K17363	1.713860123
K02299	1.707712893
K12997	1.705823148
K04477	1.70551553
K17722	1.704539913
K16216	1.682824175
K19341	1.682824175
K19342	1.682824175
K09815	1.6659358
K15866	1.654103166
K02192	1.651015679
K02791	1.644441317
K07726	1.639056593
K01922	1.638536435
K03758	1.638536435
K14591	1.6303265
K07658	1.623478721
K15022	1.621012503
K09913	1.59792551
K09125	1.589123728
K16924	1.586972194
K01629	1.584531681
K00685	1.581523504
K13497	1.570791257
K02336	1.545702799
K03582	1.545702799
K03732	1.545702799
K03776	1.545702799
K04568	1.545702799
K09456	1.545702799
K08317	1.521911875
K01813	1.502906929
K05365	1.502906929
K11177	1.502906929
K11178	1.502906929
K13483	1.502906929
K01297	1.495457129
K00362	1.495289906
K03535	1.495289906
K07119	1.495289906
K00108	1.495031241
K00675	1.490819459
K02441	1.478971534
K06973	1.475513637
K03810	1.475070958
K02538	1.469779842
K07335	1.451222386
K10543	1.446451088
K02046	1.445234429
K02047	1.445234429
K06897	1.438386727
K16926	1.437209484
K05396	1.437177325
K01808	1.426231564
K04758	1.423818141
K10824	1.422966917
K15587	1.422966917
K00098	1.421770031
K00138	1.421770031
K02381	1.421770031
K13979	1.421770031
K07406	1.413708599
K01486	1.410884876
K02015	1.410884876
K11209	1.404377673
K02048	1.401797793
K05816	1.400526188
K09788	1.383559508
K07459	1.380758811
K06295	1.37304559
K00615	1.370047073
K18148	1.368141825
K06871	1.367124333
K00065	1.366518762
K00549	1.352822378
K01354	1.352822378
K01677	1.352822378
K01678	1.352822378
K02013	1.352822378
K07069	1.352822378
K07246	1.352822378
K09775	1.352822378
K09994	1.352822378
K06971	1.350999765
K00370	1.348998229
K00371	1.348998229
K00373	1.340893795
K07120	1.32438808
K02016	1.319662428
K07137	1.313098043
K09691	1.303246452
K08177	1.292635125
K01451	1.289313505
K05337	1.282659749
K17716	1.281103629
K09769	1.27337025
K01744	1.273295383
K06987	1.251841306
K07313	1.245514944
K03299	1.237503444
K05540	1.237393476
K04759	1.234752727
K03568	1.234225646
K05919	1.2335556
K16137	1.23192183
K02081	1.22726143
K03592	1.223074384
K07079	1.21996426
K03716	1.216894577
K03525	1.199494493
K01910	1.196655618
K11202	1.194653249
K02688	1.193978999
K16868	1.18933215
K08679	1.18911184
K09888	1.185156065
K00690	1.183706212
K01273	1.182702822
K00248	1.175737969
K01646	1.169128036
K01643	1.167184147
K04029	1.159147596
K09181	1.151934372
K09812	1.150561218
K01478	1.13617407
K01163	1.135852422
K03711	1.127290603
K02804	1.124754263
K03972	1.122078192
K01644	1.121998519
K09803	1.113619638
K07791	1.109176045
K03718	1.107539882
K01151	1.106606682
K17723	1.105884571
K06296	1.10248243
K09811	1.09502667
