feature	rank
K03779	7.708723283
K05967	7.540923994
K03780	7.08718561
K02441	6.756258211
K15856	6.256538892
K01666	6.097887218
K12452	5.913596668
K04772	5.809731408
K00786	5.278162692
K04045	5.245955986
K17734	5.156102751
K09469	5.151599812
K03487	5.150971808
K06403	5.01465394
K06404	5.01465394
K09153	4.953488534
K03660	4.905003703
K03451	4.876119011
K10536	4.787445043
K07452	4.706572434
K13010	4.604818245
K07813	4.578837953
K00040	4.573264463
K10202	4.424759784
K07031	4.424644698
K18581	4.387426756
K15532	4.384205864
K12992	4.371153142
K06381	4.357424169
K00797	4.347434272
K13653	4.326731595
K00956	4.302397634
K09779	4.297721654
K06438	4.269470384
K04769	4.249184456
K06012	4.227632618
K06406	4.227564868
K06379	4.227505216
K06398	4.227505216
K06399	4.227505216
K06405	4.227505216
K01286	4.214405348
K01739	4.212620823
K01473	4.181167675
K01474	4.181167675
K06382	4.178113452
K06396	4.175350226
K15533	4.172710376
K06390	4.170045517
K06392	4.170045517
K06393	4.170045517
K06397	4.170045517
K01709	4.161962468
K06385	4.159258778
K10540	4.134534711
K00983	4.105934745
K01476	4.090486918
K00549	4.082581998
K07464	4.065655134
K06334	4.05311192
K00978	4.027298516
K06283	3.981093774
K03608	3.963380602
K10012	3.963380602
K06333	3.961507791
K01198	3.934196552
K09927	3.932529052
K02805	3.930323616
K06407	3.928325367
K01138	3.913293881
K07192	3.880047047
K07141	3.866882334
K07699	3.836810466
K19117	3.826054103
K05995	3.810435422
K19411	3.810097287
K06378	3.809528798
K19119	3.769441888
K02172	3.72071565
K02171	3.692725787
K05341	3.682485867
K02045	3.675969221
K12137	3.675400435
K19118	3.670276325
K19405	3.64280965
K01182	3.588420643
K00096	3.570846534
K02099	3.566559888
K19165	3.562937966
K03604	3.561648602
K06394	3.547463395
K18119	3.546362925
K06966	3.538923717
K13280	3.509054627
K19075	3.509054627
K19090	3.509054627
K06872	3.476900205
K03458	3.476015382
K10542	3.474847195
K07448	3.474488375
K06987	3.458097311
K06387	3.406007488
K05820	3.367308118
K18013	3.364997188
K00737	3.364830173
K18987	3.364830173
K01567	3.316686914
K00950	3.295589636
K06331	3.27879298
K00558	3.26450902
K02123	3.263055274
K02124	3.263055274
K02117	3.262402836
K02118	3.262402836
K02120	3.262402836
K00041	3.261405219
K09807	3.255026489
K07017	3.2339113
K06408	3.206639724
K09936	3.19516906
K06373	3.194290942
K00065	3.190516047
K01685	3.185484571
K00874	3.181733869
K00533	3.163387885
K10011	3.156961126
K18014	3.135055435
K09760	3.127514593
K01191	3.124543924
K07483	3.122747052
K08722	3.106751542
K03183	3.100903162
K02119	3.088778124
K13940	3.08648747
K12308	3.084200696
K10541	3.06297402
K00265	3.057517337
K02122	3.056641898
K02348	3.050705681
K01579	3.04331229
K08138	3.04117102
K11065	3.033013599
K05571	3.028419855
K00005	3.025895989
K02107	3.00947679
K07343	2.98687426
K04477	2.975933262
K02182	2.962126727
K08297	2.962126727
K08299	2.962126727
K12941	2.96018182
K05570	2.957599914
K13004	2.95520238
K00046	2.954836121
K07777	2.946845699
K13889	2.946845699
K01911	2.945694601
K03771	2.942531911
K01993	2.939169175
K13542	2.933482646
K19158	2.93093596
K01661	2.922147522
K00024	2.921979895
K06374	2.920605173
K00652	2.920283055
K18345	2.917754264
K01192	2.906263062
K15256	2.905569132
K03518	2.899061736
K10200	2.876889132
K10201	2.876889132
K16698	2.876139493
K05814	2.864035339
K02473	2.863899252
K10914	2.855917208
K11689	2.849747807
K07406	2.84028874
K09759	2.840132087
K03885	2.832286614
K00208	2.792047443
K05566	2.791002367
K01719	2.788747641
K03620	2.78849158
K01449	2.784257363
K02566	2.780819055
K19055	2.780338274
K05567	2.771830866
K00290	2.748406502
K18344	2.746510421
K00008	2.745771578
K01811	2.743810319
K06142	2.743118146
K18986	2.739876865
K05569	2.734857439
K13747	2.727275659
K05568	2.720582665
K16850	2.720090822
K02169	2.712251171
K09989	2.711318798
K00634	2.705883114
K08314	2.70520427
K06281	2.703819937
K06282	2.703819937
K19048	2.701220985
K05815	2.698589604
K00854	2.69599824
K00957	2.68494066
K00241	2.680240062
K16926	2.675699068
K06041	2.660638887
K00677	2.657439126
K19310	2.656956727
K03455	2.652444732
K02385	2.641912169
K07484	2.62890932
K03585	2.624414566
K19309	2.624414566
K01273	2.613701676
K10555	2.612914541
K10557	2.612914541
K10558	2.612914541
K11216	2.612914541
K06908	2.609473636
K19265	2.609473636
K00425	2.608476259
K00426	2.608476259
K03561	2.599723163
K00042	2.597925758
K03590	2.569711989
K01483	2.568085958
K07402	2.553337968
K07726	2.550344108
K00929	2.536757658
K07667	2.527374731
K01464	2.526084672
K03969	2.524287449
K01746	2.499489186
K15669	2.494943985
K19157	2.490300053
K04076	2.487775121
K09808	2.487175176
K07148	2.483162694
K15024	2.467883966
K03606	2.454926849
K06306	2.454289441
K11996	2.452993
K15552	2.452842509
K02049	2.448929811
K02523	2.441787855
K09775	2.436159823
K05813	2.429299091
K11615	2.425831439
K07713	2.425096267
K13652	2.41831521
K16960	2.400843884
K02014	2.399579922
K06518	2.398510732
K19159	2.395153737
K05595	2.395047422
K02431	2.393727446
K18149	2.385639577
K01308	2.382589772
K04028	2.380971015
