feature	rank
K06416	3.703436289
K07217	3.695823675
K06310	3.642568461
K06384	3.309692112
K06410	3.309692112
K06917	3.260286899
K06019	3.111914871
K08681	3.104912376
K06215	2.965474331
K06391	2.913008846
K06909	2.887273513
K06295	2.820566713
K03429	2.746332766
K06402	2.68118194
K06395	2.626633652
K01669	2.607192982
K03077	2.607192982
K05520	2.607192982
K06297	2.607192982
K06929	2.607192982
K00158	2.606116659
K01843	2.596474478
K02116	2.596361903
K01179	2.593088769
K03716	2.593088769
K03312	2.540139412
K02379	2.528485428
K10819	2.52198559
K07273	2.516268576
K04757	2.507846563
K01644	2.506176407
K16235	2.484681358
K13714	2.458503875
K02303	2.453298903
K01910	2.438881473
K11705	2.414638576
K00344	2.396283486
K15371	2.393086078
K06296	2.377866405
K11706	2.377866405
K01447	2.375952773
K06910	2.373103246
K09798	2.360965888
K07497	2.360273533
K02280	2.35104102
K14393	2.343112777
K08177	2.340048241
K01215	2.331636225
K07146	2.300135726
K18480	2.297702578
K01643	2.29476807
K00573	2.292068645
K01646	2.29168606
K07315	2.286366504
K04749	2.279404123
K03414	2.276167147
K10804	2.274048746
K03752	2.273405961
K02259	2.270567617
K09155	2.268981754
K00135	2.266105395
K00796	2.266105395
K01638	2.266105395
K01698	2.266105395
K01845	2.266105395
K02282	2.266105395
K02386	2.266105395
K02393	2.266105395
K02394	2.266105395
K03449	2.266105395
K12942	2.266105395
K13281	2.266105395
K11050	2.262953765
K11051	2.262953765
K02492	2.262017987
K01768	2.260679093
K03117	2.260225708
K02248	2.25855624
K12997	2.252396489
K07278	2.232497659
K02822	2.224769419
K03780	2.224606321
K02224	2.220629195
K00102	2.218483462
K16011	2.217829916
K03753	2.216770695
K03475	2.216567203
K07032	2.216445675
K09800	2.208198345
K12506	2.20446471
K00899	2.196944399
K07002	2.185624733
K03079	2.183606017
K07069	2.154077954
K01611	2.12606369
K05346	2.122046801
K01449	2.11750608
K00123	2.115904865
K00958	2.109631472
K09763	2.109631472
K03750	2.085230602
K08963	2.077638711
K06426	2.063875914
K19046	2.055597715
K19125	2.055597715
K19126	2.055597715
K06411	2.054840305
K04095	2.053986179
K01749	2.0532859
K19159	2.053068058
K03638	2.04643629
K07696	2.046039609
K05936	2.044557117
K03637	2.036444858
K01478	2.034996984
K05845	2.034006049
K06042	2.03360659
K19055	2.028182692
K07272	2.011901818
K09680	2.008412081
K01495	2.004758801
K01007	1.994873819
K19545	1.981922919
K07723	1.975778193
K01479	1.975695543
K11473	1.975667621
K00926	1.966810229
K02483	1.964496288
K05362	1.960211017
K01994	1.959832554
K06305	1.959832554
K06328	1.959832554
K06386	1.959832554
K00055	1.9535773
K07152	1.948082667
K03973	1.941347752
K12511	1.937053545
K00768	1.926084332
K13821	1.919421138
K11704	1.909701999
K01531	1.90760959
K03779	1.905287748
K00086	1.903984825
K07451	1.893955072
K03503	1.892119175
K03089	1.890595932
K06196	1.8903868
K00005	1.889348073
K03286	1.887108878
K07177	1.886223308
K02019	1.883713331
K07704	1.881167781
K06915	1.87798504
K19124	1.869253211
K06204	1.865038664
K09775	1.858598198
K00690	1.857818857
K02233	1.855337358
K09131	1.851531006
K03394	1.845180101
K09928	1.843662702
K10040	1.826225062
K13256	1.825798246
K02193	1.823247457
K02194	1.823247457
K02195	1.823247457
K02197	1.823247457
K08321	1.816662413
K02227	1.813616418
K10039	1.813616418
K03928	1.809467427
K09791	1.807190302
K02427	1.805777562
K02533	1.805777562
K08305	1.805777562
K09774	1.805777562
K03272	1.805603283
K02191	1.805164643
K03399	1.805164643
K13922	1.803546326
K00374	1.802338953
K03319	1.797683252
K02437	1.792764722
K02535	1.790046615
K07657	1.780459732
K04765	1.778912503
K09882	1.778325958
K02231	1.778203658
K05805	1.772813944
K14261	1.772813944
K10041	1.768531877
K02455	1.768088467
K18104	1.765410299
K01699	1.764848892
K02525	1.764160329
K03280	1.764160329
K03641	1.763307152
K03562	1.762079854
K04754	1.760686344
K07323	1.760686344
K08304	1.760686344
K09937	1.760686344
K03970	1.757835077
K03974	1.757835077
K06039	1.757835077
K07799	1.757835077
K09136	1.757835077
K17716	1.753335635
K03325	1.741797815
K07719	1.737805592
K18009	1.733840385
K02304	1.733536825
K11785	1.733536825
K05895	1.726522936
K07034	1.724004807
K01595	1.723638174
K13923	1.716228716
K03652	1.714857206
K05788	1.712367029
K13853	1.712367029
K07709	1.709649109
K11782	1.704651292
K03560	1.703028183
K02651	1.699617767
K01174	1.699345286
K00632	1.694844218
K13919	1.693400344
K13920	1.693400344
K02009	1.692860281
K02509	1.688949849
K00851	1.686825804
K06378	1.686238778
K13921	1.684757173
K06968	1.681805872
K05825	1.680915526
K07112	1.679832427
K10716	1.678893846
K07121	1.678463484
K07803	1.678463484
K09857	1.678463484
K09892	1.678463484
K11179	1.678463484
K02380	1.67657921
K15539	1.676526337
K08984	1.671389258
K09794	1.66918488
K19123	1.66772594
K00332	1.667098048
