	IL17.DTT.118	IL17.DTT.119	IL17.DTT.120	IL17.DTT.130	IL17.DTT.131	IL17.DTT.132	IL17.DTT.143	IL17.DTT.144	IL17.DTT.142	IL17.DTT.202	IL17.DTT.203	IL17.DTT.220	IL17.DTT.221	IL17.DTT.222	IL17.DTT.28	IL17.DTT.29	IL17.DTT.106	IL17.DTT.53	IL17.DTT.52	IL17.DTT.88	IL17.DTT.89	IL17.DTT.90	TKO.DTT.4	TKO.DTT.5	TKO.DTT.6	TKO.DTT.46	TKO.DTT.47	TKO.DTT.48	TKO.DTT.34	TKO.DTT.35	TKO.DTT.36	TKO.DTT.16	TKO.DTT.17	TKO.DTT.18	TKO.DTT.22	TKO.DTT.23	TKO.DTT.24	TKO.DTT.58	TKO.DTT.59	TKO.DTT.60	TKO.DTT.70	TKO.DTT.71	TKO.DTT.72	TKO.DTT.78	TKO.DTT.76	TKO.DTT.77	TKO.DTT.88	TKO.DTT.89	TKO.DTT.90	TKO.DTT.94	TKO.DTT.95	TKO.DTT.106	TKO.DTT.107	TKO.DTT.108	TKO.DTT.112	TKO.DTT.113	TKO.DTT.124	TKO.DTT.125	TKO.DTT.126	TKO.DTT.130	TKO.DTT.131	TKO.DTT.132	TKO.DTT.142	TKO.DTT.143	TKO.DTT.144	TKO.DTT.154	TKO.DTT.155	TKO.DTT.156
IL17.DTT.203	2.3602822140272486	2.665645492468302	2.727870437607788	2.903068852542494	1.9365233977047374	2.1950374563767423	0.50910417548091	0.6288366714082715	0.5822147113351908	0.8337996810032516	0.0	1.9658448531454333	2.3666733421042054	2.0448798507039667	0.5463603713698608	0.13876631147480709	1.7165348083374246	0.8408993398079654	1.611011237224201	1.0865820102841357	1.9102633005855387	3.071327648104316	1.9314297165671095	1.7950777533052564	2.489344080408893	0.7813458294042696	0.345003474315056	1.645985095844476	2.180637914536278	1.3728844060554302	1.0976021501779456	2.035833622994884	1.926276148106599	2.5108040792113138	2.710231037596629	2.56553578778161	2.8720054191683815	2.1495816271479824	2.420635734734925	2.7940743401755497	1.565956425956781	2.5267602511538003	0.5128038977945337	1.4998454546086453	1.0728727160240135	1.106959991493556	1.1760347026455797	0.8516443515168949	1.1380069310896395	2.165236459835553	2.6642555139555273	0.8550213188263254	0.3855393611984317	1.7312276635092183	0.7735898947936457	2.173362761346179	1.1292590628272074	1.025552730492187	0.997013737564257	1.5531172362608276	0.9616494382741255	2.0043933602462305	3.2391284125529616	3.012124883195252	1.8498676421355496	2.3271948729041267	2.1980903965867244	2.5639221504802774
IL17.DTT.220	0.6721571339779895	1.1641977604894636	1.504106166475174	3.388108265831414	0.8828290438464353	1.1737492006493493	2.335534536347786	2.0101094177985517	1.6069130320692757	2.221043095566181	1.9658448531454333	0.0	0.4884531907516038	0.4833909759366065	2.0230911789873542	2.0821063868906746	0.5902742398574486	1.608906206447092	0.8141685362103777	0.8930655912089808	1.7392093014606544	3.2573045021111	0.13236894128201826	0.9176008955105367	2.0719506139952006	1.9424779680153847	1.8709565518858895	2.328725245607184	3.44795429673722	2.5606033740614627	1.3211366461385983	0.34052627736541635	1.3028706106785275	1.7413089846564584	1.1978824866235465	0.7128654560723164	1.1177636562035986	0.3757567903386563	0.6504700028191143	1.294489475061692	2.170038639341002	2.829211449107188	2.113922181436096	0.5935198254003213	1.2162595971887	0.9571121036238452	2.680804831896254	1.5691533271673996	1.1654328742450868	1.2682788692628348	1.3013814649208268	2.499909435881429	2.3269814827941637	2.6666988799829543	1.4568997555709897	2.029227363215837	2.0701817317923887	1.0757820392729338	1.1394503192211525	2.0312070047693744	1.0262700588928837	1.5831433829656905	1.5678650807774492	1.5616527826569735	1.5836576804818947	1.0633235324561894	1.2043674760139822	1.6148286895404196
IL17.DTT.221	0.5739941142245827	1.0607906080092548	1.4167655974929376	3.7047161721237427	1.0409000008336937	1.3407438358835255	2.7087895589845945	2.3908176178188727	1.958079124579852	2.667841759296806	2.3666733421042054	0.4884531907516038	0.0	0.6581471942180487	2.366100007047116	2.47226375189203	0.7317786951223173	1.9297202326077543	0.9970375969823624	1.3263587526873837	2.0278346093652226	3.5305030369348946	0.5983934673829853	0.9992712646731823	2.2665809990867696	2.3459409288340503	2.3082023273981465	2.6906859498033855	3.883686798429052	3.005794761732045	1.6336074057780765	0.6968339964013829	1.6338382708461672	1.9185329876999924	0.9295437064002426	0.5431693022341945	0.8500272206799024	0.6136037806248584	0.5684614732174527	1.201919100335731	2.3860660132271523	2.9456686734072437	2.5466289129713973	0.9418131162447821	1.570788123102155	1.3225703757586225	3.143164401496603	1.9368932552698972	1.4667151405647574	1.258179268538481	0.9392364631991147	2.953686936764803	2.738088291973786	3.0812627410081403	1.8545154888905966	2.0713858608157687	2.3719707314983274	1.536194599254198	1.6097947658134062	2.4592254355810197	1.421341359427864	1.8393863924628975	1.3110361237254409	1.4054595232527667	1.892236506750977	0.896359146042709	1.1648743974831168	1.627304186054477
IL17.DTT.222	0.3447706405890876	0.7399685202957664	1.0447268432559378	3.047346596290065	0.45359185531464447	0.7166104303288152	2.3347957172764278	1.9366088317949972	1.7752430234963232	2.1828480329240305	2.0448798507039667	0.4833909759366065	0.6581471942180487	0.0	2.186629057227904	2.1541676131983896	0.8054914749090077	1.5189339781944076	1.1501231027137189	0.9963904954646761	1.373799764427827	2.8765324239870784	0.5514795282465899	1.2659051099715315	1.6346175061532529	2.19134734807015	1.9861013692093574	2.068829774212352	3.3013925695286224	2.455051961482942	1.1775382121127407	0.40938058177532866	0.9934853394628309	1.3053798224172706	1.5511144724035377	0.5425442675315086	0.8471446334692637	0.32985381569215405	0.38009526310321745	0.8753078552451962	2.496782347596555	3.220727255286398	2.1129341540724234	0.5657644209594601	1.518136101856276	1.1996840121495846	2.6693869802514283	1.839253195513616	1.4443793109163354	1.6768431423903856	1.2865266636088983	2.520085483604895	2.41576346726164	2.4759413713681933	1.7003599698312601	2.3887452568157475	2.359779895773625	1.1286971815132987	1.2264934414917315	1.8613069459043596	1.0961702615644553	1.1857459554370435	1.2436581806322473	1.1426612753798615	1.236060367509964	0.7906550159558264	1.6048848668837203	1.135423123816286
IL17.DTT.28	2.4727089766344803	2.839816767190548	2.9241572405565015	3.423081805175007	2.133719136032448	2.474838571086543	0.8461556296363407	1.090262580253918	0.4173683220750598	1.3764810772921912	0.5463603713698608	2.0230911789873542	2.366100007047116	2.186629057227904	0.0	0.5256043642299962	1.6624166483870058	1.0993711198015332	1.46101854970626	1.2519305082624403	2.323132895193	3.574299291907436	2.0020352598124296	1.5984907402186592	2.888554694424478	0.6695200899745927	0.7302996728634192	2.151255106444487	2.6989704998368307	1.915520390129623	1.3450005657001933	2.175623504691493	2.2936359837201974	2.874371109372849	2.5253523989724282	2.669257199457125	2.979485845468836	2.283390432147702	2.541014067719786	2.989769589979053	1.0593859863599526	2.019361294831942	1.0562696808842376	1.6231646137169036	0.9311343635590672	1.072309235194902	1.6671216491911278	0.6488639336346617	0.9526615459563819	1.8889834955847877	2.5648272118745092	1.3325473865640993	0.6908700679549712	2.275137882312351	0.7128169503082789	1.7206656630815638	0.6590273852180595	1.3040908514981833	1.2789632585973154	2.068255059562504	1.114464681113985	2.3808557277616083	3.378378695139246	3.1963515669224245	2.254278394566468	2.378589185317297	1.9393446424351206	2.812324263622743
IL17.DTT.29	2.464256939263863	2.763493891900106	2.8101012940101584	2.9330329071476067	2.0304307684019833	2.2941505348157483	0.40625106832121893	0.6393681108943541	0.6454920236778886	0.8803244829722819	0.13876631147480709	2.0821063868906746	2.47226375189203	2.1541676131983896	0.5256043642299962	0.0	1.8083922822590088	0.8801106075316345	1.700663870111906	1.20758445438117	1.9881740485228083	3.1156983980374124	2.052191568269851	1.8777339708782537	2.562351190848928	0.8484321756447897	0.46430437697167276	1.6845537307475924	2.181302689916713	1.4081932803083768	1.166619267617311	2.15899575352013	2.0356956671699025	2.6033269951956033	2.8017997955540577	2.676915129360894	2.9741631141903664	2.269388163362651	2.530197449802258	2.8941696282568627	1.5760371921663736	2.534996051435	0.5550901743117959	1.6054123322520757	1.172090984825249	1.2126921703002056	1.1935677197206076	0.9352383126260323	1.222792242991344	2.243111072237007	2.7322775090237768	0.867463426169168	0.32647464357017186	1.7665676985278027	0.879704248035015	2.2046598775683837	1.1443548945314495	1.1555768695487227	1.1318252343674056	1.6386264491805962	1.0713836792562275	2.0891718516096054	3.337370077916508	3.1036923651793487	1.938234203460835	2.402723846212135	2.2777953919626963	2.6400015587729935
IL17.DTT.106	0.9605507482782943	1.4295326604717769	1.6459686425751838	3.5004226523053537	0.9825206998378057	1.424596665270062	2.050115777486292	1.8014551951361208	1.2659794075978257	2.1572922984611065	1.7165348083374246	0.5902742398574486	0.7317786951223173	0.8054914749090077	1.6624166483870058	1.8083922822590088	0.0	1.3254613677088052	0.4021831650557057	0.8174016082043011	1.862762431329472	3.4160603950352075	0.6695258875544237	0.5021364753046208	2.246489483291389	1.7436649434779221	1.7127230596886733	2.337160475819043	3.4675559895334858	2.572021641397788	1.1057993471682215	0.8881353183205298	1.5915112910051343	2.0155781080455184	1.1426970189672088	1.1235892913476038	1.4134954237620656	0.9096649194097469	1.0344414795579933	1.6008150615064227	1.7626049639190449	2.4573343560250525	1.9754929077514942	0.544473684000079	0.966070816229054	0.6934983083811341	2.6389748468350493	1.3097547455799112	0.8013312650769017	0.98553438226888	1.0636661782041996	2.4039967597042606	2.090298930937901	2.714429092639144	1.2450808027181675	1.5976342102419847	1.7168073704184221	1.0953960547555828	1.1727698777553748	2.1716939728344204	0.8359086485214721	1.7394889790309613	1.8515346505752872	1.7979583209425047	1.7425304031684385	0.9532566731387344	0.9281924298855689	1.7275411328808892
IL17.DTT.53	1.7879879894832482	2.00719580141552	1.9836357261330022	2.575684617190258	1.274456087454733	1.5630155238068464	0.8926726212849081	0.556314547463164	0.8816278440546848	1.139572427911388	0.8408993398079654	1.608906206447092	1.9297202326077543	1.5189339781944076	1.0993711198015332	0.8801106075316345	1.3254613677088052	0.0	1.4177939851179966	0.86996055268827	1.3264148195950116	2.6428680001686926	1.6211055145244202	1.5994102812688442	1.8510652023945646	1.4571201623101107	1.0230048787180606	1.3079669390389703	2.354982835614526	1.5421271875603113	0.35713140718953074	1.6667154509581612	1.4647558764363025	1.902196344676656	2.454912425904206	2.0523887186899823	2.26700057459487	1.7311013394628607	1.8861928784457842	2.1425092748216854	1.9374333998467543	2.8881052772395353	0.9430096830802813	1.025227139779223	1.239194932599837	1.0313914689481938	1.6442294441975107	1.2628788199187306	1.1633383151656207	2.0813262329460644	2.0881856557165444	1.4175343565473808	1.1816045319099189	1.6827118417367548	1.1425536443755857	2.2675742924263074	1.6391240659600599	0.8956994998808641	0.9756043897400599	1.4301216333033913	0.6889904423777599	1.3844898171170001	2.5821631013751696	2.3089865736634474	1.3002413174019973	1.6333901549886058	2.073469232203164	1.8025282296705372
IL17.DTT.52	1.3273508053820509	1.8141508519390899	2.04575676312773	3.724321118069508	1.3487564561482004	1.7725597021462471	1.9972466877487514	1.835737172346798	1.0886706281030494	2.1552056593506403	1.611011237224201	0.8141685362103777	0.9970375969823624	1.1501231027137189	1.46101854970626	1.700663870111906	0.4021831650557057	1.4177939851179966	0.0	0.8606939634409287	2.1379679192975707	3.679771966766062	0.8436375334560807	0.21955546671826756	2.5715879386236136	1.4857254709185526	1.589345832726443	2.511602420985019	3.5235169539378504	2.616867651258159	1.280502919639902	1.1205199309078464	1.849642048740867	2.348401551131789	1.103354197044983	1.4446996900977689	1.7701861628464808	1.1799942323242658	1.3762099327873942	1.9793058907923742	1.4009454895285693	2.074585409370097	1.9416909119942882	0.8108556948457679	0.6875537107534314	0.5460968972740038	2.5989523225153572	1.0360790122867722	0.5236473833238025	0.6975755539124813	1.3276779920904194	2.33818816521872	1.9573264958149565	2.825925394805242	1.0200484089295019	1.2571628968882418	1.3892230165434627	1.1382340913698124	1.17842747727486	2.2977233459524258	0.8751179275403967	2.0414314539241722	2.220676058488971	2.189592050981878	2.0103555507576836	1.344999903676905	0.6777263361876577	2.116138906035577
IL17.DTT.88	1.3227901680020315	1.6884491027424349	1.863679973349423	2.9211125411279912	1.0296726332648092	1.3272936035557945	1.4640666189684717	1.1635643171314543	0.8509063044284555	1.3745389962216665	1.0865820102841357	0.8930655912089808	1.3263587526873837	0.9963904954646761	1.2519305082624403	1.20758445438117	0.8174016082043011	0.86996055268827	0.8606939634409287	0.0	1.432694048749513	2.9144788246419124	0.8576134555742096	1.0793001797359458	1.9526130617473412	1.2231946751572307	1.0029449316957257	1.7078429519552578	2.6951958400148595	1.7872027990984796	0.7021762825438124	0.9539155480247822	1.177185348706383	1.7897001901302394	1.8449766250336856	1.4941952487028185	1.8368063180127119	1.0665059557584988	1.360394295617585	1.817992297038798	1.7576525760995674	2.621957568488575	1.2303487487413785	0.48667616570352673	0.7088972315035029	0.4278916938266021	1.8428845035956625	0.9258410182186748	0.7241832837460078	1.529396050175941	1.8304109531491504	1.6316751967259464	1.4472629789004456	1.9792893957431983	0.7534539943396186	1.9687640842771168	1.4910945667475908	0.28955057068020046	0.36901813236694875	1.4398619271989355	0.205642261262715	1.3973710621618574	2.233155115471334	2.072193405479962	1.2973015646685928	1.4572744869326704	1.5186346053339546	1.7963743525220688
IL17.DTT.89	1.5737326436530465	1.474810123917186	1.383094124360979	1.6829006259874801	1.0354572623762233	0.8137004027101649	1.954668824661659	1.4410870580493458	2.03631156549983	1.5693430258056658	1.9102633005855387	1.7392093014606544	2.0278346093652226	1.373799764427827	2.323132895193	1.9881740485228083	1.862762431329472	1.3264148195950116	2.1379679192975707	1.432694048749513	0.0	1.553658841859258	1.7390037074078308	2.323975158485997	0.5869867739691483	2.4235292487209845	1.8997260427264064	0.8613408536331507	2.2065612675839175	1.5640494907043785	1.099546291709549	1.5486109433840016	0.6174357921891046	0.7070983917625486	2.8826411446930713	1.7849997804306097	1.8902603352653455	1.5623531707780531	1.6212600427241446	1.4965424274089025	3.1053331978090304	4.016097791506709	1.6649623451306963	1.340836103561174	2.129461037689784	1.8369706373478083	2.0047893969179507	2.264995641897966	2.1110453471103727	2.8151769094604786	2.3973210957240676	1.9917516525291392	2.18432979849286	1.355401774362688	2.0760650357611006	3.3081644127670637	2.7932920083694217	1.3115227863164403	1.4021687779161234	0.9588606431342088	1.441636500003798	0.24018033734780722	2.023573571202281	1.658235328205302	0.1899767663486726	1.6782549191413736	2.7707650016338516	1.076419046630865
