Num samples: 531
Num observations: 1,682
Total count: 15,110,078,248
Table density (fraction of non-zero values): 0.866

Counts/sample summary:
 Min: 651,755.520
 Max: 227,960,189.510
 Median: 20,971,230.850
 Mean: 28,455,891.241
 Std. dev.: 26,520,979.312
 Sample Metadata Categories: None provided
 Observation Metadata Categories: None provided

Counts/sample detail:
GnotobioticExp-DTT-366.fastq: 651,755.520
GnotobioticExp-FP-180-S43: 1,278,367.840
GnotobioticExp-FP-191-S54: 1,300,920.210
GnotobioticExp-DTT-378.fastq: 1,330,326.390
GnotobioticExp-DTT-372.fastq: 1,337,034.370
GnotobioticExp-DTT-371.fastq: 1,537,955.010
GnotobioticExp-DTT-377.fastq: 1,567,705.060
GnotobioticExp-DTT-192-S202: 2,056,267.350
GnotobioticExp-DTT-186-S196: 2,169,292.740
GnotobioticExp-FP-389.fastq: 2,462,118.500
806rcbc447-S448: 2,825,697.570
GnotobioticExp-FP-178-S40: 3,074,083.080
GnotobioticExp-FP-378.fastq: 3,076,510.500
GnotobioticExp-FP-201-S65: 3,421,922.990
806rcbc374-S508: 3,711,074.170
GnotobioticExp-DTT-178-S188: 3,768,683.950
GnotobioticExp-DTT-180-S190: 3,790,333.260
GnotoExpt-FP618-S314: 3,933,472.520
GnotobioticExp-FP-186-S49: 3,952,321.790
GnotoExpt-DTT563-S175: 4,034,778.700
806rcbc362-S497: 4,159,431.740
GnotobioticExp-FP-185-S48: 4,172,261.390
GnotobioticExp-FP-396.fastq: 4,293,049.670
GnotobioticExp-FP-371.fastq: 4,340,050.570
GnotobioticExp-DTT-370.fastq: 4,464,804.310
806rcbc380-S514: 4,541,286.290
GnotoExpt-FP612-S308: 4,554,158.060
GnotobioticExp-FP-317.fastq: 4,612,598.670
GnotobioticExp-DTT-318.fastq: 4,928,748.960
806rcbc375-S509: 4,983,857.350
GnotobioticExp-FP-207-S71: 5,119,893.770
GnotobioticExp-DTT-311.fastq: 5,225,598.170
GnotobioticExp-DTT-312.fastq: 5,281,139.860
GnotobioticExp-FP-372.fastq: 5,292,384.680
GnotobioticExp-FP-304.fastq: 5,560,992.140
GnotobioticExp-FP-310.fastq: 5,617,930.760
GnotobioticExp-DTT-176-S186: 5,638,255.400
GnotobioticExp-FP-179-S41: 5,790,300.200
GnotobioticExp-FP-377.fastq: 5,793,157.450
GnotobioticExp-FP-306.fastq: 5,797,588.210
806rcbc555-S460: 5,816,855.750
GnotobioticExp-DTT-188-S198: 5,913,660.730
GnotobioticExp-FP-395.fastq: 6,002,759.900
GnotobioticExp-FP-206-S70: 6,006,916.970
GnotobioticExp-FP-318.fastq: 6,035,560.230
GnotobioticExp-DTT-187-S197: 6,302,494.150
GnotobioticExp-DTT-185-S195: 6,385,661.780
GnotobioticExp-FP-316.fastq: 6,444,064.410
GnotobioticExp-FP-390.fastq: 6,681,729.690
GnotobioticExp-FP-190-S53: 6,682,512.750
806rcbc364-S499: 6,865,996.340
806rcbc377-S511: 6,867,541.350
806rcbc363-S498: 7,055,730.790
GnotobioticExp-FP-205-S69: 7,137,830.850
GnotobioticExp-DTT-189-S199: 7,333,809.880
GnotobioticExp-FP-365.fastq: 7,340,638.830
GnotobioticExp-DTT-182-S192: 7,360,381.130
GnotobioticExp-FP-181-S44: 7,400,457.730
GnotobioticExp-DTT-190-S200: 7,403,535.670
806rcbc472-S377: 7,637,049.460
806rcbc464-S369: 7,644,689.330
GnotobioticExp-FP-183-S46: 7,703,852.340
GnotobioticExp-DTT-324.fastq: 7,797,332.660
GnotoExpt-DTT564-S176: 7,940,497.530
GnotobioticExp-FP-388.fastq: 7,957,483.880
806rcbc466-S371: 7,976,368.650
806rcbc449-S450: 8,054,217.290
806rcbc450-S451: 8,076,417.700
GnotobioticExp-FP-361.fastq: 8,127,726.130
GnotobioticExp-FP-375.fastq: 8,211,666.510
GnotobioticExp-FP-184-S47: 8,255,231.710
