OTU ID,Mouse5A.FP28,Mouse3A.FP16,Mouse5A.FP26,Mouse7A.FP40,Mouse1A.FP05,Mouse6A.FP32,Mouse3A.FP17,Mouse7A.FP38,Mouse1A.FP02,Mouse2A.FP11,Mouse3A.FP18,Mouse6A.FP31,Mouse4A.FP22,Mouse1A.FP03,Mouse4A.FP23,Mouse1A.FP01,Mouse6A.FP35,Mouse2A.FP07,Mouse3A.FP13,Mouse1A.FP06,Mouse1A.FP04,Mouse2A.FP12,Mouse2A.FP10,Mouse7A.FP42,Mouse7A.FP41,Mouse3A.FP15,Mouse4A.FP20,Mouse5A.FP29,Mouse6A.FP34,Mouse6A.FP36,Mouse2A.FP09,Mouse5A.FP25,Mouse5A.FP30,Mouse7A.FP39,Mouse4A.FP24,Mouse3A.FP14,Mouse4A.FP21,Mouse2A.FP08,Mouse7A.FP37,Mouse6A.FP33,Mouse4A.FP19,Mouse5A.FP27,Mouse10A.FP110,Mouse10A.FP109,Mouse10A.FP111,Mouse9A.FP97,Mouse9A.FP98,Mouse8A.FP87,Mouse8A.FP85,Mouse10A.FP113,Mouse9A.FP102,Mouse9A.FP101,Mouse10A.FP112,Mouse8A.FP90,Mouse10A.FP114,Mouse8A.FP86,Mouse9A.FP99,Mouse8A.FP89,Mouse9A.FP100,Mouse8A.FP88,taxonomy
k__Bacteria;p__Actinobacteria,1682,289,476,777,116,40,16,208,63,951,34,22,60,623,62,15,401,136,138,118,207,307,601,465,514,454,130,1076,48,449,1049,769,772,173,193,289,172,715,663,105,248,488,0,13,38,255,250,442,108,1273,1956,3130,263,12283,127,83,317,2375,1234,2896,
k__Bacteria;p__Bacteroidetes,21436,18539,26350,18545,21023,33094,7163,21066,16894,34878,4883,24825,3648,25541,4510,12342,26991,35520,27379,15419,20383,32480,27904,20507,20088,36528,18636,24372,21807,31652,20179,30791,35415,19037,8799,31252,20293,27033,26623,27792,20126,13804,26041,55331,36950,51025,40803,27978,14770,62614,63997,90305,40036,71597,38809,32180,31350,56470,94810,39275,
k__Bacteria;p__Cyanobacteria,21,33,0,69,7,33,2921,19,2,68,5207,17,9,0,33,1,765,243,19,0,163,104,17,204,67,11,11,3,34,108,21,0,110,0,12,11,14,125,9,10,5,9,62,107,29,67,51,10,8,714,4668,101,30,9,2347,9,57,2,47,65,
k__Bacteria;p__Deferribacteres,0,8,133,130,0,126,43,226,1583,16,58,687,7,358,0,6791,45,127,57,0,0,53,24,20,34,112,1029,517,15,6,449,95,17,666,0,56,911,138,67,359,3797,18,23,1928,149,951,163,642,2945,1,8,12,572,2,159,958,1023,135,6,7,
k__Bacteria;p__Firmicutes,11333,9962,8947,15903,19201,10718,17305,10911,21887,7354,16191,7632,35273,8094,36836,16564,6738,7926,10017,17211,21259,3149,4110,5656,10434,11470,15812,25556,4384,5065,14517,2161,6555,16285,26134,8557,16383,10992,5637,10137,17166,15793,8341,6782,15951,15426,10802,20270,18002,43903,5944,4161,36087,15662,25578,20837,38079,11082,1590,7333,
k__Bacteria;p__Proteobacteria,1243,3606,2687,1542,821,937,5202,1323,615,4855,7227,986,329,2008,211,485,5054,1111,657,1495,983,3509,4542,5422,1687,1008,670,3450,3029,2497,2893,923,3573,2272,839,628,904,2054,1262,2651,1060,1535,341,734,561,1063,752,1780,964,5880,16207,9569,3564,18250,6186,1332,929,17969,12180,11386,
k__Bacteria;p__Verrucomicrobia,5,2,3,2,5,6,8,6,0,4,24,3,4,1054,2,7,10,5,0,5,2,38,10,7,6,14,4,4,4,4,0,4,5,4,0,3,0,10,6,5,0,3,0,3,0,8,3,981,1296,4,1905,2135,0,54,25,191,558,9,9,21,
