OTU ID,Mouse5A.DTT29,Mouse6A.DTT35,Mouse1B.DTT15,Mouse1B.DTT18,Mouse5A.DTT27,Mouse4A.DTT19,Mouse5A.DTT30,Mouse5A.DTT28,Mouse7A.DTT38,Mouse7A.DTT41,Mouse4A.DTT22,Mouse6A.DTT31,Mouse7A.DTT42,Mouse1B.DTT16,Mouse1B.DTT14,Mouse1B.DTT13,Mouse6A.DTT34,Mouse5A.DTT26,Mouse4A.DTT21,Mouse4A.DTT24,Mouse1B.DTT17,Mouse5A.DTT25,Mouse7A.DTT39,Mouse4A.DTT20,Mouse6A.DTT32,Mouse6A.DTT33,Mouse6A.DTT36,Mouse4A.DTT23,Mouse7A.DTT37,Mouse7A.DTT40,Mouse9A.DTT98,Mouse10A.DTT109,Mouse9A.DTT100,Mouse9A.DTT101,Mouse10A.DTT110,Mouse9A.DTT99,Mouse9A.DTT97,Mouse8A.DTT90,Mouse10A.DTT111,Mouse10A.DTT113,Mouse9A.DTT102,Mouse10A.DTT112,Mouse10A.DTT114,Mouse8A.DTT85,Mouse8A.DTT86,Mouse8A.DTT88,Mouse8A.DTT89,Mouse8A.DTT87,taxonomy
k__Bacteria;p__Actinobacteria,232,63,49,117,27,7,126,28,36,294,13,60,198,187,144,83,3,42,20,63,21,2,215,14,27,33,115,36,126,67,93,198,303,352,7,186,101,371,17,122,178,47,251,122,52,270,349,40,
k__Bacteria;p__Bacteroidetes,27559,20909,34487,4116,26056,30892,29797,27903,18861,17577,9148,29434,21198,17355,28876,34287,9725,41773,12892,27202,8192,19379,25789,17905,20256,18630,24863,14713,30533,17474,28298,23753,67257,47475,35332,21913,22027,47374,34841,35453,40055,28551,19167,37122,25688,19307,47685,10292,
k__Bacteria;p__Cyanobacteria,0,14,42,6,31,43,0,7,79,3,11,84,0,8,100,39,0,25,59,0,11,15,52,68,118,88,0,2,45,3,96,43,0,2,98,53,51,2,93,0,0,10,40,24,1,0,14,5,
k__Bacteria;p__Deferribacteres,10,48,14168,325,23538,3944,17,1072,767,9,10,3570,110,191,6329,4043,40,922,15610,68,564,6429,12330,9478,1753,15287,39,37,357,195,881,17242,51,29,3058,23273,36952,66,2048,20,16,162,935,490,521,113,10,42118,
k__Bacteria;p__Firmicutes,4440,2511,10623,8135,9445,9184,4781,5415,13521,4443,7120,15901,6113,5037,14608,8663,783,7961,8446,12764,10605,15794,13370,11511,14369,10665,4300,22779,6057,4970,53901,10560,2575,2930,5972,24196,17159,6586,8788,10534,2271,10327,13412,15585,12868,3116,2356,12865,
k__Bacteria;p__Proteobacteria,2788,1803,1083,512,863,555,1686,2643,609,2490,790,1412,1938,2929,851,857,1061,1074,276,2199,457,344,1291,262,727,1047,3779,1030,1282,2215,1361,1196,5446,1899,664,797,764,14588,627,2642,1170,4516,1315,1510,1098,5638,13815,778,
k__Bacteria;p__Verrucomicrobia,5,21,9,26,11,7,10,3,16,18,0,255,73,48,136,372,11,4,7,45,12,10,25,10,27,37,12,9,43,13,170,788,4592,3773,8,72,308,49,0,13,2400,20,229,216,102,19,19,94,
