	shannon
IL17.DTT.115	3.6825729674333654
IL17.DTT.116	4.771531564928601
IL17.DTT.117	4.722853299908136
IL17.DTT.118	3.3388577503961803
IL17.DTT.119	2.7707479514204136
IL17.DTT.120	3.053186956432525
IL17.DTT.127	4.363867556519392
IL17.DTT.128	5.285052505249758
IL17.DTT.129	2.7865349872596417
IL17.DTT.130	4.756967886147762
IL17.DTT.131	2.7495802604242168
IL17.DTT.132	2.835538641868772
IL17.DTT.143	0.18502176993297592
IL17.DTT.144	1.1229920083842209
IL17.DTT.139	3.3276741200610487
IL17.DTT.140	3.3188552699989105
IL17.DTT.141	4.455958988552508
IL17.DTT.142	0.07750045862215284
IL17.DTT.188	4.755153087570332
IL17.DTT.189	4.591080369807709
IL17.DTT.201	4.95489403118971
IL17.DTT.202	0.16070144059674643
IL17.DTT.203	0.9222994384322584
IL17.DTT.199	5.139345503777075
IL17.DTT.200	5.034463459954261
IL17.DTT.217	2.7995257054669107
IL17.DTT.218	3.855655313167817
IL17.DTT.219	4.107945325867903
IL17.DTT.220	2.761124029958807
IL17.DTT.221	3.296531936567178
IL17.DTT.222	3.8066819487400707
IL17.DTT.25	2.999084043800488
IL17.DTT.26	4.939978042331977
IL17.DTT.27	4.507811221132654
IL17.DTT.28	0.06752471992453044
IL17.DTT.29	0.2726537570862204
IL17.DTT.105	4.146952074243428
IL17.DTT.106	3.2449483832174644
IL17.DTT.103	3.942716724603524
IL17.DTT.104	3.9230745165339567
IL17.DTT.53	2.1335494832003086
IL17.DTT.49	2.9923331002518223
IL17.DTT.50	3.4908280033210852
IL17.DTT.51	3.7088038993287675
IL17.DTT.52	0.8022521884168397
IL17.DTT.85	3.3434855957984695
IL17.DTT.86	4.684345922789891
IL17.DTT.87	4.572326125082722
IL17.DTT.88	1.1753349797912338
IL17.DTT.89	4.032943447164842
IL17.DTT.90	3.9904173847223054
TKO.DTT.7	4.217214247370152
TKO.DTT.8	5.102293409390831
TKO.DTT.9	4.603993437711827
TKO.DTT.10	0.03295375282895169
TKO.DTT.11	0.03743122501449983
TKO.DTT.12	2.8647372557013515
TKO.DTT.1	5.494732661830874
TKO.DTT.2	2.8193750208197863
TKO.DTT.3	4.441180434705348
TKO.DTT.4	1.784459701187393
TKO.DTT.5	3.0476937550403695
TKO.DTT.6	4.640743515253599
TKO.DTT.43	3.5954754363436816
TKO.DTT.44	4.946962381086464
TKO.DTT.45	3.6863051410283005
TKO.DTT.46	0.4773552316455193
TKO.DTT.47	1.560738007536948
TKO.DTT.48	4.248806728933181
TKO.DTT.49	5.132988541465329
TKO.DTT.50	5.206413829245667
TKO.DTT.51	4.642352490945337
TKO.DTT.52	0.00794339546841031
TKO.DTT.53	2.824448322768773
TKO.DTT.54	4.070239235738534
TKO.DTT.31	4.324488015391899
TKO.DTT.32	5.134121304178823
TKO.DTT.33	4.8232765953258685
TKO.DTT.34	1.7903973102453061
TKO.DTT.35	2.519822660418885
TKO.DTT.40	0.02645131912299339
TKO.DTT.41	0.5922044281005322
TKO.DTT.42	3.6462337612883755
TKO.DTT.37	5.446654432101398
TKO.DTT.38	5.349091654377207
TKO.DTT.39	3.682861820021479
TKO.DTT.25	4.928604274635273
TKO.DTT.26	4.93818666755599
TKO.DTT.27	3.6629501996972316
TKO.DTT.28	0.0643955751159638
TKO.DTT.29	2.4521362462022678
TKO.DTT.30	2.6052555260415016
TKO.DTT.16	2.7432784810857394
TKO.DTT.17	2.614738282821826
TKO.DTT.18	2.604683961793982
TKO.DTT.22	2.020704440436726
TKO.DTT.23	2.647342093073134
TKO.DTT.24	2.609120545464467
TKO.DTT.19	4.484991489830558
TKO.DTT.20	4.783151921647713
TKO.DTT.21	4.2316694287472165
TKO.DTT.58	2.923283700875528
