OTU ID	GnotoExpt-DTT535-S146	GnotobioticExp-FP-199-S63	GnotobioticExp-FP-193-S57	GnotoExpt-DTT541-S152	806rcbc421-S326	GnotoExpt-FP457-S678	GnotoExpt-DTT565-S177	GnotoExpt-DTT607-S342	806rcbc562-S467	806rcbc433-S338	GnotoExpt-FP475-S696	GnotobioticExp-DTT-193-S203	GnotobioticExp-FP-175-S37	GnotoExpt-DTT451-S599	GnotoExpt-FP469-S690	GnotoExpt-FP595-S291	GnotobioticExp-DTT-199-S209	GnotoExpt-FP565-S81	806rcbc396-S301	806rcbc550-S455	GnotoExpt-FP529-S44	806rcbc427-S332	GnotobioticExp-DTT-205-S215	GnotoExpt-DTT457-S605	806rcbc168-S265	806rcbc488-S393	806rcbc464-S369	806rcbc444-S445	GnotoExpt-DTT601-S336	GnotoExpt-DTT613-S348	806rcbc519-S424	GnotoExpt-DTT463-S611	GnotobioticExp-DTT-181-S191	806rcbc174-S271	GnotoExpt-FP451-S672	GnotobioticExp-FP-187-S50	806rcbc402-S307	806rcbc390-S295	GnotoExpt-DTT547-S158	GnotoExpt-FP559-S75	GnotoExpt-FP601-S297	806rcbc376-S510	GnotoExpt-DTT475-S623	GnotoExpt-FP541-S56	GnotoExpt-FP535-S50	GnotobioticExp-FP-205-S69	GnotoExpt-DTT385-S531	GnotoExpt-DTT469-S617	GnotoExpt-FP481-S702	GnotobioticExp-FP-181-S44	GnotoExpt-FP463-S684	GnotoExpt-FP547-S62	GnotoExpt-DTT391-S537	GnotoExpt-FP607-S303	GnotoExpt-FP613-S309	806rcbc494-S399	GnotoExpt-DTT481-S629	806rcbc470-S375	GnotoExpt-FP553-S68	GnotoExpt-DTT559-S171	806rcbc362-S497	806rcbc370-S503	806rcbc525-S430	806rcbc476-S381	GnotobioticExp-DTT-175-S185	806rcbc556-S461	GnotoExpt-DTT553-S164	GnotoExpt-DTT595-S330	806rcbc531-S436	GnotobioticExp-DTT-187-S197	GnotobioticExp-FP-319.fastq	GnotobioticExp-DTT-308.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-DTT-362.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-DTT-320.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-DTT-368.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-DTT-302.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-DTT-314.fastq	GnotobioticExp-DTT-374.fastq	GnotobioticExp-DTT-380.fastq	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.0	174.0	193.0	0.0	26.0	0.0	0.0	0.0	39.0	41.0	3.0	63.0	0.0	0.0	2.0	19.0	60.0	0.0	56.0	25.0	0.0	14.0	35.0	0.0	0.0	3.0	0.0	99.0	6.0	55.0	0.0	0.0	23.0	4.0	5.0	2.0	22.0	124.0	0.0	0.0	14.0	3.0	0.0	0.0	0.0	113.0	2.0	0.0	0.0	0.0	6.0	0.0	3.0	29.0	35.0	0.0	0.0	2.0	0.0	0.0	21.0	4.0	84.0	3.0	5.0	14.0	0.0	0.0	114.0	0.0	0.0	17.0	7.0	13.0	0.0	7.0	0.0	3.0	6.0	3.0	11.0	3.0	0.0	24.0	1.0	16.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	247.0	38.0	53.0	214.0	68.0	593.0	1241.0	1.0	1578.0	734.0	2149.0	2149.0	549.0	0.0	907.0	184.0	545.0	1500.0	217.0	400.0	250.0	46.0	443.0	0.0	134.0	3321.0	198.0	2692.0	63.0	138.0	1485.0	106.0	7393.0	238.0	298.0	837.0	77.0	495.0	338.0	2642.0	172.0	2770.0	164.0	290.0	203.0	33.0	861.0	23.0	870.0	288.0	395.0	314.0	1328.0	508.0	109.0	990.0	82.0	506.0	1263.0	2664.0	438.0	769.0	2789.0	1401.0	9370.0	224.0	58.0	18.0	959.0	1352.0	499.0	226.0	52.0	6569.0	87.0	1939.0	278.0	197.0	37.0	966.0	4916.0	1298.0	602.0	720.0	251.0	537.0	7295.0	1462.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	320.0	182.0	211.0	66.0	80.0	331.0	408.0	9.0	1117.0	242.0	598.0	678.0	394.0	0.0	238.0	1498.0	498.0	521.0	637.0	99.0	779.0	72.0	803.0	0.0	673.0	260.0	171.0	233.0	93.0	252.0	920.0	0.0	21.0	938.0	551.0	4.0	153.0	571.0	687.0	654.0	679.0	272.0	1.0	91.0	369.0	127.0	692.0	0.0	269.0	6.0	1265.0	943.0	1451.0	988.0	388.0	1106.0	1.0	204.0	700.0	690.0	73.0	92.0	307.0	404.0	781.0	367.0	216.0	4.0	630.0	11.0	0.0	389.0	256.0	828.0	213.0	0.0	846.0	1299.0	335.0	83.0	253.0	186.0	413.0	521.0	1024.0	501.0	833.0	1545.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	60.0	8.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium] methylpentosum group;g__	10.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	1.0	2.0	0.0	0.0	124.0	365.0	0.0	3.0	0.0	146.0	1.0	1.0	0.0	58.0	379.0	317.0	356.0	601.0	0.0	0.0	0.0	195.0	0.0	284.0	77.0	26.0	56.0	9.0	12.0	12.0	0.0	11.0	332.0	704.0	1.0	464.0	489.0	0.0	313.0	175.0	119.0	1.0	0.0	0.0	8.0	649.0	0.0	83.0	1.0	214.0	0.0	1161.0	238.0	336.0	84.0	0.0	53.0	249.0	343.0	46.0	101.0	76.0	57.0	6.0	0.0	16.0	1.0	127.0	48.0	0.0	34.0	66.0	150.0	47.0	0.0	701.0	609.0	431.0	813.0	143.0	960.0	640.0	4.0	628.0	10.0	233.0	90.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	0.0	0.0	0.0	0.0	53.0	2.0	22.0	0.0	26.0	65.0	12.0	0.0	71.0	0.0	0.0	14.0	0.0	20.0	0.0	29.0	0.0	13.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	5.0	16.0	0.0	33.0	5.0	4.0	56.0	2.0	2.0	0.0	25.0	27.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	28.0	0.0	0.0	0.0	29.0	45.0	0.0	0.0	11.0	4.0	26.0	0.0	19.0	0.0	13.0	107.0	27.0	0.0	2.0	0.0	6.0	0.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	4.0	11.0	0.0	8.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	19.0	5.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	6.0	13.0	6.0	2.0	0.0	0.0	3.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	4.0	4.0	0.0	0.0	4.0	11.0	9.0	0.0	0.0	13.0	0.0	7.0	8.0	2.0	9.0	21.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	13.0	40.0	5.0	0.0	0.0	2.0	21.0	25.0	22.0	17.0	18.0	13.0	3.0	15.0	48.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	41.0	1.0	270.0	368.0	366.0	0.0	2.0	0.0	143.0	428.0	0.0	10.0	1.0	0.0	0.0	1.0	27.0	1.0	43.0	39.0	39.0	183.0	11.0	0.0	0.0	0.0	32.0	11.0	1.0	1.0	263.0	0.0	4.0	0.0	0.0	1.0	8.0	61.0	44.0	2.0	1.0	41.0	0.0	119.0	18.0	2.0	211.0	0.0	0.0	1.0	0.0	17.0	500.0	1.0	1.0	13.0	0.0	62.0	2.0	4.0	31.0	54.0	46.0	97.0	7.0	146.0	58.0	0.0	88.0	1.0	1.0	929.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	213.0	2.0	17.0	7.0	1410.0	1.0	517.0	14.0	9.0
