"TL1a_DTT_284"	"TL1A_DTT_642"	"TL1a_DTT_173_Repeat"	"TL1A_FP_641"	"TL1A_FP_642"	"TL1A_FP_689"	"TL1a_FP_162"	"TL1a_DTT_174_Repeat"	"TL1A_DTT_673"	"TL1A_FP_638"	"TL1a_FP_88"	"TL1a_FP_140"	"TL1A_FP_626"	"TL1a_DTT_76_Repeat"	"TL1a_FP_230"	"TL1a_FP_89"	"TL1a_FP_207"	"TL1a_DTT_78"	"TL1a_DTT_231"	"TL1a_FP_234"	"TL1a_FP_205"	"TL1A_FP_640"	"TL1a_FP_65"	"TL1a_FP_128"	"TL1a_FP_64"	"TL1a_DTT_172_Re_extracted"	"TL1A_DTT_675"	"TL1a_FP_209"	"TL1A_FP_629"	"TL1a_DTT_268_Repeat"	"TL1a_FP_85"	"TL1a_DTT_267"	"TL1a_DTT_139"	"TL1a_FP_129"	"TL1A_DTT_626"	"TL1a_DTT_171"	"TL1a_FP_206"	"TL1a_FP_287"	"TL1a_FP_242"	"TL1A_DTT_629"	"TL1a_FP_86"	"TL1a_FP_77"	"TL1a_FP_245"	"TL1a_FP_198"	"TL1a_FP_161"	"TL1a_FP_266"	"TL1a_FP_127"	"TL1a_FP_76"	"TL1A_FP_676"	"TL1a_FP_73"	"TL1a_FP_102"	"TL1a_DTT_169_Re_extracted"	"TL1a_FP_197"	"TL1a_DTT_209"	"TL1a_FP_159"	"TL1a_DTT_160"	"TL1A_FP_677"	"TL1a_FP_132"	"TL1a_FP_98"	"TL1a_FP_75"	"TL1a_FP_130"	"TL1a_DTT_234"	"TL1a_FP_173"	"TL1A_FP_685"	"TL1a_DTT_74"	"TL1a_DTT_158"	"TL1a_DTT_269_Repeat"	"TL1a_DTT_161_Repeat"	"TL1a_FP_193"	"TL1a_FP_139"	"TL1a_FP_90"	"TL1a_DTT_141"	"TL1a_DTT_210"	"TL1A_FP_686"	"TL1A_FP_674"	"TL1A_FP_678"	"TL1a_FP_265"	"TL1a_FP_141"	"TL1a_FP_174"	"TL1a_FP_144"	"TL1a_FP_195"	"TL1a_FP_142"	"TL1A_DTT_674"	"TL1a_FP_158"	"TL1a_DTT_143_Repeat"	"TL1a_DTT_129"	"TL1a_DTT_265"	"TL1a_DTT_285"	"TL1a_DTT_144_Repeat"	"TL1a_DTT_241"	"TL1a_DTT_159"	"TL1a_FP_62"	"TL1A_DTT_627"	"TL1a_FP_157"	"TL1a_DTT_243"	"TL1A_FP_625"	"TL1a_DTT_127_Repeat"	"TL1a_DTT_205"	"TL1A_DTT_640"	"TL1a_DTT_206"	"TL1a_DTT_64"	"TL1a_DTT_287"	"TL1a_DTT_157_Repeat"	"TL1a_DTT_233"	"TL1a_DTT_62"	"TL1a_DTT_65"	"TL1a_DTT_242"	"TL1a_FP_231"	"TL1a_FP_284"	"TL1a_DTT_245_Repeat"	"TL1a_FP_74"	"TL1A_FP_630"	"TL1a_FP_267"	"TL1a_DTT_130_Repeat"	"TL1A_FP_639"	"TL1A_FP_673"	"TL1a_FP_172"	"TL1a_DTT_102_Repeat"	"TL1a_FP_269"	"TL1a_DTT_73"	"TL1a_DTT_195"	"TL1a_DTT_63"	"TL1a_FP_171"	"TL1A_FP_687"	"TL1a_DTT_85"	"TL1A_DTT_638"	"TL1a_DTT_86"	"TL1a_DTT_193"	"TL1A_FP_675"	"TL1a_FP_288"	"TL1a_FP_66"	"TL1a_DTT_207"	"TL1A_FP_637"	"TL1a_DTT_196_Repeat"	"TL1a_DTT_286"	"TL1a_DTT_90_Repeat"	"TL1a_FP_143"	"TL1a_DTT_131_Repeat"	"TL1a_DTT_230"	"TL1a_DTT_75"	"TL1a_DTT_61_Repeat"	"TL1a_FP_87"	"TL1a_FP_100"	"TL1a_FP_99"	"TL1a_DTT_246"	"TL1a_DTT_128"	"TL1a_DTT_283"	"TL1a_DTT_194"	"TL1a_FP_196"	"TL1a_DTT_100_Repeat"	"TL1a_FP_131"	"TL1A_FP_688"	"TL1a_DTT_198_Repeat"	"TL1a_DTT_97"	"TL1a_DTT_88_Repeat"	"TL1A_DTT_630"	"TL1a_FP_246"	"TL1a_DTT_229"	"TL1a_FP_169"	"TL1a_FP_270"	"TL1a_DTT_162_Repeat"	"TL1a_DTT_66"	"TL1a_FP_160"	"TL1a_FP_283"	"TL1a_FP_194"	"TL1a_FP_61"	"TL1a_FP_241"	"TL1a_FP_286"	"TL1a_DTT_140"	"TL1a_FP_229"	"TL1a_DTT_89_Re_extracted"	"TL1a_FP_78"	"TL1a_FP_210"	"TL1a_FP_208"	"TL1A_DTT_641"	"TL1a_DTT_244_Repeat"	"TL1a_FP_101"	"TL1a_DTT_99"	"TL1A_DTT_639"	"TL1a_DTT_87"	"TL1a_DTT_197_Repeat"	"TL1a_FP_244"	"TL1a_DTT_266"	"TL1a_FP_232"	"TL1a_DTT_270_Repeat"	"TL1a_FP_233"	"TL1A_DTT_687"	"TL1a_FP_63"	"TL1a_DTT_232"	"TL1A_DTT_689"	"TL1a_DTT_142_Repeat"	"TL1a_DTT_77"	"TL1a_DTT_98"	"TL1a_FP_243"	"TL1A_DTT_628"	"TL1a_FP_268"	"TL1a_FP_97"	"TL1a_FP_285"	"TL1A_FP_627"	"TL1a_DTT_288"	"TL1a_DTT_170"	"TL1a_DTT_101_Repeat"	"TL1a_DTT_208"	"TL1a_FP_170"
"020b1eb40786769b01d641970758776f"	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	0	7	3	0	0	0	0	0	0	0	13	0	0	9	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	7	0	26	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	35	35	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	7	3	0	22	3	5	0	0	0	0
"4f6f8f2b3e3966da6e698bf8b9455e8d"	18	3	0	0	0	0	0	0	0	0	27	0	11	0	50	0	0	0	41	3	0	0	0	161	0	7	4	12	0	20	31	114	0	173	6	0	0	52	0	0	8	4	12	7	0	28	147	15	0	0	35	56	25	0	37	86	0	113	0	0	0	24	42	0	13	52	0	21	15	0	1	0	0	0	10	0	1	0	72	0	154	147	5	48	0	169	70	21	0	0	82	0	7	41	0	13	63	0	3	0	0	0	66	10	0	0	0	43	3	5	4	22	75	33	0	5	4	0	11	0	203	0	0	0	19	0	29	162	20	64	43	0	0	6	6	0	89	0	28	0	0	39	22	0	3	150	18	50	116	0	0	3	100	0	0	0	1	0	0	0	87	0	30	28	22	0	0	8	0	4	3	0	161	0	0	0	68	0	0	58	119	0	73	0	157	0	0	0	9	0	0	0	0	0	19	30	0	22	26	0	23	0	0	0
"33936d2210c245e8c27145f460342724"	18	0	0	0	0	0	3	0	3	0	0	0	3	0	7	0	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	8	0	7	6	0	0	2	0	0	0	0	5	0	0	26	7	0	0	0	0	22	6	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	24	0	15	0	10	5	0	0	0	0	6	14	0	0	0	0	4	3	0	2	8	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	50	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	8	0	4	0	0	6	0	0	0	0	0	0	0	4	0	7	0	21	0	0	0	0	0	0	0	0	0	0	19	0	57	4	0	0	0	0	0
"dd533015ddad1135409d2d65c1300197"	17	2	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	3	3	0	2	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	13	20	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	3	13	0	8	3	0	0	0	0	0
"d372b6450fe1d69ae6cb673dfafdce6d"	17	0	0	0	0	2	3	0	0	0	104	0	0	0	0	0	0	0	2	0	0	0	0	175	0	8	0	0	0	0	87	143	0	127	0	0	0	361	0	0	109	2	78	38	0	1099	95	12	0	0	117	178	5	0	0	0	0	0	0	4	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	224	0	0	95	0	0	0	188	98	8	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	30	0	22	0	609	0	0	0	27	0	8	0	0	0	0	0	20	0	46	0	0	86	20	0	0	0	0	0	96	0	0	0	0	116	72	0	20	168	46	0	0	0	4	0	0	0	0	4	24	0	0	0	0	0	0	31	0	0	0	44	0	0	11	0	0	0	2	0	134	0	0	64	0	0	59	0	33	0	0	0	0	0	0	0	0	0	0	344	0	72	0	0	0	0	0	0
"644bf633912f48d076e9b35b1da36cec"	17	3	0	2	0	0	2	0	0	0	9	0	9	0	152	0	0	0	43	6	0	0	0	291	0	6	2	9	0	36	6	68	0	148	5	0	0	75	0	0	4	15	22	39	0	24	168	7	0	0	6	53	19	0	21	31	0	85	0	0	2	18	88	0	0	47	0	4	4	0	0	0	0	0	0	0	5	0	74	0	62	211	0	23	0	125	28	13	0	0	44	0	7	25	0	2	104	0	3	0	0	0	70	7	0	0	0	176	2	0	0	0	154	6	0	0	16	0	10	0	35	0	0	0	0	0	2	14	0	5	3	0	0	22	17	0	88	0	33	0	0	8	7	0	0	249	20	36	59	0	0	0	31	0	0	0	9	0	0	0	7	0	70	21	3	0	0	16	0	12	0	0	77	0	4	3	22	0	0	4	0	0	83	0	93	7	0	0	8	0	0	0	0	0	13	77	0	36	39	0	23	0	0	3
"d0099ee91dbd9830ee9ca81d0ee85747"	17	0	1850	0	0	0	0	438	0	0	0	0	0	545	0	0	0	207	8	0	0	0	0	0	0	0	0	0	0	632	0	42	178	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	47	0	0	0	0	0	508	0	0	373	2	323	838	0	0	7	420	1512	0	0	0	0	0	0	0	0	0	0	0	397	78	820	324	640	152	6	0	0	0	7	0	229	101	0	195	1981	327	1453	242	18	262	35	0	0	254	0	0	0	1349	0	0	0	1009	0	196	22	6	0	0	513	0	11	73	0	0	0	18	0	129	8	1758	0	913	41	42	3464	0	0	0	83	1250	499	300	0	4249	0	0	768	636	2995	0	0	40	0	0	1260	125	0	0	0	0	0	0	1774	0	0	0	0	0	0	361	0	51	0	142	482	0	15	0	713	0	0	0	32	0	481	539	124	0	0	0	0	0	0	480	38	874	126	0
"7b9a7eeb0e9c9bfad86289abad51ecbf"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	10	0	0	1	0	0	3	0	0	0	0	11	0	0	5	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	0	17	0	2	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	18	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	12	0	15	1	0	0	0	0	0	0	0	0	0	2	0	28	0	0	4	0	0	0
"a6141ae1de266551c0a07a2a4eb23472"	16	0	0	0	0	0	0	0	2	0	9	0	0	55	18	0	0	0	23	0	0	0	0	18	0	0	0	3	0	3	6	10	0	16	3	0	0	7	0	0	0	0	3	19	0	1	9	23	0	0	5	19	7	0	2	10	2	0	0	0	0	0	10	0	0	9	0	0	3	0	0	0	0	0	3	0	2	0	37	0	31	22	2	4	0	18	14	27	0	3	9	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	22	16	0	0	0	0	0	0	102	0	0	0	10	0	11	66	0	14	6	0	0	24	2	0	1	0	22	0	0	4	0	0	2	17	32	16	17	0	0	0	78	0	2	0	2	0	0	0	0	0	9	9	7	0	0	2	0	0	0	0	39	0	0	0	4	0	0	6	12	0	10	0	4	0	0	0	0	2	0	0	0	0	0	4	0	26	0	0	5	0	6	0
"21deb2d3f431a2fab408a38084dda4e0"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	5	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	48	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"14488ceab7742ad29e30a5c190838b85"	15	0	1015	0	0	0	0	445	0	0	0	0	0	228	0	0	0	181	3	0	0	0	0	0	0	0	0	0	0	193	0	29	65	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	14	0	0	0	0	0	350	0	0	282	5	177	455	0	0	0	250	869	0	0	0	0	0	0	0	0	0	0	0	159	37	440	168	208	54	0	0	0	0	2	0	73	54	0	95	1135	329	889	161	3	116	10	0	0	288	0	0	0	518	0	0	0	312	0	129	8	3	0	0	246	0	8	46	0	0	0	7	0	68	5	974	0	294	16	23	1325	0	0	0	29	541	236	139	0	1275	0	0	207	321	1431	0	0	23	0	0	462	65	0	0	0	0	0	0	587	0	0	0	0	0	0	215	0	32	0	51	291	0	4	0	281	0	0	0	26	0	171	413	73	0	0	0	0	0	0	277	13	424	58	0
"909d38145e56a48b72404a5b88dd213b"	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0
"71d0937e2f4a23d6ba87c333b8ccdea6"	14	0	0	0	0	0	0	0	0	0	26	0	0	0	4	0	0	0	41	0	0	0	0	79	0	0	0	0	0	10	69	5	0	67	0	0	0	0	0	0	31	4	0	0	0	0	7	9	0	0	24	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	198	19	8	0	0	0	0	0	0	0	0	183	0	0	0	0	6	0	5	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	59	0	78	4	0	0	8	0	0	0	3	0	18	0	40	0	0	26	6	0	9	239	16	0	0	0	0	0	0	0	32	0	0	5	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	42	0	0	112	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a087de0a57d9ea8791e50e015508a4f7"	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46	0	0	0	0	0	0
"4e7d4f50949a8e65e5b063bf5ba7a064"	13	0	0	0	0	0	0	0	0	0	39	0	0	4	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	13	3	0	9	0	0	0	0	0	0	65	0	0	7	0	2	4	0	0	0	44	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	12	0	0	0	70	0	0	0	0	0	0	2	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	21	0	0	0	44	0	37	19	0	0	3	0	0	0	2	12	4	0	0	0	0	38	24	0	6	73	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	32	2	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	34	0	0
"6dc5510dd3135a019aee973f1c72f593"	13	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	8	0	0	0	0	0
"1ec63c6720f895727910b060eaf1c05e"	12	9	0	0	4	0	0	0	2	0	214	0	21	0	63	0	0	0	25	61	0	0	0	26	0	0	7	0	71	219	404	31	0	16	19	0	0	2	0	4	285	10	7	0	2	41	50	54	0	0	202	35	16	0	3	14	0	9	0	0	0	7	44	0	0	2	0	11	7	0	41	0	0	0	15	4	58	0	41	0	0	15	12	0	0	12	0	37	0	0	9	0	4	17	0	18	24	0	11	0	0	29	0	66	0	0	0	33	88	0	22	10	29	0	0	29	1	0	62	0	0	0	0	0	565	0	213	0	17	15	23	0	0	0	8	0	8	0	8	0	0	248	227	0	94	9	10	0	0	0	19	7	0	0	9	11	10	0	0	10	0	0	6	48	2	0	0	6	0	41	18	0	0	0	6	0	226	6	0	307	0	0	36	4	82	16	0	0	31	7	0	0	0	0	13	0	0	44	8	0	0	0	0	0
"6e5e10e782928ba2d0ce1cd3f2bce7cb"	12	0	0	0	0	0	0	0	0	0	57	0	0	0	40	0	0	0	6	0	0	0	0	85	0	4	0	2	0	0	26	6	0	82	0	0	0	17	0	0	20	4	0	0	0	0	44	13	0	0	44	13	4	0	7	6	0	8	0	2	0	3	3	0	0	6	0	0	0	0	15	0	0	0	1	0	8	0	1	2	35	73	0	6	0	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	44	1	0	5	0	7	0	0	0	0	0	0	0	50	0	0	0	22	0	37	6	0	0	2	0	0	0	7	0	42	0	9	0	0	52	0	0	3	0	0	14	16	0	0	0	0	0	0	0	1	0	0	0	0	0	4	8	7	0	0	5	0	15	1	0	35	0	0	0	44	0	0	24	0	0	5	0	4	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	5	0	0	0
"8e9eaf02dc307b243181351cf3d035b9"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	15	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	2	0	0	22	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
"39a9c381ea495491b4da8479d19263b7"	12	0	0	0	0	0	2	0	0	0	32	0	0	0	2	0	0	0	38	0	0	0	0	47	0	0	0	0	0	0	34	9	0	41	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	350	0	17	0	0	0	0	0	0	0	0	283	0	0	0	0	3	0	7	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	68	1	0	0	5	0	0	0	1	5	18	0	28	0	0	19	6	0	22	205	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	71	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8daf31d6aa9722efd38dde721253b3d0"	11	81	0	6	3	10	155	2	10	0	1474	0	6	0	0	6	0	0	0	0	2	0	4	1237	2	73	116	4	0	0	2213	131	0	1165	18	4	0	2	0	0	1653	153	0	91	52	0	448	1192	0	0	1332	38	97	0	3	10	42	19	2	33	33	0	214	0	0	0	0	4	23	0	356	0	31	0	64	3	0	0	606	83	3	1165	296	12	0	3807	121	0	0	37	5	0	15	11	0	5	3731	0	34	0	0	46	0	0	0	2	0	0	0	0	195	2	0	84	0	33	2	0	13	0	16	0	39	0	2378	0	6188	2	73	0	1006	0	0	0	1650	483	1818	1	0	0	0	1175	772	0	386	2214	20	0	8	0	103	5	0	0	360	24	0	0	25	0	43	0	1023	4	0	0	0	2	2	0	27	15	9	0	30	0	1610	112	0	4374	0	0	4	0	0	0	0	0	0	0	0	2	2	0	18	0	0	14	20	0	13	0	3	97
"5f0e27ca2c0c17ca2b97206014a65f48"	11	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0
"2eb28184f3e44a2421fad870e3591c85"	11	2	0	0	0	0	0	0	0	0	34	0	3	0	14	0	0	0	17	2	0	0	0	90	0	1	58	0	0	20	32	29	0	90	19	0	0	0	0	0	28	3	0	0	0	0	45	21	0	0	18	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	14	0	0	79	86	0	0	103	0	0	0	0	0	0	33	0	0	2	25	0	6	0	0	17	0	2	0	0	0	15	0	0	2	0	0	0	0	8	0	0	0	0	10	0	0	0	27	0	63	3	20	0	5	2	0	0	1	8	50	0	25	0	0	28	7	0	19	74	17	1	2	0	5	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	53	4	0	88	0	0	43	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	0
"88a31a6b160b40bc6c6f6d1ba34eabac"	11	0	0	2	0	0	0	0	0	0	60	2	0	31	53	0	0	0	12	0	0	0	0	20	0	18	0	0	0	0	32	91	0	20	2	0	0	23	0	0	20	0	5	0	0	160	23	45	0	0	48	32	4	0	3	24	0	29	0	2	0	16	78	0	0	13	0	0	2	0	13	0	0	0	0	0	34	0	13	0	19	19	0	7	0	17	126	0	0	0	24	0	0	33	0	0	16	0	0	0	6	0	37	0	0	0	0	54	4	0	6	0	253	0	0	0	21	0	0	0	26	0	0	0	16	0	40	12	0	2	22	0	0	0	5	0	17	0	63	0	0	48	48	0	7	5	6	19	13	71	0	0	0	0	0	0	4	0	0	0	0	0	11	13	4	0	0	9	0	4	25	0	28	0	0	0	53	0	0	72	0	0	70	0	21	0	0	0	0	0	0	0	0	0	0	126	0	33	0	0	3	0	0	0
"c749d92cd89ad70da788f6aa70072a4f"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	2	0	0	15	0	0	0	0	2	0	0	15	0	0	0	0	0	6	0	0	3	4	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	9	4	0	3	0	0	7	7	0	3	6	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	46	2	0	0	0	29	0	0	0	2	0	2	0	12	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	3	0	19	0	0	0	0	0	0	0	20	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	4	0	6	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17	0	33	0	0	0	0	0	0
"c4ee2ca0c46cede63db95758ce7ddf68"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	3	0	0	0	2	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	26	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
