	TL1a_DTT_173_Repeat	TL1a_FP_162	TL1a_FP_88	TL1a_DTT_76_Repeat	TL1a_FP_89	TL1a_FP_234	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_DTT_268_Repeat	TL1a_FP_287	TL1a_FP_77	TL1a_FP_245	TL1a_FP_198	TL1a_FP_161	TL1a_FP_76	TL1a_FP_102	TL1a_FP_197	TL1a_FP_132	TL1a_FP_130	TL1a_FP_173	TL1a_DTT_269_Repeat	TL1a_FP_90	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_DTT_245_Repeat	TL1a_DTT_130_Repeat	TL1a_FP_172	TL1a_FP_269	TL1a_FP_288	TL1a_FP_66	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_FP_143	TL1a_FP_100	TL1a_FP_196	TL1a_FP_131	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_FP_246	TL1a_FP_270	TL1a_FP_160	TL1a_FP_286	TL1a_DTT_89_Re_extracted	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_DTT_197_Repeat	TL1a_FP_244	TL1a_FP_232	TL1a_DTT_270_Repeat	TL1a_FP_233	TL1a_DTT_142_Repeat	TL1a_FP_268	TL1a_DTT_78	TL1a_DTT_209	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_210	TL1a_DTT_64	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_65	TL1a_DTT_286	TL1a_DTT_246	TL1a_DTT_66	TL1a_DTT_232	TL1a_DTT_77	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_640	TL1A_DTT_629	TL1A_FP_677	TL1A_FP_678	TL1A_DTT_640	TL1A_FP_630	TL1A_FP_688	TL1A_DTT_630	TL1A_DTT_641	TL1A_DTT_689	TL1A_DTT_628
TL1a_DTT_268_Repeat	2.2209676747669618	3.364577972818308	3.810896766920671	1.9643561966161083	3.719970859274963	0.8019299597445491	3.3592323675097058	2.43664310108217	1.971640496435307	1.748963004059751	0.0	2.2774742445556115	3.207210773402826	2.221872628868716	1.2085529063075167	2.9225871885561645	2.6217385091550143	4.2160352588814245	1.2074181227843979	2.638594099826204	2.5679303692801696	2.4406967486189517	0.9988646494547447	2.3718258165104444	2.2377473530865784	3.240933391037473	3.1106010396744956	2.009244005305853	1.2808520548945712	2.1023888393099264	1.1226526464938955	1.3453511980733468	4.4478270177450066	0.3749506094731481	2.836240205006672	2.994244071964303	3.5183914271332286	1.8494334631537876	1.3752533350556733	1.2122155822246912	2.6463567893335354	2.008616974203399	1.2091852039968245	2.3985556346099184	1.6102085659518732	1.7447812386131438	3.64326864766366	1.7983009175888884	1.647060356424002	2.0379713025201753	4.8211490432143265	1.2112043812444593	2.0404702551981533	1.0080511483339822	1.148238825396298	0.6312125652866721	1.576369257284381	1.8267756452846269	2.304172620874951	2.035605895758147	2.3660078160099505	1.5163606676410757	2.6132611832057253	2.983631968763026	1.9830607870818564	1.5640868516243984	2.6802006316397247	2.0488961935406746	2.831404291501404	2.2824291571114608	0.3310325697834486	2.5107928756877684	1.457093766036359	2.7565397817135535	2.6663149237027546	2.652466749330997	2.6319635921115054	4.055264639394348	2.124485943091776	2.0807026658255894	2.7730987035257773	2.597755294325715	2.500173620815447	2.9866765524389307	2.9357078201968188	3.1442270952467952	2.4767223738449866
TL1a_FP_287	1.6893813463712404	3.615639382126572	1.6393744437703586	2.2711960828347544	4.231099238902504	1.7302237078521492	3.6882772904237022	2.274082380693568	1.1069059514493218	2.114204195889889	2.2774742445556115	0.0	2.271604141887084	0.6303124830761232	3.3665536058471757	2.9678732851349623	1.9116497320286663	2.18883676020039	1.5217135082198558	0.7253661220052918	2.3008937867604993	0.3496491373230558	2.5541900837741944	1.3119840843068706	0.7530552952592943	3.075563345640531	1.2819684924243107	1.8147549997144163	1.2190462079334896	0.5135471636894537	3.2794681244660784	0.9428189034595761	3.0872752154794965	2.6016293483057074	1.3803449939148495	1.4531625911030226	1.71365336455638	0.6526206351551614	1.263976439160256	1.4874975574814002	1.2637973665132798	1.3166909617144205	2.5075048482090465	0.5086596513537633	0.8106287073877652	1.0547984562026322	3.5287909143645586	0.4859270175146392	2.2784338325010642	2.0083698616024757	2.6146814205319533	1.347995612309148	2.745911280513249	1.583601001469273	1.4979033964671085	1.7173689839538704	1.278788828538062	0.6462865012535649	1.5930694734977464	2.840843079007465	0.37584129341331624	0.7833561142644226	3.3196777531174093	3.705737358269938	0.9953329911788154	1.057785434698724	2.512671730600376	0.8463040236151445	1.528297884329486	2.239377381186496	2.088136170268592	2.508694286253413	1.7652933849949413	1.3371467463463567	1.4198122652704077	1.641058795805156	1.8354811012495527	3.3938451406241166	2.001740694330359	1.4008749496695287	1.5523428654506481	1.105995333749317	1.4704145468842615	1.6778278598194811	1.6247640785029935	1.9344584691550275	0.8606988559465778
TL1a_FP_77	1.1594344112669226	1.8261361987120337	2.6596820617192645	1.5621857293007824	2.5363814322465323	3.1968144985682	2.0357984640665703	0.9961257958617172	1.520893871091135	1.6470784858703764	3.207210773402826	2.271604141887084	0.0	1.6697799142276337	3.855765285155448	1.2752149441265634	0.5864330500481703	1.9512197452720068	2.3375144788634943	2.2370586099985434	0.8628969037210554	1.9605865518488115	2.7305583140158918	1.0386136984231797	1.6597719397790185	1.1251180321852774	1.3193271095604746	1.252061358161086	2.0696050028049977	2.163954682129332	3.900228938024197	2.413651583216429	1.314189924156126	3.5666864606557427	1.5115159493701034	0.9449893158368623	1.2687417829112977	2.676253262611587	2.484894438866598	2.2563779768320655	1.5830967601100603	1.3761441252763416	2.4655274161820624	1.7720960779515063	2.632437284438571	1.6742028695531868	1.5470195286066262	2.3845580635311783	1.8419526600343719	1.256138777221054	3.2109062856066046	2.339067132921036	1.912369109035471	2.838528487277873	3.038450336837012	2.7687612029450825	2.2542765433395164	1.9412129463351475	0.9855077383828922	2.0086315652586175	1.95147022006124	2.3139687275233496	2.124045582805467	2.4620842114975905	2.054334504811684	2.7627773145128853	1.1016361604873846	2.860211229534232	0.7586212638136929	1.2287291534830695	3.2605805683123683	1.2240048751008397	1.827372201366056	0.9711234046727063	0.9582840567499286	0.9078953204856433	0.8476184577539696	1.3081265497850942	1.2805689123100354	1.3647711048817388	0.7480073892275778	1.1738596387661324	0.8526530199110391	0.6452304752524443	0.6879606337753968	0.4962567245560987	1.421864088697619
TL1a_FP_245	1.163981915392066	3.0028341395644844	1.8436920950036055	1.7643665362916465	3.659372207517391	1.8584242099148793	3.122710500295142	1.6803389146036642	0.5670260762958101	1.6020344727000866	2.221872628868716	0.6303124830761232	1.6697799142276337	0.0	3.208113889758088	2.353112471168013	1.2873520691402902	2.0067998297005336	1.3069982102478417	0.9604901768291785	1.6823408646390159	0.40962259466048045	2.280206879165898	0.7108187483746881	0.26066273620823477	2.459917489400855	0.9305871342922007	1.2709520530630052	0.968197270293206	0.6852234948758765	3.1583429769132456	0.991421704009028	2.610990121013782	2.578463560298848	1.1043879803511396	0.9477441192396875	1.3674423449223476	1.074983515716795	1.283309693818529	1.3123592770785368	1.0028701052317357	0.7465537846997246	2.142085024137405	0.2376656784802201	1.0963755051764914	0.5970406273198348	2.9327865284833745	0.7630148496658385	1.8141496396257686	1.4477472467685328	2.755331764963287	1.2458819733868653	2.2237729336413827	1.6427598152272405	1.6863772735042615	1.648875817129289	1.1974101444229899	0.4162585384133664	1.0146103892231308	2.338865738756122	0.4273253968861892	0.8398962205208336	2.7929036915321057	3.2004914868876835	0.9252780854466895	1.3168688605715735	1.9475784301604586	1.3108494730456508	0.9497351192154091	1.6907688211849008	2.1183117879873326	1.9456459830866475	1.326815703619473	0.7688525988906956	0.8867025923373892	1.1131937716226168	1.2890381744695876	2.832068840156696	1.4762330403382327	0.9268342236192098	0.9524253213933992	0.5395359957559521	0.8540416477098272	1.1113253853470497	1.053520263782609	1.3851628551572555	0.3558115044866471
TL1a_FP_198	3.0354912603942656	3.444099062280275	4.932431855823217	2.5149628764507383	3.750700165679254	1.8670825209416702	3.5630472847226238	2.9789324913769084	2.813663550336005	2.2130474590783504	1.2085529063075167	3.3665536058471757	3.855765285155448	3.208113889758088	0.0	3.193111340110503	3.2922169491163467	5.156936562029552	1.9827582833708868	3.7778236601121336	3.0644216481601676	3.4847917200485488	1.4496941617898147	3.2341259795317963	3.1644068672083616	3.599887699988137	4.050887651729447	2.7241315938501276	2.263339294728615	3.233353521594784	0.22558167422477618	2.4712297118920303	5.161706103495871	1.0033525939054844	3.851908016932868	3.8593174095579927	4.424920202136993	3.016827331417193	2.5391186729540007	2.272197902686035	3.677509479075368	2.7837691742544597	1.404731594681297	3.4129357493727754	2.7844743187685217	2.652682642673141	3.9769966785774877	2.909536389088969	2.142328495790867	2.64098668172772	5.919613355392838	2.326336028899227	2.1872837305125046	2.200796425081501	2.3545992015739143	1.6543925019795924	2.6916072820961543	2.8402421402288147	3.1072160075623483	2.2253813211596736	3.4391830374581382	2.6337956643429745	2.745972038833461	3.1125349752067546	3.0965468568598102	2.7660767985527834	3.237238766345324	3.2438969920430387	3.648453264150613	2.879841669725932	1.4858217350146241	3.0242982877583118	2.095018091022544	3.6027416618256	3.556695757309913	3.5084511584178073	3.428598939364054	4.595315872957326	2.8173602973819465	2.9922376173132843	3.5573649803181815	3.4991440215868903	3.3086088549036425	3.782024419906571	3.734985586816634	3.9297974592735176	3.449409516550909
TL1a_FP_161	1.5074096020711532	0.6512373995485664	3.779271164012989	1.1599032947847527	1.5239128596296148	3.20693833440675	1.1654669906996133	0.7778373032741805	1.9341717901280246	1.225912373041587	2.9225871885561645	2.9678732851349623	1.2752149441265634	2.353112471168013	3.193111340110503	0.0	1.1519709590380893	3.2154962906399067	2.3174415470774177	3.066756536570531	0.6733380649166949	2.745531001772879	2.207284126492718	1.7281040151417066	2.3067188931704057	0.49625622015324056	2.4306643600378757	1.2933820199704396	2.2024152271367305	2.7944637216172805	3.300914403122356	2.693309031454624	2.3715390058513424	3.2201644558611484	2.4119326686100955	2.0418924793844626	2.4997303260151726	3.1739446265363127	2.721839231955025	2.3263436488131735	2.398748422124568	1.7178120671567607	1.8411674929613138	2.5478240921831796	3.0350384344162724	2.009063609759614	1.0270546358660728	2.8747440740278245	1.3408626708845317	1.0773503286264832	4.44261444423597	2.4761660028531796	1.0062812477406944	2.920507154557539	3.2018006055869828	2.6701305387071748	2.5351198442786065	2.4185188942164557	1.4720262299818592	1.1088518113281447	2.714827725968888	2.673928467999292	1.1062770852896926	1.5488122538728872	2.5697954812386015	3.121027839536734	0.9242145972023994	3.4046802185747467	1.7693762615046604	1.0289162115852488	3.1003194398185894	0.8450178901034169	1.64588418623483	1.9249910800833128	1.853448297995374	1.6928410122280229	1.4868030209405776	1.6223188803068305	1.2569744612035187	1.79243789154107	1.6863660402653473	2.053494375017072	1.5946269949643963	1.7509921198288718	1.7584654914304578	1.6769324804189116	2.2501800634669307
TL1a_FP_76	0.7040507673697003	1.7940009453617305	2.641869807020182	1.0857990708487704	2.501181413253725	2.633650570188652	1.9830626295954954	0.602338255199524	1.026863334692609	1.1036232134721855	2.6217385091550143	1.9116497320286663	0.5864330500481703	1.2873520691402902	3.2922169491163467	1.1519709590380893	0.0	2.203369537060604	1.779848165528688	1.9725757365639174	0.5126461163789211	1.647792499132478	2.1805696263594907	0.6239514767403664	1.2756223782857903	1.1879827866276271	1.2950279966495164	0.7047849608304689	1.5069201695806487	1.7735422818620377	3.3292408555015482	1.8914062625857018	1.8749172632573405	2.9806554882555223	1.3667523794151648	0.9190231845475898	1.437375526651659	2.23221559307809	1.9768566523236488	1.7121024351016068	1.3628611086477265	0.8572501277035678	1.916368796116246	1.4489559576488844	2.153949236865935	1.1453060072526937	1.6909821306330808	1.930005825618811	1.3179087374948053	0.7167777058820773	3.3509687656414227	1.800512270331102	1.4769579822765393	2.2981170902793946	2.5094981038437463	2.1899235192987865	1.7687191046876714	1.470634018766625	0.4977802591953969	1.5842636930729737	1.6222525947028936	1.8122458590172168	1.8453498536162338	2.2530771011142052	1.6407296871761667	2.2808427833721328	0.8911336235902473	2.44486865199416	0.6376325703096457	0.8184574697859428	2.6800595718372002	0.9266922505787315	1.2496136347764577	0.7918976339384316	0.7374828596635862	0.6784721293976944	0.5931456355539393	1.7041579218840763	0.8087338026142732	0.901772545721552	0.5703345163257887	0.9132997509670205	0.4571349699523818	0.6637389929143322	0.656224401353421	0.7021831885884091	1.1221538615920459
TL1a_FP_102	2.434021520922823	3.7683889947606355	1.3767703393847297	3.1732318254345353	4.428572845312365	3.839597822358457	3.8973391848835015	2.7707754561026223	2.351051618055042	3.1831840173080517	4.2160352588814245	2.18883676020039	1.9512197452720068	2.0067998297005336	5.156936562029552	3.2154962906399067	2.203369537060604	0.0	3.2475521475901488	1.9687639852569103	2.6861748310772993	1.888389000567869	4.10071071863645	1.9959859137130609	2.045665037963123	3.057432556250418	1.1142636794525513	2.697356720794141	2.9437110534066337	2.3086246407569795	5.127437100534695	2.958659328925987	1.6358192253932	4.578831271403679	1.7298057317048134	1.3492226306440702	0.7812222734869969	2.7895205191854977	3.105633015238112	3.1689417683901606	1.8862094760318908	2.398729488743951	3.931888257112742	1.8593952875067263	2.9207341376464053	2.5103933203381845	3.3662632520910423	2.617330382089114	3.4012755269231367	2.8409683567102104	1.4269772474296616	3.1337192106447604	3.6624985339922285	3.534848067182196	3.560273005274972	3.6537021907129485	2.927328030500066	2.41896965739502	2.2542207585119187	3.769598737581279	1.9518127611135656	2.789314517349326	3.9782862970753823	4.272812495833778	2.493299563969715	3.0920462916522413	2.8515579076660056	2.8461409373772013	1.6150277035496572	2.8840275205387527	4.115712355127126	2.992862762240485	3.1077696983440077	1.5891899221397778	1.7542749656729506	1.9584456937505286	2.152132587869152	2.723569885547414	2.784427365763364	2.3791950901129635	1.7170390357084644	1.6625126206412415	1.9552952437942788	1.5444811748473215	1.5648533745115643	1.6076577841492854	1.7424647774993893
TL1a_FP_197	1.6378912209986496	2.8655860605096732	3.0979641884410793	1.632419546107848	3.5326140108531603	1.0395603666500346	3.1124382613057953	1.8235728688255572	0.9344994906282713	1.132756209789864	1.2074181227843979	1.5217135082198558	2.3375144788634943	1.3069982102478417	1.9827582833708868	2.3174415470774177	1.779848165528688	3.2475521475901488	0.0	2.0563054673855556	1.8221682482511423	1.5800960286850805	1.5067107856437432	1.5254388893422426	1.2133551468174386	2.645158666086152	2.1704271809898543	1.416732767694481	0.6111458417454317	1.536189766080793	1.919652433659806	0.8951564669818379	3.5662757311518978	1.5111808363930317	2.215196434912006	2.038197493910346	2.5691127923605164	1.4465465565132736	1.3218781162085764	1.1288841614025784	2.0617756006897734	0.9894175255857176	1.1791027393107272	1.503226494334678	1.2840000463205135	0.8244155932588868	3.166815844136698	1.1688712080361454	1.4029341123002226	1.431976019526642	4.038086421481798	1.099650103981341	1.669225787015475	1.314624613190664	1.4101303136611518	0.6279632406074972	1.424520319239028	0.9629911913096845	1.5774067086639867	1.8667167134001883	1.5923043833832926	0.980497684059609	2.4994707460012804	2.99492412956642	1.5947698105839614	1.456520770227412	2.204253637427022	1.77810156520209	1.8879519573327797	1.818971090444354	1.2025030648005015	2.0666811370322016	0.6987464578081548	1.7735568259351069	1.8694529212061761	1.9487759834801421	1.9737053190846707	3.4352714004376685	1.6533930299480102	1.4938465483773236	1.7987186743918966	1.646902062914401	1.6146733893398233	2.039690987298055	1.9806393593748228	2.293530832366971	1.5966827933166101
TL1a_FP_132	1.6318544810042044	3.708655073885738	1.1877862100839793	2.330497950317096	4.18821882279089	2.1974717220449618	3.6124892859411712	2.3224107512161805	1.496106492234606	2.387406944211221	2.638594099826204	0.7253661220052918	2.2370586099985434	0.9604901768291785	3.7778236601121336	3.066756536570531	1.9725757365639174	1.9687639852569103	2.0563054673855556	0.0	2.413475254765948	0.7211145996647397	2.748165288751289	1.3621623390234159	1.193958749180617	3.06428952210669	1.1898623817636464	1.8896426619688922	1.586002377497052	0.5478061803518159	3.712001804099691	1.336099156187873	2.852624741038704	2.977032432782765	0.9289126282670574	1.425842980449954	1.5460733397472193	0.9855877478606834	1.3488243643393303	1.6183437079468648	0.8389055736134952	1.656710354257956	2.8383849088259554	0.8107762841885268	1.1258488156500779	1.4166595282333805	3.422912536734294	1.00564066169239	2.4302467531551093	2.1325328311503364	2.205534926138737	1.5094253735362004	2.9805246223165613	1.7588885595741077	1.7159799647517286	2.1656083154875776	1.2512304381965267	1.117687846977978	1.5974471612222683	2.9850212373593905	0.5571410534348765	1.1721500989115674	3.354185148084493	3.648063113801079	0.8195520396596061	1.2141787189266435	2.4316362508095533	0.9306684512026349	1.5469596614993406	2.231553515945142	2.459896785450945	2.4806323292839676	2.1205151276715726	1.4221569952027082	1.298060322336864	1.4744619354538835	1.6919033615575076	3.163905593305701	1.9934649340059747	1.3519063054186133	1.6354874477617662	1.201754222069827	1.5319198541158572	1.6694219416549367	1.6365333802275668	1.8016546614340028	0.9260533335680661
TL1a_FP_130	0.9374294181659765	1.3244144557846829	3.1484878156316793	0.8789805454327346	2.0890175032472644	2.7181626315244727	1.618935864454883	0.33617523934410065	1.2913128941383591	0.8697249779876173	2.5679303692801696	2.3008937867604993	0.8628969037210554	1.6823408646390159	3.0644216481601676	0.6733380649166949	0.5126461163789211	2.6861748310772993	1.8221682482511423	2.413475254765948	0.0	2.0725325903056175	2.0009172307148226	1.0626915189795312	1.6434913514688787	0.8564899441315118	1.8030623960438634	0.7440453198279646	1.641042333825355	2.145405940282137	3.131076410716183	2.103927985868074	2.149651683402154	2.902783731480196	1.818407360994323	1.4243540901835472	1.933758376410188	2.5427232015607824	2.1729530187408903	1.8228056838617877	1.794346896103933	1.0808401736233753	1.6619128249757589	1.8746428209653576	2.424307724854471	1.379756706062525	1.4194973624877776	2.2364217739304793	1.087347764253678	0.5772508759702607	3.861380879789478	1.946614662577509	1.049588026492181	2.4223173344122624	2.6729454274118654	2.2145799534264894	1.9837544655361083	1.7729984009981918	0.8379600486862746	1.185495060127528	2.044888253461298	2.0630296464405196	1.4278070208392022	1.88797740891073	1.9635752864411107	2.5327981150050505	0.7395717220551301	2.7752034738644302	1.1423902944670066	0.6767006395478105	2.6877150280673736	0.6828852698381079	1.1835926055972745	1.2790646399090297	1.2240119295327183	1.1059140559593281	0.9391964684557406	1.70174924069212	0.8006934191944617	1.1906474692181332	1.0541225743421898	1.3888116031721698	0.9313350353235725	1.15748634587174	1.1524313237822124	1.1554378678336816	1.5800988071052895
TL1a_FP_173	1.508464603219155	3.3963547303656827	1.527046951746706	2.148802962612912	4.04149044782728	1.9666132973057562	3.494504230441932	2.068732705561561	0.9558905600169483	2.0057496549586102	2.4406967486189517	0.3496491373230558	1.9605865518488115	0.40962259466048045	3.4847917200485488	2.745531001772879	1.647792499132478	1.888389000567869	1.5800960286850805	0.7211145996647397	2.0725325903056175	0.0	2.6000739717139902	1.0593677913733548	0.5454315266764006	2.8263212591514413	0.9390980753275983	1.6588587738378218	1.262391054408503	0.6147445667841778	3.4156101654338693	1.1210895398059355	2.746792149619212	2.782862973266008	1.166220828489131	1.1116360010630169	1.3746534856655261	0.9622939946745075	1.4120801096841868	1.5581808585383912	1.082106004718086	1.1465071746936812	2.5043831445062947	0.199399477644028	1.0775449739793466	0.9719962910872467	3.281048366240905	0.7343429701127402	2.2001340133281873	1.8488383947722926	2.4634214945760307	1.4536766983043752	2.6304885803318667	1.7744017124953742	1.744999529955718	1.8661763922720775	1.3588329526690228	0.6498647169534967	1.375444112530366	2.737391951657966	0.22316694426967656	0.952598866786719	3.184316449160216	3.5728502391848376	1.0189042753840494	1.3090520111628552	2.3056234898131263	1.143654997555714	1.2069057774655503	2.0671936471666137	2.288585922660357	2.320677559306811	1.7076411168774892	1.0107220347582166	1.1373745435416802	1.3866315826713256	1.5939375109357592	3.1019753588830605	1.8457272179558148	1.250153719202025	1.2387900916568908	0.7878784157839567	1.197453117144688	1.3488917894697177	1.2972315329744215	1.616068340594928	0.5608439483370941
TL1a_DTT_269_Repeat	1.7601457900364448	2.5728171592136078	3.8967954527220794	1.230955822060434	2.7659811393177227	1.6553750882563865	2.427395436150305	1.8008486552185692	1.9427629070728665	1.2740824310056826	0.9988646494547447	2.5541900837741944	2.7305583140158918	2.280206879165898	1.4496941617898147	2.207284126492718	2.1805696263594907	4.10071071863645	1.5067107856437432	2.748165288751289	2.0009172307148226	2.6000739717139902	0.0	2.1181900448451962	2.320438848284297	2.4907884023233766	3.0021428933013445	1.5054094514847078	1.379409453951029	2.256199208831367	1.5255127875693253	1.6881456181729526	3.972158679625755	1.2212199673184259	2.6087085529949308	2.791403878140784	3.339531791149294	2.262358685972078	1.527950778939692	1.1396063567908603	2.443526762716371	1.8830164636875693	0.7494013453009645	2.4932925986259806	2.013026180250623	1.733511128188482	2.8062623022504183	2.1449340618814507	0.9200230355589207	1.4812251467045623	4.86074101790738	1.2850300569659763	1.3494825791734184	1.3592423893312522	1.673249047099639	1.2270845385120617	1.5492772095646445	1.9913882581995757	1.909651821760914	1.178841912971376	2.491338779952664	1.8069719675626832	1.6689537135512835	1.995159590752084	1.9581792141806458	1.9441427594231815	1.94787832379506	2.444413610073277	2.570474072479741	1.5966112564866801	1.2566138229068815	1.7586726463730493	1.2410745869053907	2.5769613571225007	2.3768898547667807	2.2597743204700005	2.154320770595006	3.3315129253021527	1.5166369517486848	1.752336283234296	2.516031316971669	2.473255854363513	2.2073929134696937	2.6964433197685334	2.660844391996391	2.7500816368365424	2.4160049038553693
TL1a_FP_90	0.5789780731940231	2.377164709588097	2.1442713380346214	1.2569519941602472	3.000920912499487	2.2397358271272854	2.4543705377022214	1.0374067255288417	0.6636258401355325	1.257538361074663	2.3718258165104444	1.3119840843068706	1.0386136984231797	0.7108187483746881	3.2341259795317963	1.7281040151417066	0.6239514767403664	1.9959859137130609	1.5254388893422426	1.3621623390234159	1.0626915189795312	1.0593677913733548	2.1181900448451962	0.0	0.7819385689769166	1.7734862336639294	0.9223059578018677	0.7433053122097298	1.1334358657595078	1.1574122495768349	3.2338865909450054	1.395394678875527	2.121224704369967	2.743967008254424	0.9193992112090461	0.6750737591499276	1.2263425838038158	1.6441358893498614	1.4976941892487678	1.3460032560034796	0.8666332591654187	0.6224013744139123	1.9651784329641195	0.8654412990775044	1.5939100062582698	0.7294741664958257	2.226620006021273	1.3602348030472655	1.4253586617374745	0.9202306773889518	2.9612614471643317	1.3814515370681073	1.7957218874279053	1.87082891997418	2.031851599743831	1.8836040662370732	1.2981017293162265	0.9371778664056517	0.3534642119023612	1.8704693359732414	1.0073135355976013	1.2837998675983187	2.2224570744215444	2.607742947503002	1.0834231135432189	1.7322042159785012	1.2694875451425658	1.8410020137293912	0.4901141879999293	1.0771736239104162	2.35805038352553	1.297936682093191	1.1843873135588572	0.4965538751536935	0.3577433766488222	0.48928415447320056	0.6134895901725106	2.1458950647351096	0.906757104782779	0.5191170745251471	0.496226206967002	0.4329276147772485	0.20343013677791932	0.6431136303899749	0.6001353448754427	0.8103084462433623	0.5340213099261383
TL1a_FP_174	1.2718627238952538	2.950764824690181	1.9968345312923288	1.8074291616768299	3.6738247289652737	1.8684488355981026	3.1557050314501245	1.6888498416896895	0.45828619579002	1.5473044383551062	2.2377473530865784	0.7530552952592943	1.6597719397790185	0.26066273620823477	3.1644068672083616	2.3067188931704057	1.2756223782857903	2.045665037963123	1.2133551468174386	1.193958749180617	1.6434913514688787	0.5454315266764006	2.320438848284297	0.7819385689769166	0.0	2.449418364278166	0.9956874367974624	1.3173682114726553	0.9963062901604536	0.9143324268087785	3.1130355674451695	1.0766098166783185	2.63692642724676	2.586127752424027	1.3222517762764876	0.9745293593469444	1.4147203020789734	1.213624224894083	1.4471380536559304	1.4348783492132267	1.2361538252666762	0.6464379064186897	2.0988845767475257	0.4003647920498958	1.2299435510951584	0.5887469470100574	2.955271344226551	0.8663966249054864	1.8326823062806803	1.4538604366396926	2.8700783094551885	1.374027940713439	2.1692016477152176	1.765088304915919	1.805597212905801	1.6388941698416826	1.386490043600172	0.4760166010268272	1.0877522469651781	2.332671277773243	0.6430678711324722	0.9470438063499141	2.8118905350794337	3.2521664624394004	1.1632534241714596	1.4760448062831533	2.004819937380086	1.4850047175168777	0.9590892114453384	1.7436753940275425	2.1469271230962605	1.9890349966680765	1.2664901991505957	0.7593825825138045	1.0042630826276362	1.2362099825511825	1.3927002575405092	2.8829074235510412	1.5493502458193946	1.073963223367437	0.924542127473116	0.5817827582544243	0.878958553715902	1.1140470504559499	1.0513580521806751	1.433930191302243	0.5208168359134152
TL1a_FP_144	1.5253189564659464	0.8035383428401336	3.677726630880942	1.3340179703970583	1.4305797006553986	3.4971837625694664	0.9999518533074021	0.8860474416962053	2.1316154743347933	1.5805563133144553	3.240933391037473	3.075563345640531	1.1251180321852774	2.459917489400855	3.599887699988137	0.49625622015324056	1.1879827866276271	3.057432556250418	2.645158666086152	3.06428952210669	0.8564899441315118	2.8263212591514413	2.4907884023233766	1.7734862336639294	2.449418364278166	0.0	2.37924447037843	1.428531545147307	2.4360815755284215	2.868306578128377	3.7065179674468642	2.8909141928866156	2.030918923799119	3.5558418797264664	2.3004825360462937	1.9975872142539342	2.3778900537130854	3.3133670643684536	2.86052955506805	2.497791779982207	2.321007604102596	1.9277645982779243	2.2323772276816545	2.6286890313737272	3.191889667607578	2.205498720491483	0.6001053778172115	3.033758346503156	1.6109089515094954	1.2820823958977787	4.273953893292604	2.6478543840275393	1.4342150211462508	3.1095433944990543	3.392114357171121	2.979628966721525	2.6348382256115097	2.5860499703165964	1.5092963674423516	1.428602779869216	2.779194510041669	2.8497781708135363	1.2568656633692896	1.5443150919929827	2.615629663014295	3.2621119874344724	0.8049823033264455	3.508309850582007	1.750108339323318	1.0894909573693332	3.3978482897174915	0.8469062530499214	1.9702697971891376	1.9440685837758678	1.8023966348957807	1.6066784878822262	1.3904344506830202	1.1358835557256848	1.3275269914763876	1.8352516508186467	1.7038146060905666	2.089628700808914	1.6323903300329385	1.6986957544991632	1.7231245798323358	1.5224718830691424	2.2892137302614524
TL1a_FP_142	1.4218128452687075	3.0549620937166986	1.423919897895096	2.163118705781065	3.7214970143673227	2.786593898432637	3.169649771519082	1.8507667996386574	1.2657801341706467	2.1373729744576555	3.1106010396744956	1.2819684924243107	1.3193271095604746	0.9305871342922007	4.050887651729447	2.4306643600378757	1.2950279966495164	1.1142636794525513	2.1704271809898543	1.1898623817636464	1.8030623960438634	0.9390980753275983	3.0021428933013445	0.9223059578018677	0.9956874367974624	2.37924447037843	0.0	1.6588086176898125	1.8346045612091504	1.3343636304379283	4.023244319403074	1.8957519659989586	1.8309269274576387	3.4762519479102125	0.914518325577506	0.39392824628266726	0.4437168665673768	1.8502501002880822	2.0587340069296975	2.07829608854098	0.9970728245268823	1.3249393380722385	2.8454420629110535	0.8370092256791879	1.9279888891874026	1.4027838774851762	2.7838401814091647	1.6205214190060648	2.347624815029743	1.8229526476621347	2.1102334481404057	2.0495817620864036	2.6717931322515596	2.47569345505214	2.5344897620026687	2.5583792451171288	1.8849250075380228	1.3460094401555749	1.2288143520811625	2.7747119186411315	0.9777698601558615	1.7342512568704538	3.0765141773802918	3.424539934068556	1.491027826412266	2.106508133995216	2.0097780620397563	1.9760337694732795	0.6635232970436348	1.9307086118176695	3.026938937575439	2.102102961066401	2.019732700061161	0.564147808072798	0.753124962445429	1.0265510194841019	1.2489235629143731	2.403532015080305	1.786172153527912	1.3205367281497102	0.771365170740246	0.5612659608564842	0.927792107697461	0.6989474125321429	0.6824047693352855	0.9121304552960101	0.6379830659310003
