	shannon_entropy
BioGeo-TL1a_FP_85_merged_R1_001.fastq_profiled_metagenome	5.6238111164444975
BioGeo-TL1a_FP_233-REP1_S13_R1_001.fastq_profiled_metagenome	3.785563418215072
BioGeo-TL1a_FP_229-REP1_S12_R1_001.fastq_profiled_metagenome	5.1274841230311585
BioGeo-TL1a_FP_197-REP1_S10_R1_001.fastq_profiled_metagenome	3.4445768733851594
BioGeo-TL1a_FP_193-Rep1_S85_R1_001.fastq_profiled_metagenome	4.4881119301207715
BioGeo-TL1a_FP_131_merged_R1_001.fastq_profiled_metagenome	2.2857816681929277
BioGeo-TL1a_FP_127_merged_R1_001.fastq_profiled_metagenome	5.578926922449701
BioGeo-TL1A_FP_677-REP1_S21_R1_001.fastq_profiled_metagenome	2.9718020785981825
BioGeo-TL1A_FP_673-REP1_S20_R1_001.fastq_profiled_metagenome	4.880262860679751
BioGeo-TL1A_FP_629_merged_R1_001.fastq_profiled_metagenome	4.37548140143679
BioGeo-TL1A_FP_625-REP1_S16_R1_001.fastq_profiled_metagenome	4.532298923400269
