	shannon_entropy
BioGeo-Mouse9A_FP97_merged_R1_001.fastq_profiled_metagenome	5.521601061341703
BioGeo-Mouse9A_FP101_merged_R1_001.fastq_profiled_metagenome	4.342531962958883
BioGeo-Mouse8A_FP89_merged_R1_001.fastq_profiled_metagenome	3.8957277407077937
BioGeo-Mouse8A_FP85_merged_R1_001.fastq_profiled_metagenome	5.685808494797028
BioGeo-Mouse7A_FP41-REP1_S54_R1_001.fastq_profiled_metagenome	4.144239201904229
BioGeo-Mouse7A_FP37_merged_R1_001.fastq_profiled_metagenome	4.710555473664876
BioGeo-Mouse6A_FP35-Rep1_S93_R1_001.fastq_profiled_metagenome	4.6626455643770655
BioGeo-Mouse6A_FP31_merged_R1_001.fastq_profiled_metagenome	5.321393604749412
BioGeo-Mouse5A_FP29-REP1_S53_R1_001.fastq_profiled_metagenome	5.573852919894093
BioGeo-Mouse5A_FP25_merged_R1_001.fastq_profiled_metagenome	4.651876341144032
BioGeo-Mouse4A_FP23-Rep1_S92_R1_001.fastq_profiled_metagenome	1.4605695243436214
BioGeo-Mouse3A_FP17_merged_R1_001.fastq_profiled_metagenome	3.260080585225803
BioGeo-Mouse3A_FP13_merged_R1_001.fastq_profiled_metagenome	5.163364414438326
BioGeo-Mouse2A_FP11-REP1_S55_R1_001.fastq_profiled_metagenome	4.459654688257227
BioGeo-Mouse2A_FP07_merged_R1_001.fastq_profiled_metagenome	5.25823116172625
BioGeo-Mouse1A_FP05_merged_R1_001.fastq_profiled_metagenome	4.082281239501347
BioGeo-Mouse1A_FP01_merged_R1_001.fastq_profiled_metagenome	4.414277309887623
BioGeo-Mouse10A_FP113_merged_R1_001.fastq_profiled_metagenome	4.350321641271926
BioGeo-Mouse10A_FP109_merged_R1_001.fastq_profiled_metagenome	5.331517895412723
