Module	GnotoExpt.FP465.S686	GnotobioticExp.FP.185.S48	X806rcbc530.S435	X806rcbc450.S451	X806rcbc492.S397	GnotobioticExp.DTT.367.fastq	GnotobioticExp.DTT.199.S209	GnotoExpt.FP596.S292	GnotoExpt.DTT551.S162	GnotobioticExp.DTT.188.S198	GnotoExpt.DTT567.S179	GnotoExpt.DTT605.S340	X806rcbc567.S472	X806rcbc433.S338	GnotobioticExp.FP.312.fastq	GnotobioticExp.DTT.210.S220	GnotobioticExp.FP.177.S39	GnotoExpt.FP557.S73	GnotobioticExp.FP.304.fastq	X806rcbc400.S305	X806rcbc445.S446	GnotoExpt.DTT485.S633	GnotobioticExp.FP.204.S68	GnotoExpt.FP550.S65	GnotoExpt.FP613.S309	GnotoExpt.DTT393.S539	X806rcbc176.S273	X806rcbc172.S269	GnotobioticExp.FP.392.fastq	GnotoExpt.FP617.S313	GnotobioticExp.DTT.381.fastq	GnotoExpt.FP481.S702	GnotobioticExp.DTT.179.fastq	GnotoExpt.DTT388.S534	X806rcbc449.S450	GnotoExpt.DTT599.S334	GnotoExpt.DTT546.S157	GnotoExpt.DTT468.S616	GnotoExpt.FP469.S690	X806rcbc381.S515	GnotobioticExp.DTT.375.fastq	X806rcbc421.S326	GnotoExpt.FP602.S298	GnotobioticExp.FP.384.fastq	GnotoExpt.DTT464.S612	GnotobioticExp.DTT.322.fastq	GnotoExpt.DTT534.S145	GnotobioticExp.DTT.362.fastq	GnotoExpt.FP533.S48	GnotoExpt.DTT473.S621	GnotoExpt.FP461.S682	X806rcbc525.S430	GnotoExpt.FP470.S691	GnotobioticExp.DTT.181.S191	GnotobioticExp.DTT.184.S194	GnotobioticExp.FP.317.fastq	X806rcbc558.S463	X806rcbc555.S460	X806rcbc498.S403	GnotobioticExp.DTT.209.S219	X806rcbc466.S371	X806rcbc534.S439	GnotobioticExp.DTT.306.fastq	GnotoExpt.FP549.S64	GnotoExpt.DTT452.S600	X806rcbc362.S497	GnotobioticExp.FP.194.S58	GnotoExpt.FP542.S57	X806rcbc404.S309	X806rcbc479.S384	X806rcbc521.S426	GnotoExpt.FP548.S63	GnotobioticExp.FP.323.fastq	GnotoExpt.DTT537.S148	GnotoExpt.FP474.S695	GnotobioticExp.FP.186.S49	GnotobioticExp.DTT.373.fastq	GnotoExpt.FP558.S74	GnotobioticExp.DTT.320.fastq	X806rcbc373.S506	GnotoExpt.DTT476.S624	GnotobioticExp.FP.376.fastq	GnotobioticExp.DTT.370.fastq	GnotoExpt.DTT555.S167	GnotoExpt.DTT617.S352	GnotobioticExp.DTT.308.fastq	GnotoExpt.FP605.S301	GnotobioticExp.FP.319.fastq	GnotoExpt.FP457.S678	GnotoExpt.DTT461.S609	GnotobioticExp.DTT.316.fastq	X806rcbc403.S308	GnotoExpt.DTT456.S604	X806rcbc397.S302	X806rcbc179.S276	GnotoExpt.FP566.S82	GnotoExpt.DTT385.S531	X806rcbc559.S464	GnotobioticExp.FP.176.S38	GnotobioticExp.DTT.180.S190	GnotobioticExp.DTT.192.S202	GnotoExpt.FP565.S81	GnotobioticExp.DTT.205.S215	GnotobioticExp.DTT.176.S186	GnotoExpt.FP479.S700	X806rcbc437.S342	GnotobioticExp.FP.378.fastq	GnotoExpt.DTT563.S175	GnotoExpt.DTT554.S165	GnotobioticExp.DTT.185.S195	GnotoExpt.DTT564.S176	GnotobioticExp.FP.301.fastq	X806rcbc428.S333	GnotobioticExp.FP.381.fastq	GnotoExpt.DTT610.S345	GnotobioticExp.FP.302.fastq	X806rcbc554.S459	GnotoExpt.DTT595.S330	X806rcbc474.S379	X806rcbc526.S431	X806rcbc432.S433	X806rcbc398.S303	GnotobioticExp.FP.193.S57	GnotoExpt.FP543.S58	GnotoExpt.FP604.S300	GnotobioticExp.FP.382.fastq	GnotoExpt.DTT530.S141	GnotoExpt.FP456.S677	GnotoExpt.FP532.S47	GnotoExpt.DTT601.S336	X806rcbc563.S468	GnotobioticExp.DTT.314.fastq	GnotoExpt.DTT460.S608	GnotoExpt.DTT389.S535	GnotoExpt.FP616.S312	GnotoExpt.FP559.S75	GnotoExpt.FP597.S293	GnotoExpt.DTT467.S615	X806rcbc566.S471	GnotoExpt.DTT531.S142	GnotoExpt.DTT566.S178	GnotobioticExp.FP.195.S59	X806rcbc427.S428	GnotobioticExp.FP.187.S50	X806rcbc394.S299	GnotoExpt.FP539.S54	GnotoExpt.FP547.S62	GnotobioticExp.FP.175.S37	GnotoExpt.FP480.S701	X806rcbc175.S272	X806rcbc528.S433	X806rcbc491.S396	X806rcbc365.S500	X806rcbc564.S469	GnotoExpt.DTT390.S536	GnotoExpt.DTT394.S540	GnotobioticExp.FP.395.fastq	GnotoExpt.FP560.S76	GnotoExpt.FP567.S83	GnotobioticExp.FP.202.S66	GnotoExpt.DTT596.S331	GnotoExpt.DTT611.S346	GnotoExpt.FP466.S687	GnotoExpt.DTT470.S618	GnotobioticExp.FP.387.fastq	X806rcbc379.S513	GnotobioticExp.DTT.304.fastq	X806rcbc488.S393	GnotoExpt.FP614.S310	GnotoExpt.FP595.S291	GnotobioticExp.DTT.364.fastq	GnotobioticExp.DTT.312.fastq	GnotoExpt.FP531.S46	GnotoExpt.DTT618.S353	GnotoExpt.FP551.S66	GnotoExpt.FP599.S295	GnotobioticExp.DTT.305.fastq	GnotoExpt.DTT608.S343	X806rcbc430.S335	X806rcbc370.S503	GnotoExpt.DTT535.S146	GnotoExpt.DTT479.S627	GnotobioticExp.FP.205.S69	GnotobioticExp.DTT.175.S185	X806rcbc438.S343	GnotoExpt.FP544.S59	X806rcbc478.S383	GnotobioticExp.DTT.311.fastq	GnotobioticExp.FP.390.fastq	GnotoExpt.FP618.S314	X806rcbc495.S400	GnotoExpt.DTT387.S533	GnotoExpt.FP473.S694	GnotoExpt.DTT480.S628	GnotoExpt.DTT568.S180	X806rcbc531.S436	GnotoExpt.DTT556.S168	GnotoExpt.FP538.S53	GnotoExpt.FP485.S707	GnotobioticExp.DTT.202.S212	X806rcbc405.S310	GnotoExpt.DTT477.S625	X806rcbc481.S386	GnotoExpt.DTT561.S173	GnotoExpt.DTT541.S152	X806rcbc363.S498	GnotobioticExp.FP.389.fastq	GnotobioticExp.FP.396.fastq	GnotoExpt.FP606.S302	GnotoExpt.FP568.S84	GnotoExpt.DTT538.S149	GnotobioticExp.DTT.178.S188	X806rcbc425.S330	GnotobioticExp.FP.386.fastq	GnotobioticExp.FP.188.S51	GnotobioticExp.DTT.310.fastq	GnotoExpt.DTT462.S610	GnotobioticExp.FP.203.S67	X806rcbc407.S312	GnotoExpt.FP546.S61	GnotoExpt.FP608.S304	GnotoExpt.DTT459.S607	X806rcbc372.S505	X806rcbc561.S466	GnotobioticExp.FP.196.S60	GnotoExpt.DTT558.S170	X806rcbc556.S461	GnotobioticExp.DTT.195.S205	GnotoExpt.DTT543.S154	GnotobioticExp.DTT.183.S193	GnotoExpt.FP468.S689	GnotobioticExp.DTT.190.S200	GnotobioticExp.FP.394.fastq	GnotoExpt.FP478.S699	GnotoExpt.DTT454.S602	GnotobioticExp.FP.180.S43	X806rcbc476.S381	GnotoExpt.FP552.S67	X806rcbc453.S454	GnotobioticExp.DTT.302.fastq	GnotoExpt.DTT469.S617	GnotoExpt.FP611.S307	GnotoExpt.FP471.S692	X806rcbc533.S438	X806rcbc523.S428	X806rcbc391.S296	GnotoExpt.DTT613.S348	GnotoExpt.DTT548.S159	X806rcbc551.S456	GnotobioticExp.DTT.303.fastq	X806rcbc177.S274	GnotoExpt.DTT472.S620	GnotoExpt.DTT598.S333	GnotobioticExp.FP.393.fastq	X806rcbc471.S376	X806rcbc395.S300	X806rcbc377.S511	X806rcbc380.S514	GnotobioticExp.FP.189.S52	GnotoExpt.FP453.S674	GnotobioticExp.FP.388.fastq	GnotobioticExp.FP.210.S74	GnotoExpt.DTT533.S144	GnotoExpt.DTT392.S538	X806rcbc489.S394	GnotoExpt.DTT570.S182	GnotoExpt.DTT597.S332	GnotobioticExp.DTT.307.fastq	GnotoExpt.FP537.S52	GnotobioticExp.FP.200.S64	GnotoExpt.FP569.S85	X806rcbc426.S427	X806rcbc435.S340	GnotoExpt.DTT466.S614	GnotoExpt.DTT391.S537	GnotoExpt.FP529.S44	GnotobioticExp.DTT.207.S217	GnotoExpt.DTT532.S143	X806rcbc565.S470	X806rcbc490.S395	X806rcbc393.S298	X806rcbc468.S373	GnotobioticExp.DTT.321.fastq	GnotoExpt.DTT603.S338	GnotoExpt.FP463.S684	X806rcbc532.S437	X806rcbc431.S432	X806rcbc473.S378	X806rcbc527.S432	GnotobioticExp.FP.372.fastq	GnotoExpt.FP570.S86	GnotobioticExp.FP.190.S53	GnotobioticExp.FP.197.S61	GnotoExpt.FP545.S60	GnotobioticExp.DTT.186.S196	GnotoExpt.FP598.S294	GnotoExpt.DTT483.S631	GnotoExpt.DTT553.S164	GnotobioticExp.FP.207.S71	GnotoExpt.FP458.S679	GnotoExpt.DTT544.S155	X806rcbc553.S458	X806rcbc169.S266	GnotobioticExp.FP.318.fastq	GnotobioticExp.FP.181.S44	GnotobioticExp.DTT.197.S207	GnotoExpt.FP562.S78	X806rcbc399.S304	GnotoExpt.DTT471.S619	GnotoExpt.FP483.S704	GnotoExpt.FP467.S688	X806rcbc170.S267	GnotoExpt.FP451.S672	GnotobioticExp.DTT.368.fastq	X806rcbc378.S512	GnotobioticExp.FP.311.fastq	X806rcbc178.S275	GnotobioticExp.FP.391.fastq	GnotoExpt.DTT612.S347	X806rcbc494.S399	GnotobioticExp.FP.385.fastq	GnotoExpt.DTT451.S599	X806rcbc426.S331	GnotobioticExp.DTT.200.S210	GnotobioticExp.DTT.203.S213	GnotoExpt.FP615.S311	X806rcbc402.S307	GnotobioticExp.FP.305.fastq	GnotoExpt.DTT565.S177	GnotoExpt.FP553.S68	GnotobioticExp.DTT.374.fastq	GnotobioticExp.DTT.193.S203	GnotoExpt.DTT457.S605	GnotobioticExp.FP.303.fastq	GnotoExpt.FP455.S676	GnotobioticExp.FP.198.S62	GnotoExpt.DTT615.S350	X806rcbc375.S509	GnotobioticExp.DTT.363.fastq	GnotobioticExp.DTT.194.S204	GnotobioticExp.FP.369.fastq	GnotobioticExp.FP.379.fastq	GnotobioticExp.FP.201.S65	GnotoExpt.FP536.S51	X806rcbc520.S425	X806rcbc423.S328	X806rcbc464.S369	GnotobioticExp.DTT.313.fastq	X806rcbc465.S370	GnotobioticExp.FP.380.fastq	GnotoExpt.FP561.S77	GnotobioticExp.FP.383.fastq	GnotoExpt.FP460.S681	GnotoExpt.DTT600.S335	GnotobioticExp.DTT.177.S187	GnotoExpt.DTT474.S622	X806rcbc427.S332	GnotoExpt.FP475.S696	GnotoExpt.DTT540.S151	X806rcbc496.S401	GnotoExpt.FP482.S703	GnotoExpt.DTT395.S541	GnotobioticExp.DTT.372.fastq	GnotobioticExp.DTT.315.fastq	GnotobioticExp.FP.324.fastq	GnotobioticExp.DTT.204.S214	GnotoExpt.DTT569.S181	X806rcbc423.S424	GnotoExpt.DTT386.S532	GnotobioticExp.DTT.366.fastq	GnotoExpt.DTT545.S156	X806rcbc422.S327	GnotobioticExp.FP.182.S45	GnotoExpt.DTT475.S623	GnotobioticExp.FP.377.fastq	GnotobioticExp.DTT.371.fastq	GnotoExpt.DTT607.S342	X806rcbc174.S271	GnotoExpt.FP554.S69	X806rcbc431.S336	GnotoExpt.DTT536.S147	GnotobioticExp.FP.206.S70	GnotoExpt.DTT484.S632	GnotoExpt.DTT616.S351	X806rcbc374.S508	X806rcbc447.S448	GnotoExpt.FP600.S296	GnotobioticExp.DTT.309.fastq	GnotoExpt.DTT486.S634	GnotoExpt.DTT550.S161	X806rcbc472.S377	GnotobioticExp.DTT.208.S218	X806rcbc446.S447	X806rcbc499.S404	GnotoExpt.DTT547.S158	X806rcbc550.S455	GnotobioticExp.DTT.317.fastq	GnotobioticExp.DTT.377.fastq	GnotobioticExp.FP.199.S63	GnotoExpt.FP464.S685	GnotoExpt.DTT465.S613	X806rcbc436.S341	GnotoExpt.FP535.S50	GnotobioticExp.FP.375.fastq	X806rcbc493.S398	GnotoExpt.DTT549.S160	GnotobioticExp.FP.367.fastq	GnotobioticExp.FP.307.fastq	GnotoExpt.DTT552.S163	X806rcbc429.S430	X806rcbc432.S337	X806rcbc497.S402	GnotobioticExp.FP.315.fastq	X806rcbc173.S270	GnotobioticExp.FP.209.S73	GnotoExpt.FP555.S71	GnotobioticExp.DTT.198.S208	GnotobioticExp.DTT.324.fastq	GnotoExpt.DTT606.S341	GnotobioticExp.DTT.384.fastq	GnotobioticExp.DTT.189.S199	X806rcbc470.S375	GnotobioticExp.FP.321.fastq	GnotoExpt.FP612.S308	GnotoExpt.DTT602.S337	X806rcbc392.S297	GnotobioticExp.FP.374.fastq	GnotoExpt.FP452.S673	GnotobioticExp.FP.368.fastq	X806rcbc552.S457	GnotoExpt.FP601.S297	GnotobioticExp.FP.192.S55	GnotoExpt.FP609.S305	GnotobioticExp.FP.361.fastq	X806rcbc562.S467	GnotoExpt.FP564.S80	GnotoExpt.FP540.S55	GnotobioticExp.DTT.318.fastq	X806rcbc522.S427	GnotoExpt.DTT559.S171	GnotobioticExp.FP.322.fastq	GnotobioticExp.DTT.191.S201	X806rcbc429.S334	GnotobioticExp.DTT.187.S197	GnotobioticExp.DTT.323.fastq	GnotobioticExp.FP.310.fastq	GnotobioticExp.DTT.206.S216	GnotobioticExp.DTT.369.fastq	X806rcbc469.S374	GnotobioticExp.FP.362.fastq	GnotoExpt.DTT458.S606	GnotobioticExp.FP.183.S46	GnotoExpt.DTT455.S603	GnotoExpt.DTT562.S174	GnotobioticExp.FP.179.S41	GnotoExpt.DTT560.S172	GnotobioticExp.FP.366.fastq	X806rcbc364.S499	X806rcbc557.S462	X806rcbc396.S301	X806rcbc424.S329	GnotobioticExp.FP.313.fastq	GnotobioticExp.DTT.182.S192	GnotobioticExp.FP.363.fastq	GnotobioticExp.FP.373.fastq	GnotobioticExp.DTT.383.fastq	X806rcbc406.S311	GnotobioticExp.DTT.201.S211	GnotoExpt.DTT557.S169	GnotobioticExp.FP.306.fastq	GnotoExpt.FP486.S708	GnotobioticExp.DTT.380.fastq	GnotobioticExp.FP.316.fastq	GnotobioticExp.DTT.376.fastq	X806rcbc390.S295	GnotoExpt.FP454.S675	GnotoExpt.FP610.S306	GnotobioticExp.FP.320.fastq	GnotoExpt.FP534.S49	X806rcbc519.S424	X806rcbc376.S510	GnotobioticExp.DTT.379.fastq	GnotoExpt.DTT614.S349	GnotoExpt.FP484.S706	GnotoExpt.FP556.S72	GnotoExpt.FP472.S693	X806rcbc454.S455	GnotobioticExp.DTT.319.fastq	GnotoExpt.DTT609.S344	GnotoExpt.FP462.S683	GnotobioticExp.DTT.196.S206	GnotoExpt.FP563.S79	X806rcbc371.S504	X806rcbc401.S306	X806rcbc171.S268	GnotobioticExp.FP.208.S72	GnotoExpt.FP459.S680	X806rcbc524.S429	GnotobioticExp.FP.191.S54	GnotobioticExp.FP.364.fastq	GnotoExpt.FP541.S56	GnotobioticExp.FP.308.fastq	GnotobioticExp.DTT.382.fastq	GnotoExpt.DTT453.S601	GnotoExpt.FP477.S698	GnotoExpt.DTT481.S629	GnotobioticExp.DTT.325.fastq	X806rcbc168.S265	GnotobioticExp.DTT.378.fastq	X806rcbc477.S382	GnotoExpt.DTT463.S611	X806rcbc467.S372	GnotobioticExp.FP.371.fastq	X806rcbc368.S501	GnotoExpt.DTT542.S153	GnotoExpt.DTT478.S626	GnotobioticExp.FP.365.fastq	GnotobioticExp.FP.309.fastq	GnotobioticExp.FP.370.fastq	X806rcbc529.S434	GnotobioticExp.FP.178.S40	GnotobioticExp.FP.314.fastq	GnotoExpt.DTT539.S150	GnotoExpt.DTT604.S339	GnotoExpt.FP607.S303	X806rcbc434.S339	X806rcbc560.S465	GnotobioticExp.FP.184.S47	X806rcbc480.S385	X806rcbc444.S445	GnotoExpt.FP603.S299
MGB015	28259.95	5535.44	30544.63	5006.74	36432.11	14611.0	16330.87	15629.21	16243.03	11870.63	36573.2	86438.1	55624.42	52134.97	9379.83	9613.39	17204.62	32416.0	8325.19	39522.57	16791.7	30017.44	9374.01	27973.22	18749.3	67891.74	39639.96	65475.0	32984.28	39496.56	45386.88	24372.7	3640.01	31559.53	7957.68	59242.55	28211.94	25584.73	30283.42	7692.74	21033.03	57771.72	22266.31	47997.41	39119.45	49374.47	21239.67	23917.7	42208.26	26669.91	10443.24	41064.74	29112.19	33433.19	12364.97	5536.92	54202.16	7084.59	26289.65	18248.6	16255.42	9953.31	16514.13	10089.62	40516.81	7569.13	11199.25	6267.16	33390.88	27319.37	38830.58	10034.76	12417.96	5089.56	22487.91	2244.43	14765.24	22311.7	24821.56	15058.6	37645.76	12632.98	4402.54	37168.01	53267.94	21198.95	39906.74	5583.89	24300.27	19305.0	10600.55	33888.19	24111.44	39841.03	98052.94	50512.36	56092.84	48753.17	28171.67	7477.71	1888.74	63663.4	26991.14	11190.78	1866.08	45199.74	4200.11	3886.73	48245.59	8768.18	11276.09	14936.13	54458.98	47819.71	73047.4	15473.12	40569.0	102679.6	46523.84	45144.83	18293.5	32963.97	15409.13	4312.76	36819.94	87024.37	6692.93	29833.56	83068.46	121611.28	84287.7	26545.92	24689.56	17811.54	36234.58	44678.76	14768.17	29747.33	74556.52	6407.03	44534.45	9368.99	67237.28	58594.32	66407.96	21692.8	9019.69	24529.7	10774.51	40527.92	59437.42	89519.89	6576.69	75529.5	16961.81	30451.25	6339.54	47205.38	41975.1	11269.42	97693.53	56214.86	25627.22	38919.95	35980.76	16668.66	20284.13	40504.84	21798.3	20330.31	10928.78	5972.78	8639.21	69975.47	27191.39	34998.01	12878.15	99937.51	53871.16	17415.55	6531.64	28540.31	9196.12	56698.59	48962.83	34746.99	20814.64	6835.65	1650.6	4006.24	40774.86	57894.57	18470.7	30705.33	62396.92	46412.22	49713.07	63283.51	10762.4	32882.03	29343.78	42677.18	20477.08	33422.81	4265.3	13184.7	3018.59	7204.63	31502.28	65506.63	35850.7	6292.28	18791.9	34180.06	21490.45	13443.05	28902.06	55496.29	16152.16	27590.91	24011.58	35203.77	18377.62	52453.5	11194.02	10276.76	56394.75	14193.14	3611.12	17777.93	83054.67	13900.83	17231.3	16682.38	29380.31	1012.68	46304.47	73878.93	19572.28	21275.29	38000.56	45195.58	22932.39	34273.27	48015.33	33437.3	100249.62	9663.96	63542.73	21497.32	78804.12	24524.64	54772.29	41343.7	66981.67	60215.09	13170.63	3887.21	22929.84	20670.24	15378.21	11374.48	45071.01	69656.7	43098.18	24198.08	50495.78	43405.4	6239.49	18030.83	42430.49	195527.64	46849.51	29302.04	54593.73	8110.78	18203.98	55544.31	81258.66	43789.13	32076.15	20092.75	33373.39	87714.95	38617.36	44169.26	33164.76	22514.13	75001.36	4568.65	48807.65	799.17	40070.95	35453.12	3865.69	52712.39	47945.62	19965.97	6588.19	22840.05	29423.53	11474.87	38598.49	8547.18	16386.16	21640.01	57777.51	30584.89	41733.93	19208.6	74229.84	37571.66	32104.23	15729.14	31096.05	12644.42	100820.1	29815.72	101121.88	40843.48	33444.87	41150.51	16737.2	16235.11	35787.7	18583.94	30604.69	8947.58	44169.75	45829.48	22871.27	19045.48	38022.68	14264.1	27782.1	2555.71	46957.19	841.17	19025.73	19053.34	17251.28	49674.16	3963.11	4581.85	36594.03	59759.63	15683.47	29637.85	21457.22	61875.84	38386.62	57093.4	24431.8	90388.46	58190.89	27090.0	51266.91	45177.47	13872.5	38753.35	23838.54	40447.02	1264.81	19709.64	4968.57	22546.69	40097.5	7368.14	66417.88	583.43	9663.79	54039.93	31563.96	41666.09	9149.96	1417.4	122001.67	33527.38	54048.17	71939.12	4063.53	8291.4	24716.06	49096.35	2078.25	3846.27	24601.55	18820.77	29257.06	25449.19	14780.48	25865.44	7849.3	33680.62	7376.83	66080.24	24079.51	2429.92	14596.39	22451.0	38603.93	55724.76	7027.04	13457.54	38525.14	6693.86	18476.82	18871.65	70843.13	17353.79	61764.8	39056.23	20255.59	58867.38	80527.7	40841.49	16327.16	4983.27	83538.09	61729.39	14408.93	22376.05	8138.52	4422.52	68661.03	38978.07	16906.47	24752.73	17934.95	88996.75	20022.94	166.1	25655.75	13795.21	72601.14	51569.44	24619.5	7332.97	27540.79	38401.6	15634.55	10926.94	55106.91	11669.83	8017.26	8236.03	22978.1	18140.93	25279.95	17606.72	35728.92	16092.62	24411.64	49757.68	7746.72	36524.5	14255.96	10558.7	60494.81	40022.25	36977.32	19622.72	13691.87	15814.61	15559.74	59547.19	46123.23	15697.54	31603.99	5401.81	25015.96	41198.31	9256.81	4773.89	32263.69	26985.58	19149.08	6664.3	12927.35	23561.83	14841.41	45780.03	44430.62	42128.63	59702.6	15545.89	20944.29	10515.37	87050.33	34072.1	38447.05	42021.83	19348.2	45166.25	178592.5	12023.06	17241.9	23381.14	246.7	11651.1	4494.4	19409.12	79916.01	43349.77	17041.22	36947.18	9073.57	38244.82	2041.38	26604.57	38338.26	4918.14	5704.55	3465.4	6033.18	25956.78	12013.26	23268.22	15006.52	20091.61	4459.48	17040.94	16822.92	58877.11	24239.81	26330.39	45921.21	10563.51	39200.53	33229.52	27016.48
MGB037	14222.09	3184.575	18038.79	3618.4850000000006	33132.119999999995	10238.605	10879.02	20296.17	16464.885	6234.985	24916.17	43325.97	32777.93	29524.11	43295.11	4612.474999999999	9332.865	21372.54	4001.985	18436.515	10302.75	15016.714999999998	4957.049999999999	11679.185000000001	21231.05	36864.25	20601.6	32367.54	15940.175000000001	23618.59	23672.015	13518.154999999999	51719.86	16322.470000000001	4786.405	29755.595	12613.395	12792.365	16350.369999999999	4075.745	10849.06	33942.115	27480.485	34719.76500000001	19707.46	31863.23	14228.88	13140.985	26291.15	13335.6	26072.905	24728.0	15887.919999999998	18710.715	6769.02	3500.75	28784.08	4398.54	28056.795	8958.61	7863.5650000000005	6717.709999999999	15310.974999999999	13207.755	20353.964999999997	3660.755	8229.8	11599.525000000001	17254.585	12947.57	22767.519999999997	12564.575	20910.395	12191.724999999999	8027.295	1302.77	8056.575000000001	15504.000000000002	26051.4	6332.52	19048.129999999997	4521.0599999999995	3128.7099999999996	26612.325	26697.2	14009.165	35534.785	9795.765000000001	15296.064999999999	0.0	7821.855	17447.205	12067.789999999999	20217.285	51205.93	37156.715	30228.395	25339.535	14512.765	4331.165	886.1800000000001	46827.985	17440.76	5668.91	15930.97	23119.495000000003	1397.775	3696.505	36248.71	4376.585	5713.969999999999	11569.035	27846.865	24628.7	36690.42	11811.83	30604.62	51628.045	23441.894999999997	25165.700000000004	9597.205000000002	16602.465	13423.18	8797.900000000001	27759.739999999998	43361.185	10864.91	27729.855	33465.29	61535.41	45902.229999999996	17245.985	12388.03	8731.43	33865.81	36633.56	25329.964999999997	14889.415	42447.380000000005	10541.015000000001	37381.155	6986.5650000000005	37571.985	29802.805	29276.59	29149.51	12935.345	12461.085	12152.47	21229.965	30354.94	66092.005	2771.445	41453.915	6509.639999999999	15641.650000000001	3037.09	39574.135	28034.05	4568.005	55839.305	28238.920000000002	17411.324999999997	19550.87	17947.14	8216.935	17975.21	30503.655	26578.125	25911.440000000002	5590.039999999999	4806.889999999999	14543.175	35042.115	23985.135000000002	20239.105	11997.919999999998	54084.829999999994	29302.699999999997	9044.465	13272.51	14244.3	5573.18	31107.42	24679.415	12110.369999999999	9801.54	4821.545	6266.540000000001	3419.885	24030.885000000002	31794.515	7488.68	15347.415	38867.845	27919.75	29290.269999999997	32065.65	16175.384999999998	18223.670000000002	15034.11	22115.625	11931.41	31167.940000000002	8576.490000000002	6221.764999999999	1393.615	3137.8849999999998	16527.49	35259.979999999996	18500.385	3565.95	19058.569999999996	17472.52	10994.725	9987.175	14530.3	20164.44	50114.62500000001	11335.25	28174.815	19155.114999999998	9245.145	30131.79	4455.280000000001	8983.59	30429.370000000003	12703.499999999998	7387.554999999999	9026.404999999999	22030.320000000003	7549.085000000001	7731.455	14544.535000000002	14783.175	594.25	22509.535	48102.585	11893.68	15428.485	19085.300000000003	28006.66	12686.05	18809.59	25235.38	17194.63	56237.685000000005	11849.925	39897.7	19073.53	40230.08	12257.964999999998	27698.3	21068.03	32579.340000000004	27592.7	5817.88	2239.8050000000003	11991.67	13313.965	6401.299999999999	27965.245	29211.88	38965.915	30030.635000000002	13651.544999999998	39501.6	17140.755	14827.79	11437.775000000001	37562.35	99075.055	23801.754999999997	14685.665	30384.2	13650.210000000001	10286.259999999998	20263.194999999996	46704.875	32146.375	13707.395	10727.875	36210.26500000001	52120.995	19208.52	26284.44	18009.025	11407.685000000001	42507.75	3969.9400000000005	29178.219999999998	634.155	31477.820000000003	20913.499999999996	1972.5900000000001	23235.655	24056.74	11863.94	3971.425	14984.38	8997.609999999999	7097.305	19902.225	6156.620000000001	8405.275	13046.000000000002	36212.880000000005	12244.925	21046.485	11635.884999999998	21311.350000000002	19371.695	17221.995	11503.63	14242.755000000001	9977.234999999999	45251.77	14546.29	50621.869999999995	22661.435	16551.715	20581.2	10448.470000000001	11728.985	18102.98	21156.769999999997	15682.255000000001	10218.445000000002	34156.02	33423.795	12327.445	15172.535	19044.410000000003	12451.27	24571.530000000002	15130.705000000002	46421.655	470.54	9954.79	18397.940000000002	10929.445	24821.324999999997	2712.37	12738.244999999999	20231.695	35827.565	7487.785	19834.745	10307.455	30811.055	33850.345	30095.070000000003	19205.739999999998	45278.875	30464.89	0.0	26156.33	25224.42	14782.07	21767.114999999998	13363.0	19947.379999999997	1238.0649999999998	15803.285	12743.445	11077.575	30501.32	4345.099999999999	37158.155	365.67	6946.51	29938.965	16257.615000000002	20910.510000000002	3058.3750000000005	1318.45	61116.49999999999	17031.975	40432.21	40947.89	12450.210000000001	4853.365	12340.03	24940.775	1078.15	1720.505	28895.655	13817.654999999999	14558.53	10202.83	7092.065	12658.49	4435.66	32433.465000000004	10048.685	42287.405	16936.239999999998	1010.0	9185.175000000001	11674.564999999999	19386.345	28489.54	14448.145	7590.635	32547.94	9006.7	10631.79	12874.905	46050.665	9626.57	40263.729999999996	21193.065000000002	14872.22	27206.045	35828.104999999996	31005.905	8173.32	5170.750000000001	41790.634999999995	31701.91	7599.975	10608.5	13775.08	3934.155	47907.925	19127.48	9258.52	14794.505000000001	10767.715	56561.965	28452.015	111.37	26056.495000000003	7219.43	40975.485	44747.42	17427.76	5449.67	13992.920000000002	32812.18	9410.73	6881.25	28734.08	5809.22	8567.375	4859.125	13346.38	13045.914999999999	15565.625	9668.645	18900.300000000003	8449.28	12185.214999999998	32510.195	4182.18	31546.23	8137.505	4986.835	31521.4	19990.555	21191.155	12934.65	7413.8099999999995	8956.195	8518.85	30182.8	37994.755000000005	11247.630000000001	19931.02	5679.414999999999	27462.53	21877.200000000004	6901.679999999999	2028.2199999999998	16251.81	15943.995	18977.660000000003	12994.78	11001.53	14985.39	6724.545	24612.845	43624.645000000004	20727.05	33603.415	6202.875000000001	11753.18	12337.755000000001	50531.409999999996	26115.495000000003	18652.185	24764.845	9958.055	28702.35	89849.51	3916.3600000000006	11166.130000000001	19176.930000000004	144.17	6087.42	10239.395	13379.815	40304.32	21865.3	10020.465	18463.410000000003	15946.04	19764.565000000002	1089.7849999999999	12263.945	19294.095	2084.685	2764.11	1724.775	11179.66	13003.96	6719.395	17285.475	4866.6449999999995	13981.77	2547.055	11845.720000000001	23528.825	29834.585000000003	25768.265	14698.17	24601.254999999997	7840.685	18664.684999999998	16107.535	29088.565
