feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MF0025	Type	Mucosal	-0.61235077392066	0.140929884329958	18	5	0.000672354062346591	0.183552659020619
MF0066	Type	Mucosal	-0.507344209960183	0.148242325791708	18	18	0.00850952971354888	0.237756558443005
MF0072	Sequencing_Run	Two	0.833039637013517	0.263550069253282	18	2	0.0069404586279783	0.237756558443005
MF0039	Type	Mucosal	1.22893394239288	0.415493511231476	18	0	0.010384940085741	0.237756558443005
MF0078	Type	Mucosal	-0.402775520977656	0.122417209595662	18	16	0.0101633842944099	0.237756558443005
MF0085	Sex	M	-1.53394066213415	0.51038300624242	18	0	0.00944851339092226	0.237756558443005
MF0084	Type	Mucosal	1.65962975550174	0.569514215457293	18	0	0.0113217408782383	0.237756558443005
MF0004	Type	Mucosal	-0.631355973329395	0.174606678515169	18	18	0.0028086177346771	0.237756558443005
MF0052	Type	Mucosal	1.65962975550174	0.569514215457293	18	0	0.0113217408782383	0.237756558443005
MF0097	Type	Mucosal	0.588424367809984	0.17233807696576	18	1	0.00989596538253057	0.237756558443005
MF0092	Type	Mucosal	-0.399962438208952	0.122196444420198	18	18	0.0055514941657153	0.237756558443005
MF0058	Type	Mucosal	1.00428004058927	0.246807839422019	18	0	0.00508842565467424	0.237756558443005
MF0059	Type	Mucosal	1.65962975550174	0.569514215457293	18	0	0.0113217408782383	0.237756558443005
MF0040	Type	Mucosal	1.01128920692933	0.365259609053244	18	3	0.0150811086580413	0.269115690690576
MF0090	Type	Mucosal	-0.485723256306851	0.176892282850476	18	18	0.0157723481723414	0.269115690690576
MF0008	Type	Mucosal	-0.443948096858218	0.14760998278153	18	7	0.0154303386598378	0.269115690690576
MF0031	Type	Mucosal	-0.455704136337709	0.174366333387242	18	17	0.0204336247590251	0.328139974071404
MF0070	Type	Mucosal	-0.510469055319401	0.189696283555839	18	17	0.0291436623275174	0.42576674890211
MF0098	Type	Mucosal	-0.236948215427366	0.0892052769398129	18	0	0.0296321180554582	0.42576674890211
MF0024	Sequencing_Run	Two	-3.87831665844976	1.62767860402714	18	9	0.031906257076708	0.435520409097064
MF0069	Type	Mucosal	1.18507056491477	0.534470748531128	18	0	0.0436615293103682	0.541799886442296
MF0033	Sequencing_Run	Two	-2.47180642857039	1.11121948935365	18	17	0.0430804218173464	0.541799886442296
MF0095	Type	Mucosal	-0.26767004726264	0.12501183803838	18	18	0.0503388020302384	0.597499693663265
MF0046	Type	Mucosal	-0.421626521431209	0.186336645144591	18	18	0.0558490609992484	0.63528306886645
