KO	Global_Test_RSQR	Global_Test_Pearson	Global_Test_Spearman
K00248	0.944510762526	0.973150186596	0.978093306288
K00634	0.980333511212	0.990141087201	0.955181636794
K00929	0.958225003072	0.979148493902	0.944482968466
K01667	0.965244547676	0.982777161225	0.776687579603
