# /home/julianne/miniconda3/envs/fishtaco/bin/run_fishtaco.py {'single_function_filter': None, 'permutation_mode': 'blocks', 'case_label': '1', 'multiple_hypothesis_correction': 'none', 'da_result_file': None, 'write_log': False, 'taxa_to_function_file': None, 'output_pref': 'fishtaco_out', 'map_function_level': 'none', 'max_da_functions_cases_controls': None, 'taxa_abun_file': 'jej_dc_tax.tsv', 'normalization_mode': 'scale_permuted', 'apply_inference': True, 'residual_mode': 'remove_residual', 'taxa_assessment_method': 'single_taxa', 'functional_profile_already_corrected_with_musicc': False, 'function_abun_file': 'muc_jej_dc_ko.tsv', 'na_rep': 'NA', 'number_of_shapley_orderings_per_taxa': '5', 'perform_inference_on_ko_level': True, 'class_file': 'jej_dc_1_0_labels.tsv', 'map_function_file': None, 'score_to_compute': 'wilcoxon', 'control_label': '0', 'number_of_permutations': '100', 'max_score_cutoff': '100', 'multi_function_filter_list': 'K01667,K05916,K00248,K00634,K00929'}
Function	meanCases	meanControls	StatValue	pval	singLogP	Bonf	FDR-0.01	FDR-0.05	FDR-0.1	Metadata
K00248	0.119941851774	0.0390367361171	5.03672881045	4.73554953739e-07	6.32462961598	1.0	1.0	1.0	1.0	K00248
K00634	0.162713973689	0.0297065327082	5.78835043396	7.10809996604e-09	8.14824647305	1.0	1.0	1.0	1.0	K00634
K00929	0.181894676027	0.0331388905384	5.81426842098	6.08996277737e-09	8.21538536182	1.0	1.0	1.0	1.0	K00929
K01667	0.157493063301	0.112679807961	4.02592731676	5.67512180656e-05	4.24602481266	1.0	1.0	1.0	1.0	K01667
