ID	RTSI
Vil1.01B.FP11	0.172582276341621
Lyz2.02B.FP222.S70	0.13068128176464
Itg.22.FP518.S21	0.167526774383621
Lyz2.04B.FP244.S41	0.109060534666174
Vil1.05B.FP57	0.348790812836125
Vil1.03B.FP35	0.157542689834169
Itg.02.FP409.S9	0.190665990941094
Vil1.01B.FP07	0.44073369227731
Lyz2.04B.FP243.S92	0.117899731401605
Vil1.13B.FP153	0.342942372018232
Vil1.07B.FP82	0.216584340369063
Lyz2.07B.FP283.S81	0.11290542293746
Lyz2.04B.FP245.S42	0.173178958996665
Itg.20.FP508.S11	0.179236901320269
Vil1.10B.FP115	0.442781287301661
Vil1.01B.FP08	0.275077271270029
Vil1.10B.FP116	0.281976574685328
Vil1.14B.FP167	0.160823638180412
Vil1.04B.FP46	0.076915195958978
Vil1.06B.FP67	0.344253497633781
Lyz2.01B.FP208.S56	0.288310938100465
Vil1.14B.FP163	0.369347427785528
Lyz2.06B.FP271.S69	0.136093587203735
Vil1.09B.FP108	0.095361365083657
Itg.22.FP515.S18	0.391576773130544
Lyz2.05B.FP255.S52	0.190696040370098
Vil1.02B.FP22	0.297517751590704
Lyz2.01B.FP210.S58	0.128235909301447
Itg.24.FP528.S31	0.131522169317375
Vil1.05B.FP58	0.111261955910564
Vil1.04B.FP43	0.271136365434085
Vil1.08B.FP95	0.122700520505221
Vil1.09B.FP106	0.102116728698241
Lyz2.07B.FP282.S80	0.0776151965308721
Itg.16.FP484.S87	0.221673653774977
Vil1.10B.FP120	0.256473964593442
Vil1.05B.FP60	0.213503264922908
Lyz2.01B.FP212.S60	0.114235062980004
Vil1.03B.FP32	0.326103096047634
Vil1.09B.FP105	0.322183727667937
Vil1.05B.FP59	0.100840681170654
Vil1.08B.FP96	0.197934781016073
Itg.26.FP540.S44	0.321857916393119
Vil1.06B.FP68	0.364147008361408
Lyz2.08B.FP291.S89	0.0882055577512096
Vil1.01B.FP09	0.254807260554881
Vil1.08B.FP92	0.275177928169428
Itg.20.FP507.S10	0.16672501190212
Vil1.04B.FP48	0.271050719156109
Vil1.06B.FP69	0.348962718107725
Lyz2.03B.FP234.S82	0.128495565886766
Vil1.04B.FP47	0.108672122349985
Itg.24.FP530.S33	0.157555526218857
Vil1.03B.FP36	0.143280117801814
Vil1.02B.FP19	0.44990790650699
Itg.02.FP412.S12	0.160285370178522
Itg.26.FP539.S43	0.467459962513222
Itg.18.FP491.S94	0.332448570194574
Itg.16.FP481.S84	0.368111170827774
Vil1.03B.FP33	0.279017373992043
Lyz2.02B.FP224.S72	0.104644903697079
Lyz2.05B.FP259.S56	0.118881899609461
Itg.04.FP422.S22	0.148370315704502
Itg.20.FP506.S9	0.187953579233232
Itg.08.FP445.S46	0.277560935526322
Itg.24.FP529.S32	0.30105525193845
Vil1.09B.FP104	0.284921196359946
Itg.26.FP544.S48	0.198985878381607
Lyz2.08B.FP292.S90	0.0724632547820519
Vil1.10B.FP119	0.134785383737422
Vil1.04B.FP44	0.282198598018783
Vil1.13B.FP152	0.436520341654346
Itg.10.FP460.S62	0.168157490413872
Itg.20.FP504.S7	0.202565938949569
Vil1.07B.FP79	0.472462666755675
Vil1.14B.FP164	0.134190755198335
Itg.06.FP434.S35	0.10500915123074
Itg.18.FP496.S99	0.152793467368761
Itg.24.FP531.S34	0.153286287028309
Itg.24.FP527.S30	0.324323196363914
Lyz2.07B.FP279.S77	0.34773902447721
Lyz2.06B.FP269.S67	0.281715779575092
Lyz2.03B.FP231.S79	0.124099593851962
Lyz2.07B.FP281.S79	0.309247690144908
Vil1.09B.FP107	0.109483375303112
Itg.08.FP443.S44	0.453456090233924
Itg.02.FP410.S10	0.157644062749783
Vil1.04B.FP45	0.318458132314939
Itg.06.FP436.S37	0.131972669730781
Lyz2.05B.FP256.S53	0.330627981726924
Vil1.03B.FP34	0.115383888616563
Vil1.07B.FP83	0.0934650173803756
Vil1.01B.FP12	0.17161697940264
Itg.12.FP469.S71	0.220081225036403
Itg.26.FP543.S47	0.177734068640176
Vil1.10B.FP117	0.333432902098863
Itg.06.FP433.S34	0.0980791289823587
Itg.26.FP542.S46	0.181949381001647
Lyz2.02B.FP220.S68	0.122583160639268
Lyz2.05B.FP257.S54	0.293938421394085
Vil1.08B.FP94	0.138812307519638
Itg.16.FP482.S85	0.278112399543128
Itg.02.FP408.S8	0.127103344540564
Vil1.02B.FP21	0.315788016900588
Itg.12.FP471.S73	0.173527579960575
Itg.16.FP479.S81	0.394091913082513
Vil1.05B.FP55	0.359657156400235
Itg.22.FP516.S19	0.221743813400103
