	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_FP_269	TL1a_FP_288	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_FP_232	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_FP_157	TL1a_FP_283	TL1a_FP_229	TL1A_FP_626	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_FP_627
TL1a_FP_160	2.311777069245021	2.1889222319654307	2.5882606475417074	2.6975107319845106	2.751989640771037	2.0342514786394	1.7467132977817312	0.7381238812271288	2.506271505618114	0.9107229992470656	1.8959752165460737	0.8531987734082336	0.7595712931374983	2.0329469617607963	1.5860720383298967	1.559660342016914	1.4858100073842637	1.5432539891884536	1.2544031906454784	2.4483991343050264	2.1676264553493327	1.2022245418144724	1.3545137648102668	1.3751509981617398	2.8579174281976485	1.1511406701063196	1.287345139341876	1.1195543048737795	0.0	0.883622840096187	1.2207478130247906	1.437320241199383	1.9561050342898558	0.38964949767650037	2.2971220783886634	2.280033557548057	1.9269208550847283	0.8642541174611762	0.6172221067269199	1.3842566909835268	2.247847143255951	2.682440766767701	1.9113944917128276	1.7701673410188765	1.8882045677222439	1.75803688674859	2.2246184446146344	2.001210980306761	2.502517069861052	1.984755135714184	1.9341677158421922
TL1a_FP_194	3.161922754026745	1.9622899659860398	2.404345892314873	3.558327652757081	2.808413209731284	1.7841331818884436	1.459650815511397	0.6761534266893626	2.2258617314919076	1.6245153394143683	2.744701234427476	0.5519621172164931	1.2998420190468745	1.7846643807272489	1.3518230708959007	2.3463403664302085	1.9679381320405585	1.302898814129448	1.1301276738802355	2.1977684466081246	1.982685895185396	0.8701628639111598	1.9700430985755837	1.5212758333709804	2.62959509319548	0.8603266753429308	1.3358544545039537	1.9346353993073393	0.883622840096187	0.0	1.2730836306086197	1.63406610007826	2.258433953830856	0.9387742004007652	2.113825632145791	2.1248854987768264	1.5051507208431567	0.037928584029655085	0.2888936233558893	1.1013940511263014	1.979288937529707	2.4702166529737313	2.015893676208091	2.373639587329965	1.907713427070229	2.1914332429508803	2.317510852377603	2.3499270640133476	2.5144825822601744	1.915245533333158	2.0204478772708394
TL1a_FP_286	3.031942959068278	1.0016513315772897	1.3758178130288485	3.0225008972117453	1.8189984996487067	2.165833790473275	1.7636900788162568	0.6256447422410175	1.33899158357588	1.730872075011334	2.4538291263215095	1.1819492259943238	1.3308075204267338	2.002363445798571	1.9360759824074354	1.861572166209329	1.0404701493357076	2.0082012600401438	1.5741110005811398	1.2722325635542182	1.1339649938585505	1.2403271721403295	1.7626857691074715	0.4701574888828192	1.6502866917908314	1.447653097124485	0.536222493942881	1.6895389042279167	1.2207478130247906	1.2730836306086197	0.0	0.3858225992629412	1.3405976468706327	1.5635703804579275	1.1174098632969254	1.0649849671114502	1.7282328620158642	1.2819031060154975	1.1606235505842417	1.373874077425208	1.2450429468398772	1.4958202795683089	0.7955974192652693	1.396454740472712	0.8100166429258532	1.0564008850909115	1.203289077883603	1.3961051846441133	1.3913087145054848	0.7640955145522942	0.7875469561436245
TL1a_FP_232	2.944522661226325	1.0289152830677977	1.308332852966042	2.826358241527346	1.5979690723727555	2.4491415275598385	2.059096823510011	0.9677841813239332	1.3665595496806655	1.793726669135557	2.3375166291741976	1.52811832278983	1.4297218631937363	2.269975625593549	2.2457563955219495	1.712323666557536	0.7889756117320446	2.326096201475074	1.8722509045464715	1.2870465047278405	1.1140305201953629	1.579045016011895	1.7231229291230241	0.38914797004652113	1.5887966022061173	1.7812103634225154	0.7360914756197778	1.6436670478649442	1.437320241199383	1.63406610007826	0.3858225992629412	0.0	1.0996643507390538	1.8024203622823316	1.1120125210355256	1.0066410473658414	2.033381351477985	1.6394397805808438	1.4983513144960028	1.689180834634816	1.3617984510191499	1.4220569763710191	0.5203002833485697	1.0892370302310492	0.6502897015764475	0.6948710287604984	0.9529441374841346	1.124453657328914	1.1663011670014036	0.6823051772815245	0.5234541334746439
TL1a_FP_233	2.743380336643999	1.735728038474011	1.8993915979827074	2.826153907412814	0.9899945699256889	3.477971524053316	3.086556462804802	1.703868477151873	2.0699143272161575	1.7782811443089697	2.1371058379909647	2.360929354119776	1.4660350039067969	3.3272870041348743	3.1967600758462393	1.4984226621901544	0.6559786729051877	3.2365544206566574	2.8174667057688856	2.0107571209518054	1.221867829917012	2.5300204584450334	1.3526694509326584	0.8798320991936839	2.103457244004563	2.6888931791727244	1.8155523192588494	1.6185486145837213	1.9561050342898558	2.258433953830856	1.3405976468706327	1.0996643507390538	0.0	2.3401963249326156	1.9159699638148786	1.6315260389956643	3.0676840315387732	2.2481926030019994	2.152955278117	2.6868013396872734	2.3341615065493913	1.731507825613156	0.9452430471832546	1.0938337347565013	0.8866758867566331	0.8556605751227718	0.754911993496784	0.15480526387787424	1.1056548828763562	1.4389448645685283	1.039236619086115
TL1a_FP_268	2.3683748562624607	2.5012021516792564	2.908824206408325	2.8252280365781135	3.1353999318240175	1.9308432834324385	1.7059284082241226	1.0271671201940946	2.7997185178839086	1.077732317749334	2.0400510193189967	0.8825384673156041	1.0487714171181217	1.9854499339022573	1.4426744499464415	1.8130906331117884	1.8643089068235654	1.3591909385091192	1.1751171512451655	2.745586706159697	2.5178757635039943	1.237449706937506	1.6151003832945103	1.7554727267858903	3.175074407844791	1.097885087522817	1.5503542893726416	1.3434774162633007	0.38964949767650037	0.9387742004007652	1.5635703804579275	1.8024203622823316	2.3401963249326156	0.0	2.596984948141884	2.609646205203218	1.9368918019592225	0.9189758192428225	0.7015696748953798	1.4010982568366188	2.482562980853766	3.0216955248730235	2.2853971715294317	2.1107113655097574	2.262004380462762	2.1288979758459163	2.6088144940247666	2.3848434164922	2.8793349869260623	2.322139883214844	2.3031084429193713
TL1a_FP_285	4.043497665856062	0.32039111336784176	0.3978702822214162	3.783886074724555	1.8224587280438758	2.4602614195043793	2.0815586891143107	1.6229025119801974	0.327342662528168	2.8405160173711383	3.4385430850831837	1.9670843890183427	2.4284742456399995	2.2054796890895143	2.4533553656372664	2.8165013654486657	1.8489748759235864	2.5870435074288918	2.1823946144146324	0.23457363336465895	1.1349162260447725	1.809607689252916	2.7956904877442774	1.3010752528444207	0.6442052874005249	2.088667713669739	1.1258761720293529	2.744872329173588	2.2971220783886634	2.113825632145791	1.1174098632969254	1.1120125210355256	1.9159699638148786	2.596984948141884	0.0	0.3621851851114302	1.8695627983283694	2.136186769390491	2.0895479547402873	1.834914913557259	0.5662210476372993	0.8146982424999399	0.9839729058690542	2.06394597918761	1.0654639400696497	1.6110564951262758	1.3044000447946116	1.958870454350267	1.1786093116218186	0.48559020606989695	0.8957965268748839
TL1a_FP_85	3.939201996155087	0.23033317195762162	0.3286948555364778	3.7378913404366196	1.4670198590948094	2.7135438033677843	2.3180439418127565	1.6092973373725719	0.44834346117011764	2.7252585707169157	3.323754057401459	2.0559112890150986	2.2968787732062257	2.4747790788959585	2.6491532778758455	2.681017834096584	1.6661979227299168	2.7651886333550544	2.3536637291211675	0.38563045443449107	0.8091941853902481	1.9631305846426603	2.6138096363925785	1.1171795975358854	0.5932662037793123	2.233760693784619	1.2386935652261468	2.6353410642493227	2.280033557548057	2.1248854987768264	1.0649849671114502	1.0066410473658414	1.6315260389956643	2.609646205203218	0.3621851851114302	0.0	2.1226472100287577	2.1423735369136474	2.10562093106734	2.02630232832016	0.9054538874911043	0.5327048113863081	0.7390127117467739	1.9369937831038957	0.7718207453554848	1.4575549648839796	0.9774661912494633	1.6841091100069514	0.8363887580951079	0.32931381258957143	0.6636455500694205
TL1a_FP_127	4.089703201983759	1.9309454678203624	2.2467102081191843	4.030510810652365	3.4045478398338433	0.6901561221067118	0.3923772878348081	1.5441498328753365	1.9784843385575286	2.827447367945599	3.644902717963065	1.1120922889291311	2.544845239444207	0.5125516151740227	0.8262234959594909	3.2268634276367267	2.6974079299344926	0.9885612173199461	0.8561030834736125	1.9589114551506746	2.497874331900559	0.7287668968945274	3.1585406554200435	2.189845522702156	2.4270646634876862	0.851016226934547	1.329850388125972	2.910751036808173	1.9269208550847283	1.5051507208431567	1.7282328620158642	2.033381351477985	3.0676840315387732	1.9368918019592225	1.8695627983283694	2.1226472100287577	0.0	1.5408106562929802	1.511305049860616	0.5532383894223794	1.377357473713444	2.5609708608434736	2.376989753964698	2.895065621202878	2.404960111852899	2.6524643302074824	2.8113556135103583	3.123162288711891	2.8620249194177196	2.004077519293922	2.321216633869797
TL1a_FP_193	3.135178317774205	1.9821213082342075	2.4242587894208856	3.5438841586559673	2.8066920634774317	1.813069062327945	1.490859159753564	0.680566306018022	2.2493535663406323	1.5940537170936393	2.7205023963652697	0.5740027051070143	1.2715092611246606	1.8158537470156562	1.375973342882555	2.3255537742294363	1.958254625166464	1.3238013095686314	1.1526078257054633	2.220770353751076	1.9891395260083315	0.9008534935109741	1.9418678362292783	1.520621045055235	2.650355929727604	0.8860694151161069	1.35420061733681	1.9111929405385677	0.8642541174611762	0.037928584029655085	1.2819031060154975	1.6394397805808438	2.2481926030019994	0.9189758192428225	2.136186769390491	2.1423735369136474	1.5408106562929802	0.0	0.2825187597873815	1.1321941706904042	2.008518631617618	2.4854360237161983	2.021828515955987	2.3663932838942667	1.911932010587364	2.189093530474419	2.319202757712148	2.339847490762496	2.520473945606667	1.9304600193783417	2.0280905492079153
TL1a_FP_265	2.9216334571963083	1.9614739142778406	2.3945010847960155	3.2797053849617535	2.777064512272964	1.7331203340220402	1.4101020318693502	0.5375784772393577	2.241342574643737	1.431306435038374	2.500558173363852	0.4267863479034937	1.1399234821691564	1.7295407370610194	1.2874453360392433	2.113083545282191	1.7929209631333187	1.2459822188202136	1.0077736473038459	2.2017008596604297	2.0064964450903346	0.806439886437351	1.8060679401659632	1.4195444049706538	2.6387618738460343	0.7811423215298213	1.1924559571349773	1.698610338439846	0.6172221067269199	0.2888936233558893	1.1606235505842417	1.4983513144960028	2.152955278117	0.7015696748953798	2.0895479547402873	2.10562093106734	1.511305049860616	0.2825187597873815	0.0	1.0331932965353252	1.9636051401168177	2.4882117998294317	1.9274720276054587	2.157077254649343	1.8545882971337286	2.0137844114124572	2.2541416558407215	2.229395223701561	2.4726449698672086	1.8625690013514737	1.9336249348509709
TL1a_FP_157	3.543259272933086	1.8547949500559162	2.2196351093322613	3.5511940529023467	3.155970655306244	0.8172562820990026	0.41972119442511613	1.0912014156579373	2.0011012576707383	2.2873364288449403	3.106121182581311	0.6115749037912848	2.0324850686125027	0.7234731005174957	0.6230000850446102	2.707771595190405	2.264498796156792	0.7538194431595213	0.4058631421030632	1.9630906407714144	2.3029945095051896	0.2352950048916968	2.642190640900998	1.8255468496583043	2.445325038609089	0.37483193715259966	0.9961943722189746	2.3723412588606836	1.3842566909835268	1.1013940511263014	1.373874077425208	1.689180834634816	2.6868013396872734	1.4010982568366188	1.834914913557259	2.02630232832016	0.5532383894223794	1.1321941706904042	1.0331932965353252	0.0	1.455338129619746	2.495120424822411	2.1082382004032962	2.467040181834054	2.136722844477376	2.2743501527805976	2.5467467835425333	2.7373889491592087	2.662134870456493	1.833190533943765	2.068080888440666
TL1a_FP_283	4.166011914564434	0.7626340163943345	0.9210789002677253	3.9039259125309704	2.3608392620710887	1.975996384600909	1.6240719245813473	1.5914994302638055	0.6855632706595834	2.9372065863824917	3.5928303544719413	1.738613222090799	2.548482160127961	1.7082792702691627	2.0454203379214064	3.0156406575046653	2.148715130293781	2.1982382539411955	1.8314125534902712	0.6529270511036857	1.5727520673791495	1.4863338143109437	3.006693917435662	1.584493958508463	1.0893892432104308	1.765807121398038	1.0269602517290306	2.8757408610476625	2.247847143255951	1.979288937529707	1.2450429468398772	1.3617984510191499	2.3341615065493913	2.482562980853766	0.5662210476372993	0.9054538874911043	1.377357473713444	2.008518631617618	1.9636051401168177	1.455338129619746	0.0	1.332098499197648	1.4239728666193894	2.3358932072506122	1.5029658084672255	1.9376159701453814	1.8100748894619387	2.3782017174266024	1.729056432400269	0.9245105311598798	1.3386409325461162
TL1a_FP_229	4.271484217299246	0.6493658403385014	0.49425821601359526	4.113590849081882	1.250223597524627	3.18545551328285	2.7877400359381426	2.0058330728720755	0.6773983913911127	3.0421126868036614	3.6503308081547186	2.486723609759924	2.592992298148444	2.949709227953145	3.1152035438942898	2.992990291485586	1.9492431111051765	3.222443217544333	2.831459028778907	0.6877157284044542	0.741703129473783	2.416686440724468	2.855803045901216	1.428457947913056	0.49309110653443516	2.6850199736507987	1.7490774959453204	2.9771726717129257	2.682440766767701	2.4702166529737313	1.4958202795683089	1.4220569763710191	1.731507825613156	3.0216955248730235	0.8146982424999399	0.5327048113863081	2.5609708608434736	2.4854360237161983	2.4882117998294317	2.495120424822411	1.332098499197648	0.0	1.0217770900941743	2.260193549296853	0.9562752609627634	1.771642145909428	1.004507174537357	1.7986294527510376	0.7274278194860077	0.8147735494040712	0.9797212447436936
TL1A_FP_626	3.26803188621183	0.8598976656977753	1.0161716211608398	3.11014702603705	1.1388762078949737	2.863765939229522	2.4644652366257223	1.3918144893484008	1.1794267866210766	2.161357247162433	2.6432317474062117	1.9763975946274202	1.7731309572390934	2.6609037255933745	2.6963427720182445	1.9885212671937804	0.9519662564545841	2.784362591274156	2.338469261601091	1.1069679171244229	0.798204382807282	2.0030835747075932	1.9663793418626252	0.58523771655119	1.264297687060555	2.2292969220674785	1.159774326000525	2.0043178485768425	1.9113944917128276	2.015893676208091	0.7955974192652693	0.5203002833485697	0.9452430471832546	2.2853971715294317	0.9839729058690542	0.7390127117467739	2.376989753964698	2.021828515955987	1.9274720276054587	2.1082382004032962	1.4239728666193894	1.0217770900941743	0.0	1.25555649383843	0.30746972800750155	0.7694567075597061	0.4823791589468746	0.976525787712961	0.6488381867819898	0.5161026706485727	0.09459606689487272
TL1A_FP_677	2.1918972719583745	2.035492386307549	2.1830671859793007	1.8739989453782802	1.8910432013824874	3.1351290617513796	2.8082901062292898	1.7423239395537478	2.340534055323993	1.668566966020911	1.5689766925408535	2.2454021921715706	1.5606923708231488	2.9910502081093866	2.898262645758049	0.9786052979482	0.5885615777573783	2.9563451821296223	2.5067999711759286	2.2531549794483077	1.9537839838654727	2.371786496870634	1.4404869399894027	1.197929731840731	2.4417663784167623	2.4922202954675203	1.5960577300527015	1.2229916178106324	1.7701673410188765	2.373639587329965	1.396454740472712	1.0892370302310492	1.0938337347565013	2.1107113655097574	2.06394597918761	1.9369937831038957	2.895065621202878	2.3663932838942667	2.157077254649343	2.467040181834054	2.3358932072506122	2.260193549296853	1.25555649383843	0.0	1.4360223156679373	0.4889631000126652	1.424257729910676	0.9850713007875562	1.7123503092345913	1.6506673235068254	1.300803371962145
TL1A_FP_674	3.3272222606921265	0.8530134122335891	1.0687196677289656	3.2883058353891186	1.0221100363207074	2.920214233327178	2.510236011912004	1.3359762662795533	1.1940324792073038	2.1172899822940603	2.710939379480471	1.9499060635497636	1.6911718901576223	2.730332950212866	2.722637005844454	2.055097845130706	1.0212712146634197	2.796677903194911	2.3736129382769815	1.1392311595515148	0.5291508454231387	2.0066056188408004	1.9086991172963035	0.5244228620056588	1.2914673560140943	2.2291256068870986	1.2596713980323018	2.0337134396160557	1.8882045677222439	1.907713427070229	0.8100166429258532	0.6502897015764475	0.8866758867566331	2.262004380462762	1.0654639400696497	0.7718207453554848	2.404960111852899	1.911932010587364	1.8545882971337286	2.136722844477376	1.5029658084672255	0.9562752609627634	0.30746972800750155	1.4360223156679373	0.0	0.9715517701813773	0.43223340027011387	0.964344660731593	0.6245347950254726	0.6055961142340671	0.3605137418114294
TL1A_FP_678	2.6123720032520596	1.5663264611252714	1.7068737930178928	2.353246361299485	1.5182222542478634	2.9881650571621776	2.6279505471972646	1.5282251677218996	1.8726600991932423	1.8114759131526514	1.9824842958836564	2.0860985343053575	1.5696521192943982	2.8165428449274867	2.7781509352706446	1.346147720541471	0.47228689753392733	2.851100598009049	2.3892247828881943	1.7876536873698348	1.4968713027379867	2.1752492954680633	1.584074326426737	0.8270038785085059	1.9632977203055175	2.34085602656403	1.322662396807814	1.4824469381077883	1.75803688674859	2.1914332429508803	1.0564008850909115	0.6948710287604984	0.8556605751227718	2.1288979758459163	1.6110564951262758	1.4575549648839796	2.6524643302074824	2.189093530474419	2.0137844114124572	2.2743501527805976	1.9376159701453814	1.771642145909428	0.7694567075597061	0.4889631000126652	0.9715517701813773	0.0	0.9763448045612652	0.7800578942829688	1.2493851722581322	1.1824443668632059	0.814320772195921
TL1A_FP_625	3.3916982454233615	1.1309304575049755	1.1960771922439066	3.2929880830178515	0.6583406951031635	3.3194202841917035	2.9139489558572595	1.7370540183230057	1.4131691558355595	2.3241379131002793	2.767331875617424	2.362989018844196	1.9338881250563331	3.121288460625568	3.1317145531216544	2.107540698124323	1.0829671540142936	3.208147419867815	2.7748192675217465	1.3609612515408473	0.7182532245054914	2.4236803313965023	2.0146349959773113	0.8575826037907033	1.3714407708359762	2.643543325746522	1.6266778768192298	2.180788071568639	2.2246184446146344	2.317510852377603	1.203289077883603	0.9529441374841346	0.754911993496784	2.6088144940247666	1.3044000447946116	0.9774661912494633	2.8113556135103583	2.319202757712148	2.2541416558407215	2.5467467835425333	1.8100748894619387	1.004507174537357	0.4823791589468746	1.424257729910676	0.43223340027011387	0.9763448045612652	0.0	0.802760976371677	0.3618599591348572	0.8903302175787567	0.5471023644709094
TL1A_FP_630	2.6826233571937554	1.7997481627877927	1.943612078517301	2.712268836352756	1.0438196965286195	3.51780545527313	3.1317854434097643	1.7763945120583549	2.128141610136348	1.804031057556906	2.0715366617008404	2.4249488072200633	1.523028471988673	3.3644955042422815	3.243842938036869	1.4338544391726271	0.6170852743037696	3.2871018210886738	2.859965269331275	2.0646919540100357	1.3343252296924866	2.5882794699234597	1.3694232736234393	0.9507966192245141	2.150821051808067	2.7454830599292985	1.8456463645176016	1.5965525368135385	2.001210980306761	2.3499270640133476	1.3961051846441133	1.124453657328914	0.15480526387787424	2.3848434164922	1.958870454350267	1.6841091100069514	3.123162288711891	2.339847490762496	2.229395223701561	2.7373889491592087	2.3782017174266024	1.7986294527510376	0.976525787712961	0.9850713007875562	0.964344660731593	0.7800578942829688	0.802760976371677	0.0	1.1468243733194532	1.4844502846411933	1.0678468753655574
TL1A_FP_673	3.740771508140063	1.0243997033179666	0.9712581816715843	3.5789114513678233	0.664230752984941	3.409887009271992	3.00518785370767	1.951683610035756	1.2319526685057163	2.666907296113986	3.113689582883145	2.543496407958765	2.263177526358517	3.192039303453742	3.268208413933442	2.4538640936910974	1.4235916066564982	3.358900826954637	2.9285037976556003	1.1913955307584656	0.7189429702970845	2.5572814948972664	2.3737634255008033	1.1290884417347815	1.0938046733248734	2.797990532727211	1.7574976375576066	2.5270811916563085	2.502517069861052	2.5144825822601744	1.3913087145054848	1.1663011670014036	1.1056548828763562	2.8793349869260623	1.1786093116218186	0.8363887580951079	2.8620249194177196	2.520473945606667	2.4726449698672086	2.662134870456493	1.729056432400269	0.7274278194860077	0.6488381867819898	1.7123503092345913	0.6245347950254726	1.2493851722581322	0.3618599591348572	1.1468243733194532	0.0	0.8731396718655724	0.6652109965629829
TL1A_FP_675	3.6227046441626314	0.38687418330649437	0.6322513451565055	3.43395762501435	1.4805849567112312	2.5509688909432073	2.1513660654806164	1.346671585856884	0.7046178517718708	2.4258743138430874	3.010460271740049	1.8225488004386678	2.013419018904186	2.324545825423279	2.450061024734301	2.3742749587815952	1.3804691898265347	2.559668250253189	2.1288701699558263	0.6257228881963887	0.830978321125202	1.7590687535412992	2.3338246971612953	0.8386309623640246	0.9125363354187565	2.018492486268622	0.9651251580524157	2.319733413232829	1.984755135714184	1.915245533333158	0.7640955145522942	0.6823051772815245	1.4389448645685283	2.322139883214844	0.48559020606989695	0.32931381258957143	2.004077519293922	1.9304600193783417	1.8625690013514737	1.833190533943765	0.9245105311598798	0.8147735494040712	0.5161026706485727	1.6506673235068254	0.6055961142340671	1.1824443668632059	0.8903302175787567	1.4844502846411933	0.8731396718655724	0.0	0.43438117068466153
TL1A_FP_627	3.3264958984224173	0.7882791456620408	0.9383823196270165	3.1447125687568835	1.1970592194161045	2.8142338957255753	2.416110680115562	1.3967620155704645	1.1009181185770327	2.2186806245942465	2.702359778235526	1.9627311214814098	1.830126538412101	2.6053391548875795	2.6619807929773693	2.050765365763987	1.0220180558137748	2.755564383997295	2.3083574003879095	1.0257378268570825	0.8165808496064078	1.9711229431636481	2.0416469262297228	0.6343696000500277	1.193202410540551	2.2036260571309874	1.117827811096654	2.060463182004162	1.9341677158421922	2.0204478772708394	0.7875469561436245	0.5234541334746439	1.039236619086115	2.3031084429193713	0.8957965268748839	0.6636455500694205	2.321216633869797	2.0280905492079153	1.9336249348509709	2.068080888440666	1.3386409325461162	0.9797212447436936	0.09459606689487272	1.300803371962145	0.3605137418114294	0.814320772195921	0.5471023644709094	1.0678468753655574	0.6652109965629829	0.43438117068466153	0.0
