	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_FP_269	TL1a_FP_288	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_FP_232	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_FP_157	TL1a_FP_283	TL1a_FP_229	TL1A_FP_626	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_FP_627
TL1a_FP_161	0.6319270080196239	3.361297296495439	3.616189217863831	1.2675649097987172	3.1132823954135507	3.659621888405267	3.4248933164941433	2.3932700461620673	3.7039793595703308	1.2369751824816733	0.0	2.705400591945151	1.6023725312358834	3.637394733717322	3.2825263529534525	0.6610860776365837	1.70579825552253	3.2540526076532683	2.944248655129517	3.6235598496390535	3.1451777519520907	2.980181521973662	1.1887155651794163	2.2962532943160294	3.8874293583567123	2.9500685073413093	2.6202655501814736	0.8329493400410966	1.8959752165460737	2.744701234427476	2.4538291263215095	2.3375166291741976	2.1371058379909647	2.0400510193189967	3.4385430850831837	3.323754057401459	3.644902717963065	2.7205023963652697	2.500558173363852	3.106121182581311	3.5928303544719413	3.6503308081547186	2.6432317474062117	1.5689766925408535	2.710939379480471	1.9824842958836564	2.767331875617424	2.0715366617008404	3.113689582883145	3.010460271740049	2.702359778235526
TL1a_FP_266	3.13090959804888	1.8969663404387618	2.3138346087704167	3.3406041513809734	2.9346719322363355	1.319724684878281	0.9861821706574981	0.6654644009489451	2.1318495682056318	1.7507111947003726	2.705400591945151	0.0	1.4879974392351178	1.3038753001018697	0.9079245185189193	2.3180713409487153	1.954622903314615	0.90836450552419	0.6092856727766708	2.0910873265258245	2.118308912745908	0.3947504235377688	2.1315500521151107	1.550513492426594	2.5569918862037198	0.37451136048739325	1.0235929406921584	1.9299829529619739	0.8531987734082336	0.5519621172164931	1.1819492259943238	1.52811832278983	2.360929354119776	0.8825384673156041	1.9670843890183427	2.0559112890150986	1.1120922889291311	0.5740027051070143	0.4267863479034937	0.6115749037912848	1.738613222090799	2.486723609759924	1.9763975946274202	2.2454021921715706	1.9499060635497636	2.0860985343053575	2.362989018844196	2.4249488072200633	2.543496407958765	1.8225488004386678	1.9627311214814098
TL1a_FP_197	2.0672507240043996	2.254405935531323	2.6249500357905995	2.6329370872904923	2.3342823669171406	2.7536802315133078	2.4293066813964446	1.055383209841056	2.6134662869759318	0.4917361707962103	1.6023725312358834	1.4879974392351178	0.0	2.7224914805062665	2.317911829727092	1.1896181925885887	1.1487788221193234	2.277288289706939	1.9789481293408266	2.5571596421089366	1.9577666497767228	1.8298146318721193	0.6714808576380631	1.2093596241529954	2.881512087681647	1.8383231102842603	1.6486932731984019	0.8099795384889505	0.7595712931374983	1.2998420190468745	1.3308075204267338	1.4297218631937363	1.4660350039067969	1.0487714171181217	2.4284742456399995	2.2968787732062257	2.544845239444207	1.2715092611246606	1.1399234821691564	2.0324850686125027	2.548482160127961	2.592992298148444	1.7731309572390934	1.5606923708231488	1.6911718901576223	1.5696521192943982	1.9338881250563331	1.523028471988673	2.263177526358517	2.013419018904186	1.830126538412101
TL1a_FP_159	4.039574865121512	2.306532819860207	2.596774481219799	3.904956064507903	3.744706613589384	0.29428858001302516	0.3250470022124058	1.8060287628917415	2.358717267698042	2.931257987572505	3.637394733717322	1.3038753001018697	2.7224914805062665	0.0	0.6837362320581554	3.284861785962176	2.8788493792131864	0.874901545681445	0.8112855966965815	2.327084599620604	2.8940289541508637	0.9524925663424836	3.311570623954564	2.469495512172546	2.791389773400384	0.9671674992995956	1.5348002684455022	2.9710487288240612	2.0329469617607963	1.7846643807272489	2.002363445798571	2.269975625593549	3.3272870041348743	1.9854499339022573	2.2054796890895143	2.4747790788959585	0.5125516151740227	1.8158537470156562	1.7295407370610194	0.7234731005174957	1.7082792702691627	2.949709227953145	2.6609037255933745	2.9910502081093866	2.730332950212866	2.8165428449274867	3.121288460625568	3.3644955042422815	3.192039303453742	2.324545825423279	2.6053391548875795
TL1a_FP_132	3.6312037898189056	2.4767687579722786	2.8400857157561785	3.7080974663362714	3.738528690006337	0.5228201095579983	0.4876465193930115	1.5448713971414567	2.614813232050273	2.47763195467127	3.2825263529534525	0.9079245185189193	2.317911829727092	0.6837362320581554	0.0	2.991591431953673	2.729662545951716	0.1974690199549957	0.3936826039476911	2.5795784966217443	2.892722763774952	0.7302568130169392	2.9330292166775584	2.364911867330907	3.061653634827786	0.5404543455197082	1.5696676677453523	2.6081900118963994	1.5860720383298967	1.3518230708959007	1.9360759824074354	2.2457563955219495	3.1967600758462393	1.4426744499464415	2.4533553656372664	2.6491532778758455	0.8262234959594909	1.375973342882555	1.2874453360392433	0.6230000850446102	2.0454203379214064	3.1152035438942898	2.6963427720182445	2.898262645758049	2.722637005844454	2.7781509352706446	3.1317145531216544	3.243842938036869	3.268208413933442	2.450061024734301	2.6619807929773693
TL1a_FP_130	1.288676269034778	2.7282133121939176	2.973720652479738	1.5523599814646272	2.476920674048904	3.347817828369105	3.0604497415066367	1.8961446010181011	3.073545528923021	1.0121747986386755	0.6610860776365837	2.3180713409487153	1.1896181925885887	3.284861785962176	2.991591431953673	0.0	1.0457705366063326	2.987249263564512	2.621083135853328	2.9941196648591717	2.497730773001835	2.571971755920242	0.8094514205372166	1.6610680743620265	3.2407081755712226	2.5954216891478303	2.0883243445941058	0.493933630407315	1.559660342016914	2.3463403664302085	1.861572166209329	1.712323666557536	1.4984226621901544	1.8130906331117884	2.8165013654486657	2.681017834096584	3.2268634276367267	2.3255537742294363	2.113083545282191	2.707771595190405	3.0156406575046653	2.992990291485586	1.9885212671937804	0.9786052979482	2.055097845130706	1.346147720541471	2.107540698124323	1.4338544391726271	2.4538640936910974	2.3742749587815952	2.050765365763987
TL1a_FP_90	2.331445619286106	1.7360910066002941	1.957683287530308	2.3264196238404886	1.555192250545032	3.014679023758136	2.650391048439149	1.3575498925775382	2.0821107461055015	1.3966739407542894	1.70579825552253	1.954622903314615	1.1487788221193234	2.8788493792131864	2.729662545951716	1.0457705366063326	0.0	2.7713124701458702	2.3384014918878595	2.005942932866005	1.4954338075572913	2.1255496312458657	1.1254034028308049	0.7167337489417749	2.2146226234426396	2.2570831277955468	1.4086689555711072	1.12642006892997	1.4858100073842637	1.9679381320405585	1.0404701493357076	0.7889756117320446	0.6559786729051877	1.8643089068235654	1.8489748759235864	1.6661979227299168	2.6974079299344926	1.958254625166464	1.7929209631333187	2.264498796156792	2.148715130293781	1.9492431111051765	0.9519662564545841	0.5885615777573783	1.0212712146634197	0.47228689753392733	1.0829671540142936	0.6170852743037696	1.4235916066564982	1.3804691898265347	1.0220180558137748
TL1a_FP_195	3.579988526239427	2.5914800090700947	2.9687745008952144	3.725292707752268	3.804687773116475	0.6879831967360519	0.6757334160503378	1.5664032497177793	2.744691952120657	2.418371598253439	3.2540526076532683	0.90836450552419	2.277288289706939	0.874901545681445	0.1974690199549957	2.987249263564512	2.7713124701458702	0.0	0.47680946426874987	2.7102921204289907	2.9606462814172145	0.8107381311608095	2.897573587191165	2.4192692971995418	3.1926993561640646	0.5715147301485786	1.6788414676783137	2.5831947591905235	1.5432539891884536	1.302898814129448	2.0082012600401438	2.326096201475074	3.2365544206566574	1.3591909385091192	2.5870435074288918	2.7651886333550544	0.9885612173199461	1.3238013095686314	1.2459822188202136	0.7538194431595213	2.1982382539411955	3.222443217544333	2.784362591274156	2.9563451821296223	2.796677903194911	2.851100598009049	3.208147419867815	3.2871018210886738	3.358900826954637	2.559668250253189	2.755564383997295
TL1a_FP_158	3.328492396237153	2.1964113150478553	2.566724879218386	3.387872344607051	3.3880971784517686	0.7798733204730627	0.5443096512500709	1.1976483555400896	2.3700677505878684	2.1542565575603714	2.944248655129517	0.6092856727766708	1.9789481293408266	0.8112855966965815	0.3936826039476911	2.621083135853328	2.3384014918878595	0.47680946426874987	0.0	2.325838885959789	2.5813068103703625	0.461883475139529	2.5809638611647454	1.9964901046411792	2.8058645797218573	0.29374886350778984	1.2166753323477948	2.252637583498175	1.2544031906454784	1.1301276738802355	1.5741110005811398	1.8722509045464715	2.8174667057688856	1.1751171512451655	2.1823946144146324	2.3536637291211675	0.8561030834736125	1.1526078257054633	1.0077736473038459	0.4058631421030632	1.8314125534902712	2.831459028778907	2.338469261601091	2.5067999711759286	2.3736129382769815	2.3892247828881943	2.7748192675217465	2.859965269331275	2.9285037976556003	2.1288701699558263	2.3083574003879095
TL1a_FP_231	4.230100017298133	0.3183280074129495	0.3076771844223284	4.000908103143542	1.8157832526831073	2.5805022645164395	2.202201574021688	1.7495151286567647	0.09529289374901988	2.987069981179798	3.6235598496390535	2.0910873265258245	2.5571596421089366	2.327084599620604	2.5795784966217443	2.9941196648591717	2.005942932866005	2.7102921204289907	2.325838885959789	0.0	1.1001333159582496	1.9325327571430764	2.929388309714704	1.4270311333653678	0.4824451319192141	2.2138878852393793	1.3174648285223183	2.9176775724255952	2.4483991343050264	2.1977684466081246	1.2722325635542182	1.2870465047278405	2.0107571209518054	2.745586706159697	0.23457363336465895	0.38563045443449107	1.9589114551506746	2.220770353751076	2.2017008596604297	1.9630906407714144	0.6529270511036857	0.6877157284044542	1.1069679171244229	2.2531549794483077	1.1392311595515148	1.7876536873698348	1.3609612515408473	2.0646919540100357	1.1913955307584656	0.6257228881963887	1.0257378268570825
TL1a_FP_284	3.74696572112522	0.8366642097957088	1.0441924316011255	3.799362797695367	1.0095398548285948	3.0821960947853784	2.6658250018618426	1.5432724086506533	1.1139765180392371	2.4245860520384954	3.1451777519520907	2.118308912745908	1.9577666497767228	2.8940289541508637	2.892722763774952	2.497730773001835	1.4954338075572913	2.9606462814172145	2.5813068103703625	1.1001333159582496	0.0	2.16277665816223	2.2199359925561106	0.9271202761981688	1.180208199096215	2.394546675163454	1.567680178992858	2.436021707459831	2.1676264553493327	1.982685895185396	1.1339649938585505	1.1140305201953629	1.221867829917012	2.5178757635039943	1.1349162260447725	0.8091941853902481	2.497874331900559	1.9891395260083315	2.0064964450903346	2.3029945095051896	1.5727520673791495	0.741703129473783	0.798204382807282	1.9537839838654727	0.5291508454231387	1.4968713027379867	0.7182532245054914	1.3343252296924866	0.7189429702970845	0.830978321125202	0.8165808496064078
TL1a_FP_267	3.422017315935261	1.7905049299721976	2.181406959503321	3.5015359696933244	3.018989374769054	1.0201262516010905	0.6380142087268261	0.8871503407038908	1.9701312701419271	2.1029671140166246	2.980181521973662	0.3947504235377688	1.8298146318721193	0.9524925663424836	0.7302568130169392	2.571971755920242	2.1255496312458657	0.8107381311608095	0.461883475139529	1.9325327571430764	2.16277665816223	0.0	2.4540454815453745	1.6733962293309612	2.4125989478748804	0.28326305032215054	0.9399179070982967	2.221626831460278	1.2022245418144724	0.8701628639111598	1.2403271721403295	1.579045016011895	2.5300204584450334	1.237449706937506	1.809607689252916	1.9631305846426603	0.7287668968945274	0.9008534935109741	0.806439886437351	0.2352950048916968	1.4863338143109437	2.416686440724468	2.0030835747075932	2.371786496870634	2.0066056188408004	2.1752492954680633	2.4236803313965023	2.5882794699234597	2.5572814948972664	1.7590687535412992	1.9711229431636481
TL1a_FP_269	1.6675658875783819	2.624955015012938	2.933529682738011	2.3297859251148534	2.3013651840464076	3.3540729413373516	3.0349996739927936	1.6586386405371538	2.991959624725763	0.6079593006753113	1.1887155651794163	2.1315500521151107	0.6714808576380631	3.311570623954564	2.9330292166775584	0.8094514205372166	1.1254034028308049	2.897573587191165	2.5809638611647454	2.929388309714704	2.2199359925561106	2.4540454815453745	0.0	1.502995197856165	3.18361369571374	2.4706393010366416	2.1186981081071	0.6552590186635282	1.3545137648102668	1.9700430985755837	1.7626857691074715	1.7231229291230241	1.3526694509326584	1.6151003832945103	2.7956904877442774	2.6138096363925785	3.1585406554200435	1.9418678362292783	1.8060679401659632	2.642190640900998	3.006693917435662	2.855803045901216	1.9663793418626252	1.4404869399894027	1.9086991172963035	1.584074326426737	2.0146349959773113	1.3694232736234393	2.3737634255008033	2.3338246971612953	2.0416469262297228
TL1a_FP_288	2.897041187850166	1.1250994965698444	1.441532664540322	2.94640081412439	1.4318757304203769	2.6247451144825864	2.224318146288449	0.9055313270748417	1.490858048720333	1.6276720222326972	2.2962532943160294	1.550513492426594	1.2093596241529954	2.469495512172546	2.364911867330907	1.6610680743620265	0.7167337489417749	2.4192692971995418	1.9964901046411792	1.4270311333653678	0.9271202761981688	1.6733962293309612	1.502995197856165	0.0	1.6994191165016919	1.8577300434094215	0.985681610459437	1.5639554379037548	1.3751509981617398	1.5212758333709804	0.4701574888828192	0.38914797004652113	0.8798320991936839	1.7554727267858903	1.3010752528444207	1.1171795975358854	2.189845522702156	1.520621045055235	1.4195444049706538	1.8255468496583043	1.584493958508463	1.428457947913056	0.58523771655119	1.197929731840731	0.5244228620056588	0.8270038785085059	0.8575826037907033	0.9507966192245141	1.1290884417347815	0.8386309623640246	0.6343696000500277
TL1a_FP_87	4.5083692745582296	0.6791592136996993	0.2878273586524087	4.234474988079711	1.683114982944041	3.050877008136403	2.678901825437587	2.1679646606274705	0.4578788505721329	3.3155738421888477	3.8874293583567123	2.5569918862037198	2.881512087681647	2.791389773400384	3.061653634827786	3.2407081755712226	2.2146226234426396	3.1926993561640646	2.8058645797218573	0.4824451319192141	1.180208199096215	2.4125989478748804	3.18361369571374	1.6994191165016919	0.0	2.6931689910644434	1.7559972249289522	3.2200868224632995	2.8579174281976485	2.62959509319548	1.6502866917908314	1.5887966022061173	2.103457244004563	3.175074407844791	0.6442052874005249	0.5932662037793123	2.4270646634876862	2.650355929727604	2.6387618738460343	2.445325038609089	1.0893892432104308	0.49309110653443516	1.264297687060555	2.4417663784167623	1.2914673560140943	1.9632977203055175	1.3714407708359762	2.150821051808067	1.0938046733248734	0.9125363354187565	1.193202410540551
TL1a_FP_196	3.3505558209487574	2.0644657259439017	2.459440210692713	3.4895996985504625	3.234504728921384	0.9520441660665254	0.6519681329025836	1.0116807377531516	2.2518602754548502	2.0605553515755	2.9500685073413093	0.37451136048739325	1.8383231102842603	0.9671674992995956	0.5404543455197082	2.5954216891478303	2.2570831277955468	0.5715147301485786	0.29374886350778984	2.2138878852393793	2.394546675163454	0.28326305032215054	2.4706393010366416	1.8577300434094215	2.6931689910644434	0.0	1.1656340116379298	2.21216324073797	1.1511406701063196	0.8603266753429308	1.447653097124485	1.7812103634225154	2.6888931791727244	1.097885087522817	2.088667713669739	2.233760693784619	0.851016226934547	0.8860694151161069	0.7811423215298213	0.37483193715259966	1.765807121398038	2.6850199736507987	2.2292969220674785	2.4922202954675203	2.2291256068870986	2.34085602656403	2.643543325746522	2.7454830599292985	2.797990532727211	2.018492486268622	2.2036260571309874
TL1a_FP_131	3.1689212211507516	1.1456231166860633	1.4818770398084358	3.025360564098817	2.270726925541323	1.7219526559678686	1.3366299717913919	0.7775383211456524	1.388852414003533	1.9730087652084414	2.6202655501814736	1.0235929406921584	1.6486932731984019	1.5348002684455022	1.5696676677453523	2.0883243445941058	1.4086689555711072	1.6788414676783137	1.2166753323477948	1.3174648285223183	1.567680178992858	0.9399179070982967	2.1186981081071	0.985681610459437	1.7559972249289522	1.1656340116379298	0.0	1.8942118352372521	1.287345139341876	1.3358544545039537	0.536222493942881	0.7360914756197778	1.8155523192588494	1.5503542893726416	1.1258761720293529	1.2386935652261468	1.329850388125972	1.35420061733681	1.1924559571349773	0.9961943722189746	1.0269602517290306	1.7490774959453204	1.159774326000525	1.5960577300527015	1.2596713980323018	1.322662396807814	1.6266778768192298	1.8456463645176016	1.7574976375576066	0.9651251580524157	1.117827811096654
TL1a_FP_270	1.3637218372252442	2.64071361715884	2.945817718834054	1.8341973009836008	2.5997689079569684	3.0049455735332935	2.7268628181594576	1.5727196692224121	2.9918620169639727	0.5629713464554646	0.8329493400410966	1.9299829529619739	0.8099795384889505	2.9710487288240612	2.6081900118963994	0.493933630407315	1.12642006892997	2.5831947591905235	2.252637583498175	2.9176775724255952	2.436021707459831	2.221626831460278	0.6552590186635282	1.5639554379037548	3.2200868224632995	2.21216324073797	1.8942118352372521	0.0	1.1195543048737795	1.9346353993073393	1.6895389042279167	1.6436670478649442	1.6185486145837213	1.3434774162633007	2.744872329173588	2.6353410642493227	2.910751036808173	1.9111929405385677	1.698610338439846	2.3723412588606836	2.8757408610476625	2.9771726717129257	2.0043178485768425	1.2229916178106324	2.0337134396160557	1.4824469381077883	2.180788071568639	1.5965525368135385	2.5270811916563085	2.319733413232829	2.060463182004162
