ID	RTSI
BioGeo.Lyz2.01B.FP207.S55	0.188417891679226
BioGeo.Lyz2.01B.FP211.S59	0.222554350208042
BioGeo.Lyz2.02B.FP219.S67	0.254927074620587
BioGeo.Lyz2.02B.FP223.S71	0.0706394938295449
BioGeo.Lyz2.03B.FP231.S79	0.161915180423582
BioGeo.Lyz2.03B.FP235.S83	0.152799060706644
BioGeo.Lyz2.04B.FP243.S92	0.0861852457823485
BioGeo.Lyz2.04B.FP247.S44	0.347271122638972
BioGeo.Lyz2.05B.FP255.S52	0.147243606786861
BioGeo.Lyz2.05B.FP259.S56	0.129842889303632
BioGeo.Lyz2.06B.FP267.S64	0.208344385482562
BioGeo.Lyz2.06B.FP271.S69	0.167374746012375
BioGeo.Lyz2.07B.FP279.S77	0.24166304396149
BioGeo.Lyz2.07B.FP283.S81	0.130257818711916
BioGeo.Lyz2.08B.FP291.S89	0.219638428128974
BioGeo.Lyz2.08B.FP295.S93	0.265790362729933
BioGeo.LYZFP303	0.174607963675698
BioGeo.LYZFP307	0.100966444091558
BioGeo.LYZFP315	0.0949839043311956
BioGeo.LYZFP319	0.0921005272028737
BioGeo.LYZFP327.Rep1_S105	0.0839370889813844
BioGeo.LYZFP339	0.0934106709760022
BioGeo.LYZFP351.Rep1_S106	0.256259008062185
BioGeo.LYZFP355	0.113103013657066
BioGeo.SLCFP001	0.340060310153945
BioGeo.SLCFP005.REP1_S24	0.119739607732038
BioGeo.SLCFP019a	0.346191265605306
BioGeo.SLCFP023.REP1_S26	0.0845614217439386
BioGeo.SLCFP071.REP1_S27	0.188539950152767
BioGeo.SLCFP077	0.138091754231736
BioGeo.SLCFP091.REP1_S29	0.209944858435764
BioGeo.SLCFP095	0.144365256984392
BioGeo.SLCFP109	0.427991796837305
BioGeo.SLCFP113	0.426176096330779
BioGeo.SLCFP127	0.362320448286064
BioGeo.SLCFP131.REP1_S33	0.135103100367922
BioGeo.Vil1.01B.FP07.Rep1_S107	0.293010320285375
BioGeo.Vil1.01B.FP11	0.0983900229074641
BioGeo.Vil1.02B.FP19	0.140197833345182
BioGeo.Vil1.02B.FP23	0.132640571284629
BioGeo.Vil1.03B.FP31	0.112670786201043
BioGeo.Vil1.03B.FP35.REP1_S38	0.133316398356887
BioGeo.Vil1.04B.FP43.Rep1_S88	0.218410600139758
BioGeo.Vil1.04B.FP47	0.137707567191181
BioGeo.Vil1.05B.FP55	0.157854544935448
BioGeo.Vil1.05B.FP59.REP1_S37	0.127435322515835
BioGeo.Vil1.06B.FP67	0.239701841385142
BioGeo.Vil1.06B.FP71	0.421219490633776
BioGeo.Vil1.07B.FP79	0.226617547536172
BioGeo.Vil1.07B.FP83	0.104015412641651
BioGeo.Vil1.08B.FP92.REP1_S41	0.211769903333408
BioGeo.Vil1.08B.FP94.REP1_S42	0.384714870803777
BioGeo.Vil1.09B.FP104	0.250881716642283
BioGeo.Vil1.09B.FP106	0.139791271953405
BioGeo.Vil1.10B.FP116.REP1_S44	0.230679131490198
BioGeo.Vil1.10B.FP118.REP1_S45	0.13934056080457
BioGeo.Vil1.13B.FP152	0.366490041441459
BioGeo.Vil1.13B.FP154.REP1_S47	0.438234606231872
BioGeo.Vil1.14B.FP164	0.255756643245097
BioGeo.Vil1.14B.FP166	0.166459195551887
