#OTU ID,TILC-IL22-DTT-982,TILC-IL22-DTT-1047,TILC-IL22-DTT-940,TILC-IL22-DTT-939,TILC-IL22-DTT-961,TILC-IL22-DTT-966,TILC-IL22-DTT-1004,TILC-IL22-DTT-937,TILC-IL22-DTT-1078,TILC-IL22-DTT-962,TILC-IL22-DTT-914,TILC-IL22-DTT-933,TILC-IL22-DTT-1083,TILC-IL22-DTT-1040,TILC-IL22-DTT-1081,TILC-IL22-DTT-932,TILC-IL22-DTT-1039,TILC-IL22-DTT-979,TILC-IL22-DTT-1014,TILC-IL22-DTT-964,TILC-IL22-DTT-918,TILC-IL22-DTT-1042,TILC-IL22-DTT-980,TILC-IL22-DTT-1080,TILC-IL22-DTT-1010,TILC-IL22-DTT-1046,TILC-IL22-DTT-1050,TILC-IL22-DTT-1006,TILC-IL22-DTT-983,TILC-IL22-DTT-1048,TILC-IL22-DTT-934,TILC-IL22-DTT-1044,TILC-IL22-DTT-1008,TILC-IL22-DTT-1045,TILC-IL22-DTT-1007,TILC-IL22-DTT-965,TILC-IL22-DTT-1082,TILC-IL22-DTT-1003,TILC-IL22-DTT-1077,TILC-IL22-DTT-1005,TILC-IL22-DTT-1009,TILC-IL22-DTT-917,TILC-IL22-DTT-1049,TILC-IL22-DTT-984,TILC-IL22-DTT-931,TILC-IL22-DTT-1085,TILC-IL22-DTT-935,TILC-IL22-DTT-981,TILC-IL22-DTT-1076,TILC-IL22-DTT-1079,TILC-IL22-DTT-1075,TILC-IL22-DTT-915,TILC-IL22-DTT-913,TILC-IL22-DTT-1043,TILC-IL22-DTT-1041,TILC-IL22-DTT-1012,TILC-IL22-DTT-938,TILC-IL22-DTT-936,TILC-IL22-DTT-1011,TILC-IL22-DTT-963,TILC-IL22-DTT-1084,TILC-IL22-DTT-1013
ee5ac8f66cb4de22dd0b821f7bbce7a4,0,0,0,0,0,0,5,7,0,0,0,0,0,4,0,11,0,19,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0
803b4ce3d94bbb3c4bcf92e61d140284,0,0,0,0,0,0,0,0,0,0,3,0,3,4,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,39,4,20,8,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,0,0
e5304eed38297eb82b3cd2a84a8652d9,0,22,0,2,25,0,66,60,0,15,17,4,10,157,37,156,29,668,0,0,0,0,87,4,50,135,0,0,0,0,0,0,0,26,0,0,42,61,133,157,10,0,0,37,267,0,0,4,460,0,225,0,0,0,13,0,51,0,3,0,0,0
08577b6aac2f5f6555ea43652073b45e,0,0,0,0,25,0,0,24,0,19,5,0,3,42,6,25,0,53,0,0,0,0,40,0,5,3,0,0,0,0,0,0,0,0,0,0,21,2,0,2,4,0,0,6,13,0,0,0,0,0,5,0,0,0,6,0,17,0,0,3,0,0
3215ddc073c6860993bbd4c1fbf91f1a,5,4,12,35,0,0,215,237,0,0,113,169,280,507,121,708,77,327,3,0,0,0,374,0,355,198,15,0,0,14,63,2,0,32,8,0,1276,482,2,156,149,0,3,12,358,0,0,13,6,0,57,19,17,0,86,19,410,11,30,0,14,8
45f328a8d6ffb51d257e870777a296f2,0,0,0,0,0,0,16,11,0,0,11,2,6,11,20,33,0,13,0,0,0,0,10,0,10,8,0,0,0,0,0,0,0,5,0,0,19,10,0,5,8,0,0,2,64,0,3,0,5,0,0,4,3,0,0,0,14,5,0,0,0,0
ba40cdfb97fbc88245f81b360e20416b,0,0,0,0,3,0,9,0,0,2,0,0,0,7,8,8,0,36,0,0,0,0,6,0,5,6,0,0,0,0,0,0,0,0,0,0,16,0,8,2,5,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
b1b3c3843166a75810e96966b01becd9,0,0,0,0,7,0,0,4,0,0,4,0,0,19,0,4,0,3,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,14,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,0
516f99f6dbcb20a7bc67fda26b5c9d15,0,0,0,0,0,0,0,0,0,0,4,0,0,44,2,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,7,0,7,0,0,0,0,18,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
447701b714266e5d6b877cf8f709fd6a,0,0,0,0,0,0,66,33,0,0,52,0,2,42,6,0,0,2,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,0,3,0,18,125,2,107,0,0,0,5,0,0,0,0,9,0,10,0,24,0,0,0,34,0,2,0,0,0
d0d140a79ff49697c839fafe95588bad,0,0,0,0,5,0,25,29,0,2,13,3,5,21,30,21,2,284,0,0,0,0,21,0,11,5,0,0,0,0,0,2,0,3,0,0,25,55,19,26,24,0,0,4,80,0,0,0,47,0,35,0,0,0,3,0,23,0,0,0,2,0
f5be5edc20e42f416208fb2566f22a33,0,0,0,0,7,0,4,8,0,16,0,0,0,13,5,56,6,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,20,0,0,0,12,0,0,0,0,0,0,0,0,5,0,3,0,0
644bf633912f48d076e9b35b1da36cec,3,0,0,2,24,0,5,5,0,18,63,8,6,17,0,54,8,95,0,0,0,0,13,0,3,11,3,2,3,3,5,2,3,2,0,0,11,20,0,18,8,0,5,24,84,0,0,3,0,0,0,8,13,0,2,0,11,11,3,4,0,5
0047d48fbaf4753f25019037ff802349,24,0,12,5,6,0,17,167,4,0,0,6,21,34,100,46,61,35,0,0,0,0,46,0,44,0,35,2,9,7,25,3,0,8,2,0,46,6,3,5,45,0,24,174,84,44,20,0,7,3,42,0,0,2,2,17,75,114,15,0,30,6
e98078504ed37e87ac417c1e685f3c4a,0,0,0,0,0,0,0,11,0,0,0,0,0,15,2,2,6,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,3,7,2,8,0,0,0,9,0,0,0,9,0,5,0,0,0,0,0,20,0,0,0,0,0
ec7c09bf29a7deb4bce8ab24261b750d,0,0,2,3,0,0,0,36,0,1,9,15,0,0,0,82,3,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,39,0,0,0,18,0,0,0,0,0,12,1,0,0,0,0,70,0,22,0,0,0
1b8aac6bd97ef49e6481be0850595977,0,0,0,2,11,0,0,49,0,15,31,4,7,75,3,73,83,0,0,0,0,0,8,0,136,5,0,0,0,0,3,0,0,10,0,0,11,2,3,3,79,0,0,0,61,0,2,0,7,0,8,7,6,0,2,2,43,4,48,4,0,2
48101aa1870b7af74b10fbac5d337965,0,6,0,0,11,0,11,0,0,22,1,0,0,0,0,15,8,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,2,0,0,0,4,0,7,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3
fd08a3ac31bb1caa4acf11da98288df9,0,0,0,0,7,0,6,7,0,6,0,0,3,12,6,13,6,45,0,0,0,0,2,0,21,6,0,0,0,0,0,0,0,0,0,0,11,9,19,10,5,0,0,0,34,0,0,0,34,0,18,0,0,0,0,0,5,0,5,0,0,0
fe3925c5136b55d2b3c3f6fd68921f42,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,4,90,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,10,25,0,0,0,4,0,4,0,2,0,0,0,1,0,0,0,0,0
b1b66f4d6fd543f229a54d32a2c3a7ce,0,0,0,0,8,0,2,5,0,3,0,0,2,0,6,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,3,9,0,3,0,0,0,9,0,0,0,75,0,20,0,0,0,0,0,8,0,3,0,0,0
5651a0ba5e273d0f1cafbcf18797e543,0,0,0,0,0,0,7,2,0,0,0,0,0,2,3,12,0,14,0,0,0,0,6,0,9,2,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0
783cc1affc7f626a1c010dacb06cf589,0,0,0,0,2,0,12,6,0,3,13,0,0,37,5,13,0,81,0,0,0,0,20,0,9,8,0,0,0,0,0,0,0,4,0,0,4,6,0,11,3,0,0,0,39,0,0,0,17,0,11,0,0,0,3,0,10,0,3,0,0,0
e9a18870663c8cd52796833218b9f1ce,0,0,0,0,13,0,9,18,0,8,20,6,6,37,10,58,0,47,0,0,0,0,35,0,71,11,0,0,0,2,0,0,0,5,0,0,33,68,29,32,22,0,0,0,69,0,0,0,99,0,45,3,18,0,0,0,9,0,20,2,0,0
cfd938d99528354564a0772e275687e8,3,0,2,0,0,0,8,95,0,0,0,0,5,0,6,154,0,61,0,0,0,0,316,0,40,0,0,0,0,0,0,0,0,0,0,0,71,45,0,17,21,0,0,0,32,0,0,7,3,0,15,0,0,0,0,0,97,0,4,0,0,3
493fb2da1433f1cee97a468088c6e4e2,0,0,0,2,0,0,0,6,0,0,0,9,8,0,8,25,19,56,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0,0,36,0,0,4,0,0,5,0,0,0,0,0,3,3,10,0,0,0
212e3340b0fb036db0d85f300e95c3fa,0,0,0,0,5,0,9,11,0,0,0,0,4,19,22,20,0,53,0,0,0,0,17,0,5,14,0,0,0,0,0,0,0,2,0,0,17,15,17,12,16,0,0,0,14,0,0,0,73,0,30,0,0,0,0,0,14,2,3,0,3,0
20f0e63024e2fff3ebe647aea74e04ed,0,0,0,2,0,0,0,8,0,0,18,0,0,2,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,10,0,0,0,0,0
24d5108f3df1de5451fb7dc6564a6758,0,0,0,0,8,0,0,0,0,3,0,3,0,14,0,5,0,47,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
03aed0890ce95b1c85b351723a23be0c,0,0,2,0,1,0,33,16,2,0,6,0,1,37,28,12,17,10,0,0,0,0,7,0,11,11,0,0,0,0,0,0,0,5,0,0,3,48,16,34,8,0,0,0,19,0,0,0,96,0,30,0,3,0,0,0,19,0,0,0,2,0
ca29df9d0e581996472c5835846e6f03,0,0,0,0,2,0,0,10,0,6,0,0,4,0,1,3,0,8,0,0,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
109d8be93136956ca2520f3ee1ed4fa9,0,0,0,0,0,0,4,7,0,1,2,0,4,28,0,10,0,40,0,0,0,0,17,0,9,4,0,0,0,0,0,0,0,4,0,0,18,27,73,7,2,0,0,1,18,0,0,2,90,0,20,1,0,0,0,0,9,0,0,0,0,0
6efe0dd1c119ab8d252eaabef1e6cccc,0,0,0,0,9,0,11,0,0,4,3,2,0,10,0,10,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,4,0,4,5,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
74414ac2f18b8d8c72d3888a5b71395d,0,2,0,0,4,0,7,3,0,6,7,2,9,32,20,57,0,20,0,0,0,0,18,0,2,6,0,0,0,0,0,0,0,2,0,0,30,25,26,18,6,0,0,0,96,0,0,0,146,0,51,3,0,0,0,0,7,0,2,0,0,0
b518f3b1f92a902d5ab155a443394569,0,0,0,0,0,0,8,1,0,0,12,0,19,34,81,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,93,35,6,4,3,0,0,0,0,0,0,0,3,0,0,7,8,0,0,0,0,3,0,0,2,0
6e5e10e782928ba2d0ce1cd3f2bce7cb,0,0,0,0,1,0,0,0,0,11,19,0,0,43,1,0,4,26,0,0,0,0,2,0,5,19,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,33,0,0,0,4,0,0,0,0,0,0,0,0,0
80639b6b24bd74c21f2dcac2ce9c3b5c,19,0,0,0,6,0,0,13,6,18,58,5,0,0,45,105,7,183,0,0,0,0,70,11,22,8,15,0,8,4,8,0,0,2,0,0,3,0,35,0,49,0,4,321,120,0,6,5,101,4,73,6,2,0,0,3,0,98,17,10,10,8
d906b7b3eb331b425ec1f5acde40e661,0,0,0,0,3,0,0,7,0,0,5,1,7,4,7,9,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,12,24,18,1,6,0,0,0,20,0,0,0,15,0,9,6,0,0,0,0,5,0,4,0,0,0
adc61945a7a169f9b0420e3fd8c958b9,0,3,0,0,16,0,0,5,0,16,36,0,4,56,17,15,6,13,0,0,0,0,18,0,24,36,0,0,0,2,0,0,0,6,0,0,21,2,6,0,12,0,2,0,41,0,0,0,14,0,11,0,0,0,5,0,21,3,4,0,0,0
849e376701c35cc435afcbe0d0da4132,0,0,0,0,8,0,9,0,0,24,20,5,3,0,0,0,7,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,41,1,18,0,0,0,0,0,0,0,0,40,0,5,0,0,0,0,0,0,4,0,0,0,0
77a77eae86afdce64d710bd6818fef78,0,0,0,0,9,0,13,13,0,6,3,0,4,9,13,10,0,18,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,3,0,0,7,5,3,6,7,0,0,3,12,0,0,0,9,0,17,0,8,0,0,0,7,0,2,0,0,0
2e90ae074668d97f1ac2cbbc9b564ad9,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,29,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,3,10,6,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4c88ac342a1556e05dd786f47099f724,0,0,0,0,0,0,0,5,0,0,43,1,16,0,145,67,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,49,0,0,0,0,0,0,11,55,0,0,0,0,0,0,0,3,0
8ca4a3bc02a3e882f405bb4ef7fd2986,0,0,0,0,2,0,3,12,0,0,6,0,0,3,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1bccfb50ee07506a44537f2449581631,0,0,0,0,3,0,4,0,0,2,7,0,4,45,12,32,14,62,0,0,0,0,8,0,15,5,2,0,0,0,0,0,0,5,0,0,14,11,6,6,11,0,0,0,72,0,0,0,24,0,19,0,13,0,2,0,3,0,4,0,0,0
1d2d94585a3233a3640f395e89e16519,0,0,0,0,20,0,0,11,0,7,13,15,6,87,14,98,13,45,2,0,0,0,19,0,41,23,0,0,0,0,5,0,0,9,0,0,14,0,0,0,39,0,0,0,116,0,5,3,0,0,27,0,9,0,4,0,0,17,11,9,0,6
e6c4fd72cbf685d1028351f9b5d55188,2,2,0,2,16,0,10,13,0,18,51,31,4,58,24,84,0,35,0,0,0,0,54,0,16,24,2,2,0,3,3,0,0,4,0,0,26,21,33,12,5,0,0,10,103,0,0,0,81,0,13,2,0,0,3,0,13,19,2,4,2,0
95baeadbc98c4162ec7e6ff45e2b1367,3,4,0,0,0,0,4,13,0,0,34,0,3,303,7,3,10,217,0,0,0,0,304,0,28,58,0,0,0,0,0,0,0,19,0,0,22,6,28,2,27,0,0,0,7,0,0,4,46,0,28,2,9,0,25,0,16,9,6,0,0,0
6b1818db12dcbf2c901b13a857d27a81,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,12,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0
fb08afe65a099ec28a78c9d8155b16e4,0,0,0,3,0,0,6,7,0,0,5,3,23,82,4,4,6,13,0,0,0,0,2,0,90,0,0,0,0,0,0,0,0,0,0,0,32,42,89,22,23,0,0,0,12,0,0,0,115,0,14,2,0,0,8,0,26,0,40,2,0,0
5529019fa13618a2f155e7c62dc4afac,2,0,0,2,8,0,8,8,0,7,4,3,9,5,6,19,0,29,0,0,0,0,10,0,4,2,0,0,0,0,2,0,0,0,0,0,38,11,14,0,3,0,0,9,23,0,0,2,25,0,9,0,2,0,0,2,28,13,3,3,2,0
9bfc9ecb4864e67cd7d432a627d7fe11,0,0,0,0,0,0,18,8,0,0,1,4,0,2,15,32,22,48,0,0,0,0,5,0,12,3,0,0,0,0,0,0,0,3,0,0,6,22,15,17,23,0,0,0,82,0,0,0,36,0,31,0,0,0,0,0,4,0,3,0,3,0
fb47416fcbf479bc07bc0bdb67f44143,0,0,0,0,4,0,3,0,0,7,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
43af1ce72798fa9f1da90f38b3464769,0,0,0,0,17,0,0,9,0,22,5,0,5,3,19,0,109,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0
c76ddc79ae7ee6143b3220e0858857e8,0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,17,0,44,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,8,0,5,0,0,0,0,0,16,0,0,0,0,0
c19cc5e644337749f878921a0f53cfd4,0,0,0,0,0,0,19,0,0,2,0,1,5,35,1,11,13,24,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,1,0,0,6,271,0,33,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0
40de97b38839e2db1aaedde6f2e7466a,2,2,0,3,0,0,2,69,0,0,8,5,0,12,4,69,2,6,0,0,0,0,8,0,28,13,0,0,0,0,0,0,0,5,0,0,5,0,2,0,22,0,0,6,46,0,0,0,7,0,0,4,6,0,0,0,55,2,9,0,0,0
aeb091a4d196e216c7ed9c8cc29f36a8,0,4,0,0,23,0,2,41,0,42,15,22,8,205,30,760,75,89,2,0,0,0,24,0,127,90,2,0,0,0,5,0,0,10,0,0,59,5,30,4,49,0,0,0,625,0,3,0,133,0,67,0,0,0,17,0,19,32,15,10,0,0
d26f9b60600b724fa0c20c1caf177994,0,0,0,0,0,0,7,9,0,0,0,2,0,5,3,38,0,3,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,3,9,10,4,3,0,0,0,31,0,2,0,13,0,11,0,0,0,0,0,5,0,0,0,0,0
e4e67679ec23d04b17d3cfedec0ec18b,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3c660e473c631924931b5a0962eb7105,0,0,0,7,0,0,54,62,0,0,20,42,79,92,39,193,27,87,4,0,0,2,89,2,72,51,1,0,0,5,5,0,0,22,0,0,281,103,0,45,30,0,0,0,124,0,0,5,3,0,4,3,7,0,14,11,89,6,7,0,6,1
594d41d9ad377df182cb4840335c355f,0,0,0,0,3,0,10,11,0,0,2,0,0,12,2,3,0,44,0,0,0,0,5,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,12,0,0,0,11,0,0,0,0,0,1,0,12,0,0,0,0,3
a6141ae1de266551c0a07a2a4eb23472,0,0,0,0,3,0,11,7,0,0,6,0,0,8,11,22,0,18,0,0,0,0,6,0,3,5,0,0,0,0,0,0,0,3,0,0,2,21,0,4,15,0,0,2,46,0,0,0,7,0,15,0,0,0,0,2,12,3,3,0,0,4
59e4227ba9553d0fd17b865bcbf5f374,0,0,0,0,8,0,0,150,0,20,0,8,4,0,5,143,0,4,0,0,0,0,25,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0
deabd240d700cdaf95e3185422a1573a,0,0,0,0,0,0,5,9,0,0,3,7,4,20,15,69,2,21,0,0,0,0,8,0,26,5,2,0,0,0,0,0,0,0,0,0,20,14,25,9,5,0,0,2,143,0,0,0,49,0,13,0,2,0,0,0,13,0,5,0,0,0
7d2cab9e0d79eee5d789042717652258,0,0,0,0,0,0,3,7,0,3,3,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0
e30d545a319734a723dcb68fd978aa17,0,0,0,0,0,0,7,15,0,2,14,0,0,32,4,6,0,8,0,0,0,0,4,0,24,4,0,0,0,0,0,0,0,0,0,0,4,27,0,18,12,0,0,0,16,0,0,0,30,0,19,0,6,0,0,0,7,0,4,0,0,0
3039d77adad79495aad656660f2a23b3,0,0,0,0,0,0,14,7,0,0,0,0,0,16,16,17,0,11,0,0,0,0,5,0,2,3,2,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,30,0,0,2,31,0,37,0,2,0,0,0,5,0,0,0,0,0
a8da40b1abaf03f401ae36a2f6a2e99d,0,0,0,0,2,0,4,2,0,0,5,2,0,0,3,10,6,36,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,21,4,26,0,0,0,20,0,0,0,35,0,1,2,4,0,0,0,0,0,3,0,0,0
94aba559ef36c450a70594da9d60e231,0,0,0,0,0,0,0,0,0,0,11,0,3,0,3,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
4d467d10ace731655a8a078791199934,0,0,0,0,4,0,12,37,0,9,5,0,8,21,18,33,0,23,0,0,0,0,5,0,9,4,0,0,0,0,0,0,0,0,0,0,29,9,2,5,7,0,0,0,105,0,0,0,9,0,0,0,0,0,0,0,13,0,3,0,0,0
ed7a0c3ee7374845d2a507b555a37c11,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,0,12,0,0,0,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,10,0,0,0,4,0,16,0,0,0,0,0,5,0,0,3,0,0
f006e109404199047078f5593f892e4c,0,0,0,0,0,0,3,1,0,0,0,0,2,15,2,7,0,9,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,2,12,5,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0
8f43a1ec98b3a2d26e7041d2fa163833,0,12,0,0,13,0,4,18,0,28,60,3,2,326,11,28,8,202,0,0,0,0,93,2,99,433,2,0,0,3,0,0,0,13,0,0,5,0,63,2,14,0,0,2,49,0,0,0,69,0,22,3,16,0,12,0,25,2,12,3,2,0
b7da97a80515d23327f312240d08da00,0,0,0,0,4,0,4,7,0,0,2,4,2,4,24,9,6,3,0,0,0,0,21,0,13,2,0,0,0,0,0,0,0,2,2,0,15,6,4,5,14,0,0,3,3,0,0,0,2,0,11,0,0,0,0,0,15,4,6,0,2,0
f950171df010c63a734b9818e7e3882f,0,0,0,0,3,0,3,7,0,0,0,0,2,3,7,20,0,4,0,0,0,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,10,12,6,5,0,0,0,0,16,0,0,0,17,0,5,0,0,0,0,0,10,2,0,0,2,0
cd453c6d8ea3bd1ce70a8621264b9ad2,0,2,0,0,14,0,8,16,0,18,0,2,2,7,4,15,8,47,0,0,0,0,5,0,2,10,18,0,0,11,0,0,0,6,0,0,5,9,1,5,2,0,3,1,49,0,0,0,2,0,12,0,0,0,0,0,4,2,0,0,0,0
76dd8df948dd121ca654d7a54c649273,0,0,0,2,17,0,5,15,0,26,6,0,0,0,9,11,14,14,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,10,1,0,0,0,8,14,0,0,0,49,0,4,0,0,0,0,0,29,0,0,2,0,0
1f7204bcdf17cd2b2fb0023b29f782ce,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,0,0,0,0,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,0,0
3f5d350d3445a0c4018fb2a432bb935a,0,0,0,0,12,0,19,0,0,3,6,5,27,72,18,42,0,31,0,0,0,0,23,0,12,0,0,0,0,0,0,0,0,0,0,0,119,158,105,27,2,0,0,4,59,0,0,0,180,0,21,4,0,0,6,2,0,0,0,0,0,0
74eae83073aa4e2f5ba8279fb468a064,0,2,0,0,0,0,5,25,0,0,8,3,4,1,23,73,6,27,0,0,0,0,1,0,30,10,0,0,0,0,0,3,0,0,0,0,19,21,9,7,15,0,0,2,142,0,0,0,48,0,23,0,19,0,0,0,13,0,7,0,0,0
97093ef968c9b7022556102e62b5a0ca,0,2,0,0,2,0,0,2,0,7,5,2,3,7,11,65,8,120,0,0,0,0,44,0,12,0,0,0,0,0,0,0,0,0,0,0,7,7,14,3,4,0,0,4,98,0,0,0,55,0,18,0,3,0,0,0,0,2,0,0,0,0
4e51dc9ff9dca8f1f1fd6ae3784e6c84,12,2,1357,64244,47001,64,31,3631,0,43545,37045,66838,34595,10739,1802,23980,15974,12989,13,258,2,4,22346,5,4231,2,6,0,16,0,11695,3,0,95,0,8,7737,2,15527,0,21168,7,2,66,7162,4,36,63413,10048,4,519,57068,38192,3,44664,696,21311,509,34742,57631,49,45
bfe54af4c9180d37a0d76f6dafe79a5a,0,0,0,0,3,0,0,3,2,0,2,9,9,0,38,21,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,3,0,0,0,26,38,0,6,2,0,28,0,0,2,0,0,0,9,0,0,274,0
0cffbd6b7c3cca9ffca3062572fa22da,3,0,0,0,8,0,7,13,0,4,8,0,3,9,27,17,17,44,0,0,0,0,6,3,15,4,0,0,0,0,0,0,0,2,0,0,11,9,50,12,39,0,0,0,53,0,0,0,144,0,97,0,0,0,0,0,12,0,1,0,4,0
d293350110fd6ea524cd7d9628e211e8,3,4,0,0,18,0,112,18,0,38,3,10,44,0,145,208,69,10,0,0,0,0,63,0,0,61,6,4,0,10,0,0,0,9,3,0,209,160,0,92,7,0,2,17,207,0,0,0,18,0,7,0,0,0,0,0,23,14,0,2,14,0
db7202347d5fa58c95c89fab435c3573,23,5,2,1,161,0,496,298,14,79,59,11,0,57,5,126,63,166,15,1,4,13,66,32,62,14,252,24,25,84,11,19,158,88,47,13,0,143,38,109,22,15,270,327,333,71,123,0,33,32,256,7,54,21,0,33,54,1361,16,9,0,27
9ca44a977b3775a1f8ffab69c6c94ca4,0,2,2,7,0,0,64,27,0,0,21,53,53,110,31,144,40,121,0,0,0,0,105,0,80,32,5,0,0,2,19,0,0,9,1,0,311,95,0,49,33,0,0,3,120,0,0,1,3,0,17,5,3,0,14,0,92,3,11,0,4,2
78d4a7090953f5b54ddaa1bce83e6f5b,0,0,0,0,15,0,56,73,0,9,0,2,0,15,13,42,18,19,0,0,0,0,18,0,90,18,0,0,0,2,0,0,0,8,0,0,15,30,17,56,50,0,0,0,39,0,0,0,82,0,54,0,0,0,0,0,64,0,11,0,0,0
