#OTU ID,TILC-DTT-590,TILC-DTT-425,TILC-DTT-554,TILC-DTT-296,IL17-DTT-201,IL17-DTT-54,IL17-DTT-28,TILC-DTT-446,TILC-DTT-23,TILC-DTT-506,IL17-DTT-188,TILC-DTT-24,TILC-DTT-394,TILC-DTT-396,TILC-DTT-476,TILC-DTT-558,TILC-DTT-616,IL17-DTT-218,IL17-DTT-85,IL17-DTT-52,IL17-DTT-132,TILC-DTT-647,TILC-DTT-300,TILC-DTT-353,TILC-DTT-556,TILC-DTT-265,TILC-DTT-421,IL17-DTT-104,IL17-DTT-90,TILC-DTT-646,IL17-DTT-143,TILC-DTT-379,TILC-DTT-510,TILC-DTT-352,TILC-DTT-422,TILC-DTT-395,TILC-DTT-571,TILC-DTT-648,IL17-DTT-26,TILC-DTT-618,TILC-DTT-266,IL17-DTT-142,TILC-DTT-603,TILC-DTT-392,IL17-DTT-27,TILC-DTT-449,IL17-DTT-144,IL17-DTT-219,TILC-DTT-381,TILC-DTT-478,TILC-DTT-645,IL17-DTT-29,TILC-DTT-480,TILC-DTT-572,IL17-DTT-129,TILC-DTT-270,TILC-DTT-594,IL17-DTT-199,IL17-DTT-202,TILC-DTT-555,IL17-DTT-200,TILC-DTT-269,TILC-DTT-617,TILC-DTT-424,TILC-DTT-19,IL17-DTT-116,TILC-DTT-268,TILC-DTT-508,IL17-DTT-25,IL17-DTT-203,TILC-DTT-475,TILC-DTT-614,TILC-DTT-576,TILC-DTT-479,TILC-DTT-393,TILC-DTT-602,IL17-DTT-130,IL17-DTT-86,IL17-DTT-141,TILC-DTT-553,TILC-DTT-615,IL17-DTT-53,TILC-DTT-613,TILC-DTT-644,TILC-DTT-448,IL17-DTT-117,TILC-DTT-391,TILC-DTT-295,IL17-DTT-115,TILC-DTT-557,IL17-DTT-89,TILC-DTT-450,TILC-DTT-505,TILC-DTT-426,TILC-DTT-20,IL17-DTT-220,IL17-DTT-105,IL17-DTT-222,IL17-DTT-221,IL17-DTT-49,IL17-DTT-51,TILC-DTT-589,TILC-DTT-592,IL17-DTT-131,IL17-DTT-139,TILC-DTT-354,TILC-DTT-575,TILC-DTT-445,TILC-DTT-350,TILC-DTT-351,TILC-DTT-267,IL17-DTT-88,TILC-DTT-21,IL17-DTT-189,TILC-DTT-509,TILC-DTT-605,TILC-DTT-384,TILC-DTT-297,TILC-DTT-591,IL17-DTT-87,IL17-DTT-120,TILC-DTT-606,IL17-DTT-140,TILC-DTT-380,TILC-DTT-593,TILC-DTT-423,TILC-DTT-22,TILC-DTT-574,TILC-DTT-573,TILC-DTT-382,TILC-DTT-383,IL17-DTT-119,IL17-DTT-30,TILC-DTT-349,TILC-DTT-299,TILC-DTT-643,TILC-DTT-601,IL17-DTT-128,TILC-DTT-477,IL17-DTT-217,IL17-DTT-127,IL17-DTT-118,TILC-DTT-507,IL17-DTT-50,TILC-DTT-298,IL17-DTT-106,IL17-DTT-103
fb45ccd3200a91ad7802de1f3f42a0aa,118.0,0.0,11.0,72.0,37.0,0.0,0.0,5.0,0.0,8.0,153.0,0.0,0.0,0.0,291.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,680.0,26.0,247.0,0.0,0.0,40.0,2.0,0.0,432.0,0.0,12.0,0.0,2.0,2.0,428.0,0.0,0.0,129.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,0.0,32.0,0.0,0.0,17.0,12.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,71.0,0.0,0.0,105.0,27.0,24.0,0.0,0.0,0.0,21.0,0.0,2.0,6.0,17.0,0.0,0.0,23.0,0.0,2.0,0.0,14.0,0.0,22.0,6.0,0.0,32.0,42.0,181.0,0.0,0.0,9.0,0.0,0.0,0.0,76.0,55.0,7.0,0.0,0.0,233.0,0.0,0.0,0.0,8.0,246.0,65.0,0.0,0.0,11.0,25.0,0.0,47.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,84.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0
cdeef7f2d7f8fdaab841de3024c01879,51.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,65.0,0.0,19.0,93.0,0.0,0.0,59.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,174.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8aad6681e2c231299c93cee9ca1bbf2a,693.0,0.0,55.0,257.0,212.0,0.0,0.0,395.0,0.0,6.0,1137.0,0.0,8.0,0.0,45.0,20.0,0.0,173.0,136.0,0.0,19.0,0.0,0.0,0.0,0.0,152.0,0.0,263.0,2195.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,30.0,0.0,531.0,0.0,319.0,2.0,42.0,629.0,258.0,0.0,0.0,279.0,562.0,0.0,72.0,0.0,0.0,87.0,8.0,8.0,2.0,286.0,0.0,47.0,593.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,25.0,0.0,36.0,115.0,0.0,0.0,386.0,87.0,473.0,851.0,82.0,69.0,88.0,0.0,19.0,132.0,3.0,358.0,19.0,56.0,46.0,0.0,135.0,0.0,32.0,0.0,2.0,3.0,212.0,0.0,0.0,17.0,77.0,819.0,0.0,18.0,203.0,0.0,0.0,0.0,340.0,201.0,51.0,17.0,0.0,614.0,0.0,0.0,0.0,45.0,677.0,639.0,95.0,0.0,101.0,1528.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,167.0,0.0,63.0,15.0,1428.0,16.0,2.0,2.0,0.0,3.0,83.0,0.0,0.0,12.0
541ec62b0f90585ad0169ee26ccab743,17.0,0.0,2.0,3.0,2.0,116.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,48.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,82.0,4.0,3.0,0.0,0.0,89.0,6.0,0.0,4.0,0.0,22.0,4.0,14.0,0.0,10.0,17.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,8.0,0.0,0.0,35.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,58.0,0.0,12.0,2.0,4.0,0.0,6.0,6.0,3.0,4.0,0.0,107.0,10.0,0.0,195.0,0.0,2.0,0.0,2.0,188.0,49.0,2.0,113.0,0.0,48.0,4.0,0.0,0.0,2.0,46.0,0.0,75.0,3.0,42.0,0.0,0.0,23.0,4.0,2.0,144.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,9.0,3.0,0.0,8.0,0.0,0.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,43.0,35.0,0.0,225.0,134.0,3.0,0.0,0.0,86.0,0.0,2.0,5.0,0.0,23.0,118.0
7729b9e4ec824872951f46d37fbacc96,54.0,0.0,10.0,11.0,21.0,0.0,0.0,9.0,0.0,4.0,42.0,0.0,0.0,0.0,104.0,0.0,0.0,62.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,22.0,28.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,0.0,0.0,76.0,3.0,38.0,0.0,37.0,22.0,54.0,0.0,0.0,35.0,3.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,83.0,19.0,0.0,0.0,24.0,28.0,77.0,39.0,64.0,0.0,14.0,0.0,10.0,13.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,16.0,0.0,0.0,9.0,17.0,37.0,0.0,0.0,16.0,0.0,0.0,0.0,63.0,41.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,62.0,31.0,0.0,0.0,32.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,52.0,42.0,139.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
374ba4929881c3823a4debec2407722b,104.0,0.0,15.0,90.0,380.0,0.0,0.0,0.0,0.0,38.0,35.0,0.0,0.0,0.0,44.0,0.0,0.0,133.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,99.0,0.0,13.0,0.0,0.0,7.0,4.0,0.0,146.0,0.0,45.0,2.0,52.0,0.0,20.0,0.0,159.0,64.0,23.0,0.0,0.0,64.0,6.0,0.0,45.0,0.0,0.0,149.0,0.0,0.0,6.0,402.0,13.0,0.0,638.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,46.0,100.0,0.0,0.0,42.0,123.0,0.0,31.0,65.0,3.0,53.0,0.0,111.0,59.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,38.0,8.0,14.0,0.0,2.0,0.0,0.0,3.0,21.0,73.0,0.0,0.0,19.0,0.0,0.0,0.0,38.0,34.0,5.0,0.0,4.0,18.0,0.0,0.0,0.0,11.0,74.0,28.0,0.0,0.0,35.0,10.0,0.0,35.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,52.0,0.0,71.0,98.0,0.0,18.0,4.0,0.0,0.0,16.0,39.0,0.0,0.0,0.0
ad97a825d385aa882d65c473bbce8e52,273.0,0.0,56.0,100.0,323.0,0.0,0.0,60.0,0.0,12.0,283.0,0.0,0.0,0.0,171.0,0.0,0.0,183.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,86.0,144.0,169.0,0.0,0.0,128.0,3.0,0.0,123.0,0.0,10.0,0.0,192.0,0.0,76.0,12.0,262.0,165.0,265.0,0.0,0.0,264.0,12.0,0.0,28.0,2.0,0.0,49.0,0.0,0.0,6.0,140.0,25.0,5.0,248.0,0.0,0.0,0.0,41.0,337.0,0.0,0.0,15.0,0.0,158.0,28.0,0.0,0.0,114.0,247.0,55.0,186.0,575.0,37.0,21.0,0.0,0.0,60.0,0.0,420.0,9.0,54.0,11.0,0.0,56.0,0.0,13.0,0.0,121.0,0.0,172.0,0.0,0.0,35.0,145.0,46.0,0.0,0.0,41.0,0.0,0.0,0.0,229.0,256.0,12.0,0.0,13.0,458.0,4.0,0.0,0.0,7.0,121.0,243.0,0.0,0.0,164.0,43.0,0.0,11.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,59.0,115.0,39.0,0.0,0.0,0.0,8.0,200.0,0.0,0.0,76.0
c9a8e268027bd5ba48b43b1f7dfaa39d,288.0,0.0,175.0,86.0,166.0,0.0,0.0,284.0,0.0,37.0,0.0,0.0,2.0,0.0,342.0,0.0,0.0,46.0,171.0,0.0,61.0,0.0,0.0,0.0,0.0,69.0,100.0,10.0,59.0,3.0,0.0,62.0,6.0,0.0,56.0,0.0,22.0,6.0,161.0,0.0,108.0,0.0,88.0,185.0,134.0,0.0,0.0,39.0,21.0,0.0,61.0,0.0,0.0,54.0,0.0,0.0,47.0,115.0,10.0,13.0,141.0,0.0,0.0,0.0,2.0,318.0,0.0,2.0,21.0,0.0,292.0,307.0,0.0,0.0,143.0,27.0,140.0,132.0,35.0,51.0,151.0,0.0,94.0,121.0,0.0,325.0,21.0,68.0,46.0,0.0,1.0,0.0,19.0,5.0,28.0,0.0,5.0,0.0,0.0,18.0,42.0,326.0,0.0,0.0,11.0,0.0,0.0,0.0,175.0,156.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,240.0,86.0,23.0,2.0,25.0,37.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,44.0,378.0,0.0,89.0,59.0,105.0,20.0,0.0,17.0,0.0,5.0,45.0,0.0,0.0,28.0
5b3a936420780cb578d24f7acf86fa00,400.0,2.0,411.0,318.0,347.0,0.0,0.0,581.0,0.0,251.0,1112.0,3.0,23.0,0.0,1088.0,38.0,2.0,312.0,64.0,0.0,0.0,0.0,0.0,0.0,4.0,674.0,336.0,177.0,638.0,13.0,165.0,1509.0,0.0,0.0,607.0,0.0,399.0,5.0,1361.0,9.0,941.0,0.0,0.0,1865.0,859.0,0.0,358.0,249.0,274.0,4.0,604.0,0.0,0.0,729.0,26.0,2.0,7.0,374.0,5.0,103.0,608.0,0.0,0.0,0.0,116.0,301.0,0.0,2.0,0.0,0.0,1145.0,487.0,0.0,0.0,1197.0,0.0,199.0,355.0,641.0,372.0,379.0,0.0,270.0,1067.0,8.0,216.0,105.0,118.0,8.0,0.0,375.0,0.0,160.0,6.0,281.0,0.0,249.0,0.0,0.0,41.0,150.0,603.0,0.0,0.0,197.0,0.0,0.0,21.0,1453.0,1073.0,83.0,0.0,56.0,1072.0,2.0,0.0,0.0,26.0,295.0,160.0,0.0,0.0,297.0,745.0,0.0,73.0,2.0,0.0,76.0,3.0,0.0,0.0,8.0,1221.0,0.0,545.0,0.0,462.0,223.0,3.0,48.0,0.0,109.0,213.0,0.0,0.0,31.0
9e0cb08c3ea0122a214002d0d97a1dce,65.0,0.0,47.0,21.0,17.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,0.0,0.0,83.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,28.0,19.0,0.0,0.0,84.0,4.0,0.0,27.0,0.0,4.0,0.0,41.0,0.0,37.0,0.0,65.0,24.0,94.0,0.0,0.0,13.0,14.0,0.0,85.0,0.0,0.0,6.0,0.0,0.0,5.0,11.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,65.0,33.0,0.0,0.0,31.0,27.0,74.0,20.0,36.0,46.0,49.0,0.0,62.0,54.0,0.0,36.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,10.0,50.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,26.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,101.0,19.0,0.0,0.0,32.0,13.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,0.0,49.0,84.0,34.0,23.0,3.0,6.0,0.0,0.0,29.0,0.0,0.0,12.0
73ecb2b42a2a27b594d1940b3b01355c,76.0,0.0,23.0,53.0,259.0,0.0,0.0,71.0,2.0,70.0,633.0,21.0,5.0,0.0,608.0,3.0,0.0,470.0,159.0,0.0,87.0,0.0,0.0,0.0,0.0,85.0,90.0,182.0,1102.0,9.0,0.0,256.0,4.0,0.0,508.0,0.0,20.0,3.0,381.0,6.0,124.0,0.0,204.0,551.0,174.0,0.0,0.0,173.0,8.0,0.0,456.0,0.0,0.0,50.0,10.0,2.0,0.0,204.0,3.0,3.0,258.0,0.0,0.0,0.0,136.0,471.0,0.0,2.0,42.0,57.0,521.0,301.0,0.0,0.0,288.0,239.0,135.0,305.0,332.0,30.0,119.0,0.0,36.0,641.0,0.0,367.0,11.0,0.0,30.0,2.0,92.0,0.0,111.0,2.0,222.0,3.0,97.0,5.0,5.0,63.0,111.0,187.0,0.0,27.0,62.0,0.0,0.0,0.0,542.0,284.0,6.0,0.0,6.0,221.0,0.0,3.0,0.0,7.0,99.0,148.0,3.0,0.0,116.0,205.0,0.0,28.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,521.0,0.0,330.0,97.0,322.0,63.0,7.0,93.0,13.0,19.0,134.0,0.0,0.0,44.0
eeeb3cdd6758ea03d0e6f38461b60830,27.0,0.0,23.0,8.0,17.0,0.0,0.0,61.0,0.0,6.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,130.0,0.0,0.0,49.0,0.0,7.0,5.0,258.0,0.0,10.0,0.0,0.0,10.0,147.0,0.0,0.0,11.0,10.0,0.0,17.0,0.0,0.0,16.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,9.0,0.0,4.0,129.0,0.0,0.0,5.0,0.0,13.0,6.0,10.0,32.0,46.0,0.0,9.0,47.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,6.0,73.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
a9679b273c07c8a941aafa62b30c2c3b,18.0,0.0,5.0,18.0,83.0,0.0,0.0,6.0,0.0,8.0,94.0,3.0,0.0,0.0,81.0,0.0,0.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,21.0,77.0,0.0,0.0,52.0,0.0,0.0,27.0,0.0,12.0,0.0,5.0,2.0,90.0,0.0,0.0,107.0,0.0,0.0,0.0,72.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,43.0,0.0,0.0,35.0,0.0,0.0,0.0,34.0,49.0,0.0,2.0,0.0,4.0,86.0,52.0,0.0,0.0,45.0,0.0,71.0,42.0,35.0,26.0,40.0,0.0,38.0,0.0,0.0,74.0,5.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,37.0,0.0,0.0,19.0,43.0,26.0,0.0,0.0,8.0,0.0,0.0,49.0,142.0,85.0,0.0,0.0,3.0,64.0,0.0,0.0,0.0,5.0,25.0,61.0,0.0,0.0,7.0,31.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,130.0,0.0,35.0,0.0,90.0,3.0,3.0,22.0,0.0,3.0,26.0,0.0,0.0,0.0
d36a7f58015a3d006caa3dd7209a65ec,2345.0,0.0,460.0,0.0,0.0,47.0,0.0,53.0,0.0,375.0,1642.0,4.0,11.0,0.0,1694.0,24.0,0.0,1440.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,60.0,127.0,423.0,0.0,0.0,0.0,271.0,23.0,0.0,161.0,0.0,170.0,2.0,933.0,11.0,122.0,0.0,0.0,2620.0,941.0,4.0,0.0,1146.0,147.0,2.0,226.0,0.0,0.0,714.0,0.0,0.0,52.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,119.0,0.0,1423.0,71.0,0.0,0.0,2640.0,0.0,0.0,69.0,1546.0,308.0,59.0,0.0,26.0,272.0,24.0,0.0,28.0,137.0,0.0,0.0,23.0,0.0,286.0,0.0,67.0,0.0,318.0,2.0,0.0,253.0,738.0,670.0,0.0,0.0,310.0,0.0,0.0,122.0,3073.0,2403.0,21.0,0.0,58.0,2391.0,0.0,3.0,0.0,0.0,1315.0,59.0,224.0,0.0,546.0,480.0,0.0,35.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,645.0,0.0,117.0,0.0,0.0,347.0,14.0,6.0,0.0,346.0,784.0,0.0,25.0,63.0
7fac4964fbc95ab2f51af4fc6a3f5b48,67.0,0.0,17.0,17.0,391.0,0.0,0.0,103.0,0.0,10.0,16.0,2.0,3.0,0.0,354.0,2.0,0.0,219.0,96.0,14.0,16.0,2.0,0.0,0.0,0.0,10.0,26.0,411.0,28.0,37.0,0.0,18.0,0.0,0.0,14.0,0.0,17.0,16.0,240.0,0.0,61.0,0.0,803.0,256.0,108.0,0.0,0.0,430.0,9.0,0.0,2166.0,0.0,0.0,18.0,0.0,0.0,14.0,283.0,17.0,6.0,195.0,0.0,0.0,0.0,80.0,1649.0,0.0,4.0,7.0,48.0,376.0,730.0,0.0,0.0,270.0,211.0,2225.0,151.0,980.0,8.0,1132.0,0.0,537.0,1806.0,0.0,4595.0,2.0,0.0,221.0,0.0,63.0,0.0,15.0,0.0,84.0,0.0,847.0,0.0,0.0,145.0,790.0,15.0,0.0,0.0,169.0,0.0,0.0,4.0,1160.0,1658.0,0.0,8.0,21.0,71.0,0.0,0.0,0.0,4.0,80.0,242.0,13.0,0.0,250.0,10.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,1294.0,0.0,715.0,66.0,683.0,130.0,9.0,34.0,76.0,7.0,348.0,0.0,6.0,315.0
8e9eaf02dc307b243181351cf3d035b9,128.0,0.0,30.0,67.0,357.0,0.0,0.0,33.0,0.0,17.0,344.0,0.0,2.0,0.0,439.0,0.0,0.0,394.0,27.0,0.0,63.0,0.0,0.0,0.0,0.0,221.0,31.0,264.0,299.0,4.0,0.0,53.0,0.0,2.0,130.0,0.0,32.0,0.0,203.0,0.0,592.0,0.0,439.0,107.0,82.0,0.0,0.0,242.0,19.0,0.0,241.0,0.0,0.0,30.0,2.0,0.0,26.0,229.0,13.0,3.0,420.0,0.0,0.0,0.0,22.0,393.0,0.0,0.0,0.0,0.0,402.0,285.0,0.0,0.0,96.0,774.0,177.0,192.0,128.0,29.0,144.0,0.0,22.0,478.0,0.0,479.0,9.0,8.0,67.0,0.0,37.0,0.0,35.0,0.0,47.0,0.0,237.0,6.0,0.0,19.0,184.0,117.0,0.0,0.0,48.0,0.0,0.0,0.0,415.0,348.0,20.0,0.0,3.0,331.0,0.0,0.0,0.0,5.0,94.0,167.0,16.0,13.0,57.0,102.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,78.0,498.0,295.0,46.0,0.0,15.0,22.0,7.0,140.0,0.0,0.0,28.0
a1d94686c329d9a7bc674627e2180285,141.0,0.0,50.0,183.0,288.0,0.0,0.0,73.0,4.0,8.0,72.0,12.0,0.0,0.0,199.0,20.0,0.0,154.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,198.0,1321.0,2.0,0.0,351.0,0.0,0.0,0.0,0.0,29.0,2.0,152.0,0.0,83.0,0.0,102.0,85.0,102.0,0.0,74.0,145.0,29.0,0.0,47.0,0.0,0.0,62.0,0.0,0.0,7.0,210.0,7.0,8.0,351.0,0.0,0.0,0.0,97.0,98.0,0.0,0.0,22.0,51.0,203.0,324.0,0.0,0.0,65.0,221.0,75.0,538.0,47.0,43.0,170.0,0.0,54.0,120.0,0.0,64.0,25.0,33.0,0.0,0.0,188.0,0.0,2.0,0.0,284.0,10.0,108.0,0.0,1.0,0.0,44.0,82.0,0.0,0.0,0.0,0.0,0.0,22.0,609.0,388.0,8.0,0.0,15.0,66.0,0.0,5.0,0.0,9.0,69.0,309.0,11.0,13.0,28.0,167.0,2.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,424.0,0.0,116.0,190.0,178.0,11.0,0.0,0.0,0.0,6.0,119.0,0.0,0.0,27.0
30ab808928dd752d7fc5e409c1ad226f,108.0,0.0,37.0,58.0,145.0,0.0,0.0,95.0,0.0,23.0,244.0,0.0,0.0,0.0,165.0,0.0,0.0,110.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,32.0,95.0,204.0,0.0,0.0,97.0,2.0,0.0,145.0,0.0,15.0,0.0,236.0,3.0,149.0,0.0,129.0,360.0,187.0,0.0,0.0,50.0,20.0,0.0,585.0,0.0,0.0,95.0,0.0,0.0,11.0,65.0,0.0,0.0,122.0,0.0,0.0,0.0,9.0,215.0,0.0,0.0,11.0,0.0,155.0,331.0,0.0,0.0,279.0,206.0,348.0,96.0,269.0,6.0,322.0,0.0,42.0,512.0,0.0,301.0,22.0,33.0,24.0,0.0,21.0,0.0,29.0,0.0,53.0,0.0,108.0,18.0,0.0,11.0,112.0,57.0,0.0,0.0,61.0,0.0,0.0,0.0,277.0,201.0,3.0,0.0,4.0,123.0,0.0,0.0,0.0,5.0,114.0,108.0,0.0,0.0,101.0,65.0,0.0,11.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,322.0,0.0,27.0,6.0,276.0,23.0,6.0,0.0,15.0,6.0,63.0,0.0,0.0,19.0
2a74c57a46daec3a3def19aa4ad0a52b,83.0,0.0,3.0,63.0,0.0,0.0,0.0,27.0,0.0,18.0,182.0,0.0,0.0,0.0,46.0,4.0,0.0,41.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,71.0,28.0,146.0,0.0,0.0,13.0,11.0,0.0,55.0,0.0,15.0,0.0,193.0,0.0,22.0,0.0,84.0,162.0,68.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,44.0,135.0,0.0,0.0,55.0,88.0,50.0,182.0,63.0,16.0,51.0,0.0,17.0,2.0,0.0,34.0,3.0,29.0,0.0,0.0,0.0,0.0,21.0,0.0,47.0,0.0,21.0,5.0,0.0,7.0,16.0,74.0,0.0,0.0,49.0,0.0,0.0,0.0,74.0,79.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,56.0,96.0,0.0,0.0,41.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,104.0,0.0,14.0,57.0,94.0,0.0,2.0,0.0,0.0,3.0,45.0,0.0,7.0,6.0
b558365592f7a8d645f69873f6cda354,128.0,0.0,38.0,21.0,24.0,0.0,0.0,16.0,0.0,5.0,330.0,0.0,0.0,0.0,80.0,0.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,14.0,20.0,2.0,0.0,19.0,2.0,0.0,9.0,0.0,8.0,0.0,28.0,0.0,114.0,0.0,244.0,43.0,31.0,0.0,0.0,57.0,2.0,0.0,6.0,0.0,0.0,32.0,0.0,0.0,0.0,6.0,0.0,7.0,13.0,0.0,0.0,0.0,17.0,61.0,0.0,0.0,32.0,0.0,61.0,17.0,0.0,0.0,27.0,124.0,151.0,20.0,227.0,45.0,15.0,0.0,18.0,11.0,0.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,63.0,0.0,14.0,2.0,0.0,7.0,69.0,7.0,0.0,0.0,62.0,0.0,0.0,0.0,128.0,114.0,0.0,0.0,5.0,237.0,0.0,0.0,0.0,2.0,89.0,46.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,81.0,0.0,48.0,136.0,212.0,11.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
