,Itg.10.DTT455.S49,Vil1.01B.FP07,Lyz2.04B.FP243.S92,Vil1.04B.DTT43,Vil1.07B.DTT79,Vil1.06B.FP67,Lyz2.01B.DTT207.S47,Itg.22.FP515.S18,Lyz2.05B.FP255.S52,Lyz2.04B.DTT243.S84,Vil1.04B.FP43,Vil1.09B.FP106,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Lyz2.08B.FP291.S89,Vil1.06B.DTT67,Vil1.02B.FP19,Itg.26.FP539.S43,Itg.18.FP491.S94,Itg.12.DTT467.S61,Vil1.07B.FP79,Lyz2.02B.DTT219.S59,Itg.24.FP527.S30,Lyz2.07B.FP279.S77,Lyz2.03B.FP231.S79,Itg.18.DTT491.S86,Itg.06.DTT431.S24,Lyz2.05B.DTT255.S96,Itg.08.FP443.S44,Lyz2.07B.DTT279.S121,Vil1.08B.FP94,Vil1.05B.DTT55,Itg.16.FP479.S81,Vil1.05B.FP55,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Itg.12.FP467.S69,Vil1.14B.FP166,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Itg.06.FP431.S32,Lyz2.06B.FP267.S64,Vil1.013B.DTT151,Itg.02.FP407.S7,Itg.04.FP419.S19,Vil1.02B.DTT19,Lyz2.01B.FP207.S55,Itg.08.DTT443.S36,Vil1.13B.FP154,Vil1.03B.FP31,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.09B.DTT103,Itg.10.FP455.S57,Lyz2.03B.DTT231.S71,Itg.20.FP503.S6,Lyz2.02B.FP219.S67,Itg.04.DTT419.S11,Vil1.10B.FP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145
b92f84c206887ecd667f142dd3606ac3,80,187,111,39,0,285,49,72,51,76,233,0,24,26,43,68,49,0,128,173,147,137,177,76,81,59,47,75,66,37,138,36,8,0,153,641,37,88,199,0,133,110,87,141,2,47,108,18,97,20,0,170,13,0,39,28,144,41,177,153,37,16,242,50,15,112,564,57,57,200,399,161,77,110,74,675,95,53,40,393,314,156,22,586,39,585,33,46,61
a5641950b2a3a47827849d91242f0ead,296,188,166,68,0,444,308,99,180,275,152,8,144,161,444,116,203,0,182,162,225,239,140,397,367,65,139,180,77,100,175,240,40,0,146,527,635,94,370,6,86,104,102,472,12,55,310,15,248,82,7,251,0,0,144,0,244,182,224,527,152,149,533,35,44,94,123,33,25,54,313,670,51,892,410,733,483,63,32,3260,227,143,109,86,81,296,438,172,57
37e0f2e7c7ab2a2f738b92a61085aec0,100,57,86,79,0,98,114,23,70,120,117,7,154,49,135,100,24,0,59,54,120,176,8,206,67,3,119,112,30,57,40,35,64,0,31,72,91,43,216,2,98,37,60,56,2,61,71,13,79,16,0,35,0,4,19,0,69,60,121,129,38,27,1018,32,2,26,37,52,32,53,47,404,2,519,329,934,40,58,3,919,45,41,14,15,48,135,294,41,52
6f0b4058c92e83c77533a218739a0e38,0,0,0,12,0,0,45,0,12,34,0,35,115,0,0,15,9,30,0,0,0,0,0,0,0,0,0,0,0,68,0,381,20,0,0,17,0,37,0,69,0,0,0,14,110,0,0,0,0,485,48,0,38,0,380,42,0,33,0,0,318,32,64,0,0,2,110,0,0,0,66,75,0,135,520,74,86,3,0,269,0,0,152,90,5,113,0,1,1
87ab9c664033e00f6b64f2afc71a6d90,18,42,13,11,0,64,10,16,15,10,44,5,8,0,15,7,18,0,22,11,18,14,37,30,26,19,34,8,6,3,19,18,13,0,7,65,20,6,38,0,9,6,13,26,0,16,27,2,19,0,0,13,0,0,0,0,25,0,28,49,3,8,40,7,5,4,23,13,26,9,25,43,12,49,0,125,15,19,0,271,15,31,0,0,0,18,43,13,24
772ad2feb9f19ddeace71e8e2e707858,1315,433,829,757,0,1081,9395,265,375,4078,1438,120,759,172,2147,516,168,0,487,427,2066,1466,179,8354,1249,55,489,2336,122,325,561,278,447,4,354,2256,1134,401,1665,34,1829,521,128,1552,23,335,2886,44,5751,324,1,558,11,6,425,41,570,2891,1903,8558,737,337,3597,125,74,68,937,1183,152,97,2065,9183,53,17850,2542,6773,2591,491,95,9952,690,1001,1459,846,297,1993,1981,349,637
178d4eb06bd14fca2d3c300f9f05e384,416,274,312,110,0,43,626,158,7,414,187,102,328,187,286,336,164,0,579,320,298,800,68,739,228,111,223,359,234,28,221,289,558,0,218,931,814,186,560,12,223,300,209,273,20,224,214,76,483,87,0,150,18,9,103,35,313,243,257,360,237,199,655,16,77,537,327,45,444,439,336,409,91,588,207,891,209,524,64,92,419,392,70,255,35,615,117,764,32
5b74065cc4963be8f6447b2c9ffcbc87,27,0,0,0,0,0,0,0,0,0,0,49,0,18,20,0,0,0,0,0,280,0,0,0,0,0,0,155,0,0,0,0,0,0,232,26,0,177,0,24,32,0,0,0,38,0,0,0,0,24,44,0,20,14,93,51,0,0,0,0,0,211,3,67,30,769,0,25,5,37,0,0,0,0,0,0,0,26,35,120,114,152,0,0,20,0,37,0,4
eee9bab26577ab7978a3c7bb4a082922,46,0,0,0,0,676,0,26,0,0,5,2294,14,0,11,0,0,4,0,0,271,63,2367,0,0,0,0,200,40,4,33,27,188,0,592,98,0,238,101,1044,19,17,63,0,63,0,10,0,0,97,6,0,11,0,430,8,163,0,38,0,34,386,0,32,24,0,0,0,156,90,0,0,232,0,0,0,0,119,46,0,122,66,0,0,45,4,332,1,2
5167710b7280856d9e512a4f58068687,30,12,26,10,0,16,8,8,0,62,11,0,29,0,61,4,10,0,31,6,9,35,0,64,32,0,18,17,0,0,21,10,0,0,2,13,21,12,45,0,13,10,0,20,0,10,10,2,7,4,0,3,0,0,0,2,18,21,12,19,7,0,39,0,0,0,3,11,0,0,18,32,3,126,5,46,36,41,4,145,27,11,0,5,0,0,0,0,22
07a0081d4bc5233563d0269fc2c734d0,14,7,15,12,0,20,17,0,10,38,34,0,22,4,13,9,3,0,11,5,23,21,0,40,16,3,20,31,0,8,5,6,8,0,11,26,14,17,20,0,16,4,3,11,0,6,9,0,32,0,0,6,0,0,16,0,14,3,29,17,13,8,9,3,0,4,4,4,3,16,10,12,3,117,3,7,16,16,6,10,4,5,57,11,5,12,70,2,6
f7040b791e2687141adc7be4ad81afd4,92,16,35,25,0,87,88,40,19,85,47,5,55,79,107,38,56,0,20,58,37,114,25,234,91,142,15,58,3,39,34,121,57,0,19,228,103,64,143,0,72,45,29,108,3,11,53,7,71,20,0,14,0,0,28,0,43,59,86,109,44,30,239,2,11,54,62,29,58,26,83,291,8,364,109,315,184,73,6,371,35,50,0,28,18,72,276,9,52
5adc2daa2981bc07e21b14d53496ff67,170,0,11,0,0,0,9,3,0,7,0,4,4,1,9,4,3,0,4,0,8,6,0,4,3,0,0,11,6,0,5,14,5,4,4,0,4,12,4,0,4,6,0,3,4,0,5,2628,3,30,137,0,4,0,0,0,11,14,6,5,6,36,1,1,31,1,1,1,1,1,1,1,1,1,3794,13,1,51,90,115,1,1,1492,1,23,0,1296,0,0
f6fdab15a19dca0441b10f8c0969cb4d,4,0,0,0,0,1,2,1,4,5,3,0,0,0,5,0,2,0,2,0,3,2,0,1,0,2,0,3,0,3,2,1,0,0,0,5,7,2,3,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,3,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,6,4,0,6,0,6,0,0,0,1,0,0,0,8,0,0,0,0,0
720832273d925b4115ed01c6d3df48eb,19,4,0,0,0,4,0,3,0,5,0,0,0,0,15,3,0,0,5,0,11,7,0,11,5,0,5,4,0,0,8,7,0,0,5,6,3,0,14,0,5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,38,20,10,0,5,7,0,3,0,0,0,3,6,0,10,0,11,0,8,6,0,0,58,6,4,0,0,0,0,1,2,1
4fdd9f8b9aac094acd93155a17435a7f,15,17,21,3,0,38,48,6,8,26,10,0,21,9,41,9,10,0,82,5,43,12,19,38,27,5,12,28,5,11,7,11,0,0,0,84,33,7,15,0,12,11,5,55,0,7,25,6,54,8,0,12,0,0,5,0,14,29,6,70,12,13,27,0,0,0,6,4,14,0,17,120,0,419,14,44,30,5,7,384,23,22,0,26,7,0,0,38,9
96c7cedbae877361d087a8b39206d408,0,0,0,12,0,0,0,0,0,0,0,0,31,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,15,0,68,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,103,0,0,0,0,60,0,0,34,0,0,30,25,5,0,0,0,14,0,0,0,6,14,0,10,421,10,6,1,0,96,0,0,30,8,1,0,60,1,1
b472d29ebb2e4b918cf5f7e0d7b46ce9,2,0,1,0,0,7,0,3,2,14,0,0,2,0,3,0,0,0,0,6,7,11,1,3,8,0,1,6,2,4,2,3,0,0,3,32,4,6,9,0,3,8,4,2,0,3,3,0,5,0,0,5,0,0,0,0,8,0,6,8,0,1,15,0,0,0,21,0,0,0,13,12,0,7,0,18,0,12,0,0,0,5,0,13,0,0,10,0,4
