feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MF0039	Type	Mucosal	3.32754132200656	0.541010765293172	18	0	2.51624059926165e-05	0.00686933683598432
MF0028	Type	Mucosal	0.453659114735519	0.0835376551510444	18	18	0.000802774031846651	0.0911862140811236
MF0103	Type	Mucosal	0.582675885990733	0.121722377891815	18	18	0.00167007718097296	0.0911862140811236
MF0036	Type	Mucosal	-0.441473313062545	0.089543000098643	18	12	0.00158891026232933	0.0911862140811236
MF0058	Type	Mucosal	1.35075173089104	0.292037999225459	18	0	0.00161156396722237	0.0911862140811236
MF0045	Type	Mucosal	0.345244104710425	0.0877631571969999	18	18	0.00452503938008208	0.205128065552205
MF0096	Type	Mucosal	0.272372413952417	0.0696327108381737	18	18	0.00525969398851808	0.205128065552205
MF0031	Sequencing_Run	Two	0.497155124138076	0.16850014388816	18	18	0.0105360229001023	0.23700282700951
MF0035	Type	Mucosal	0.31357322848103	0.0914497113750012	18	18	0.00963067813229491	0.23700282700951
MF0079	Type	Mucosal	-1.30325244836259	0.386343620347393	18	4	0.0112858489052148	0.23700282700951
MF0080	Type	Mucosal	-3.10850429104425	0.928733300110944	18	2	0.00901797487363116	0.23700282700951
MF0049	Type	Mucosal	-0.418261254488126	0.122785738413477	18	18	0.0107310182180368	0.23700282700951
MF0087	Type	Mucosal	-0.774905300244954	0.222414875315805	18	5	0.00996651490859746	0.23700282700951
MF0047	Type	Mucosal	0.315368230136207	0.0975954910949897	18	18	0.0134327188961899	0.261938018475703
MF0037	Type	Mucosal	-2.76645611830901	0.998705942002727	18	1	0.01504101137503	0.273746407025545
MF0038	Type	Mucosal	0.35674766786848	0.118438473119443	18	18	0.0175497797999777	0.29944311783712
MF0001	Sequencing_Run	Two	0.575430480444105	0.221034673170467	18	17	0.0208410183128561	0.334682235259394
MF0062	Sequencing_Run	Two	-4.46643429033454	1.60935680673598	18	1	0.0278202637646313	0.381907246853629
MF0022	Type	Mucosal	0.428209280804425	0.159733092686211	18	17	0.0275010081813488	0.381907246853629
MF0090	Type	Mucosal	-0.355765974082989	0.131694502669697	18	18	0.0293774805272022	0.381907246853629
MF0098	Type	Mucosal	0.835924710454732	0.313091652767579	18	5	0.0288154435485359	0.381907246853629
MF0029	Type	Mucosal	0.7618170635254	0.300114772035462	18	17	0.0352820598868991	0.43781828859652
MF0040	Type	Mucosal	-0.834510243295765	0.343355782890346	18	3	0.0430014112605671	0.510408055397166
MF0006	Type	Mucosal	0.222838271049326	0.0962331775476282	18	18	0.0482887885101568	0.549284969303034
MF0022	Sequencing_Run	Two	0.614516938098013	0.272182259487685	18	17	0.058143470536552	0.566898837731381
MF0031	Type	Mucosal	0.309571325690543	0.146351465632243	18	18	0.0528191534355473	0.566898837731381
MF0095	Type	Mucosal	0.317406507543912	0.141676641904614	18	18	0.0571331070481244	0.566898837731381
MF0092	Type	Mucosal	-0.268488974308101	0.118072802105191	18	18	0.0559347552994088	0.566898837731381
MF0069	Type	Mucosal	-1.43912702760813	0.716553847918915	18	1	0.0642951380085831	0.579087821152121
MF0041	Type	Mucosal	-0.208202357606045	0.0968331446014512	18	16	0.0666416248934332	0.579087821152121
MF0096	Sequencing_Run	Two	0.548200326476852	0.254884599847112	18	18	0.067878425922593	0.579087821152121
MF0095	Sequencing_Run	Two	0.620839516078055	0.28623503654347	18	18	0.0677607531439727	0.579087821152121
MF0045	Sequencing_Run	Two	0.459059610208246	0.218575979271636	18	18	0.0721760230636783	0.597092554435884
MF0001	Type	Mucosal	0.368496657399197	0.191980538577538	18	17	0.0755429261174087	0.606565259707428
MF0103	Sequencing_Run	Two	0.652258235604728	0.332556389535581	18	18	0.090452645018196	0.612335017472209
MF0024	Sex	M	-3.19714816312183	1.62271065994398	18	10	0.0944261009347425	0.612335017472209
MF0074	Type	Mucosal	-0.477705722677366	0.253274586415915	18	18	0.0964483727154029	0.612335017472209
MF0073	Type	Mucosal	0.35654757256493	0.18297783170683	18	18	0.0871296662568975	0.612335017472209
MF0038	Sex	M	0.548096923141369	0.285891964244926	18	18	0.0944247836976844	0.612335017472209
MF0034	Sequencing_Run	Two	0.378382814787061	0.205634823895192	18	18	0.0870526518449768	0.612335017472209
MF0006	Sequencing_Run	Two	0.338287475365766	0.173811189101467	18	18	0.0909089202899041	0.612335017472209
MF0043	Type	Mucosal	-1.63216277550111	0.85297607087625	18	0	0.0903214464578904	0.612335017472209
MF0055	Sex	M	0.697121960270034	0.367579524927989	18	3	0.0787177666496664	0.612335017472209
MF0062	Sex	M	2.65027984586149	1.51380417093398	18	1	0.123086600908338	0.63305774973193
MF0028	Sequencing_Run	Two	0.515231832525588	0.277952471856027	18	18	0.105440852290119	0.63305774973193
MF0075	Sequencing_Run	Two	0.465537470821436	0.268194037196948	18	18	0.125220214232689	0.63305774973193
MF0034	Sex	M	0.340989563028847	0.198288337029759	18	18	0.107512660267766	0.63305774973193
MF0035	Sequencing_Run	Two	0.462575378703285	0.258431243117616	18	18	0.115242926441933	0.63305774973193
MF0084	Type	Mucosal	0.793198703598638	0.476762479074776	18	0	0.11838280532831	0.63305774973193
MF0082	Type	Mucosal	0.659205259744969	0.390800554499724	18	0	0.113785708095578	0.63305774973193
MF0045	Sex	M	0.360171260386468	0.2063047529104	18	18	0.121320694908178	0.63305774973193
MF0052	Type	Mucosal	0.793198703598638	0.476762479074776	18	0	0.11838280532831	0.63305774973193
MF0059	Type	Mucosal	0.793198703598638	0.476762479074776	18	0	0.11838280532831	0.63305774973193
MF0009	Sequencing_Run	Two	0.488459260325929	0.271016928808267	18	18	0.113527121456325	0.63305774973193
MF0058	Sequencing_Run	Two	-0.812501579273364	0.47946682119131	18	0	0.133768603145023	0.65315765979908
MF0009	Type	Mucosal	0.32502066854818	0.196577291617262	18	18	0.133981058420324	0.65315765979908
MF0063	Sex	M	0.748183442737548	0.461716072373097	18	13	0.145461237615194	0.680036975577534
MF0021	Sex	M	0.53459743298099	0.332175375231962	18	17	0.15271707748464	0.680036975577534
