	Mouse5A.DTT29	Mouse5A.FP28	Mouse6A.DTT35	Mouse1B.DTT18	Mouse3A.FP16	Mouse7A.FP40	Mouse1A.FP05	Mouse3A.FP17	Mouse2A.FP11	Mouse3A.FP18	Mouse5A.DTT30	Mouse5A.DTT28	Mouse4A.FP22	Mouse4A.FP23	Mouse6A.FP35	Mouse7A.DTT41	Mouse4A.DTT22	Mouse1A.FP06	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse6A.DTT34	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse5A.FP30	Mouse4A.FP24	Mouse4A.DTT24	Mouse1B.DTT17	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.DTT40	Mouse9A.DTT100	Mouse9A.DTT101	Mouse8A.DTT90	Mouse10A.DTT113	Mouse9A.DTT102	Mouse10A.DTT112	Mouse10A.DTT114	Mouse10A.FP113	Mouse9A.FP102	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.DTT88	Mouse8A.DTT89	Mouse8A.FP89	Mouse9A.FP100	Mouse8A.FP88
Mouse5A.FP29	2.104057583895295	2.832335148945667	1.7542609413815748	0.09492425024843715	1.265888685129228	0.4676132243437776	1.5741437924916584	0.3491164113150182	2.7252923210195115	0.28000952659703165	1.946326021961726	0.30352653121176854	2.3595872646581384	2.323242060029782	1.162575754396622	2.414907479033821	2.5875810481377886	2.305758922668966	1.301996692348596	1.0134049666402978	1.6147225676010786	2.278315838752003	2.638278068795883	2.091823682800113	1.8522351308021716	2.2446492181576527	0.0	2.0473920740374387	2.6410653773834434	2.3013549975793097	2.240445515050313	1.1515222157034712	0.2976169472200072	2.401915424282628	1.7250980511651344	0.49834235611025834	3.674489297996779	3.3038092306713387	1.9702265320839827	1.4392502396026499	3.2338735014660682	0.6996249462314945	0.8003737770041688	1.6619437330190765	3.346263702874857	3.404083084024135	1.0982119702353175	2.9473549393953675	1.3523068111420138	2.1024605264477403	2.862923570650416	1.5931736980166935	3.3385755883092125	2.7236002262318237
Mouse6A.FP34	0.24276651091393084	1.3133056411294433	0.3089416274121884	2.123527340115565	0.8644451608818475	1.7822289305584909	0.520525783169709	1.8907934693121806	0.6930463938775937	2.2188839300434187	0.22165271242266685	1.8566792357438906	1.403594057987708	1.2840835882260517	1.117447432978178	0.6259726696168777	1.0633108682177184	0.763991691507697	0.7716424518930913	1.0841289584708578	0.5567049290589048	0.2913554178197277	0.6385748691798417	0.2463147314323412	0.4845864630094037	0.7002250039917729	2.0473920740374387	0.0	0.721315094595363	0.3767245785245761	1.0809603396553416	0.9156687262211329	2.343163374120523	0.49763466644558446	0.6441515990391404	1.692208899436338	2.451001209116485	2.2354003745352333	1.9959068225146912	1.2167946998196488	2.2150933394694774	2.4875015937098004	2.7101518058886946	1.2413856991167143	2.991728358178142	2.638851430355313	3.112757017334556	1.5270249546378307	2.059411073520124	1.306426072963215	1.3928401273700661	2.3096807259888728	2.216650235849957	1.36875023212217
Mouse6A.FP36	0.6010840204662944	0.7471729157935019	0.9634987126671279	2.7180806708184524	1.4393679048808437	2.4279769485199387	1.1811530187320964	2.535684126681651	0.34576811103523225	2.8453958155229815	0.8381442076885238	2.4853275767214824	1.169138215107677	1.0514981529006722	1.8204271000024326	0.2694645089788454	0.5908192710773361	0.5387857854904541	1.3929190757450816	1.7035777000234285	1.0451554792360975	0.5129076262542778	0.22452578845802248	0.6043103875808348	0.8285471631947733	0.5259704896927954	2.6410653773834434	0.721315094595363	0.0	0.46738916159360683	0.8850044729894174	1.557344688157217	2.9382385142133707	0.252141455474044	0.9809966291133512	2.3450344362527855	2.7827493268560586	2.65104233171126	2.685322670078847	1.9247479495709108	2.6454221730943335	3.148600058673688	3.3583968731200713	1.9438925324510061	3.5542343955744777	3.1222741708908153	3.732229732994227	1.8963227619354586	2.7802222841248523	1.9457402039914533	1.7612743195425762	3.0279332669946983	2.6197403887655026	1.8045758604306228
Mouse5A.FP30	0.20316167942892893	1.0564654030777165	0.5758079841483457	2.383020384136887	1.0553962030407162	2.0402976927925662	0.7705869703806677	2.163906513950774	0.46302800820189755	2.4878331950834895	0.40530079441056427	2.1152694952359563	1.3065031969125818	1.1723651875096506	1.4071539051216435	0.38027855630490137	0.87055364814344	0.5318387302899876	1.0094862244559766	1.3163489299504865	0.7041455471531595	0.11398598122842474	0.3695184715004295	0.21742536930351	0.5062105359574322	0.6004009019596473	2.3013549975793097	0.3767245785245761	0.46738916159360683	0.0	0.9466268747562622	1.1751701076698555	2.597795067444368	0.25267013599563704	0.680228735593981	1.965137508420971	2.619371587662289	2.4523337562570693	2.327184365982431	1.490954494685023	2.4506411508163413	2.762819432717066	2.9948962491113065	1.5262623872024288	3.284926997584723	2.8867981779905705	3.3743521873906857	1.6750634770977686	2.370371956059114	1.6002078350422786	1.5515011203987372	2.6437292090691353	2.4100250490088952	1.5585332563680512
Mouse4A.FP24	0.9058772693299011	0.6115334267323068	1.0823419218803578	2.3149616768146157	1.2343076384993226	2.1568743838845856	1.2229505923737454	2.2479308808975644	1.1969960992494955	2.4935990363685394	1.0959540102401686	2.166363846561559	0.39379544360078456	0.25203046957695197	1.8044496982515887	0.6600515944616798	0.4524547082904845	0.4446883038980424	1.2630855984348324	1.4904046458053237	0.8967362803138491	1.0247518347527085	1.050377730058839	0.8904373555700971	0.7444537018970069	0.4521121848687015	2.240445515050313	1.0809603396553416	0.8850044729894174	0.9466268747562622	0.0	1.4128908263707465	2.5189941274977468	0.813180367471474	0.7273073529384382	2.09476122524121	3.5007743344033315	3.29969477173637	2.93408073442615	2.041132608173689	3.272498010097106	2.8603158677953187	3.029054234903311	2.1656167744477677	4.032124989246935	3.7081454812989776	3.32079944560932	2.5834711007364763	2.8079855963552123	2.3495715643504695	2.447398492138734	3.0918861531202135	3.2864374284755713	2.441220382562673
Mouse4A.DTT24	0.9820306318863068	1.9105230015784227	0.6162447644204306	1.232534048265316	0.2462375089603045	0.8734760608859063	0.4232081580437167	0.9888940384276649	1.5934189659437314	1.316543719515964	0.7993692561514802	0.9453063587342843	1.669721414178577	1.580197881485524	0.41638876770417166	1.357373580889058	1.6563709691890118	1.3082216276549885	0.17474314463803944	0.18917700082916591	0.558977161895926	1.1418186837194795	1.5180994796818372	0.9728615195551189	0.7967557950989437	1.2683875282868846	1.1515222157034712	0.9156687262211329	1.557344688157217	1.1751701076698555	1.4128908263707465	0.0	1.4440569145336326	1.3088319298170092	0.7335982376142022	0.7915082627482786	2.8432928691133807	2.533614625693818	1.6614837911598355	0.7372837844403172	2.4908610536310967	1.5933339294598323	1.8199655656748817	0.9361244154419727	2.9521569583510723	2.78726504051742	2.2057631783014617	1.9816413717382542	1.4002967251353615	1.3182966204165192	1.8794099674850582	1.7087993879632568	2.534741804957916	1.7729950342979839
Mouse1B.DTT17	2.400964030193337	3.116116196404773	2.050070914146659	0.22792958426463086	1.5581358637763147	0.6823541171061218	1.8669400927880873	0.5446498424856216	3.0222843870419456	0.23765916282097305	2.2408199083220035	0.5373790194180253	2.6225606376509716	2.5926880227115294	1.4236962690436807	2.710924003997585	2.8745557405060884	2.597094361451899	1.5965085135969175	1.3027962024940603	1.9110343721031045	2.57469661636556	2.9357306535909524	2.388836249995269	2.147580747070913	2.537084656586371	0.2976169472200072	2.343163374120523	2.9382385142133707	2.597795067444368	2.5189941274977468	1.4440569145336326	0.0	2.699309691818291	2.0178045276385257	0.7373135600407857	3.8877846100804483	3.5086056270562898	2.10749096258914	1.6719721125719393	3.4354957824737453	0.5658907423122055	0.5746974241333335	1.8875188013391837	3.4657571774986002	3.572822583291453	0.8079096513518558	3.1931696741898628	1.4435852095089452	2.327389314024921	3.1146493813769993	1.6487937733982172	3.5478252317435883	2.9694814652788515
Mouse6A.DTT36	0.35213143523990276	0.8552073432085573	0.7165310760371671	2.480276178344437	1.1897035676635632	2.179336342296042	0.9315991090135312	2.290274787957097	0.41454491884312794	2.6027795905012847	0.5958930034877212	2.2395561999769664	1.140269301132307	1.0129939288903052	1.5751853842226435	0.1712122460339979	0.6503812170598384	0.42844181589928176	1.1432267185500145	1.453768993182525	0.7999251758489467	0.30457213008324496	0.2780295467314661	0.35392821285494797	0.587439610539143	0.4242397388377389	2.401915424282628	0.49763466644558446	0.252141455474044	0.25267013599563704	0.813180367471474	1.3088319298170092	2.699309691818291	0.0	0.7492170081224425	2.0982004399251557	2.734161739865602	2.572996818753816	2.4884770877138993	1.6893708398283989	2.5636418403973185	2.9014655511766914	3.1158131125359336	1.7241677026541635	3.4232226940529054	3.0208908588828907	3.4899552669590563	1.8185115258951157	2.5458213638931437	1.7701379328807447	1.6843787163938453	2.8043421608961654	2.542901501112381	1.7044476884661601
Mouse4A.DTT23	0.5205856326349094	1.2003359468581882	0.4677657716375912	1.808863023664211	0.5394704286425088	1.5355465842944191	0.5302626934654462	1.6528875864311205	1.1238112912326141	1.9442536594209328	0.5424547935731686	1.5807887342645581	1.058036106330133	0.9399311711956886	1.1028810614109013	0.7296808600434567	0.9815143638593683	0.5976657503779902	0.5682894761994299	0.8195345278002576	0.20712567234820342	0.7146527352810632	1.0037708593872723	0.504437301456303	0.17821055875123099	0.6387503510402255	1.7250980511651344	0.6441515990391404	0.9809966291133512	0.680228735593981	0.7273073529384382	0.7335982376142022	2.0178045276385257	0.7492170081224425	0.0	1.4740061683926273	3.049506357336025	2.8105125732442127	2.2804220885730313	1.3262974243506958	2.7861512921110125	2.2641429209001065	2.4752563236535403	1.4706055524520976	3.4503328358367806	3.1682109849742184	2.809765244996052	2.11126894141304	2.116086030605741	1.7319847535738908	1.9908289977817246	2.4232540603942354	2.7898240771256213	1.9441831393087665
Mouse7A.DTT40	1.7733550053793001	2.647070945500458	1.4027417909869158	0.5649036687090809	0.9536413850017484	0.13708668464287865	1.2014236573927326	0.20810971938779824	2.37789211987791	0.5564203534025465	1.5808713247396224	0.2151200103221557	2.2840467373594913	2.221674258630346	0.6891442758735871	2.1399622019816738	2.393858072003685	2.067349119543632	0.9606520430926777	0.6683872242397679	1.3286488929339741	1.928858832988249	2.307676574452945	1.7643364443997793	1.570290621415388	2.0187187172175793	0.49834235611025834	1.692208899436338	2.3450344362527855	1.965137508420971	2.09476122524121	0.7915082627482786	0.7373135600407857	2.0982004399251557	1.4740061683926273	0.0	3.205940015683957	2.8443248725982366	1.5566031223500862	0.9425520676121625	2.784441682379884	0.8037267856347925	1.0343338770238226	1.1663168072951997	2.9481795966527424	2.959570026272633	1.4336947883006244	2.46959818035615	0.9808302163260615	1.625296911658901	2.3932054865442742	1.283741283084312	2.8668692239020253	2.249825199444564
Mouse9A.DTT100	2.639106285876489	3.5282367614806605	2.5933273428205066	3.7193813081157243	2.9624175892587368	3.2962590434003154	2.6226126881289593	3.36497913154082	2.478165560657233	3.6681307813337636	2.51954692866609	3.419560838343578	3.7890194915736455	3.6818315427310293	2.6153812772214895	2.9041402620627004	3.3288939987849013	3.13717505338903	2.829908806316204	2.9859795544838956	2.901629185327972	2.5170999053223366	2.5965799850051594	2.6533896475827654	2.910330549597924	3.066179323876486	3.674489297996779	2.451001209116485	2.7827493268560586	2.619371587662289	3.5007743344033315	2.8432928691133807	3.8877846100804483	2.734161739865602	3.049506357336025	3.205940015683957	0.0	0.41932441613192606	1.9548159885118062	2.3599568947177754	0.5530557263296783	3.685723157831121	3.90764042733019	2.0978758958382784	1.4489613246117459	0.7773312864949532	4.391085718819648	0.9745684914271585	2.663851352752858	1.586295456654138	1.074730108190124	2.626199425532675	0.3560027121592028	1.1131062174864055
Mouse9A.DTT101	2.441852400639058	3.391997409843905	2.3449670108076344	3.3440677141766733	2.6750952332760027	2.937558168088331	2.3549938485827417	2.994820348564717	2.3707320219981414	3.2882271280889555	2.299916476628273	3.055907008396902	3.5795027901621577	3.476508141860171	2.2854199510525266	2.7418478446112515	3.166866723477407	2.961132110421836	2.537986508443758	2.672035568616284	2.646507726933579	2.3442992423992686	2.4735475280857355	2.4542182807198376	2.6844358280212925	2.8717345515021595	3.3038092306713387	2.2354003745352333	2.65104233171126	2.4523337562570693	3.29969477173637	2.533614625693818	3.5086056270562898	2.572996818753816	2.8105125732442127	2.8443248725982366	0.41932441613192606	0.0	1.5557620787374453	2.038555686749352	0.1629773362322783	3.301899915316412	3.5131727859699895	1.773619803444399	1.1773339374970717	0.5437669103271818	3.9987684091081523	0.8634328073887033	2.284067919565517	1.2500221449384183	0.9370514452397667	2.2286141993404214	0.21554058556982522	0.9160974285317712
Mouse8A.DTT90	2.20023704547985	3.295269228538798	1.8881187624639797	1.9908906400173154	1.8804938423158792	1.6312365190162934	1.7609753040640979	1.6457627686905008	2.533045799293258	1.8756310119153379	1.9699016592098182	1.7389830531909478	3.1884417357414816	3.1003489296839812	1.2832372171403204	2.620893812246457	3.018787536496458	2.717464163208951	1.7692510046143073	1.7173621493000462	2.077587350603801	2.2309357912415515	2.553866812405318	2.203324295500876	2.2478331259671096	2.625665015193841	1.9702265320839827	1.9959068225146912	2.685322670078847	2.327184365982431	2.93408073442615	1.6614837911598355	2.10749096258914	2.4884770877138993	2.2804220885730313	1.5566031223500862	1.9548159885118062	1.5557620787374453	0.0	1.0786641776547257	1.4833357689034876	1.8062325407469044	2.0012167636125304	0.9100607855515774	1.3948689869103446	1.490456298798679	2.4790918473124703	1.61935902781505	0.7840779428749992	0.830525344529374	1.6098033044957212	0.6756789134308804	1.6156889527558316	1.4369141310850602
Mouse10A.DTT113	1.3478485750939795	2.4442263022878605	1.0141799903503972	1.5062821182284307	0.8959732425235061	1.0035900959194766	0.8255533405142437	1.128617905545356	1.8260477483019257	1.4674007398743067	1.0979522008599059	1.148920513941305	2.341735236345906	2.2374858614797604	0.36031205087024837	1.7954024793568668	2.200516309830749	1.8185380751001756	0.8205482445187284	0.7757741198561778	1.1454831373061531	1.424669209881828	1.8053810735066853	1.3493989568041245	1.319757042922506	1.807301497083374	1.4392502396026499	1.2167946998196488	1.9247479495709108	1.490954494685023	2.041132608173689	0.7372837844403172	1.6719721125719393	1.6893708398283989	1.3262974243506958	0.9425520676121625	2.3599568947177754	2.038555686749352	1.0786641776547257	0.0	2.01207776527442	1.557481521724574	1.8385926017186416	0.26707012604597496	2.359520165700758	2.2178727916446186	2.2760139788345493	1.57994989211663	0.9089982773630609	0.7989821665377744	1.526646182934611	1.2313882630136899	2.021058633292406	1.379069148245603
Mouse9A.DTT102	2.429888625302779	3.380136378515148	2.318920168819657	3.2708613868477574	2.642149308707962	2.8817378397555626	2.3281379646947724	2.9300125559415164	2.3786120617237496	3.2169134755251076	2.2869480224706353	2.9943420669541116	3.540639900327052	3.441966288507098	2.2437344090383253	2.7304455755604544	3.144946686841551	2.9493134539308645	2.501177082029706	2.630757001947696	2.616923001394633	2.3403865402804396	2.4765423737095618	2.4412037991857325	2.663823510886105	2.844274136103244	3.2338735014660682	2.2150933394694774	2.6454221730943335	2.4506411508163413	3.272498010097106	2.4908610536310967	3.4354957824737453	2.5636418403973185	2.7861512921110125	2.784441682379884	0.5530557263296783	0.1629773362322783	1.4833357689034876	2.01207776527442	0.0	3.2347932878447643	3.4350980166162337	1.7489299861452097	1.1135169163671659	0.5321148143676954	3.9228118787084374	0.9281019392946135	2.227453027870781	1.2181567527291022	0.9777856290586193	2.1537844813296267	0.37323778446545924	0.944472379255506
Mouse10A.DTT112	2.573716585659659	3.4310232696581497	2.2018785159057943	0.6663919726423648	1.7444969634061556	0.7320584180875197	1.9957227277629006	0.6232094103479586	3.173040808676983	0.4261697243127053	2.3738389838133838	0.694085766363061	3.017901442161202	2.969002089866609	1.4204907226245391	2.9426069855707824	3.182240542814438	2.8602342487569232	1.7616776232207811	1.4615341863489077	2.1284752785155048	2.7250086571784875	3.107243099186297	2.565253227123312	2.368557694425303	2.814465299545527	0.6996249462314945	2.4875015937098004	3.148600058673688	2.762819432717066	2.8603158677953187	1.5933339294598323	0.5658907423122055	2.9014655511766914	2.2641429209001065	0.8037267856347925	3.685723157831121	3.301899915316412	1.8062325407469044	1.557481521724574	3.2347932878447643	0.0	0.32956947832403516	1.739596614312998	3.127157773594273	3.2951589946383444	0.7308532809523544	3.069661195416038	1.0676106786146686	2.175661030695648	3.0164733892894873	1.2501510880102529	3.3360172544818507	2.8554011966123727
Mouse10A.DTT114	2.800158721299213	3.611765914033453	2.4280434870272254	0.7324283733399195	1.974361244415802	0.9810312258702221	2.2327204003743755	0.8337795049518278	3.4010493003751163	0.5389980601235158	2.6114445216840316	0.9008152649727489	3.1511973763014636	3.1154337927024267	1.6780290336001222	3.1497462378466508	3.357190512012647	3.065140336975966	1.9885374473099435	1.6945168033791511	2.3425282311174396	2.956984550731973	3.3312961027199077	2.7903366204424835	2.585430017658342	2.9976994864242004	0.8003737770041688	2.7101518058886946	3.3583968731200713	2.9948962491113065	3.029054234903311	1.8199655656748817	0.5746974241333335	3.1158131125359336	2.4752563236535403	1.0343338770238226	3.90764042733019	3.5131727859699895	2.0012167636125304	1.8385926017186416	3.4350980166162337	0.32956947832403516	0.0	2.0113640338529515	3.280521798905987	3.488927342382985	0.49115524377556746	3.320405510257432	1.307329122528662	2.4169058201425337	3.261136585045637	1.4133541981065179	3.5624566509873867	3.1005604611683157
Mouse10A.FP113	1.4016620050296407	2.5233485637026307	1.0964551129696032	1.7225891078098914	1.0975006499226114	1.236363272078841	0.9455481092747263	1.343497720296025	1.8056301466353009	1.6744771022436449	1.1534368626230056	1.377413735541255	2.470973648187437	2.3642131596498923	0.5813100678209978	1.8487611251359553	2.276001577052655	1.911076435409043	0.9997516010827556	1.0073033291240292	1.2843856636390731	1.4459684347350261	1.8060030224987558	1.4059194047254233	1.4350452489585377	1.8854637604514157	1.6619437330190765	1.2413856991167143	1.9438925324510061	1.5262623872024288	2.1656167744477677	0.9361244154419727	1.8875188013391837	1.7241677026541635	1.4706055524520976	1.1663168072951997	2.0978758958382784	1.773619803444399	0.9100607855515774	0.26707012604597496	1.7489299861452097	1.739596614312998	2.0113640338529515	0.0	2.121522424297087	1.954480303586757	2.46526473156629	1.3495334155349235	0.9428395886983811	0.5429185601507068	1.3048461581881472	1.2041606506628029	1.7568311171988698	1.1477703775137194
Mouse9A.FP102	3.2153914116475746	4.25878756227903	2.9988096574317176	3.358698524277275	3.1534746765596795	3.025645884395779	2.9362630697920267	3.032227639387886	3.3215220538306247	3.238419337999928	3.0221381324177803	3.1292489470480174	4.287456532007887	4.196867271104943	2.606734843172557	3.58170210438844	3.9952389062894875	3.755526147024036	3.023805453176369	3.0433956319051876	3.2550101214295992	3.1751790243904887	3.394760408885781	3.2234272447099266	3.3698623887155237	3.644581060102728	3.346263702874857	2.991728358178142	3.5542343955744777	3.284926997584723	4.032124989246935	2.9521569583510723	3.4657571774986002	3.4232226940529054	3.4503328358367806	2.9481795966527424	1.4489613246117459	1.1773339374970717	1.3948689869103446	2.359520165700758	1.1135169163671659	3.127157773594273	3.280521798905987	2.121522424297087	0.0	0.673682826386738	3.7376413589779998	1.8949749169221126	2.1201991688575674	1.7404141862474753	1.9574377826024776	1.882040420600382	1.294430566196002	1.855784747242592
Mouse9A.FP101	2.852862386157603	3.8549535352325712	2.702715979306259	3.433436821350387	2.9558997406458745	3.044605681934548	2.677168902006192	3.083824964700847	2.85522529691548	3.344412209763552	2.683962780958745	3.1617130970730773	3.983948978989578	3.8840452425446865	2.4830968699499922	3.187555620133746	3.6153745243480855	3.388016208512604	2.8218951346340844	2.9044591889477	2.9891582715565757	2.7777146495485043	2.947664647780813	2.8638303754327117	3.0605273804914543	3.294726143557502	3.404083084024135	2.638851430355313	3.1222741708908153	2.8867981779905705	3.7081454812989776	2.78726504051742	3.572822583291453	3.0208908588828907	3.1682109849742184	2.959570026272633	0.7773312864949532	0.5437669103271818	1.490456298798679	2.2178727916446186	0.5321148143676954	3.2951589946383444	3.488927342382985	1.954480303586757	0.673682826386738	0.0	3.965923218670517	1.3382848361942936	2.2488904655713666	1.4809432423400632	1.4203646846020759	2.1159985182817804	0.6453591126579415	1.3577556267746098
Mouse10A.FP112	3.1801718037247197	3.9198599094360818	2.8202677917894587	1.027665300775026	2.3290583279597534	1.3576178220404922	2.624820660634117	1.2287524793836977	3.7974548119102502	0.8948177871877417	3.0036268649020306	1.2612726052631487	3.4168938507857827	3.3913670460967666	2.104589457994322	3.5082975106833896	3.681699825814232	3.395098551813336	2.365727733879079	2.0614936975571077	2.699724722902258	3.34697300317345	3.717772553458832	3.169297547463457	2.9370440769538106	3.3427067707137303	1.0982119702353175	3.112757017334556	3.732229732994227	3.3743521873906857	3.32079944560932	2.2057631783014617	0.8079096513518558	3.4899552669590563	2.809765244996052	1.4336947883006244	4.391085718819648	3.9987684091081523	2.4790918473124703	2.2760139788345493	3.9228118787084374	0.7308532809523544	0.49115524377556746	2.46526473156629	3.7376413589779998	3.965923218670517	0.0	3.7911594464967515	1.764490597651629	2.892926758508174	3.732574025473249	1.8699473909888336	4.043993368774472	3.573200707973629
Mouse8A.FP90	1.6970832195320789	2.6407491127169656	1.6696103100591995	3.0073596259601163	2.0622942667539634	2.5563331767114086	1.7070869091765533	2.65461671878908	1.5905275780462866	2.9881696390608465	1.5731622379638506	2.683601775224631	2.9005882880730463	2.7832768140443163	1.8113052957758653	1.9896651198693018	2.4455413899558485	2.2025555373126604	1.940443924063457	2.12872377570279	1.9772030932956037	1.576142856908154	1.6965064873195035	1.7125149330660192	1.9692556863345405	2.166997135196789	2.9473549393953675	1.5270249546378307	1.8963227619354586	1.6750634770977686	2.5834711007364763	1.9816413717382542	3.1931696741898628	1.8185115258951157	2.11126894141304	2.46959818035615	0.9745684914271585	0.8634328073887033	1.61935902781505	1.57994989211663	0.9281019392946135	3.069661195416038	3.320405510257432	1.3495334155349235	1.8949749169221126	1.3382848361942936	3.7911594464967515	0.0	2.1488414157601374	0.9109140005692802	0.16461211220211927	2.2465138102761535	0.7626428692575459	0.23664305116692172
Mouse10A.FP114	2.2108321201623378	3.271165386877063	1.8465815574116546	1.3704794934524824	1.6090095465370589	1.007862249033229	1.6542402387609119	1.019067058953148	2.694489314691424	1.206817757053943	1.9690580643913953	1.1185605730890729	3.0511391601220414	2.969426520047138	1.0147594569362732	2.6444351257160292	3.005942578670399	2.657585271047219	1.5514487660296268	1.3674873728307777	1.930060410612293	2.2994665832627446	2.675697703070608	2.209607448441538	2.1432954653289213	2.604823868159467	1.3523068111420138	2.059411073520124	2.7802222841248523	2.370371956059114	2.8079855963552123	1.4002967251353615	1.4435852095089452	2.5458213638931437	2.116086030605741	0.9808302163260615	2.663851352752858	2.284067919565517	0.7840779428749992	0.9089982773630609	2.227453027870781	1.0676106786146686	1.307329122528662	0.9428395886983811	2.1201991688575674	2.2488904655713666	1.764490597651629	2.1488414157601374	0.0	1.2642398367140077	2.124860739743067	0.4069417653645838	2.311711757126613	1.9510429213411353
Mouse8A.DTT88	1.5128432218017118	2.6146264887021777	1.2827269770114313	2.1539601547925273	1.4774214911100143	1.715200433821798	1.2168626879485904	1.7936285658541367	1.7491105257826447	2.1127992754704397	1.2988987807546084	1.8399677884774008	2.645890106746068	2.540116241501737	1.0377249237769028	1.9209866408450105	2.360704962251422	2.0576373155419363	1.3482672950032606	1.4386715883491166	1.5452408884652717	1.4977208239818591	1.788447369787815	1.5206221020367094	1.6494238331619748	1.9902361590750837	2.1024605264477403	1.306426072963215	1.9457402039914533	1.6002078350422786	2.3495715643504695	1.3182966204165192	2.327389314024921	1.7701379328807447	1.7319847535738908	1.625296911658901	1.586295456654138	1.2500221449384183	0.830525344529374	0.7989821665377744	1.2181567527291022	2.175661030695648	2.4169058201425337	0.5429185601507068	1.7404141862474753	1.4809432423400632	2.892926758508174	0.9109140005692802	1.2642398367140077	0.0	0.8662496247616869	1.3816872943711016	1.2521233766952156	0.695260756918759
Mouse8A.DTT89	1.5701046624559554	2.5065904077491994	1.546757975419688	2.923014805489596	1.959267244777438	2.4849324222665805	1.596580996348526	2.5801525680912927	1.4635728326367126	2.9148987444566172	1.4537915085101458	2.606533190946814	2.756791313772426	2.641888065152652	1.7320473636630758	1.8555256527620905	2.30426727534832	2.0742909734210078	1.8332871051294972	2.0339990989277164	1.8564932278940696	1.4495391971201192	1.567609926859095	1.5850079987168166	1.8462231661257182	2.024995096406472	2.862923570650416	1.3928401273700661	1.7612743195425762	1.5515011203987372	2.447398492138734	1.8794099674850582	3.1146493813769993	1.6843787163938453	1.9908289977817246	2.3932054865442742	1.074730108190124	0.9370514452397667	1.6098033044957212	1.526646182934611	0.9777856290586193	3.0164733892894873	3.261136585045637	1.3048461581881472	1.9574377826024776	1.4203646846020759	3.732574025473249	0.16461211220211927	2.124860739743067	0.8662496247616869	0.0	2.2274746363882465	0.8677989821095768	0.17706057264859218
Mouse8A.FP89	2.4851839683294155	3.5440899673936355	2.1234033528674043	1.5916357166561435	1.9350170132894486	1.3250627803433974	1.9506540613744945	1.291549025911941	2.9329210279161413	1.4222029667331246	2.2490279920755634	1.4062273556028522	3.315576469330264	3.240709578168733	1.3349713191603607	2.9100480106107827	3.264765754779718	2.9472747484090007	1.859843853105851	1.6967564278917207	2.2279056120947875	2.5631570350575483	2.924013945385813	2.4840500660461164	2.440326359394197	2.8628182919551235	1.5931736980166935	2.3096807259888728	3.0279332669946983	2.6437292090691353	3.0918861531202135	1.7087993879632568	1.6487937733982172	2.8043421608961654	2.4232540603942354	1.283741283084312	2.626199425532675	2.2286141993404214	0.6756789134308804	1.2313882630136899	2.1537844813296267	1.2501510880102529	1.4133541981065179	1.2041606506628029	1.882040420600382	2.1159985182817804	1.8699473909888336	2.2465138102761535	0.4069417653645838	1.3816872943711016	2.2274746363882465	0.0	2.2861166797209225	2.0523470580500347
Mouse9A.FP100	2.41088954283524	3.365135715991225	2.3291688346041406	3.383469779853894	2.6627300341848157	2.9542107956088253	2.337942703534937	3.0239183036063215	2.324720770473465	3.325925999398953	2.2684377972227248	3.0799246198840295	3.582234870648121	3.4734535757794283	2.2860059145296554	2.7134771880651036	3.1527570450268736	2.9294992448944233	2.5318226201512544	2.6698894200201577	2.632805456088185	2.305584842764215	2.4314588754314634	2.424489508427983	2.660646455547221	2.8625288849426855	3.3385755883092125	2.216650235849957	2.6197403887655026	2.4100250490088952	3.2864374284755713	2.534741804957916	3.5478252317435883	2.542901501112381	2.7898240771256213	2.8668692239020253	0.3560027121592028	0.21554058556982522	1.6156889527558316	2.021058633292406	0.37323778446545924	3.3360172544818507	3.5624566509873867	1.7568311171988698	1.294430566196002	0.6453591126579415	4.043993368774472	0.7626428692575459	2.311711757126613	1.2521233766952156	0.8677989821095768	2.2861166797209225	0.0	0.8576044136387291
Mouse8A.FP88	1.5559942225857015	2.543299003582642	1.490584071307698	2.782112578012649	1.8677215099382396	2.3404937923740756	1.518196586285166	2.4334674370843965	1.52206562429533	2.7655524188837397	1.4152164146624175	2.4641261056480266	2.7519970203213138	2.6376164650886538	1.59769505548237	1.874635463271272	2.3290708834355742	2.0787396962486904	1.7402457192259728	1.921966021942301	1.7977506324147527	1.454155810609645	1.6140282435687028	1.5699208061092838	1.8096058871672112	2.027208905932561	2.7236002262318237	1.36875023212217	1.8045758604306228	1.5585332563680512	2.441220382562673	1.7729950342979839	2.9694814652788515	1.7044476884661601	1.9441831393087665	2.249825199444564	1.1131062174864055	0.9160974285317712	1.4369141310850602	1.379069148245603	0.944472379255506	2.8554011966123727	3.1005604611683157	1.1477703775137194	1.855784747242592	1.3577556267746098	3.573200707973629	0.23664305116692172	1.9510429213411353	0.695260756918759	0.17706057264859218	2.0523470580500347	0.8576044136387291	0.0
