	TL1a_FP_162	TL1a_FP_88	TL1a_FP_89	TL1a_FP_234	TL1a_FP_65	TL1a_FP_64	TL1a_FP_209	TL1a_FP_287	TL1a_FP_77	TL1a_FP_245	TL1a_FP_198	TL1a_FP_161	TL1a_FP_76	TL1a_FP_102	TL1a_FP_197	TL1a_FP_132	TL1a_FP_130	TL1a_FP_173	TL1a_FP_90	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_172	TL1a_FP_269	TL1a_FP_288	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_196	TL1a_FP_131	TL1a_FP_246	TL1a_FP_270	TL1a_FP_160	TL1a_FP_286	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_FP_101	TL1a_FP_244	TL1a_FP_232	TL1a_FP_233	TL1a_FP_268	TL1A_FP_641	TL1A_FP_689	TL1A_FP_640	TL1A_FP_677	TL1A_FP_678	TL1A_FP_630	TL1A_FP_688
TL1a_FP_76	1.8238158547880263	2.3009499213410995	2.2464397933888707	2.341011177603776	1.7029800532215944	0.6231413889435552	0.970731366030476	1.974597174006227	0.4145640189858494	1.3083015991646907	3.213255641118584	1.2066324187912083	0.0	1.839524019939395	1.852485236253157	1.7981828280823378	0.5734617321942603	1.611053095665379	0.6027134426032602	1.3461783182719915	1.1201225077505956	0.9530058812335316	1.713946438764418	3.2139935847999914	1.8759145713446712	1.6679706243066947	0.6854042004614317	1.1035111787895213	2.2288179117569076	1.9231751207234502	0.9107230655125249	2.005780632762118	1.4302986781612077	2.1570690194492586	1.4667795725912012	2.033710544655185	1.1660724733499053	3.037089707741514	1.49064904772996	2.2767736784092274	2.035052963592314	1.7500551556242394	0.7106126310632553	0.6609563566392431	0.5667084491304006	0.7571823494960634	0.9009953614701113	0.7844803576898957	0.42857739251438365
TL1a_FP_102	3.5309555550920133	1.280248295869906	3.9036846329890245	3.299375226418902	3.312273565528215	2.4353760866122234	2.6679339062996035	2.3780350908269567	1.7356353218398164	1.8963835513477552	4.73113005272396	2.9842594071789277	1.839524019939395	0.0	3.04426158031172	2.2228266493280784	2.403099409410731	1.8567936644895913	1.728640693966761	1.9308231032443461	2.776710789232631	1.3401479601587785	2.2153454220777724	4.671955636487394	2.783382640641046	1.4756957490221874	1.4587231342076417	0.7683516748489406	2.860310019527949	2.866727958117864	2.1468902918210824	3.6543558544065977	2.1113907972817203	2.857233993715616	2.923972579801936	2.6668125195466486	2.8564323142245613	1.3867284236768849	3.3075044408514764	3.3081114893486787	3.210417190138818	2.698619675914681	1.510619541920257	1.6170599771974328	1.8025865693248337	2.3475767397069998	2.0326565794517095	1.5590434214162328	1.7075467413196275
TL1a_FP_197	2.6706987880580004	2.9053956423779423	3.221306118553681	0.9328931466791283	2.8840008784082865	1.7530275111691997	1.126943814503524	1.2341780415114267	2.238324913478165	1.2404787156252244	1.7787244054958888	2.1531264439143416	1.852485236253157	3.04426158031172	0.0	1.5281783347532507	1.7408816846467976	1.4089575790460833	1.6029407600872596	1.1592423039265085	2.46372514650334	1.72101743140009	1.4261957113853905	1.6814305082282857	0.9056128269891116	3.458864633687735	1.6893331079179488	2.3824016084145545	1.158253279081556	1.3187577799165937	0.9968524975826767	1.1305691805131803	1.0284840641653177	1.145470294930265	2.9479865159387115	1.0180601957940558	1.305362470022664	3.8856623564756183	1.6065751806873514	1.3351737530731669	0.6616872800260074	0.5332841633635174	1.9211364093967909	2.0232783309300615	2.0317096733043316	1.733445247536483	1.6070408981349782	1.5697154927056516	1.6729532884869025
TL1a_FP_132	3.350838255691522	1.5794719271348825	3.6395430618134674	1.2264790179153664	3.097042813951774	1.9415924589476192	1.7770068784839277	0.6284997639704896	2.144823863275767	0.7071190813265099	2.9766622703763606	2.7136011492421512	1.7981828280823378	2.2228266493280784	1.5281783347532507	0.0	2.080326662349534	0.7759244530319662	1.2027054140425555	1.1008220681480971	2.7729418532647907	1.1915873399698769	0.11434417469616424	2.878443723633244	0.7587671584019171	3.009212422175693	1.4632818935572884	1.6946746154258634	0.7657105722086409	0.8021932052120078	1.2294745316992794	2.221487496027581	0.7535256512480815	0.7156262761617517	3.0775692971334174	0.7128359952098914	1.7313191363517866	2.6586353347116716	2.4590885403071434	1.1915633066785856	1.3044522048360991	1.0113449621011052	1.2844065506728743	1.436403918246703	1.588567293761147	1.614906583516303	1.064425437695156	1.1204145638952627	1.378828566492204
TL1a_FP_130	1.3214855443007736	2.830835460304145	1.8242935597906556	2.327639686820324	1.3715616519611606	0.33154132548404064	0.6512882503963281	2.20683953280468	0.7890214295725526	1.608761436239288	2.8489135079776946	0.6798279878973582	0.5734617321942603	2.403099409410731	1.7408816846467976	2.080326662349534	0.0	1.9419763505849312	1.0078465862386687	1.6055420318032902	0.7709562741831346	1.4250504065786915	1.9826573776448209	2.8796676468211935	1.9491516132205096	2.0631230212340554	1.1397908216334403	1.6728658935922356	2.3611136404178543	1.9987618246814949	1.0271094119901982	1.61520558854852	1.6579499726270097	2.277661047797764	1.2512235973429329	2.181681959201249	0.8743325657470556	3.605974762862718	0.9502828633888991	2.264723698089408	1.949048882136615	1.7963640446471192	1.2035465086612	1.127791432938397	0.959857776914299	0.7608964612499841	1.1612198330668186	1.2167738898723857	0.8793528445296915
TL1a_FP_173	3.2288671927057835	1.5517727259031608	3.7052420179274694	1.529768767216828	3.180638128199684	1.9273882968161966	1.6882784299869467	0.5559182575377717	1.9110601536177634	0.3730316674260926	3.131498956193197	2.59878203044924	1.611053095665379	1.8567936644895913	1.4089575790460833	0.7759244530319662	1.9419763505849312	0.0	1.116056168856633	0.47844680883209156	2.6771786319773465	0.787552691639324	0.7225817080058737	3.025121661999473	1.0933996409362068	2.7529104809836475	1.0460708941182193	1.3780780091453002	1.0771613348867506	1.4003139357772034	0.9812239856100266	2.3206113056393742	0.4276862801500964	1.1147503195325061	3.054018759619295	0.8481306627003589	1.8614665028360367	2.497856101898315	2.433207376845279	1.7425732728144943	1.5365287491314423	0.9568046130120035	1.2473549624502358	1.4549970583936953	1.625589260614557	1.753876126045036	1.2659188229615228	0.8542076982209328	1.2402424358370705
TL1a_FP_90	2.322927516270917	1.8555782729116446	2.6738814228322467	1.9033598245633336	2.1072599023420127	0.9220524019430028	1.0489516983668912	1.4454296948037555	0.9480774337791635	0.7927070060743212	3.0882217201471653	1.6801376141535187	0.6027134426032602	1.728640693966761	1.6029407600872596	1.2027054140425555	1.0078465862386687	1.116056168856633	0.0	0.9839427085298168	1.6515323549158731	0.5819829571316992	1.1246366281295737	3.0570463632439515	1.3921473813805794	1.9878596303570968	0.5569144152396139	0.9688415729905616	1.7043867729976756	1.4280634231129392	0.6539500116722441	1.9673919933033892	0.9530944382587317	1.632315015401198	1.9646003456383865	1.5236435884831967	1.14321788510281	2.7309506511810357	1.724804925237111	1.8282569681051342	1.6739059194835024	1.347855605619176	0.3337978387174438	0.44335581785299794	0.5349467482609395	0.7438041392165591	0.4401567080701401	0.3255429312372752	0.17875978318068417
TL1a_FP_174	2.8451435876369184	1.9147400826460905	3.4066500258992654	1.5722674234997998	2.9213184196646753	1.6539095785042124	1.3438820540779763	0.8455692027643109	1.652693905154422	0.4301232850598463	2.925769434239848	2.234297170111458	1.3461783182719915	1.9308231032443461	1.1592423039265085	1.1008220681480971	1.6055420318032902	0.47844680883209156	0.9839427085298168	0.0	2.3554397385704458	0.7122182229099591	1.011414759042991	2.835174768289195	1.1606056711067025	2.622324380900307	0.8016869226422848	1.3659760969579153	1.2753821216091519	1.5173484705747653	0.645696525311754	2.046466392236523	0.3989984170048651	1.2973487830005264	2.7830079599266955	1.0131000553614293	1.6215609969250158	2.794815073296076	2.079596739345443	1.8274786030487276	1.4622947274582565	0.856159639587007	1.2051270604471427	1.3930827594889539	1.5153861965660576	1.5865813393132713	1.2277523889352036	0.7301532909900896	1.0586624225032828
TL1a_FP_144	0.8416737058008043	3.3616955675623172	1.2040885625617093	3.0316766751650963	0.7945467295626515	0.8532250896173682	1.3418255002636172	2.960740097210102	1.0509722247558122	2.345945767308781	3.299608793049029	0.4785584310457928	1.1201225077505956	2.776710789232631	2.46372514650334	2.7729418532647907	0.7709562741831346	2.6771786319773465	1.6515323549158731	2.3554397385704458	0.0	2.0714744248259347	2.684061057831055	3.372337824172629	2.6693061425813966	1.9895346904664992	1.7774254944126229	2.1250639771833293	3.0979806534303123	2.643537366562019	1.7951756861712387	2.085472447994496	2.415803533969906	3.002333003462384	0.5552752332701931	2.9332482004416716	1.4184034734799402	4.027873177274681	1.221328383751785	2.8917993845731753	2.6348588736405256	2.5535645442269415	1.7399824346016086	1.595062055978495	1.379814180241621	1.240711338358385	1.75702279637899	1.8875093504588498	1.5055863513915246
TL1a_FP_142	2.7260461145964534	1.5194114308537803	3.177606880787499	2.039077187758207	2.619509416586711	1.4353958872083485	1.443264738736035	1.2835703107394505	1.1739677603951308	0.6412678384973014	3.3927400264670498	2.098321909914265	0.9530058812335316	1.3401479601587785	1.72101743140009	1.1915873399698769	1.4250504065786915	0.787552691639324	0.5819829571316992	0.7122182229099591	2.0714744248259347	0.0	1.1286712159799297	3.3318780930139473	1.5297610774387862	1.9788137079428612	0.3603122637979205	0.6765810165975286	1.7050376693146878	1.6889684137588508	0.8263389012069283	2.3529868796541127	0.8453746929526248	1.6836604677199598	2.4002522339604107	1.4850892402648546	1.6493314873489087	2.3395248006252305	2.1645685435023085	2.0963200398571544	1.8951430385181245	1.3988205667584719	0.627042251451694	0.8332992182026164	1.010460501498383	1.3239248838917892	0.9418529610606842	0.2759079004734427	0.6291940259036881
TL1a_FP_172	3.2508185445087685	1.637741815190468	3.5565176642615444	1.1762142258595643	3.020412944522606	1.8507874659713535	1.6683215762618149	0.5904273680083932	2.068560768583718	0.6166584824958937	2.898158993650431	2.6143890354342005	1.713946438764418	2.2153454220777724	1.4261957113853905	0.11434417469616424	1.9826573776448209	0.7225817080058737	1.1246366281295737	1.011414759042991	2.684061057831055	1.1286712159799297	0.0	2.8023926022220693	0.6855291958851973	2.9680227995351873	1.384237982331548	1.6607841418036453	0.7412190657354639	0.767899119128928	1.1194423905869408	2.123514281282142	0.6532522954294889	0.686557492762925	3.001125904600347	0.6597301893938898	1.6356745383625482	2.709807233614804	2.354377078892298	1.161734137230666	1.2254030940816818	0.913676122572927	1.2309635182238527	1.3838113829178775	1.5284589037955032	1.5373854196151586	0.99721721242899	1.043759333221742	1.299281694424753
TL1a_FP_269	3.2347652079758626	4.426851042146641	3.5974529990190693	1.7404428235320308	3.504493835525682	2.834309202263608	2.265409678093248	2.6941535393647027	3.589644390040547	2.8400118496746947	0.21935380946161315	2.961879095526927	3.2139935847999914	4.671955636487394	1.6814305082282857	2.878443723633244	2.8796676468211935	3.025121661999473	3.0570463632439515	2.835174768289195	3.372337824172629	3.3318780930139473	2.8023926022220693	0.0	2.121200347409362	4.880158312664551	3.273492917508486	3.9629183451872514	2.321962798782647	2.270573376295049	2.5458147241367968	1.2956056016708521	2.640712670677566	2.2785547210806794	3.800197686977543	2.3641511122136487	2.191752993543708	5.46920605251202	2.1691585199955092	1.9386232969210047	1.5776270968768582	2.0686462123950173	3.362340664975389	3.3966458670273996	3.331788373265266	2.834197085551355	2.9060038943355773	3.1304106635257165	3.1174975279192942
TL1a_FP_288	3.0806004221000443	2.3184085255236297	3.422089208172408	0.537828859624364	2.9715089238368484	1.8277571682493017	1.4452581709284695	0.7407979891182893	2.2805971824877327	0.9266804816342517	2.2244886081851187	2.486587832609002	1.8759145713446712	2.783382640641046	0.9056128269891116	0.7587671584019171	1.9491516132205096	1.0933996409362068	1.3921473813805794	1.1606056711067025	2.6693061425813966	1.5297610774387862	0.6855291958851973	2.121200347409362	0.0	3.3720392308918767	1.6646092531656111	2.1529646931624167	0.4687860193698457	0.5131552045281935	1.0952068017642405	1.5822411958591587	0.7831547588592862	0.3538298912717354	3.047046992512139	0.4525543006817262	1.385970038477253	3.381941137626478	2.033159727762406	0.6855619428092541	0.5513074591987543	0.4908130058119948	1.6169340555062306	1.7308668027121037	1.7974928369202976	1.5802639126933746	1.2234512862562597	1.375525977294983	1.539882889686598
TL1a_FP_66	2.7276592935901363	2.5367947127807557	2.9620600271637105	3.8882748005868923	2.443057842712242	2.1252070667241565	2.6215707627680938	3.2528602230445873	1.2975124533486326	2.5986312630434454	4.873567609002694	2.3658567484911934	1.6679706243066947	1.4756957490221874	3.458864633687735	3.009212422175693	2.0631230212340554	2.7529104809836475	1.9878596303570968	2.622324380900307	1.9895346904664992	1.9788137079428612	2.9680227995351873	4.880158312664551	3.3720392308918767	0.0	1.8387721174464353	1.413910665097182	3.6307174775858297	3.365048181085754	2.4722128291018888	3.649702381892855	2.796278005732687	3.577300689372724	1.9275056461075752	3.433076214870578	2.77586933452244	2.6666837284257525	2.98633010541259	3.781699220350024	3.645200483937865	3.2766560735702455	1.7823857673759638	1.7121237810729846	1.7157967522601743	2.208589196473878	2.2646443377209855	2.03104040702592	1.8589790583627317
TL1a_FP_143	2.4085842780821305	1.8493142351012795	2.918170472399835	2.151525576238437	2.385445915428532	1.2127343048562094	1.239212005720068	1.5146852347199393	0.8946229512541598	0.8479696829653401	3.31779760358434	1.7949667632591515	0.6854042004614317	1.4587231342076417	1.6893331079179488	1.4632818935572884	1.1397908216334403	1.0460708941182193	0.5569144152396139	0.8016869226422848	1.7774254944126229	0.3603122637979205	1.384237982331548	3.273492917508486	1.6646092531656111	1.8387721174464353	0.0	0.7578937002948475	1.9007953705464096	1.8363461439586062	0.7307761404849941	2.2232088951717257	0.9990500868144429	1.871873351474637	2.140567456995175	1.6696352514098336	1.515667124591959	2.6010402369775023	1.9250851110298528	2.218204335402836	1.9411575295005719	1.472098572650636	0.67793262749674	0.8259752099874069	0.9330754441595621	1.212651865340114	0.9913597132588595	0.36946152732812926	0.5033606475980198
TL1a_FP_100	2.87665330545949	1.3811012410668122	3.2515864938014705	2.678948084538019	2.6591223743398142	1.6849384139185093	1.9150738110716068	1.8897287872164645	1.0922451593156097	1.291546070012956	4.008790832769683	2.2909797322185455	1.1035111787895213	0.7683516748489406	2.3824016084145545	1.6946746154258634	1.6728658935922356	1.3780780091453002	0.9688415729905616	1.3659760969579153	2.1250639771833293	0.6765810165975286	1.6607841418036453	3.9629183451872514	2.1529646931624167	1.413910665097182	0.7578937002948475	0.0	2.318679027200007	2.223434032885957	1.4319785057893542	2.9022115989875727	1.51139967415455	2.2906582171982155	2.3324728869910665	2.1185139159077386	2.0885090552968757	1.9550455213346698	2.5582644058237647	2.6589215342115518	2.533085932468916	2.069563422319218	0.7695913214803036	0.8893185525534303	1.0746398859512445	1.592618984776234	1.3013610071732102	0.8361989194759065	0.9394803960220051
TL1a_FP_196	3.5222887835962626	2.244714933432153	3.88668090245141	0.5983563310943881	3.425630569415103	2.2574011034047143	1.8717728216110145	0.5522948875734616	2.617240031052623	1.0702889709699641	2.4580404922478993	2.9231505951865757	2.2288179117569076	2.860310019527949	1.158253279081556	0.7657105722086409	2.3611136404178543	1.0771613348867506	1.7043867729976756	1.2753821216091519	3.0979806534303123	1.7050376693146878	0.7412190657354639	2.321962798782647	0.4687860193698457	3.6307174775858297	1.9007953705464096	2.318679027200007	0.0	0.8109011375669125	1.4235334241190774	1.9859711174349925	0.9225099176594729	0.16045299934350588	3.47665757067907	0.2672214811612786	1.851073195384434	3.2988526447691533	2.479380588785595	0.9074899216255025	0.8744615161577427	0.7065966203139353	1.8929073621809118	2.0373136862134897	2.1428980935924873	2.0028783955303266	1.5753396740278705	1.6167904128514017	1.8615225340057255
TL1a_FP_131	3.100744324070561	2.3211384724790145	3.291412559941372	0.8174003426571551	2.8200272428034694	1.7989629526959015	1.5661470649935865	1.1109761470403878	2.319605674301511	1.1833184154820953	2.344999315762124	2.511797991940716	1.9231751207234502	2.866727958117864	1.3187577799165937	0.8021932052120078	1.9987618246814949	1.4003139357772034	1.4280634231129392	1.5173484705747653	2.643537366562019	1.6889684137588508	0.767899119128928	2.270573376295049	0.5131552045281935	3.365048181085754	1.8363461439586062	2.223434032885957	0.8109011375669125	0.0	1.331680537325814	1.6688014533962574	1.128452452489585	0.6512197976185222	2.94653896712194	0.8894885089193187	1.3440836041335236	3.4029831387033185	2.0832731501518746	0.4536516441826807	0.805736700868944	0.9755742832200253	1.5906255746773243	1.6584096691617578	1.7065029028538903	1.4576854198690399	1.1154123759120411	1.5007632519579694	1.5845980616175317
