KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K05916	0.993436954965	0.99671621489	9.08637137144e-97	0.975161729656	9.72968915965e-59	0.022235444038	0.0213646979305
