Function	GnotoExpt.DTT552.S163	GnotoExpt.DTT535.S146	GnotoExpt.DTT480.S628	GnotoExpt.DTT541.S152	806rcbc381.S515	GnotoExpt.DTT570.S182	GnotoExpt.DTT564.S176	GnotoExpt.DTT565.S177	GnotoExpt.DTT607.S342	GnotoExpt.DTT534.S145	806rcbc450.S451	806rcbc447.S448	806rcbc562.S467	GnotoExpt.DTT456.S604	GnotobioticExp.DTT.193.S203	806rcbc530.S435	GnotoExpt.DTT451.S599	806rcbc454.S455	806rcbc375.S509	GnotobioticExp.DTT.180.S190	GnotoExpt.DTT600.S335	GnotobioticExp.DTT.186.S196	GnotobioticExp.DTT.199.S209	GnotoExpt.DTT390.S536	806rcbc493.S398	806rcbc567.S472	806rcbc550.S455	GnotoExpt.DTT612.S347	GnotobioticExp.DTT.204.S214	GnotobioticExp.DTT.205.S215	GnotoExpt.DTT457.S605	806rcbc488.S393	806rcbc444.S445	GnotoExpt.DTT486.S634	GnotoExpt.DTT601.S336	GnotoExpt.DTT613.S348	806rcbc519.S424	GnotoExpt.DTT463.S611	GnotobioticExp.DTT.181.S191	GnotoExpt.DTT462.S610	GnotoExpt.DTT547.S158	GnotobioticExp.DTT.192.S202	806rcbc376.S510	GnotoExpt.DTT475.S623	806rcbc524.S429	GnotoExpt.DTT474.S622	GnotoExpt.DTT385.S531	GnotoExpt.DTT469.S617	806rcbc561.S466	GnotobioticExp.DTT.198.S208	806rcbc499.S404	806rcbc555.S460	GnotoExpt.DTT606.S341	806rcbc429.S430	GnotoExpt.DTT391.S537	806rcbc494.S399	GnotoExpt.DTT481.S629	GnotoExpt.DTT559.S171	806rcbc362.S497	GnotoExpt.DTT618.S353	806rcbc432.S433	806rcbc370.S503	GnotoExpt.DTT468.S616	806rcbc525.S430	GnotoExpt.DTT546.S157	GnotoExpt.DTT540.S151	GnotobioticExp.DTT.175.S185	806rcbc556.S461	GnotoExpt.DTT553.S164	GnotoExpt.DTT595.S330	GnotobioticExp.DTT.210.S220	806rcbc531.S436	GnotoExpt.DTT558.S170	GnotobioticExp.DTT.187.S197	GnotobioticExp.DTT.308.fastq	GnotobioticExp.DTT.367.fastq	GnotobioticExp.DTT.319.fastq	GnotobioticExp.DTT.362.fastq	GnotobioticExp.DTT.325.fastq	GnotobioticExp.DTT.307.fastq	GnotobioticExp.DTT.320.fastq	GnotobioticExp.DTT.373.fastq	GnotobioticExp.DTT.379.fastq	GnotobioticExp.DTT.368.fastq	GnotobioticExp.DTT.313.fastq	GnotobioticExp.DTT.302.fastq	GnotobioticExp.DTT.314.fastq	GnotobioticExp.DTT.374.fastq	GnotobioticExp.DTT.380.fastq
MF0026	0.011966415979169358	0.013490838840522419	0	0.0145570321842841	0.004655393917864722	0.009870457461058657	0.010157224665447282	0.012712550223379653	0	0.01160912839238591	0.006344908358327326	0.009895794495557513	0.010328548244934442	0	0.006957866312722554	0.006975017092311367	0	0.009451780142206313	0.0016317331945092956	0.011858349229787553	0.005898594763310407	0.01013864871820895	0.007822775670749333	0.004730028728071487	0.006250274536676653	0.00901664331419855	0.008644634421600494	0.0058990385437551664	0.006895889476255455	0.0067986312726852054	0	0.007546638964159485	0.010824009632873194	0	0.005907328028011195	0.005909302190491113	0.007070952862174646	0.0057097257450343854	0.010911111927794273	0.005648720884762118	0.01323987292033384	0.0056827633304358605	0.010601926929407451	0.005707048718009419	0.005801169565306687	0	0.007808934181826017	0.005728147470788761	0.006251393674237588	0.008749608072982501	0.005799095372998722	0.0069762339896749645	0.005862340461680418	0.006644872461131826	0.010899304976521243	0.008036060361580845	0.005693293979574029	0.011984206326242475	0.011553861964439825	0.005863171696256138	0.007587074299874776	0.011584131403828015	0	0.007223843652270442	0.009345133233216925	0.010030984508891215	0.010855352876192312	0.006386242791544098	0.006786717352834775	0.005913178749183426	0.0038628275546634338	0.008381755506776736	0.006956192041356335	0.011153652782033115	0.009537167213506989	0.0072105677256899614	0.006389125771344255	0.008010611581817898	0.006248414459066371	0.009070604714328138	0.006420498887119678	0.008217235708382514	0.0075089472190853655	0.007389958452495725	0.012324326622922169	0.009846907536966584	0.011076599643254883	0.00833315212272424	0.007810988962462214
MF0103	0.05563700330752927	0.0244975125947926	3.7877377848217943e-6	0.024989595743039123	0.019945478655716442	0.033383539691911664	0.029554165313085384	0.05626718717648789	1.1515986473031738e-4	0.037131443501922066	0.011966244612369387	0.023768515540730017	0.07132163635470645	8.339650443104572e-5	0.014633189985633932	0.01476533189300065	3.906910541132635e-6	0.041961588549696345	0.005244500794815803	0.06760007258406525	6.961178722943735e-5	0.05574835419947681	0.014401537509913449	0.012155617511964366	0.03586362315875114	0.06267287243955107	0.06319804884384521	7.862046801335862e-5	0.004985831072332177	0.02105185900590949	1.3092094630585971e-5	0.04428780503052422	0.03487584150039597	2.9492052913707746e-6	5.753254434318207e-4	0.0030916200371799603	0.01967895550107416	1.8957801896654857e-5	0.05824803343318292	3.649375151824491e-5	0.0245715452491271	0.0326406956708846	0.03726922895448779	4.6032946310307807e-5	0.017791922370699903	1.0552205963735795e-6	0.02774454189848734	9.719620851719628e-5	0.03604729785388287	0.024096035845795286	0.020473371246323917	0.023928304446938217	7.111824138478168e-5	0.0059656498389312465	0.05396706955445154	0.04414701908646545	3.6345745819087816e-5	0.05732857277713548	0.03845899493323189	9.284271715693636e-5	0.013284175405672526	0.055425553546927776	1.8966593237575767e-6	0.04064600015159092	0.049647415910968024	0.020946305037704584	0.05930791918066179	0.035269298269250945	0.005636478574763239	1.4755357959794646e-4	0.0031328109105466266	0.04733005879596917	0.02352812881534748	0.05623064468802368	0.04717138679786845	0.043029272896747524	0.01392211398076878	0.02870064651806409	0.01814518029390288	0.054785658036313856	0.012578230587782903	0.03871569157243732	0.03346396879662366	0.030803278660407277	0.05941035786351296	0.04382829625827148	0.05461336943022696	0.02634510634410408	0.021612406985024354
MF0067	0.02008258317645205	0.025889226284778646	0.011451505671353114	0.027812601208342023	0.03837688877233354	0.03563375839531417	0.04066166277308007	0.01713534743321337	0.011878854168970037	0.03186201240572293	0.028619058088992386	0.03616840071272998	0.018034236153800672	0.011346862723392288	0.03480774533078688	0.02729583991930191	0.011486833261251455	0.03506204526091494	0.03995352749914765	0.02265269211773728	0.011806410719837478	0.017593692973650623	0.027750362251039155	0.03965601243119328	0.030371274395757288	0.021024200072204027	0.02995961047218988	0.011817328865589187	0.017724853603538083	0.020223910299361623	0.011663681095827879	0.030161240555776604	0.02898150635981912	0.011408096376919561	0.01199929959486184	0.01286689571155367	0.027860101841164886	0.011390547350785011	0.027467396103470616	0.011366006261134745	0.025709383667653837	0.02782773907955789	0.034873546018729884	0.011417433730032733	0.02965685954556802	0.011593497648237243	0.023203750018166696	0.011399907513251406	0.017955751411921166	0.03174047362324582	0.025937519039363352	0.035456270087263896	0.0117322100739491	0.020667437907685066	0.023977035391308202	0.01929945635501826	0.011405679962425396	0.019002122977601257	0.028845891213962107	0.011736532864165292	0.02680720786175891	0.024286738081085175	0.011485926451413204	0.02787696197442082	0.0331811683187318	0.03797725706796899	0.02664344460645905	0.0165724805877518	0.015328640998337806	0.012020737867859194	0.026665368330708924	0.028059640812863454	0.02278089841300099	0.022445156316477855	0.025470899442303258	0.03524192625217911	0.03618823918128548	0.0382816661730474	0.04250438027085614	0.01941306459021203	0.0313112549116819	0.03670850242639189	0.019824715535770813	0.03564582534833249	0.01909558101272731	0.0323439902340519	0.021646292291242156	0.0389895162251309	0.022269573530463094
MF0024	0.011893983784711749	0.013536110838741042	0.00733165859018754	0.014570806986407888	0.004463417499563427	6.156647052974313e-4	3.142023382031049e-4	2.7002028204973994e-5	0.011856190811909018	3.74456004157216e-4	0.0037744259575439986	0.009904387624574839	0.010307904397619388	0.006818080245748679	0.003948011482187015	0.00474808165240791	0.0072487143789943	0.009146366512793403	0.0016288586028763781	0.011629024462673904	0.011785229119625242	0.011270764141054362	0.00990433002588098	3.2582281254100635e-4	0.006746661972323051	0.0011501392335338883	0.008913611137847048	0.011784316318303631	0.01143448662602964	0.006676300029712281	0.007578379146808378	0.007844495757695217	0.01057774336343223	0.007772230156609842	0.011718755105181904	0.011409319167296596	0.0037280264241097484	0.006225188319435261	0.010528651496413062	0.006187918017071142	0.013261237053959058	0.00642223539202332	0	0.006737240659134622	0.002266769400904228	0.007649927235469901	0.0034554281682028995	0.005885832801109133	0.00896422076218628	0.0031992719309421975	0.002488922064316817	0.0076486219992112974	0.011715847759282326	0.010917045749454683	8.929564962300901e-5	0.009813426285776132	0.007113082061098125	8.499266832595083e-5	9.772360622887443e-5	0.011714594821050556	0.010583408620002338	0	0.00772310698365097	0.0029226224111413837	5.280019012954434e-5	9.375881634557171e-4	0.010720469424205627	0.009431262929481649	0.010024969259483006	0.011770626771865921	0.006717789094209403	0.0015721343349206422	0.005344920016784352	0.011376412494115432	0.0016088710289514968	7.104591707150002e-4	0.0037861191272855334	0.001501452098116441	0.001750289516180458	0.0028040676314008803	0.0043384397587477915	0.0010285642417380131	0.010080836108178651	0.0010839911482182284	3.9242480583511646e-4	2.258428170837055e-4	1.6335510468409766e-4	0.0013312522340146237	0.010759023318547214
MF0068	0.014040130937704183	0.015497347958728501	0.011445290948038844	0.0158140387218722	0.03043437940996721	0.01899941280547873	0.019591348612438348	0.014636994084592358	0.011904955054050897	0.02024020908168551	0.022953305610298416	0.02002881223278715	0.012857501497875422	0.011321984358295924	0.01589243034177177	0.017714767091012176	0.011485270497035	0.019096308733618447	0.038699515645203714	0.013403367251191567	0.011798540210880542	0.015430000623683068	0.018345737061423742	0.031162035129606414	0.011735381275332305	0.014121425264661047	0.012827995654330453	0.011804988969296507	0.016099271849546577	0.0180431201347926	0.011662987373726771	0.012202356810865702	0.017491915830235235	0.011409006529016103	0.011899641914188176	0.012369591092869668	0.017076499988219786	0.011391976286227597	0.013797854733836467	0.01135453847090926	0.016004247192686286	0.027104627019332982	0.016853674018082583	0.01139703677963052	0.012723267731623304	0.011594481113833063	0.017006833695753922	0.01142831836708375	0.018203387794755405	0.01970831123156309	0.012651423817218472	0.015425484451043308	0.011728655460977845	0.015522118272741454	0.015382725374347183	0.015543916956961532	0.011387244921457923	0.01432452506613138	0.017807521272379594	0.011735424729785128	0.01850490930067299	0.016017405151915128	0.011485239613835605	0.015680135801991794	0.018492919845355636	0.01957833189612637	0.014139891449072997	0.01823110134217802	0.014770863686364086	0.011902695694586882	0.0261008651356925	0.014311461101066895	0.019049922235431158	0.015307863694946524	0.015560271810150449	0.013753472445769546	0.016154702552001285	0.015702557830240323	0.013074488607321258	0.020361900756950675	0.017599811861657457	0.015759328796569928	0.016996875875183347	0.013900581424627812	0.014645122265215431	0.014563943508195112	0.01480391448080214	0.0161896401289611	0.017899811324635157
MF0101	0.0125124221947648	0.025607399210709196	0.011398443789570271	0.02768144523655293	0.0033316776205617555	0.0032495642212629072	0.004777011211789134	0.014624065699708701	0.011847911064660098	0.007959273392728476	0.005455961817417402	0.006445375570933275	4.976945511872456e-4	0.011298767680226751	0.00989918082750464	0.006284621979131498	0.011482256594617555	0.004796295629564065	9.320192631687346e-4	0.009365034468724318	0.01179124521086906	0.011044733784984198	0.011181023782567853	0.0029547474485861545	0.006011524767904305	0.0018942035419860957	0.0030772097836827728	0.011780348839830252	0.012036670948871704	0.011407365076637803	0.0116191423033101	0.007142454313634831	0.008692479033876342	0.011359401286638465	0.011694357034711523	0.011362363280218161	0.004792090889891908	0.011315053407464344	0.009481906706862596	0.011285399612973998	0.024949626869690874	0.007036748205108219	0.007046603325957123	0.011349455716514906	0.0030778901372856596	0.011433948294065558	0.011197475493289264	0.01136417680629169	0.005708598154080636	0.00629927337673563	0.004446640875851662	0.0026114419442763524	0.011712218009292518	0.00902797930023226	0.010132819917612002	0.010468105297378346	0.011367360245346615	0.014970258064199207	0.009122987259496573	0.01171591418830803	0.0067834085358395284	0.008302163481888277	0.011484642558947891	0.009085465272761413	0.005447442899417444	0.005574454434148211	0.009788049301156667	0.00632189361869433	0.01067261649542822	0.011752937418356974	0.006291034090728703	0.00878038888771585	0.007227426403183686	0.00960378613736015	0.020597819796515777	0.006779388190751869	0.011323950417409984	0.005708678172020417	0.012327968553227707	0.00473702357815819	0.012799153933467774	0.006948292653382351	0.010854709755906366	0.005190800942822314	0.02337411697364514	0.019269864967751432	0.022032976064865265	0.005297224341693633	0.009841607916564203
MF0021	0.015383626722335217	0.017051032165257166	0.011524453176506272	0.016142593812961008	0.007121634377246057	0.016841734711655433	0.017785584240726196	0.01700550026620217	0.011852137302222778	0.01473005755135106	0.009868558726267889	0.014426806004209616	0.014666794769857622	0.011318585879743139	0.018392943760814448	0.01990135134965759	0.011485225846628816	0.013828745460167628	0.001477693410873356	0.01690080355998265	0.011799171835210696	0.014407698131112319	0.015780764691031398	0.007937580545371007	0.01853587916329266	0.015467765272043292	0.018345488313323208	0.011793321596185213	0.013516760991032292	0.01417338448098405	0.011619185087933076	0.01798594407671344	0.014418890075768515	0.01138244805646507	0.011842509753675848	0.012376278914148477	0.020227312077888613	0.011405931334845968	0.01860727189787987	0.011308712243427275	0.018153671860384087	0.008363193744153612	0.016501162347780603	0.011407700371862999	0.02296863216807764	0.011442390058836547	0.012974969737760203	0.011391518434442171	0.015165798874212098	0.013816515449954249	0.02183650451419998	0.028136922937490733	0.011721997057146664	0.015020627478352064	0.014648221575890574	0.014870541447827504	0.011392000958461745	0.01836421938889532	0.014958063787422664	0.011728547087887052	0.018335701430277594	0.013711778574944709	0.011484642558947891	0.017028298053147255	0.015776503735385736	0.016617612960935724	0.018025463337857685	0.01440432282514427	0.011801787488578817	0.011875393587600166	0.006936227659077487	0.01724973407075302	0.014280771820454863	0.017042164153930027	0.015269157475471135	0.019822863578729585	0.017412072952944252	0.02377815368881908	0.01999298719263418	0.01190391827417223	0.015893508855591064	0.020324435620387542	0.014739366231459106	0.022554720129039793	0.014820219106382964	0.017125872282769263	0.01509472874803541	0.023831154313388617	0.014776080222621881
MF0065	0.013894725701308404	0.015693687960872008	0.013533954321872804	0.016261925792440603	0.01866376692319577	0.015735029677937152	0.017944814793143884	0.014009189945543557	0.011859372897294686	0.01643023148638948	0.014004103539446873	0.01756943226763176	0.013420470811823942	0.01355423321881634	0.014172661964070087	0.015606919348840051	0.015108373289183408	0.017926887279883712	0.03812139693993556	0.014245975465329816	0.01179131046131639	0.013760693034085498	0.014268424314276938	0.020257512053237003	0.013530640226815988	0.014262799358901726	0.01582272108867892	0.011789210047264477	0.012308441804154914	0.012753592612244836	0.015430327756990585	0.013715559156309912	0.017181846703633534	0.01137945197638761	0.01176875906176112	0.011717832939542825	0.017423102140830846	0.011386489824988933	0.015317281220087344	0.011347059986925756	0.015572336720159733	0.017170990001526738	0.016012831617373456	0.011380794510980688	0.014778313529207075	0.011522586824160939	0.012711178017663655	0.014123933649531262	0.012470257419830372	0.014366214971195411	0.014487971422990523	0.018507335691978374	0.0175774473840041	0.017004993563870804	0.01517828698636143	0.012623858120263556	0.014937618833985495	0.014106562088486327	0.016456313256320656	0.017577539358141017	0.015018178734224754	0.015054773064846028	0.013365962510139124	0.013992224098910438	0.017183305696697	0.021096647678793483	0.01513902276444191	0.01141906588609034	0.012597506842012557	0.011820620799484469	0.016258196839337838	0.014117384470314074	0.01318495995847716	0.014895699539468493	0.015161223448261762	0.015638419788347128	0.014891263376968441	0.017253161035254393	0.014581082073185946	0.014864460190887389	0.015286945284135878	0.01618701424524098	0.012624167260040965	0.016352629882090266	0.014052080668031791	0.016749805928928756	0.015166033634692707	0.017788811520702916	0.012358651001652636
MF0022	0.013679077706856498	0.014870580414044968	0.011435724673279147	0.015023240982650305	0.0061082353587577	0.013246161357988315	0.012460507619067182	0.014129616663576688	0.01184582567965047	0.010548766867999854	0.008404990447276047	0.01345578242525189	0.014325249661219196	0.011311427482238996	0.016329922277712374	0.015318212945158881	0.011484807249070838	0.011586945387949391	0.002204965094001486	0.015131020200233653	0.011792006031084927	0.012780714589744408	0.014197507984028378	0.004684655574119348	0.016816857956392532	0.014950605878425987	0.017740762560421175	0.011792421593350103	0.012759984266074702	0.013513784507259317	0.011642411026119922	0.01681343824836157	0.013218715870508001	0.011371639512039608	0.011788664914180305	0.012062747356700829	0.019765936471566162	0.011358522037811963	0.015257729623119717	0.011310421667012845	0.014398759940666098	0.007980642378959216	0.015602006958513383	0.011410087336100251	0.018387405159467577	0.011575769942218166	0.013863117340096025	0.011372874373182807	0.015184797128315032	0.011636288961341657	0.016406488223422628	0.020480676460459982	0.01172274702290196	0.013659651386419483	0.014263277289492898	0.014103722117443176	0.011399480458937922	0.014051420093756324	0.014801966613739743	0.011723471631251727	0.015241056965452108	0.013169932358234238	0.011485239613835605	0.015645371724733223	0.013310723035397922	0.012604234394968567	0.015067310069235128	0.014353423468582118	0.0110579512513396	0.011821127672588009	0.006885484404844142	0.01580228312075635	0.01215834422354602	0.01241906063285801	0.012121173451079973	0.017696163551050855	0.012211583244129595	0.019262750996890756	0.013374881942911487	0.011485978534061159	0.010970386885472272	0.018452268794736718	0.014707669605006624	0.018346499008045747	0.013226895405190953	0.011291354210665095	0.01224685490622666	0.019484597186803874	0.014751383884470512
MF0066	0.0118660297839105	0.014009478236937252	0.011435258662232786	0.014644828553712368	0.003895472223417422	0.0075923668051062565	0.010077036821724545	0.012121957672510567	0.0118410111941931	0.008363676897457978	0.009281064610451977	0.007418355739267253	0.010903198729116513	0.011301459707091425	0.014432224185788961	0.01335091943865292	0.01148438865151286	0.008159128602827944	9.50684944838479e-4	0.012030189750093453	0.011783411894667105	0.0108077976605979	0.012045084063208613	0.003622811440345829	0.01431890224370705	0.010212379228696574	0.010266751035608321	0.011783258246273243	0.011536729646832378	0.011495717412852213	0.01163915022664027	0.013076361284703563	0.009323270532663084	0.011365260634899465	0.011741381096566144	0.011930945605599944	0.014307062712054988	0.011356599039804344	0.01101386392440781	0.011325659957261364	0.013692516462846216	0.006406654438344696	0.009201357074287063	0.011373197144808403	0.014641470941083999	0.011434370382304108	0.009532985932992908	0.011360970626761063	0.011301952724552356	0.010340396016951211	0.015677574201335993	0.01279028304836323	0.011716732550341944	0.012297956707512303	0.010613366653139234	0.01031441405570703	0.011376526874383812	0.011793853961189187	0.009875784772813001	0.011713569671015047	0.011246762649596809	0.010616933682875066	0.01148459766760295	0.011744871554590428	0.007818226600611732	0.008426533605187851	0.011300453983570404	0.010819596101474987	0.01116014793689741	0.011808527186957374	0.00685667099811102	0.01098333048253336	0.012038674032926322	0.010546521569501411	0.01038860647256813	0.01259435234636421	0.014740519008099853	0.0128313345578982	0.015708999039235894	0.009526498472318292	0.013805067663861293	0.011616845247591892	0.010848464802448672	0.013965686026036251	0.012425961849227042	0.010329513336596523	0.011120149500623365	0.013144313305775765	0.011411166489883835
MF0018	0.013167733226537933	0.014518017323618673	0.011402294904857398	0.015489449781016513	0.029833869706042578	0.015330639781908519	0.015407119860157938	0.013692365372018178	0.011872657373943756	0.015822885399071177	0.021920204491616052	0.015982109475551485	0.01271741095827543	0.011309235369691825	0.011797574893512724	0.01364704346778474	0.01148322495030168	0.019047380149251867	0.03811884813535438	0.013521525733839558	0.011790270369185951	0.013496749272927381	0.013432864907563782	0.0296772326451874	0.010431692139514651	0.013774001438458368	0.017045251894105013	0.011785869012760578	0.011637565797639433	0.012399836299677336	0.011662886524258329	0.011262128749687685	0.018664184431482215	0.01136278408370115	0.011772284735441153	0.011718441191720943	0.015902561015845237	0.011350312315548665	0.014171061956771796	0.011348939376056405	0.013966656643138621	0.024644861862088734	0.015290885924725687	0.011371486714434966	0.009768253705743177	0.011576614118695266	0.013189624540098994	0.011367806782556165	0.014062964933665139	0.01359799706525411	0.009454770362977236	0.018473526845378365	0.01172017691553831	0.01157436726205027	0.015373317159593405	0.013034209250222546	0.011371721488098497	0.012914343039542473	0.017768529553494273	0.011721414625375081	0.015721233950906913	0.014017484523308152	0.011485239613835605	0.012673340904810555	0.016090668806969216	0.028641684142864967	0.014081775250698099	0.013636110255038553	0.012655359897857708	0.011821415341772763	0.024842478634832167	0.012182630086442202	0.012377484653502467	0.012881706783110803	0.013466232606135616	0.01432827329591587	0.013125369502533589	0.01411698866576988	0.01200581887808008	0.011401193902052843	0.015495435109324315	0.01565789921060843	0.012598631473021284	0.013883293394126615	0.013779739203737042	0.013454057169482064	0.014032487254752408	0.015351716821644138	0.012347206663319192
MF0019	0.015240956366258992	0.015607835328138015	0.011397325363059005	0.016255011089969094	0.008279031266706602	0.006167472888425343	0.013928892498170824	0.01510673626491682	0.01184670634854161	0.014887427850460294	0.007148513944439617	0.00783640485586087	0.013458789503694129	0.011311427482238996	0.013797495820570296	0.013817733998073836	0.011484062145417636	0.014538844256405732	0.001035964496615032	0.01514390904480938	0.011796645337890084	0.015053464622873321	0.012623667958968923	0.005351239399387764	0.015139665002036652	0.014030700811422244	0.014326967184815843	0.011793761973463572	0.012199264924087709	0.013632720252437147	0.01161955181327287	0.014907828526853038	0.01032994393211884	0.011370729359943068	0.011813181188114297	0.012045858024376417	0.01465015340458344	0.011325612145755412	0.016273476992033763	0.011295964827546304	0.015545761929123155	0.013420576546313732	0.014307922027002323	0.011376467967803222	0.013189541054075828	0.011433948294065558	0.013622775814936986	0.01138275198186287	0.012965648523961988	0.009408104346425524	0.014128540263095324	0.012255217247137748	0.011724706203105397	0.01180777378727267	0.016482764602492986	0.013942612080804734	0.01137594085166609	0.015300260105895967	0.010701386372769942	0.011724988819775252	0.010987595352692205	0.016866897248030352	0.011484732341637773	0.014402299002510834	0.01757747487726483	0.012489457766692878	0.016013689915355813	0.01273478522317068	0.011364406056482491	0.011827634749547162	0.006671773206633831	0.014348482629392189	0.012884703494119647	0.015374880431236674	0.01622414374558035	0.015815882421892635	0.01518719271968689	0.016249872868863244	0.0155973890868822	0.012037567026271847	0.015184423273024925	0.016743226798618473	0.013740017759547998	0.01637112286412532	0.014665682970519924	0.016641164537819275	0.015705688343434547	0.017271886501225363	0.014340655578146596
MF0030	5.459801691162095e-4	1.6247147024253192e-4	3.8772119057230967e-5	8.60341875349562e-5	6.845188334892194e-5	0.0013084863568659877	0.001199079405130524	8.05405324044914e-5	9.731147968406467e-7	3.8433374047790994e-4	2.588521789065262e-4	6.230943951454796e-4	2.938075647835223e-4	0	2.4359092963435598e-4	7.828324496533295e-4	0	5.397488037509012e-4	0	4.5110956015049694e-4	1.6965116305775664e-6	5.256519908608453e-4	1.5729897603241456e-4	0.0011780821979161242	2.010633802768215e-4	5.858245064686456e-4	1.1255470866196846e-4	8.165936287462131e-7	7.536803548331507e-6	4.020039672838308e-5	0	1.4463319512687033e-4	0.0014405547794596853	0	3.3077512450624276e-6	1.9487691143551466e-5	5.005277286667614e-4	1.8934134228868772e-5	0.001128262410861	0	6.222988666217187e-5	1.0439238964677569e-5	8.117476950272304e-4	0	7.251014409582146e-4	0	1.7622476160218098e-4	0	7.65912830864918e-5	7.607695366208208e-4	0.0011125347654418545	4.3291645160159844e-4	1.6431833964314615e-7	4.8034775455980015e-5	2.2912416247731663e-4	5.7484061072595956e-5	0	8.355211462551099e-5	2.964282722275858e-4	0	2.6424699644797057e-4	2.4341809881410785e-4	0	1.921197969525971e-4	4.105805829476508e-4	4.1867144405884223e-4	8.033829810462655e-4	1.0435335763616718e-4	8.366722587294426e-5	1.697248190053739e-6	1.360454839069519e-4	3.192233668803614e-4	1.432712199621017e-4	0.001593928668822306	1.1818084352899142e-4	5.398831468294652e-4	1.315869403645401e-4	0.001896476995358981	1.7602666798917813e-4	6.668871378408083e-5	1.1247428080656541e-4	5.254486807913734e-4	5.341035424361717e-5	0.0011188835671522917	7.892057517146315e-5	5.337333991753489e-4	2.492507465837171e-4	0.0015486677998712832	0.00012553204753321194
MF0074	0.02041825181506761	0.03404797487021275	0.05301092999907818	0.0313050670207537	0.03539050734297769	0.029504331040292413	0.034672720144856804	0.018793099710680914	0.04739205199374027	0.029766181252478964	0.034388712628335816	0.03342769492374586	0.03125984451052656	0.05200834897278898	0.04704272680492793	0.04719561107933784	0.050169561963962106	0.030131778915677223	0.03829818432535999	0.021221933703497103	0.04712794207955389	0.023948463024543856	0.042872643669133126	0.039141392365693986	0.04058443330472535	0.03391482630620318	0.028731953864490938	0.04713793021374079	0.045146282302896044	0.04100545274472259	0.05055944771897278	0.0352035579921714	0.027005908955914114	0.05326871394072241	0.04687147723542334	0.04704841345491228	0.0443403966771187	0.05043495393302584	0.021453797181131162	0.051409150210904316	0.03353500226996842	0.031460126810655326	0.03076202463448035	0.05001168833871252	0.05191726317260816	0.053527681349003466	0.03677669083407835	0.051304371364960334	0.040877336465319644	0.040237891502869966	0.047662757051858816	0.04007455853282476	0.04685755282056609	0.046172032190052434	0.021393574145479634	0.030486829033247023	0.049726744893456444	0.020850583863857648	0.022508678222696647	0.046853373400300304	0.04180959591381728	0.026211718061503953	0.053661407871372885	0.03303739097747113	0.026157497892690396	0.04904316453308006	0.022604997323234323	0.04056999674250311	0.04573259373291541	0.04708309968598427	0.04451389409532032	0.03188210662725599	0.045096075009905354	0.022677418401616238	0.028697263329927343	0.03370701254233506	0.05202722221774932	0.03291887966580164	0.0494417651957049	0.035447984537226376	0.051290634007690766	0.03189183161845655	0.03563096354331985	0.036729788582615566	0.02086946051539566	0.029454191823680045	0.02439661706009178	0.035429706126515324	0.039668461772621726
MF0031	0.013417571055348836	0.013841506430462551	0.01626073966979811	0.014817775537782608	0.004551888447342666	0.013372921470954981	0.008033453457340531	0.01617693837521044	0.047384616423577615	0.010864531158891563	0.016968502771556867	0.007551165853279632	0.011054871472191391	0.017884714003501757	0.01925088611631113	0.021430651853566244	0.028995393320851413	0.00908208131334401	0.0018996068068087687	0.011871238074363282	0.047114882855025284	0.01976324604121743	0.02274413102924212	0.002573733354675107	0.010637051248267707	0.013510054612790035	0.011100822908872867	0.04709885737516761	0.03840640780042586	0.03043563900511307	0.030314231701646106	0.011072578413217066	0.010704947780350851	0.014349489203942334	0.04661717342823089	0.04462254196169195	0.016791381265894127	0.024902492851323323	0.01084791863877281	0.020382510415690478	0.013476206253285784	0.011513935244660607	0.009424058625556475	0.026955954395784295	0.01054272221907999	0.015136506322621174	0.015492047737395244	0.021868231934728245	0.027157747018346858	0.019451996072082707	0.012315408174112565	0.012231317890058433	0.04684179370869313	0.03421637162409497	0.010678720004791049	0.022622963078825345	0.02845767647277423	0.015494374717030236	0.01260481420036055	0.046833068220856186	0.027454852450172956	0.010931919173990255	0.015046470008005748	0.018582206197854174	0.008966607094053145	0.009864589987789156	0.012075268608673953	0.029688102925134848	0.041790433098999054	0.04690457449127888	0.02381592561739692	0.014578253601605815	0.026502542600297618	0.013481183022718715	0.016974798023156202	0.009168985387528666	0.01888167136845326	0.01039693374930142	0.012236281619205518	0.019430246573172417	0.021648344049159017	0.01031470028775589	0.027199730660053763	0.008663387521590769	0.014927196118343547	0.011772357118391013	0.01265943008047951	0.0095378090333239	0.02866985844915658
