Function	GnotoExpt.DTT552.S163	GnotoExpt.DTT535.S146	GnotoExpt.DTT480.S628	GnotoExpt.DTT541.S152	806rcbc381.S515	GnotoExpt.DTT570.S182	GnotoExpt.DTT564.S176	GnotoExpt.DTT565.S177	GnotoExpt.DTT607.S342	GnotoExpt.DTT534.S145	806rcbc450.S451	806rcbc447.S448	806rcbc562.S467	GnotoExpt.DTT456.S604	GnotobioticExp.DTT.193.S203	806rcbc530.S435	GnotoExpt.DTT451.S599	806rcbc454.S455	806rcbc375.S509	GnotobioticExp.DTT.180.S190	GnotoExpt.DTT600.S335	GnotobioticExp.DTT.186.S196	GnotobioticExp.DTT.199.S209	GnotoExpt.DTT390.S536	806rcbc493.S398	806rcbc567.S472	806rcbc550.S455	GnotoExpt.DTT612.S347	GnotobioticExp.DTT.204.S214	GnotobioticExp.DTT.205.S215	GnotoExpt.DTT457.S605	806rcbc488.S393	806rcbc444.S445	GnotoExpt.DTT486.S634	GnotoExpt.DTT601.S336	GnotoExpt.DTT613.S348	806rcbc519.S424	GnotoExpt.DTT463.S611	GnotobioticExp.DTT.181.S191	GnotoExpt.DTT462.S610	GnotoExpt.DTT547.S158	GnotobioticExp.DTT.192.S202	806rcbc376.S510	GnotoExpt.DTT475.S623	806rcbc524.S429	GnotoExpt.DTT474.S622	GnotoExpt.DTT385.S531	GnotoExpt.DTT469.S617	806rcbc561.S466	GnotobioticExp.DTT.198.S208	806rcbc499.S404	806rcbc555.S460	GnotoExpt.DTT606.S341	806rcbc429.S430	GnotoExpt.DTT391.S537	806rcbc494.S399	GnotoExpt.DTT481.S629	GnotoExpt.DTT559.S171	806rcbc362.S497	GnotoExpt.DTT618.S353	806rcbc432.S433	806rcbc370.S503	GnotoExpt.DTT468.S616	806rcbc525.S430	GnotoExpt.DTT546.S157	GnotoExpt.DTT540.S151	GnotobioticExp.DTT.175.S185	806rcbc556.S461	GnotoExpt.DTT553.S164	GnotoExpt.DTT595.S330	GnotobioticExp.DTT.210.S220	806rcbc531.S436	GnotoExpt.DTT558.S170	GnotobioticExp.DTT.187.S197	GnotobioticExp.DTT.308.fastq	GnotobioticExp.DTT.367.fastq	GnotobioticExp.DTT.319.fastq	GnotobioticExp.DTT.362.fastq	GnotobioticExp.DTT.325.fastq	GnotobioticExp.DTT.307.fastq	GnotobioticExp.DTT.320.fastq	GnotobioticExp.DTT.373.fastq	GnotobioticExp.DTT.379.fastq	GnotobioticExp.DTT.368.fastq	GnotobioticExp.DTT.313.fastq	GnotobioticExp.DTT.302.fastq	GnotobioticExp.DTT.314.fastq	GnotobioticExp.DTT.374.fastq	GnotobioticExp.DTT.380.fastq
MF0063	0.014649646130400892	0.016566667479418914	0.011404531757879931	0.01605180918015309	0.00728478632975897	0.012547373963151375	0.012240017074625738	0.014609875668334776	0.011881909749432117	0.017321320039399866	0.009850429040714242	0.013457791895422094	0.01451916265397632	0.011323237664613043	0.010845777806381048	0.00949616330481582	0.01148573653564955	0.01605663328774204	0.0024196012692593266	0.014852814490066552	0.011801616116967676	0.014214656968951354	0.013817941303538486	0.005018378814095873	0.012490385704141382	0.014695339490417134	0.014632695640638889	0.01179842938933302	0.013176135154665449	0.013793363909220674	0.011619900202345672	0.015406687282044976	0.018591848002199346	0.011373721533788352	0.011867107262088946	0.012427008917411712	0.008759462115662427	0.011340587862547059	0.014444367634783004	0.011305178132265791	0.015831511050948526	0.008726658441091696	0.016571863950066802	0.011384670940901986	0.0048935200756876525	0.011451253911846085	0.012925746856704105	0.011404118525320589	0.014194011632872268	0.013094282592350806	0.007186282390519987	0.007899402033422586	0.011730728400031806	0.015264034997017666	0.014128525603115399	0.014968303018059709	0.011379432313331671	0.01443628802405717	0.0167444838838219	0.011735386171402762	0.012175603669635524	0.01608737858813768	0.011485329396525489	0.016413644383761885	0.015143677695432359	0.010489235988763144	0.014820634559250886	0.013722813341501838	0.013286858730132559	0.011899853523041504	0.007175004595973673	0.016332892429180113	0.013298086139320209	0.013428475982480774	0.015177894109674715	0.013244415612229821	0.011354290308335383	0.010219955445564867	0.012281151025603234	0.0181471671441575	0.012833823278448514	0.013258031781248555	0.014130602259905868	0.009631377659982072	0.014626277823947416	0.01612644591964783	0.01487760067074603	0.009624923919882535	0.014368624118336996
MF0020	0.006278791862732295	0.009727359858291299	0.011475242410010555	0.008673206120363491	0.01530716659419652	0.010561771768161402	0.01294387763182994	0.005211584647727309	0.011840555776468177	0.008397063646221923	0.012607575968185783	0.008771046448579088	0.0048504567161663376	0.011316093349202354	0.01585400403676678	0.01525560888754889	0.011485228637279203	0.009223745337439	0.018357717086137804	0.005156150050408741	0.011782908161213716	0.005053056336283868	0.013601247084420967	0.016912531276682092	0.01304725433529442	0.007639788604940306	0.00999560342387529	0.01178051390839949	0.01194806012148701	0.013028599219078339	0.011630419107508715	0.010850442936558626	0.006602611337036865	0.011371276232447427	0.011730832775132441	0.011852277930206092	0.015527653470115078	0.011371678302642555	0.0077161197531697544	0.01130533637604914	0.009768440046293967	0.011319952371361746	0.008632060110892561	0.01139550639455955	0.018166995382453983	0.011505281206380412	0.010237192826637391	0.011362799092527947	0.00978187544246849	0.010788105904972142	0.017707705461326995	0.016228887570266148	0.01171386329933433	0.012949355799987558	0.009513949277386455	0.006864099555382269	0.01138236551125037	0.005833366149946936	0.006081079419339579	0.011710451471397638	0.013382083621282001	0.006561606691005034	0.01148459766760295	0.010073719902295726	0.009081475089773777	0.01092184910766942	0.007046976766358554	0.009089946940002524	0.011438435824457891	0.011841906593141223	0.015721553021403243	0.008930151447582699	0.012115924325851835	0.006596586160717002	0.008133774173147318	0.014915799158019829	0.01564835189860977	0.019024713641164134	0.01672147242866092	0.0037552943100640323	0.015068371969257557	0.014802373222156292	0.009498319815514283	0.018944899340442405	0.005631065750003726	0.009383079679431246	0.007019035235737941	0.019267824576381282	0.011375084395021206
MF0061	0.008698779441222526	0.01605601287880204	0.011454551519552129	0.014769466934442532	0.028908586930119738	0.012857871014459968	0.020281420229679843	0.008545476187213354	0.01187703639052954	0.016728323609027443	0.01993113619035339	0.014965423331015547	0.014369939338178372	0.011313929400842082	0.015062152956140705	0.015178650397432778	0.011486356060035358	0.01583796331801686	0.036960081084181105	0.006533935313442677	0.011798491925549518	0.005569313053055188	0.015995307740368583	0.030789790323964325	0.01383542278597956	0.01482047433892406	0.014859187793941474	0.011803309119545942	0.013411308548051889	0.013460016476635105	0.011662886524258329	0.014154680359371733	0.009770528492761995	0.011408096376919561	0.01188422682051817	0.012545038185698965	0.017258319971898018	0.01139359456301247	0.007263646136738988	0.011358988833112609	0.01614416802517571	0.02030782550087556	0.013507636116745981	0.011402757309922538	0.015119472252818079	0.011593497648237243	0.01002455371543215	0.011394088170114548	0.014063951087524621	0.01471087469658955	0.014502299099347611	0.02344284438443102	0.011724706203105397	0.01281294272321589	0.009395432450329694	0.008716331380283	0.011390690118172104	0.00880361261288701	0.008623717355273253	0.01172874910028162	0.01839641410184013	0.01008047479058505	0.011485239613835605	0.013597778140792138	0.01524653561805487	0.01999744138676652	0.007008250319281349	0.013738837929803535	0.01380994245182889	0.01196938891838045	0.02546847609983848	0.012086835135601997	0.015368432711675262	0.005685317770607805	0.008964034887862413	0.015815882421892635	0.015338661361922273	0.016249872868863244	0.015625254178000647	0.011601459966744053	0.015465697591141367	0.016743226798618473	0.011565506091212853	0.01637112286412532	0.006414781524589618	0.011177586948875738	0.008077656841255176	0.017271886501225363	0.014007953808167741
MF0062	2.7987197294390607e-6	0	0.00733165859018754	0	0	2.9775687512877492e-5	1.2631186367120806e-4	7.029838377501851e-6	0	1.9207707263603957e-4	0	0	0	0.006818080245748679	0	0	0.00423313757131721	0	0	0	0	0	0	3.6053587155331166e-4	0	0	0	0	0	0	0.004040396431161931	0	0	0.007772230156609842	0	2.2834062350019903e-7	0	0.0050888444198558085	0	0.006187918017071142	1.3877556884756639e-5	0	1.1575063865659459e-4	0.004595247151602329	0	0.007649927235469901	0.003461336909859087	0.005885832801109133	0	3.482482609442388e-4	0	0	0	0	1.0514601976698777e-4	0	0.004237561115142969	5.354057919968089e-5	9.511764339610445e-5	0	0	4.884836974509846e-5	0.00772310698365097	0	0.0011333390064423188	2.4499720653342713e-4	0	0	9.016768703099257e-7	0	0	0	1.2520097600291771e-5	3.98739034074797e-5	5.998573118516989e-6	0	0	0	0	2.9893299255105465e-6	0	0	0	0	0	9.191605289549062e-6	1.7383641813018218e-5	0	7.810882957622076e-6
MF0060	0.0021875610549742255	0.002088523362455594	0.011451505671353114	0.0015331578138946251	0.0034302732241781484	0.00795672656380402	0.008985183696468755	0.0013796732866552506	0.011837276866160224	0.0069316835035263934	0.006022326371652805	0.004799355097565429	0.0024764173676464787	0.011310643579036902	0.008868725537218798	0.01222156718182291	0.011484062145417636	0.006691181066551105	4.6441902421415297e-4	0.004613658582216329	0.011778902436252134	0.0038299487412273704	0.00774032549936629	0.0036965001482449837	0.008300574173007854	0.004150562145563283	0.0034527525790677685	0.011779091285641983	0.010871807715120082	0.00856758990869876	0.011662886524258329	0.006419782426555261	0.004816597801893419	0.011408096376919561	0.011692333469243954	0.011284416058860528	0.010719764297735397	0.011390547350785011	0.007216145229840415	0.011351186047054585	0.0018045965950208298	0.0024714508725032177	0.007813168109320135	0.01139835711184861	0.01031022641514387	0.011593497648237243	0.010730496178427652	0.011394088170114548	0.007020866520535239	0.009052605023957374	0.01053527439844365	0.009927956145868898	0.011709777109512178	0.010620739174274267	0.0032243458531030916	0.005134125759564546	0.011390690118172104	0.0026444964555824447	0.003500133829764186	0.011706982055210419	0.010970739986025574	0.0026625491760741923	0.011485239613835605	0.006954539726892139	0.008021073898213892	0.00887528705582082	0.006472760974297353	0.007406533747656005	0.010580645454656609	0.011797821865915907	0.006478451718370078	0.004721986503184823	0.007537124570009873	0.004589819698799372	0.005030295980057866	0.008637656965301362	0.008272141016427773	0.011170031434621577	0.008496111506256643	0.003576685655078377	0.007641236789697966	0.010718756054902334	0.007315220310394018	0.011160530941283603	0.0016544027122734012	0.005011046101528622	0.002890442034698381	0.012709088224490126	0.009181204736499898
MF0027	2.451433339654652e-6	1.0039382932069787e-5	0.00733165859018754	7.014973103184866e-5	3.319294052574088e-5	2.5453837945113438e-5	1.2303103604338446e-5	7.0624270322319915e-6	1.6542951546290993e-8	1.302065242273293e-5	0	1.1015069380361826e-4	7.901877137072627e-5	0.0068278579126346646	3.983466765745654e-5	1.7945544895123988e-5	0.00423313757131721	1.6601259520453098e-4	1.3161796889918308e-4	3.006322997288669e-5	2.2185152092168175e-8	8.561481276434688e-5	2.1112073377755963e-5	4.849112311443617e-4	4.969405158858359e-5	1.1391480138526936e-4	0	1.9831559555265176e-8	2.405496465842473e-6	7.417930348689735e-6	0.004040396431161931	8.332129719265355e-5	8.574730830117174e-6	0.007772230156609842	3.307751245062428e-8	1.5708260133893e-7	1.8357571371953676e-4	0.0050888444198558085	1.5273256473785616e-4	0.006187918017071142	3.827576268362036e-5	2.6487621253659505e-6	1.0117882782927419e-4	0.004602975459812771	2.1861357136939365e-5	0.007649927235469901	0.0035102164317637593	0.005885832801109133	2.0249025914712e-6	4.2951440965608486e-5	3.901221590943958e-5	1.5622018773796037e-6	2.3875314307123805e-8	1.2500254733982635e-5	1.7589595164975232e-4	6.186625406916156e-6	0.004237561115142969	5.3780671483087534e-5	1.0749596685176188e-6	2.8499673922552488e-8	0	6.569817418246758e-5	0.00772310698365097	2.2257078476958378e-5	3.2862207886596998e-6	4.1420673851857695e-5	7.59102029335054e-5	5.264115963842261e-6	3.3592705726430252e-6	1.956150456333123e-8	2.909148712475701e-7	9.625597364576326e-6	4.517560989796e-6	1.1259954839368158e-4	1.5220260151461017e-7	1.183459925200289e-5	1.0068195703208324e-4	8.822818519408039e-6	5.3802933737561836e-5	9.710562178410055e-8	3.948188087464406e-5	1.4888746563155799e-5	4.130614090577661e-5	9.928056267372101e-6	1.151068650972432e-6	1.4379505207576755e-7	1.3037731359763664e-7	8.800684785445642e-6	4.351777647818013e-5
MF0028	0.023777855406897423	0.02693953664345068	0.011396020532129193	0.029059213354705904	0.008923101260035095	0.014135391186600855	0.013593207048289375	0.02528252508231494	0.011835800651013417	0.017346786639586675	0.008624352619354042	0.019227086515669217	0.020407669330923715	0.011285859094563545	0.007404481418386255	0.005338586743989021	0.01148185195031151	0.018216734281894784	0.002645544171606643	0.023088367286508343	0.01177379071620831	0.020142863450249467	0.010104537611780833	0.007296395384108761	0.011704774729751385	0.017597482892402972	0.017195865027843298	0.011771197158376661	0.009156167439395638	0.0075237148212235665	0.011618775577970308	0.014733603919008903	0.02112255976047681	0.011359323161994984	0.011625497436733427	0.011013734391020978	0.005883286974214986	0.011337700407077156	0.020778548019250723	0.011282977115549875	0.02642781456200946	0.011361631422452065	0.019961130698682827	0.011343945239075764	0.006799050557889776	0.011450831823607534	0.011267197656748386	0.011373626125693025	0.010252496005239666	0.010397023354566506	0.005930779743880675	0.009725079749822929	0.011707190148985488	0.00839483310656787	0.0214285391204111	0.015953543736195796	0.011350643176241095	0.02364920996169582	0.022506723750572073	0.011703139628585097	0.0059408539945762185	0.022808387065119944	0.011484552776258008	0.01396425145647414	0.016367160548864005	0.01047192472482872	0.02090140504046451	0.010066612309198789	0.0106661055496554	0.01171584535367468	0.005763536978598918	0.016660246561903992	0.0077492176048222375	0.021973038413060697	0.018994257952428876	0.013257366045125583	0.008223200830357396	0.010701728525219058	0.01090134546372142	0.01621891796400902	0.009127114063564265	0.012836593402489627	0.012144813741561901	0.009843514262456127	0.024630215469548824	0.019657654847602353	0.022106800301376493	0.009914558618657598	0.008738833985394445
MF0025	0.009935147588910653	0.0012928870333887281	0.004065230586532071	0.0015233789453598997	0.0019490615890862856	0.0010155444994151635	0.004987734984753903	0.008683545006260753	0.011864120237831073	0.005966511928110805	0.0054626438155240585	0.006005989053979716	0.0010539712380811172	0.004487803585701863	0.005747761070383061	0.006676954764023975	0.007249141348503438	0.00266181613833208	7.346306377083989e-4	0.009395097698697204	0.011779387899580268	0.012020210956529985	0.007677660988373917	0.002492352125325579	0.006454542039693977	0.002557866890906888	0.003256874200332456	0.011773396128362642	0.010143325406816851	0.009575289424879927	0.007578846721616613	0.007664795750321283	0.007052201623921568	0.0035873000356903646	0.011649578838665495	0.011060717442759795	0.005226420362656726	0.006225936809428996	0.009700686322940468	0.005096047633717932	0.001482535019612167	0.007167550311240261	0.004742537432619889	0.006751660651086756	0.0031390634256572877	0.003784160347714377	0.007892847700140825	0.0054784428411699575	0.005878489453812789	0.00798110037121499	0.004648627619217182	0.004507861757631466	0.011708796817195333	0.009170772797613564	0.010669237246217286	0.010975717912015815	0.007117872025732973	0.007720119354483853	0.008224516423828302	0.011706168976277924	0.009284775735225658	0.006545599170852055	0.0037615355752969202	0.009141261664791369	0.0052842272669140124	0.0036747643466289053	0.00997222541072566	0.006538341680972315	0.010903990974195655	0.011720772551471163	0.0061969231298801145	0.008853733424964073	0.007682899809492032	0.010798533484783173	0.0076451098147962485	0.007147015927706705	0.004124513970537161	0.006019764747206352	0.002230292671301936	0.003392070731780604	0.004472866974180875	0.007260410410501307	0.010576411324092002	0.005386114747047626	0.009021579817202939	0.005791269595559262	0.007105816676444651	0.005427398659808084	0.009630965140803473
MF0069	1.2870025033186922e-5	1.3877771416549603e-4	0.011396020532129193	8.736451076709146e-5	3.733739091759378e-6	7.158891922063154e-4	3.160951233730031e-4	2.048429725894579e-5	0.011835800651013417	7.713614090432818e-4	0.00645324501832084	0.002570006586104584	2.081394643150637e-4	0.011285859094563545	0.003953920696113455	0.00474808165240791	0.01148185195031151	2.077236133418392e-4	1.1498366531670042e-5	1.7828494259376426e-4	0.01177379071620831	0.0024288747163914923	0.00445963853670278	3.833351935661016e-4	0.0012345208379036022	0.001152389995243348	6.31357247850796e-4	0.011770847189678626	0.009144447709877983	0.006677415112145342	0.011618775577970308	9.585317962755941e-4	1.783544012664372e-4	0.011359323161994984	0.011624799890367925	0.011009128209477958	0.003630922058866477	0.01131403273929107	2.91335364306831e-4	0.011282977115549875	9.904193229331579e-5	0.0015165721263087927	1.8536579144294506e-5	0.011333306198475437	0.002266769400904228	0.011433948294065558	0.005945005322997498	0.011349066880339322	0.005508984177023674	0.003219409657929518	0.0025034358143928266	0.0016647942394761746	0.011707190148985488	0.008730965982917484	1.1743790334646436e-4	0.0036733088353564677	0.011350643176241095	5.7622148017593785e-5	9.772360622887443e-5	0.011703139628585097	0.006286914939730264	0	0.011484552776258008	0.0029226224111413837	5.516437774728513e-5	0.001004979945195571	5.427987629116247e-4	0.006159015677695445	0.010028743720800582	0.011715615218326876	0.0057675327799187005	0.0015753940921316744	0.005350082943629834	7.940758579612425e-4	0.0016088710289514968	7.164666387162549e-4	0.003809996271245711	0.0015064569384434959	0.0018425956744497238	0.0028040676314008803	0.0043384397587477915	0.001040971530540643	0.005293849507959966	0.00108864347074277	4.0299120249344416e-4	2.258428170837055e-4	1.6335510468409766e-4	0.0013364553415735865	0.006099045664228037
MF0102	0.006978544316661691	0.00672189490529901	5.2193237192426295e-6	0.0072827229911690446	0.001109542800101162	1.0619023017727012e-4	0.0020975277417261133	0.007137500817805502	4.865573984203233e-7	0.0010043861886087435	0.004650048634361369	0.0038206373630875756	0.007581022266417374	0	0.003966249614391647	0.003775012903848902	0	6.497523992618087e-4	7.275016504587635e-4	0.005755167157593582	7.830053679588767e-7	0.006079980941188046	0.004982007179488046	6.615754631785005e-4	0.003618428702193285	0.007030933179279615	0.006665853506524157	5.832811633901522e-7	0.005582761615034091	0.0057419925592487485	0	0.004237229332520646	2.1285911812682874e-4	0	5.83720807952193e-7	6.637625710712682e-6	0.0038629611823403926	0	0.005017081342784227	0	0.006596917975681494	0.0036866678784753387	0.003038763207721346	0	0.002124189184366598	0	8.799381073441114e-4	0	0.0065123694316110954	0.004128163124911391	0.0024643882444767918	0.0029261615023420317	7.022151266801118e-7	0.005399958036297409	0.0018025872679829304	0.006406003143845404	1.4033701924376234e-5	0.006455451258560628	2.917701136640094e-4	8.382257036044849e-7	0.00437883569538691	0.0026344757790942096	0	0.005072352882886124	0.00206157160266997	1.368895566590782e-4	0.005274248041908941	0.00675333746655204	6.253024249451625e-5	5.753383695097421e-7	0.003246259154013436	0.0050466094250454585	2.2058604947318178e-4	8.791379170904069e-4	1.4002639339344135e-4	0.0038181601257712455	1.2535500579093369e-4	6.96387782650197e-4	1.2523636457728089e-5	8.345371378033582e-5	1.7058599255662422e-4	0.003841299715116397	1.7376726605340613e-4	0.003048620427106965	9.32572386087246e-5	1.6189631157236418e-4	2.1648002534826406e-4	6.12851740337832e-4	2.1361370088568229e-4
