KO	806rcbc362.S497	806rcbc370.S503	806rcbc375.S509	806rcbc376.S510	806rcbc381.S515	806rcbc429.S430	806rcbc432.S433	806rcbc444.S445	806rcbc447.S448	806rcbc450.S451	806rcbc454.S455	806rcbc488.S393	806rcbc493.S398	806rcbc494.S399	806rcbc499.S404	806rcbc519.S424	806rcbc524.S429	806rcbc525.S430	806rcbc530.S435	806rcbc531.S436	806rcbc550.S455	806rcbc555.S460	806rcbc556.S461	806rcbc561.S466	806rcbc562.S467	806rcbc567.S472	GnotoExpt.DTT385.S531	GnotoExpt.DTT390.S536	GnotoExpt.DTT391.S537	GnotoExpt.DTT451.S599	GnotoExpt.DTT456.S604	GnotoExpt.DTT457.S605	GnotoExpt.DTT462.S610	GnotoExpt.DTT463.S611	GnotoExpt.DTT468.S616	GnotoExpt.DTT469.S617	GnotoExpt.DTT474.S622	GnotoExpt.DTT475.S623	GnotoExpt.DTT480.S628	GnotoExpt.DTT481.S629	GnotoExpt.DTT486.S634	GnotoExpt.DTT534.S145	GnotoExpt.DTT535.S146	GnotoExpt.DTT540.S151	GnotoExpt.DTT541.S152	GnotoExpt.DTT546.S157	GnotoExpt.DTT547.S158	GnotoExpt.DTT552.S163	GnotoExpt.DTT553.S164	GnotoExpt.DTT558.S170	GnotoExpt.DTT559.S171	GnotoExpt.DTT564.S176	GnotoExpt.DTT565.S177	GnotoExpt.DTT570.S182	GnotoExpt.DTT595.S330	GnotoExpt.DTT600.S335	GnotoExpt.DTT601.S336	GnotoExpt.DTT606.S341	GnotoExpt.DTT607.S342	GnotoExpt.DTT612.S347	GnotoExpt.DTT613.S348	GnotoExpt.DTT618.S353	GnotobioticExp.DTT.175.S185	GnotobioticExp.DTT.180.S190	GnotobioticExp.DTT.181.S191	GnotobioticExp.DTT.186.S196	GnotobioticExp.DTT.187.S197	GnotobioticExp.DTT.192.S202	GnotobioticExp.DTT.193.S203	GnotobioticExp.DTT.198.S208	GnotobioticExp.DTT.199.S209	GnotobioticExp.DTT.204.S214	GnotobioticExp.DTT.205.S215	GnotobioticExp.DTT.210.S220	GnotobioticExp.DTT.302.fastq	GnotobioticExp.DTT.307.fastq	GnotobioticExp.DTT.308.fastq	GnotobioticExp.DTT.313.fastq	GnotobioticExp.DTT.314.fastq	GnotobioticExp.DTT.319.fastq	GnotobioticExp.DTT.320.fastq	GnotobioticExp.DTT.325.fastq	GnotobioticExp.DTT.362.fastq	GnotobioticExp.DTT.367.fastq	GnotobioticExp.DTT.368.fastq	GnotobioticExp.DTT.373.fastq	GnotobioticExp.DTT.374.fastq	GnotobioticExp.DTT.379.fastq	GnotobioticExp.DTT.380.fastq
ko00072	0.429163228195	0.312153363667	0.989880586697	0.494933934892	0.899000140023	1.45115058134	1.34844362494	0.390468971707	1.0209166801	1.38071371176	0.592619745418	0.408128864148	0.435235621148	0.539614917348	1.05628362496	1.23628919851	0.853747753841	0.59657378594	1.031448382	0.392213351553	1.00992669659	1.20999625468	1.16573798038	1.14842397967	0.15382924465	0.373536743093	1.41488548008	0.911134581909	0.314878739865	3.12998700327	3.77928854485	3.06017020077	3.62976079328	3.34890767991	4.01093002682	3.53907329545	3.95974207547	3.21168325886	3.92693543152	3.13518421169	4.03169038548	0.330439696993	0.178336618664	0.308052365874	0.192641574807	0.138861098894	0.197461296349	0.16279117685	1.45944760118	0.867739399848	0.187211913186	0.385468850534	0.187025436035	0.59020171728	2.04268832494	2.05572486652	2.01660977708	2.0580283423	2.05030615741	2.05577192943	1.86780128044	2.05625659474	0.496220834299	0.413502666881	0.571328189079	0.432832741145	0.648077916347	0.8036052216	0.847103424224	0.663285894561	0.768975669728	1.40015270118	1.15157025919	1.18674434985	0.310929976566	0.360828719307	0.346345875028	0.204689946278	0.280029538698	0.754368645722	0.811914121403	0.633802202921	0.966512984746	0.566724054097	0.829609641027	0.574168973248	0.893603237232	0.863925243461	0.985266328711
ko00196	0.0	0.00374242859439	0.0	0.0023576625406	0.000347331327653	0.0	0.164878531551	0.0	0.0100481297923	0.000319354756917	0.000196383189894	0.0	1.0811583111e-05	0.0	1.16354179105e-05	0.00805988147689	0.00423097154743	0.00186351580234	0.000319479123165	0.000306949998305	0.0084449324082	0.132395835707	0.0142987253148	0.00791912142673	0.0293603027135	0.0293231650345	0.00346423807913	0.000836285441041	0.00792303980272	1.16289148338e-05	1.97219494432e-05	1.25383997495e-05	1.64620950547e-05	1.24122189921e-05	0.0	1.25285520654e-05	1.74215698875e-05	4.56134111652e-05	1.5587541228e-05	1.29499676149e-05	1.6398913825e-05	0.123317960754	0.0	0.104805555474	0.0	0.0	0.0	0.0	0.0666044942338	0.122726056135	0.0	0.0835585820662	0.0	0.0	0.0	0.0	0.0	0.0	0.00324635891539	4.72859870401e-06	0.0	0.0	2.99925170074e-05	0.0	0.0	0.0156751498171	0.0707057363421	0.0063700912245	0.00148991904819	0.167316243194	0.026595754936	0.00904467079754	0.00880636204419	0.00356354497832	0.00618003855597	0.000958109940704	0.00778034722687	0.0079479485039	0.00635394487669	0.010066963442	0.00515682223319	0.00276776029615	0.0	0.000307969047712	0.0	0.0	0.0	0.000137944082588	0.00231912724892
ko00253	1.82483045527	1.84831301604	3.91664794047	2.04111050592	3.61798991728	4.10893447831	2.97204964786	1.82088174599	2.65900641404	3.42788660275	2.42396080727	3.07504911254	3.2958642726	2.80076374693	3.92241710837	3.28782259372	4.0293804246	2.91875791517	3.2461301433	2.60330569187	2.66668279983	2.68360405259	3.42397699994	3.4646208843	3.17418567941	3.21123824777	2.63744758982	3.62968767548	1.97647073295	4.02049254928	4.00163552177	4.0154896029	3.98733455196	3.9923255231	3.99598585402	3.97942838315	3.99482550952	4.02208733391	3.9894234674	4.01534113893	3.98210977714	2.29101829668	2.09834273849	1.60251535995	2.10262918048	2.39036422461	2.22106966115	1.52633814635	3.41630583646	3.31135195707	1.51559028178	2.65768316904	1.51301990354	1.48289800048	4.05417901043	4.04254102347	4.01438554722	4.04547908756	4.04491707838	4.04127052192	3.94939659763	4.04441429832	2.1936818975	2.21541979769	2.33458051464	2.15277835225	2.23783621291	3.4179927716	3.60913809988	2.58277145322	3.05965163782	3.22996527892	3.28442901974	3.8653962985	2.31035468149	3.44538620065	2.2757712868	2.16720441863	2.29122651124	3.68770810259	3.64371341535	3.51813168958	2.74852057008	2.64907449688	2.79410718485	2.62704019382	2.7148765046	3.04192994725	3.08278694628
ko00290	10.4101862175	10.548034491	2.87150974982	10.6924987589	4.53270286196	17.0813127114	15.1578372907	10.4396093318	8.92415187728	7.86445998362	9.52562101722	14.2512424129	15.7691613138	12.8240510006	18.468070233	15.4409062459	18.5631989144	13.0386240946	14.89293779	12.9235052282	13.1155970002	15.6705572552	14.7326576126	14.6319078542	12.7459669207	13.0649015522	13.3929657882	4.07901674379	10.7855177977	17.3934564912	17.555588892	17.3126619364	17.4576906073	17.3904102257	17.6505422905	17.4297469875	17.4260174594	17.3772765238	17.6443341242	17.3715786763	17.6039825878	12.6355904113	12.9548314393	13.4489605331	12.61538116	11.9537511785	12.7066342525	10.917254335	14.8153390713	15.58189538	10.8682830962	12.4569224652	11.0289993567	13.4142674271	17.0695784702	17.0613119467	16.9643782779	17.0691172723	17.0753289535	17.058008102	17.0684594559	17.0642457626	10.8515931986	10.9339707238	10.902298006	11.1068979068	12.0044694805	4.77331257705	16.9297017724	14.2475184342	14.565589912	15.3242405993	15.3766174774	5.67490903432	12.0753861067	12.139222905	11.9600561666	10.6825728319	11.2167210883	17.0982195464	15.3929288541	16.9059468342	13.9819841465	13.8540529466	14.6608338485	13.0118611403	14.0151673528	14.1516346012	14.647408292
ko00312	0.254538567728	0.196618179928	0.0659359308144	0.380911447342	0.157400515573	1.19295707515	0.785911258912	0.251810881682	0.205038254834	0.317924079278	0.274443019206	1.04845308254	1.29465574263	0.637127744435	1.66110787919	1.22717499302	1.89789053793	0.768425964022	0.944188946012	0.624258835113	0.39631407974	0.96181567849	0.689970935805	0.736247526254	0.427977291342	0.50339946779	0.38600715826	0.147124900695	0.389781982495	0.639166479979	0.397747287263	0.657580662423	0.457106345319	0.555095378344	0.331417719796	0.484104196991	0.330749107081	0.601475056234	0.359351052292	0.635648507602	0.322185993727	0.484371602638	0.302600547292	0.591641043718	0.159828079655	0.515577145841	0.32756203989	0.222950519494	0.797356038549	0.937997389707	0.134033588061	0.806710144633	0.159147471314	0.467261860579	1.02092986084	1.00957896336	1.00429461506	1.01096843347	1.0085550274	1.00981024419	1.02627846632	1.00992112292	0.34552205635	0.386377026436	0.354667713184	0.269540417352	0.281307449107	0.0918033334225	1.33866806167	0.956281794666	0.88417715059	0.962402154831	0.928489855472	0.266706852102	0.486025753651	0.249450479703	0.310632036841	0.225489400188	0.283490750484	1.30518206889	1.10601076665	1.45972765668	0.807037798302	0.878860603503	1.01109523745	0.751442425017	0.829640405536	0.725934467531	0.894524477872
ko00361	0.198025234858	0.172593320904	0.0308030975031	0.277120944798	0.102771480545	2.84930104523	1.78856104717	0.214043647305	0.674449442561	1.13445016201	0.254594043342	0.651084544351	0.800998500477	0.922551778439	1.41663214358	1.2737892049	1.39540225466	0.984669325584	1.52595930322	0.641745014917	0.522862145925	1.08085237199	2.04624383567	1.87824147205	0.255793614389	0.547815916458	1.49070575356	0.108957689448	0.279610674727	4.04125283789	3.95988002478	4.03030521239	3.98230956245	3.99888204924	3.98208162891	3.9814292353	3.92843631522	3.99810293459	3.97848776201	4.02686843433	3.96673882277	0.568243493263	0.300061915778	0.462883804487	0.283577514874	0.343549256177	0.304037775311	0.147719460744	2.77750286452	1.59103988795	0.103789752639	0.761547531053	0.11563034187	0.401835237165	4.08507982332	4.10130547842	4.02217002301	4.10653809304	4.08828988703	4.10169112416	3.7185653379	4.10283636118	0.382093961578	0.322079338113	0.369631210947	0.591590546108	0.567556378489	0.25918628898	1.56171395126	1.09463694997	1.38024572654	2.77082389981	2.22857646064	0.916195587372	0.272301050257	0.649518327624	0.439342095883	0.218323044159	0.234671127367	1.53131244048	1.57925678064	1.09113509957	0.980817309673	0.716158732682	0.916623653749	0.746771468173	0.915550981789	1.64101681925	1.80012514433
ko00362	1.93640614345	1.96572696927	2.07190129269	2.76886504844	2.37520634048	11.3921167305	8.5077909793	2.34505269188	5.34427541155	6.41063375376	2.99884860417	3.68426628349	4.09295704042	4.483032669	7.0271670971	6.57585898624	6.65575472165	4.49860796338	7.18017295331	3.62282935191	4.96985876565	6.11390133847	8.63565562496	8.11773410624	3.47560023342	4.39579629479	6.99209780202	2.45800878948	3.09322520297	14.4469447703	14.4594135365	14.386891567	14.4608002377	14.4213089809	14.6073947147	14.4278208502	14.4325860789	14.3745402299	14.6000546174	14.4173858623	14.5657742889	3.0256114059	2.85275730125	3.59391149062	2.93970711395	2.27565083782	3.30282665744	1.9878065476	10.1311554525	6.47939453859	1.95666489721	3.02295384078	2.11420201221	3.05492569987	14.1298904174	14.215880614	13.9551590094	14.2333304913	14.1852336747	14.2157167451	12.9748602183	14.2211347363	3.26454051261	2.92261697307	3.578005812	3.20519844985	4.06153467566	2.41597720728	7.12257825654	5.00430668435	6.57763946465	10.3001035254	8.79977613618	4.72702310454	3.16464920041	5.33035069104	3.46692356292	2.75074245157	3.05995566781	6.65603379946	7.04450399127	5.48689366799	6.00173742904	3.7193735663	5.09683109314	4.08676718275	5.66777606587	6.9714505449	7.87257407722
ko00364	0.0198360137385	0.0170777112285	0.00166364594399	0.031888895134	0.0127697607259	1.354781653	0.782988837839	0.0367512108117	0.333365161218	0.611100020379	0.0479819214173	0.195443530076	0.246636733038	0.405459717925	0.43849183771	0.477362706658	0.430404800096	0.353856783688	0.608256266403	0.223470004232	0.112607288333	0.341326252996	0.978547445006	0.87487283835	0.0746407810265	0.206453628874	0.705783239867	0.0372695273762	0.0845972050892	2.02161940793	1.97990704776	2.01626924719	1.99073732803	1.99772831816	1.99082105639	1.99095443557	1.96402287472	1.99865854128	1.98553621704	2.01363632999	1.98308272096	0.162115385229	0.0994320114158	0.1835596309	0.101034296833	0.0104291372911	0.105644615515	0.0199335354484	1.36062864975	0.697283042597	0.0197282943497	0.116105563529	0.019009737188	0.050674944149	2.03733634551	2.05303560198	2.00909247788	2.05575521035	2.04551665919	2.05326581908	1.84676699364	2.05388177812	0.0998008680061	0.0933353694161	0.081781023998	0.252141083129	0.165955834185	0.119977816699	0.638142628459	0.443290061554	0.619646252088	1.37044652103	1.05997131046	0.456211140294	0.0773871818187	0.322847499134	0.190348516032	0.0850529471061	0.0793454690434	0.630863156572	0.684139164276	0.367721779587	0.188882350926	0.133970048202	0.17073722631	0.139153383987	0.168098993458	0.756135396619	0.828645128504
ko00380	2.11534040805	1.66017810019	2.09449247952	2.10704396189	2.09698354308	6.95130626305	5.34644855088	2.02230037278	3.5180714125	4.41869064566	2.02260263737	2.98046477155	3.19694713669	3.41406194548	4.55245058981	3.74982942966	4.57040117184	3.35569708992	4.59598454405	2.815441549	2.08179015607	3.62285026988	4.79152294748	4.46734768561	0.959346731223	1.8323636413	4.23426643934	2.03756698625	2.16908977917	8.70351846051	8.3259256732	8.70427433669	8.40927828819	8.54250000354	8.28601428898	8.44148486538	8.20349965487	8.6029228801	8.31423025075	8.6769485602	8.24297306695	2.21581043041	1.26439143937	1.98472387862	1.23319493903	0.814347811853	1.65798809805	1.76138195353	6.69180534632	4.4798630703	1.604477749	1.89611841339	1.75205139774	2.59894056053	9.12668865218	9.18740798135	9.01639992605	9.19834604417	9.17262788686	9.1868309891	8.39616135246	9.18928080113	2.51952983881	2.29979002862	2.65214037996	2.67620982914	2.94299438196	2.33640517059	4.51345721526	3.51821207967	4.19088510092	6.59023265288	5.72607627905	3.53147294063	1.89683771562	1.59131655158	2.25241972031	1.91271451925	1.87690111973	4.10666169869	4.1612736484	3.48866326249	3.40246394477	2.61907524598	3.02569290619	2.72299332428	3.19230090325	4.72748391851	4.97859005604
ko00473	2.43165627054	2.21915801636	2.1550036977	2.52806525126	2.26441520635	3.50476652283	3.72167760925	2.36544801472	2.80712331088	2.88782933193	2.44891857382	2.58132887787	2.53382314909	2.56326692602	3.05921622365	3.00086274509	3.11447342605	2.68191394447	2.96919212595	2.35789044124	2.51332036871	3.03305761916	3.06333754273	2.92114020248	2.34005098374	2.60079471408	3.06700445666	2.02389167186	2.27027499388	4.38582947837	4.58979125515	4.35527864508	4.52505862467	4.43523843967	4.65860787148	4.49681031109	4.61771211778	4.41846384446	4.6228894461	4.38605070459	4.65418422219	2.46074241872	2.08074669368	2.89925713209	2.04266101793	2.25816383767	2.23565758221	2.12201653816	3.54409434026	3.26648003341	2.11259559368	2.42066239323	2.22362523286	2.91553475209	4.04553896382	4.04940617366	4.00770926606	4.05173923633	4.06194658448	4.04778411976	3.83626570475	4.04993753201	2.42617027387	2.32619770062	2.62778626999	2.31917248835	2.73358056903	2.11478860446	3.04739895091	2.98611965919	2.8699039914	3.27765648856	3.32146417821	2.40020288499	2.2498254969	2.69873736201	2.29664938441	2.27716096717	2.27187402059	2.8544500623	2.91289069734	2.72484921381	2.96024957415	2.49778748489	2.75176531202	2.74278343386	2.90256531451	3.00335411848	3.06252025412
