	pielou_e
IL17.DTT.115	0.5701078956866877
IL17.DTT.116	0.6664269985437433
IL17.DTT.117	0.6624583830776253
IL17.DTT.118	0.5978299317076975
IL17.DTT.119	0.5279699356217488
IL17.DTT.120	0.5698847073814215
IL17.DTT.127	0.651280772619213
IL17.DTT.128	0.744579968571431
IL17.DTT.129	0.5477258653696226
IL17.DTT.130	0.6653337253244438
IL17.DTT.131	0.5920898813530227
IL17.DTT.132	0.49503806213122503
IL17.DTT.143	0.07968453904338128
IL17.DTT.144	0.31325069876137285
IL17.DTT.139	0.48883511410261826
IL17.DTT.140	0.48051365865112694
IL17.DTT.141	0.6306117667705
IL17.DTT.142	0.019836864310781074
IL17.DTT.188	0.6595719323521132
IL17.DTT.189	0.6394343315840172
IL17.DTT.201	0.6910663682246294
IL17.DTT.202	0.03019609392151091
IL17.DTT.203	0.1721494140677044
IL17.DTT.199	0.7167920867712335
IL17.DTT.200	0.7061668681111813
IL17.DTT.217	0.44282783091616135
IL17.DTT.218	0.5326664440606184
IL17.DTT.219	0.5753786369906406
IL17.DTT.220	0.46936793662133525
IL17.DTT.221	0.5840921217198413
IL17.DTT.222	0.6210648028841461
IL17.DTT.25	0.48001261815976537
IL17.DTT.26	0.686139286029447
IL17.DTT.27	0.6304854067964496
IL17.DTT.28	0.029081313961966636
IL17.DTT.29	0.0908845856954068
IL17.DTT.105	0.580842110316933
IL17.DTT.106	0.6326319628879001
IL17.DTT.103	0.6135316354214381
IL17.DTT.104	0.5502761648274512
IL17.DTT.53	0.5333873708000771
IL17.DTT.49	0.44298785128448576
IL17.DTT.50	0.49710127641628565
IL17.DTT.51	0.5273113672415342
IL17.DTT.52	0.17990009871751098
IL17.DTT.85	0.4857851223460553
IL17.DTT.86	0.6463014308712777
IL17.DTT.87	0.632513598811685
IL17.DTT.88	0.2530946118398748
IL17.DTT.89	0.6083461304449197
IL17.DTT.90	0.5581200730633327
TKO.DTT.7	0.6084798834481709
TKO.DTT.8	0.7136327095362088
TKO.DTT.9	0.6467244763904848
TKO.DTT.10	0.009192216884367038
TKO.DTT.11	0.010820050557682172
TKO.DTT.12	0.45713017941467826
TKO.DTT.1	0.7652927903324531
TKO.DTT.2	0.4281535423339192
TKO.DTT.3	0.6160217993611922
TKO.DTT.4	0.3115370954158044
TKO.DTT.5	0.5895044423642741
TKO.DTT.6	0.704748662539136
TKO.DTT.43	0.5153119089050584
TKO.DTT.44	0.6852537611588773
TKO.DTT.45	0.5201163270406619
TKO.DTT.46	0.07594664828497287
TKO.DTT.47	0.26531237650162354
