	Vil1.03B.DTT33	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Lyz2.02B.DTT221.S61	Itg.10.DTT456.S50	Lyz2.06B.DTT269.S111	Lyz2.03B.DTT232.S72	Vil1.09B.DTT105	Itg.20.DTT504.S99	Itg.20.DTT505.S100	Itg.24.DTT529.S24	Itg.18.DTT492.S87	Vil1.014B.DTT164	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Itg.22.DTT516.S11	Itg.06.DTT433.S26	Vil1.09B.DTT104	Vil1.02B.DTT21	Vil1.03B.DTT32	Itg.22.DTT517.S12	Vil1.02B.DTT20	Lyz2.04B.DTT244.S85	Vil1.04B.DTT44	Itg.24.DTT528.S23	Itg.08.DTT444.S37	Itg.16.DTT480.S75	Itg.12.DTT468.S62	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Lyz2.07B.DTT280.S122	Vil1.07B.DTT81	Lyz2.01B.DTT208.S48	Itg.02.DTT408.S100	Vil1.013B.DTT152	Itg.18.DTT493.S88	Vil1.013B.DTT153	Vil1.01B.DTT08	Lyz2.05B.DTT256.S97	Itg.04.DTT421.S13	Vil1.014B.DTT165	Lyz2.08B.DTT292.S134	Vil1.06B.DTT69	Vil1.08B.DTT92	Itg.10.DTT457.S51	Lyz2.05B.DTT257.S98	Vil1.08B.DTT93	Itg.16.DTT481.S76	Itg.12.DTT469.S63	Lyz2.04B.DTT245.S86	Vil1.010B.DTT116	Itg.04.DTT420.S12	Lyz2.02B.DTT220.S60	Lyz2.08B.DTT293.S135	Vil1.07B.DTT80	Vil1.05B.DTT56	Lyz2.01B.DTT209.S49	Vil1.01B.DTT09	Lyz2.06B.DTT268.S109	Vil1.06B.DTT68	Itg.06.DTT432.S25	Itg.08.DTT445.S38	Itg.26.DTT540.S36	LYZdtt364	SLCdtt050	SLCdtt110	SLCdtt075	SLCdtt002	LYZdtt328	SLCdtt021	SLCdtt111	SLCdtt074	LYZdtt304	LYZdtt317	LYZdtt305	LYZdtt329	SLCdtt092	SLCdtt020	SLCdtt128	LYZdtt341	SLCdtt051	LYZdtt340	LYZdtt365	SLCdtt069	SLCdtt129	LYZdtt352	LYZdtt353	LYZdtt316	SLCdtt093	SLCdtt068	SLCdtt003	SLCdtt164	SLCdtt146	SLCdtt165	SLCdtt147
Vil1.03B.DTT33	0.0	0.9707728576152436	0.9838070063410467	0.04481496109149418	2.2664241611661664	2.4204228136739543	2.1560238581757325	2.097026513493284	0.4425391597812746	2.7147150363690433	2.15765346772992	1.9569984718148639	2.5433363008845746	1.408580833682061	1.7819794292535307	1.3311669313090815	2.4909769813750757	0.48705916019520323	0.5239692652290401	0.6131196673258291	1.369205766435324	1.7863631639314044	0.7528896129983871	2.5169187583458807	0.5798306933636527	2.1857530008970705	1.4214947454369158	1.075796153804614	1.8786251758452652	0.5739479392956175	1.4389366601820555	1.2994534652356347	0.5414678369106578	3.698100122243448	1.6124968152011272	1.7364126187978373	1.3085937543689785	1.393142468394371	1.1861864283077619	2.303244329492718	1.0058979014606235	0.3036346958574968	1.3675113210748624	0.5359886305282346	0.8493291757311309	1.2827822739482768	1.6478221229341623	0.7437999060151748	0.680797400476408	1.7489000490676314	1.5408141848207304	0.3254295586400907	1.5451723589253281	3.0027832913437873	1.234571474506838	0.5820564828377898	0.6835861272869113	2.7213409530717514	0.6107510831856606	3.25522405442556	0.785350908147898	1.9174147869817475	1.1538887534447801	2.7175559522292154	4.632602555840288	3.2367226136663647	2.8284212963769084	2.7457140981289245	2.8401778239488142	3.5724472356634935	1.826393410748057	2.6823174979529427	3.1409428217620077	3.453468285416979	3.691009232350671	2.7095654637533118	3.7283786675212087	3.2581815203540945	2.6213142378992176	3.0852235044756777	4.319172576131628	2.5534330415823843	4.389946622335266	3.973043819521979	2.4471242824465254	1.2803621877733637	2.5626160510057963	3.235872863814681	2.636191086194182	2.909986542354816	2.5204309647161427	1.8191514051563538	3.316076404754211	2.143460580841649	2.550314345968921	1.971989452282931
Vil1.05B.DTT57	0.9707728576152436	0.0	0.7901272209955091	0.9273086996033164	1.8236408547540635	1.9837814479469524	1.7024806816945903	1.7360470369091556	1.0882086576541072	2.256873138777445	1.840888614549152	1.6223539370689022	2.1283288985989453	1.3700617892497173	1.6496413192810355	1.222915271863058	2.025430499629169	0.9640199700165251	0.7562684464931562	1.0889902754205705	1.1182067466811143	1.5418326741014656	0.7525316308626699	2.0691113758844057	0.8240782055445252	1.7435531615157023	1.2217714501940093	1.0936536846918608	1.5230504306069605	1.1179917897186757	1.0938658010925912	0.9034239539857506	0.5353020051978169	3.1533404926511546	1.2879783177873663	0.8835069916784876	1.1732681628968795	0.4233634179039841	1.04828666648138	1.8870730927488728	0.9314148357493498	0.9251325634088814	1.2301068633248322	0.7677643186701478	0.6551737374751342	1.0669555580057954	1.4613321078560333	0.6691643967534253	0.993886039874755	1.3978734466809508	1.1216995942014225	1.0508188795497693	1.1941263698130766	2.4841175329421827	1.2849126637919766	0.642848340764575	0.3916612731356983	2.2578172907790326	0.9434603638620764	2.696045631632974	0.49008340236405057	1.5590036407185028	1.1024990636807313	2.2550039476605983	4.084716096616337	2.6998111151030733	2.3299359843582406	2.2099432572738107	2.3492691141467565	3.278140982417604	1.3668881082702122	2.152786200993398	2.6086929399180714	3.31610677828713	3.8140636578126417	2.836837592132457	3.6264339256327953	2.7176293325008856	2.080805546006254	2.5497611849464796	4.305038159688316	2.0196992335087676	3.9402598736366463	3.7244879032241687	1.9526035559854453	1.0666124438530749	2.292248181198192	2.965974696644906	2.5372026293004155	2.4467377518011335	1.9914990072198673	1.3917404134481177	2.8810872989026297	1.758211749007306	2.3562247202740836	1.8374588702755643
Lyz2.07B.DTT281.S123	0.9838070063410467	0.7901272209955091	0.0	0.9474082012801065	1.295406311192425	1.4630739753293818	1.1757770425287823	1.1341772072971237	1.2678327791315658	1.7528253862536745	1.2531561365890405	1.03425680176699	1.57274442686326	0.7913909873216738	1.1376887955212518	0.5191599977754029	1.5103939034860627	0.5927380766355741	0.7638666550952611	0.8132987915821233	0.4752047643699892	0.9567866585017748	0.246409428755678	1.5607287100377296	0.44317143168807527	1.2138117601833447	0.4946755116204944	0.3517671993115693	0.9318588563684085	1.062922398921803	0.4692550625248913	0.4481362555879597	0.9514061210519246	2.7332297455954873	0.6748108803329992	1.0126916620670794	0.40500982231656174	1.0066306175354423	0.4870646628657487	1.3324601567175676	0.26419999920461035	0.7191523986224203	0.7393586841888825	1.1236982423041637	0.2434118499370889	0.32699283147849767	0.8480605823056414	0.41826907995643514	0.5120267312496111	0.7823021247436441	0.5827237063612193	1.0999617741157357	0.5853680000602726	2.0238360483947657	0.8017960390138701	1.02272670606585	0.7078003718266405	1.7440026993335105	0.6068977609513205	2.2964653712661014	0.8796992296220257	0.9498507791310545	0.4231833954674261	1.7399503689125977	3.6689443599023903	2.331314147676249	1.95750542767328	1.7716637811091396	1.8929341819948011	2.9152624240866514	0.8783171035809861	1.768561888121012	2.1576074753950176	2.971420945652532	3.591144264077831	2.5914611751894414	3.3523587798102596	2.4444493293416305	1.7095287658639338	2.10737989777592	4.056593604530002	1.595370642580055	3.5263279311845994	3.3335582046786185	1.5063611558976862	0.4064268896561303	1.7819625405527115	2.521657330304905	2.0649879008379926	2.1530813659238905	1.5621911496534782	0.9123385637998799	2.3526226204577796	1.1737746309445505	1.8578188691132174	1.3795511691076205
Vil1.010B.DTT117	0.04481496109149418	0.9273086996033164	0.9474082012801065	0.0	2.2319719936206712	2.3856610536019494	2.120688365356031	2.063870274667372	0.45078731795513655	2.679920098114768	2.1276958635913066	1.9255041072598067	2.5101762657051605	1.3862311994613978	1.759419748679337	1.3034699197325152	2.45581900472528	0.4676207845190954	0.49186874044494594	0.6058168715418242	1.3352604166154978	1.7579895861918273	0.7173408126849632	2.482017539600724	0.5498950521627215	2.1510841954372832	1.3898763745440073	1.0492787068100775	1.8446322111930924	0.576485026270719	1.402968274332405	1.2609404239986766	0.5074660980400988	3.6618098193394633	1.5780972166693008	1.6927008664434038	1.2785439009114068	1.3494166304266535	1.1569259658565079	2.268981336430788	0.9732964098201812	0.2835166579644853	1.3414050991798105	0.5144546741879158	0.8099510836659761	1.2496635839050145	1.6206873665605814	0.7054105379558321	0.6603573974244786	1.7146060739568354	1.503407745791377	0.33094656488548035	1.5096668801245614	2.9667360934459692	1.2153283058476094	0.5554850206452296	0.6406143209413704	2.6869877269282347	0.5906048850195806	3.218070934211531	0.7470726743019724	1.8837039870917887	1.1265127696948294	2.682859535240283	4.598074609563691	3.200231446128909	2.792637679547506	2.7095267168556356	2.804509421653781	3.550213768850829	1.7891862630681743	2.6452851972450047	3.1048504166365225	3.438770252397593	3.6913828972453233	2.707622360624759	3.716907384013999	3.2220306057558785	2.5838796289284565	3.0487436324992636	4.313205059287588	2.5160830792458535	4.360369661765115	3.9530975895596856	2.410648673147823	1.2483925076335234	2.5372112984511483	3.2129910104839703	2.6195151175864697	2.8759736566040073	2.483158039885576	1.782755926013363	3.2837692796081366	2.1101901957167146	2.5285456881850656	1.9511816941398785
Lyz2.02B.DTT221.S61	2.2664241611661664	1.8236408547540635	1.295406311192425	2.2319719936206712	0.0	0.6539030087096588	0.17393168685543012	0.4674871298236286	2.5605736633340115	0.7850819450950136	0.41411929249706064	0.41489152271347446	0.3287618318680515	1.1752766749610022	1.110271455040934	1.011405005476593	0.38824230746281985	1.8321405432991902	2.0308540267744446	1.9168442770104632	1.0691794753585644	0.7302889658248262	1.5364283481910994	0.7143013446700012	1.6929584093482435	0.08255208453084502	0.9379887919909325	1.244901017208967	0.6861455081486042	2.1894205005789904	0.9037895153577231	1.1863234548328243	2.1651896494855456	1.640757381168745	0.8506882877311076	1.2283656189767	1.0012640275409528	1.733586355759171	1.1837385580675055	0.4418675529012459	1.3638692982001384	1.988270527623967	1.1779975047764206	2.3874424105449705	1.4944101624185167	1.0020131906889675	0.8407121865798552	1.6646542476873336	1.6599132096353866	0.6489883279400772	0.8706479723102156	2.3903465751905704	0.8439097912716137	0.8810412159482492	1.4125910577634138	2.2051398343021975	1.9201406975025663	0.47613083239997867	1.7574438846819638	1.2884707099025554	2.0566421970812114	0.5138055091251389	1.1810599074384756	0.5944693094163525	2.37780424638599	1.5537034169933994	1.3918200974651858	0.5065760446272423	1.006762693721066	2.167874152056826	0.7539863662286714	1.1103640267232238	0.9353480287141562	2.51120499007558	3.60344901565111	2.73179523788605	3.009089664430836	1.9387611177804551	1.0868045078238098	0.9774429964708052	3.801450159595762	0.7692109579567251	2.3613189042012572	2.5619935539689607	0.8240668918796705	1.00966733930455	1.0165262799767774	1.7157219094481484	1.646399570421582	1.8534592148499023	0.7492292272625084	0.901491649101907	1.070024459705425	0.1947292236515874	1.2707502949899412	1.2586421134986103
Itg.10.DTT456.S50	2.4204228136739543	1.9837814479469524	1.4630739753293818	2.3856610536019494	0.6539030087096588	0.0	0.5601020267032467	0.3953465101194272	2.630373623477812	0.2958016724634735	1.0106124771919835	0.9616710268595463	0.5773448681770158	1.6238624676672002	1.6721214539985807	1.345949683240502	0.34875051135615026	1.9912049196529091	2.0710081136877596	2.2058240768779003	1.0570200564129302	1.26585984166649	1.671048557145784	0.09997521332017466	1.8870736184427694	0.6609229219283477	1.0261788228130686	1.4887255102186634	0.5443796924140069	2.491752202865804	0.9942817875625258	1.1739179622852711	2.35699603488514	1.2879436666014676	0.8085021163221	1.4731405888521971	1.19171667150507	1.886487696135619	1.554467796450948	0.23022539164502057	1.4211654196034462	2.143536613736128	1.6383584269340765	2.4672034740392044	1.5961840990892682	1.18201352757337	1.3269831245156183	1.7246616282109746	1.891963263170586	0.6908447676768654	0.9023005419547149	2.459770991107593	0.8798766887791866	0.6398309849102563	1.8440245474846477	2.4427813805831042	2.011754453947545	0.6338723534530243	2.020271127709116	0.8752075426845787	2.095472861016283	0.5508826157027201	1.4958971252386597	0.4216988215837965	2.4899565473534593	0.9870582359271544	0.7665868866937396	0.8100272709935319	0.45496612738442954	2.7758910887500474	0.6281485508371495	0.5206735724142263	0.8450172174808812	3.1455901987724832	4.230293958117345	3.3385413210439783	3.652333503930587	1.3332357282341838	0.5132914403975547	0.7137839524206874	4.441477931467897	0.2803884357928769	2.754425760250249	3.1470162716531003	0.2395596705015658	1.3316252476006594	1.6363110222625479	2.3110625859955416	2.2619171644768956	1.2292337177388548	0.25744539519805676	0.6659339682424609	1.1915308651547165	0.5895765141783617	1.8912701955136604	1.8579316562927581
Lyz2.06B.DTT269.S111	2.1560238581757325	1.7024806816945903	1.1757770425287823	2.120688365356031	0.17393168685543012	0.5601020267032467	0.0	0.3395635240346187	2.432234840056251	0.7466977079943479	0.516442566214587	0.4401207535592437	0.4261887801646449	1.1587434536085772	1.1517822698448261	0.94753356055206	0.38036987914986825	1.7257268605652083	1.8936464862051874	1.843407645624778	0.9187276760583675	0.7516701473850301	1.4149744734963507	0.6350488696283152	1.5888671204443072	0.12474435550297604	0.8083030052500775	1.1571277919471368	0.5257044824479538	2.116895083228814	0.7593549366444953	1.0292902000777795	2.054554941664612	1.6600006273342154	0.6925560443142627	1.1368874473163848	0.895606134597024	1.616192737122384	1.1234657458453923	0.34951174707447885	1.2291614072544392	1.879222670196284	1.1542460469404685	2.2560034660600268	1.3620845981978607	0.8850880044040047	0.8385999434743859	1.5274018931688575	1.5704417305792042	0.49547640303060997	0.7124133281474069	2.263511785246186	0.6904627340688779	0.9053678455120779	1.386077879018052	2.1060514053439965	1.786658227275957	0.5720451935862352	1.6732123910064496	1.2752339199012623	1.9145885661189066	0.36415635166011573	1.109467161723972	0.615437694133048	2.5089214353234657	1.491428194214062	1.2875282257866905	0.6200839131318371	0.9529291485081	2.3253210127514725	0.5804258998361697	1.0092977501569225	0.9987570667340717	2.64808557783196	3.7000802036640894	2.8057599083310065	3.137668110336396	1.83811588287819	0.9780355414261949	0.9984415709070215	3.9265351650911704	0.6823863793310165	2.52969176257164	2.72463576476348	0.7103573675111521	0.929721957888646	1.1614684752378546	1.8764197127435214	1.7673639219937871	1.7263436885947363	0.6573426069156713	0.7288429040070283	1.19732276391975	0.15331677142405253	1.4018553855438252	1.3255519828250462
Lyz2.03B.DTT232.S72	2.097026513493284	1.7360470369091556	1.1341772072971237	2.063870274667372	0.4674871298236286	0.3953465101194272	0.3395635240346187	0.0	2.346643654526664	0.6549720324460531	0.7188642122184609	0.625482707854858	0.551399798045692	1.2356274504844424	1.3094787041205376	0.9581407554028705	0.4434865300140057	1.6500745979410407	1.798336841504718	1.8354517144601046	0.7695392361135063	0.9041790541004442	1.3494392646242552	0.49186961015611647	1.5436812448141846	0.4363091147887209	0.6803003921144235	1.1141520568825378	0.28239436084747715	2.1285596905513047	0.6812371309041989	0.930494104703919	2.060611134932754	1.6480852034045472	0.5235575468768429	1.3045578983935018	0.8221188690404829	1.6978531658387317	1.1799245642442657	0.22134984323800544	1.1131127850470177	1.8107440126463885	1.2617854898802505	2.200593857202649	1.2994286084666464	0.8284049846677832	0.9485528011257619	1.4421626052729295	1.5288869172136768	0.35650076913145545	0.6310308358452108	2.167104112509038	0.5780969897377615	0.9393284733461668	1.457056818608593	2.1319177095786968	1.7495507808924176	0.712349933244593	1.657731219367344	1.2518434893166623	1.8615347199136747	0.1858621549284681	1.1148410555298425	0.6376269480569364	2.6732883620663945	1.379435399007844	1.1165091219002397	0.8606019583089379	0.8484208873101327	2.5957778097004836	0.44883468755168127	0.8793109801840532	1.092519525606962	2.891620270366773	3.9009600293455438	2.987225878243178	3.385051398469813	1.6854041350454563	0.8529584458358982	1.0308453304579988	4.16167210831156	0.6219933496528747	2.7679196785197857	2.9779164912732496	0.5674743795182436	0.9602040528157932	1.3950686346036447	2.124574228594962	1.968365235835074	1.5187703209523111	0.5911956723936767	0.539739689509624	1.3148629921875554	0.3064629183167755	1.6190256650098038	1.5125691071915952
Vil1.09B.DTT105	0.4425391597812746	1.0882086576541072	1.2678327791315658	0.45078731795513655	2.5605736633340115	2.630373623477812	2.432234840056251	2.346643654526664	0.0	2.925577980508991	2.503575499335321	2.2919636586571794	2.829207605734056	1.8156209507475711	2.1927862371473283	1.6911802705552452	2.7435233293548404	0.8458551674627469	0.5623560986732251	1.055070835486233	1.583166175904811	2.157230544796621	1.0301994210132002	2.7218295521414073	0.9420974226604408	2.4787816350425285	1.6868163003276981	1.4285907230659454	2.0999194206216494	0.9837671408155113	1.6840399864572093	1.4742194332924283	0.6921048915085035	3.888344555147557	1.8332249311447129	1.9330383605913743	1.615428665415464	1.4909527363004542	1.5641502214747058	2.5445801431297865	1.2379385527342348	0.6767836219187081	1.7662231955640193	0.35721608402228877	1.0720367336665138	1.5742752427393267	2.0246336237436204	0.9145673281853015	1.0781626076419906	1.9967171600778262	1.7609533279900447	0.21723521747454996	1.7789153661640398	3.23061129349583	1.6583665373936176	0.7916492406218038	0.7606880720294149	2.998667519313098	1.031920925425462	3.43496845754965	0.7389864235841807	2.171413784171957	1.5243128913579114	2.9638538812654955	4.931662943246181	3.360405759962946	2.934514534793069	3.0277182487002263	3.0206384910314066	3.985168838100631	2.024773505712059	2.822455477200458	3.3876038514060807	3.8844970648392887	4.105140810254757	3.1322941576160415	4.156081063064651	3.3075337763935444	2.7594131304081064	3.3053797396391547	4.743544816721432	2.7418411717751394	4.757102692560895	4.393887159210234	2.6225386368318535	1.6229446721142287	2.9556417189161586	3.6452083447642885	3.066017126829284	2.9389362249087942	2.710061133122485	1.988352977614754	3.6135897581781355	2.432937697879842	2.962530536805872	2.391127202050586
Itg.20.DTT504.S99	2.7147150363690433	2.256873138777445	1.7528253862536745	2.679920098114768	0.7850819450950136	0.2958016724634735	0.7466977079943479	0.6549720324460531	2.925577980508991	0.0	1.1502914585022876	1.1508473049500783	0.5927444963451768	1.8601291090897634	1.8634822876210106	1.6067434595352532	0.4001822624038653	2.282830572340229	2.365719125064873	2.485604273733494	1.3526366636135099	1.4669556515410325	1.9644071229556945	0.20562459210886483	2.1771477795440215	0.8198606498389166	1.3144676308359893	1.7668192945058914	0.83837848381753	2.7724394247837836	1.2845324854204079	1.4657372966176154	2.6431345779350637	0.99951515149529	1.1035450916476741	1.6854036592728925	1.4722767617788766	2.1324429795246096	1.8161073454662504	0.449721713526574	1.716318203975652	2.4367911857111495	1.8779269955377995	2.758716489161804	1.8895863505756672	1.4669727024987353	1.546383407567335	2.0194601822786526	2.1765110684667994	0.9769328916107283	1.1922704644127071	2.7554853037601292	1.17214304875624	0.3825659938989827	2.090673075143989	2.7261459771132426	2.300231488489061	0.5594087226125997	2.30344536619419	0.613438607880032	2.3812469585819773	0.825249496850111	1.7648940672509732	0.28534456862852203	2.2466004385284672	0.8090866971601368	0.7263607669407267	0.7563701173896745	0.24770799592818243	2.777664454164978	0.9160297816867597	0.5029372612865219	0.6095624026842612	3.202502627229814	4.357140997045758	3.4986632076602753	3.721710240071702	1.2534068944799424	0.5321678217491077	0.44716880130913284	4.515791836563057	0.31305620879548246	2.6095560835188167	3.128992462204274	0.38295461245420503	1.5993324811902967	1.7044864066849452	2.31783217140418	2.358715123635381	1.240506063410593	0.32297324158286944	0.9526481740338425	0.9995037660793463	0.7748917437482528	1.9772334902803304	2.026176998403216
