	Vil1.03B.DTT33	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Lyz2.02B.DTT221.S61	Itg.10.DTT456.S50	Lyz2.06B.DTT269.S111	Lyz2.03B.DTT232.S72	Vil1.09B.DTT105	Itg.20.DTT504.S99	Itg.20.DTT505.S100	Itg.24.DTT529.S24	Itg.18.DTT492.S87	Vil1.014B.DTT164	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Itg.22.DTT516.S11	Itg.06.DTT433.S26	Vil1.09B.DTT104	Vil1.02B.DTT21	Vil1.03B.DTT32	Itg.22.DTT517.S12	Vil1.02B.DTT20	Lyz2.04B.DTT244.S85	Vil1.04B.DTT44	Itg.24.DTT528.S23	Itg.08.DTT444.S37	Itg.16.DTT480.S75	Itg.12.DTT468.S62	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Lyz2.07B.DTT280.S122	Vil1.07B.DTT81	Lyz2.01B.DTT208.S48	Itg.02.DTT408.S100	Vil1.013B.DTT152	Itg.18.DTT493.S88	Vil1.013B.DTT153	Vil1.01B.DTT08	Lyz2.05B.DTT256.S97	Itg.04.DTT421.S13	Vil1.014B.DTT165	Lyz2.08B.DTT292.S134	Vil1.06B.DTT69	Vil1.08B.DTT92	Itg.10.DTT457.S51	Lyz2.05B.DTT257.S98	Vil1.08B.DTT93	Itg.16.DTT481.S76	Itg.12.DTT469.S63	Lyz2.04B.DTT245.S86	Vil1.010B.DTT116	Itg.04.DTT420.S12	Lyz2.02B.DTT220.S60	Lyz2.08B.DTT293.S135	Vil1.07B.DTT80	Vil1.05B.DTT56	Lyz2.01B.DTT209.S49	Vil1.01B.DTT09	Lyz2.06B.DTT268.S109	Vil1.06B.DTT68	Itg.06.DTT432.S25	Itg.08.DTT445.S38	Itg.26.DTT540.S36	LYZdtt364	SLCdtt050	SLCdtt110	SLCdtt075	SLCdtt002	LYZdtt328	SLCdtt021	SLCdtt111	SLCdtt074	LYZdtt304	LYZdtt317	LYZdtt305	LYZdtt329	SLCdtt092	SLCdtt020	SLCdtt128	LYZdtt341	SLCdtt051	LYZdtt340	LYZdtt365	SLCdtt069	SLCdtt129	LYZdtt352	LYZdtt353	LYZdtt316	SLCdtt093	SLCdtt068	SLCdtt003	SLCdtt164	SLCdtt146	SLCdtt165	SLCdtt147
Itg.20.DTT505.S100	2.15765346772992	1.840888614549152	1.2531561365890405	2.1276958635913066	0.41411929249706064	1.0106124771919835	0.516442566214587	0.7188642122184609	2.503575499335321	1.1502914585022876	0.0	0.22671391147121844	0.6109224325117562	0.8885224543114162	0.7494023806038524	0.8340399027628355	0.7710700553136753	1.7146410134890209	2.014746342257922	1.719323183167439	1.141102672245544	0.42377691064058276	1.4820680275762217	1.0794600830894805	1.5804095440238868	0.40792461190634	0.9503969628191979	1.1040723345268706	0.8965546979385531	1.993771706922238	0.9716566310253599	1.2880803112909727	2.099541197879903	1.9862611838326598	0.9817153812479039	1.3493022590066774	0.9312011982619003	1.8178755171594347	1.0013236613357577	0.7820365402887047	1.3550433776301305	1.8769617013225606	0.9262540158400004	2.3623490796199604	1.4847517733915985	0.9670225886245466	0.5557744217937455	1.6611016193634816	1.504360681920017	0.7927214424072384	1.0009618207999174	2.3258238417097585	0.9506795611742014	1.2390813441559	1.1388380451967828	2.1098972122481454	1.923329153804247	0.7762099969295446	1.591872154657726	1.6704345353951109	2.08964248626959	0.7052546184051209	1.0095944433899147	0.9457409995188608	2.5177333686386034	1.9449033205759259	1.7716495783693285	0.7949744506937728	1.386872380281984	1.9083438020007268	0.9951473385421035	1.5014252813359878	1.2570046616223183	2.1729305490323574	3.2211856844736655	2.348594966364252	2.6676245519780926	2.3305406771374706	1.4781899428628842	1.339270540713906	3.446655692689111	1.1699640781187213	2.308881904920468	2.2981144720293543	1.202065766778944	0.8843150511959305	0.6877044964486677	1.4422955673517062	1.261552944713862	2.2157661544793332	1.147953474987117	1.1422363758319565	1.2277088121112665	0.4335757191816844	0.9035868345390737	0.88199859782047
Itg.24.DTT529.S24	1.9569984718148639	1.6223539370689022	1.03425680176699	1.9255041072598067	0.41489152271347446	0.9616710268595463	0.4401207535592437	0.625482707854858	2.2919636586571794	1.1508473049500783	0.22671391147121844	0.0	0.6892927523844695	0.7646488971989565	0.716770039484037	0.6496771935350352	0.7770780554722134	1.5186871808634417	1.796308926054463	1.5481270958010116	0.9324558661572225	0.31991549650675055	1.2676595470233218	1.04340709791657	1.3788080563118705	0.36512946051427847	0.7477656666331287	0.9129719481715404	0.7429630805446233	1.8226723684141817	0.7540261989554713	1.0679048627908128	1.8889673533532592	2.0475324351627817	0.787617829587411	1.1690944475101916	0.7281527703743659	1.6097260033503993	0.8171657352658153	0.7343372951643774	1.1415066851217093	1.677799968614617	0.7824277315195752	2.143249965405311	1.262802825764882	0.7513805760140425	0.4272628293603385	1.440227278875999	1.3175979492653331	0.6097413111971629	0.7888758866526114	2.1170727669564666	0.7429526707250733	1.2892924299568207	1.007537760487738	1.9077620927010945	1.6999016926614579	0.8644137496494695	1.4067277875988842	1.6927150392990753	1.8640795304622135	0.5589533599409321	0.8229532311902413	0.9871016727750531	2.6912014099931514	1.9226676898251305	1.704934533108904	0.8803688605059719	1.373714428229514	2.0781991357586502	0.8189243752575982	1.4370517331028425	1.3405000744639635	2.308384935736832	3.288103796380973	2.379931540638112	2.7839226745375107	2.2631688176359908	1.4042976059355416	1.3877951833944975	3.5573169493371433	1.1193087828244281	2.5135614671083766	2.481041744980549	1.1289949867320892	0.677664555480624	0.86753371704995	1.6291341855780344	1.3875546905991645	2.118399562646873	1.0931670105684015	0.9686134109042572	1.390535823870023	0.37832739686240574	1.0534508000585219	0.898604723577058
Itg.18.DTT492.S87	2.5433363008845746	2.1283288985989453	1.57274442686326	2.5101762657051605	0.3287618318680515	0.5773448681770158	0.4261887801646449	0.551399798045692	2.829207605734056	0.5927444963451768	0.6109224325117562	0.6892927523844695	0.0	1.443642254236586	1.3581449705865987	1.279507554308842	0.2639475834329949	2.0939166414765724	2.291432584326221	2.197506026976197	1.2869620656411533	0.9966883638902156	1.8063780195499892	0.6008479455104231	1.9696060717981014	0.40160712658041275	1.1619529102506154	1.5055232976953723	0.8264557237281526	2.482462107269009	1.1537223494192226	1.427364122008758	2.4700480788403887	1.3794442940682468	1.048764473747594	1.5258064790139703	1.2481408599237507	2.0328904265132053	1.4790701187372206	0.42303159533194634	1.6062188717203145	2.2571530007841347	1.4708666541098618	2.6689820931769193	1.7659916084608644	1.2634511107747861	1.1074734558713093	1.9272273925425847	1.9297084264086832	0.8542255637533969	1.1107168680648618	2.6519619689928824	1.0731340397610898	0.6378303994329171	1.691215501793399	2.516044380385068	2.204933900350001	0.20660978063723429	2.039949949549104	1.0758025268158415	2.3321123656145115	0.6850974349281268	1.4568962448158855	0.3464074094277715	2.143992190590683	1.384000522004385	1.2919377136472048	0.405586869006872	0.8320219167749305	2.2134804172913998	0.935117053111661	1.0288399622640285	0.6819626253405252	2.612264802587648	3.774101654166795	2.938126818403462	3.1316973041221225	1.8308485048667071	1.027772407270596	0.7406695063033798	3.9239173627135284	0.7021279412638831	2.2301883157655724	2.5741277763976753	0.7812549112044147	1.2992403009314055	1.111869027511543	1.744631629585	1.7703644160953413	1.7888267830285904	0.69186814637717	1.05131573301444	0.786992291056329	0.40009189065999234	1.386332303727221	1.4867382103831932
Vil1.014B.DTT164	1.408580833682061	1.3700617892497173	0.7913909873216738	1.3862311994613978	1.1752766749610022	1.6238624676672002	1.1587434536085772	1.2356274504844424	1.8156209507475711	1.8601291090897634	0.8885224543114162	0.7646488971989565	1.443642254236586	0.0	0.397585435120868	0.36471148391499064	1.5177181000632052	1.0112327027576447	1.4426890074958645	0.8749123626411495	1.0230802242533426	0.47446270747836405	0.9270239588424652	1.718454086520489	0.8861929767027116	1.114905562965153	0.8428908951621291	0.5268276582757991	1.2050111061275857	1.1390865810607544	0.9072392466739291	1.1286771248968785	1.4248182150266835	2.8004812857637456	1.0703872209645735	1.3212231430433357	0.6514777914158695	1.530122793652002	0.3321359861665465	1.4149190899605175	0.9645013455070045	1.1546587422812633	0.19143439603907675	1.7292222531364718	1.0157476584149032	0.7025307635622876	0.3391900047117867	1.1684581004582675	0.7554803008240143	1.02133692274799	1.0332775048902665	1.644363281351179	0.9865625111629811	2.0444357311973795	0.25681592143144233	1.3929123466581002	1.3883514790704374	1.6266225909488736	0.7994266344675028	2.4290201739605193	1.5920244502382834	1.0939524278790436	0.3800849234768455	1.7341699583401304	3.382876772138734	2.6014518502535355	2.312865606519845	1.6328471724811275	2.069830551373951	2.232908721628575	1.2501349195760756	2.0726265230040566	2.104941833808286	2.2194244806660333	2.871140057326366	1.8883997963532115	2.6073823335653397	2.8624670406250483	2.0289024603230517	2.142895187947524	3.307782263892929	1.798069939166107	3.018422228955411	2.6263652116319554	1.7633836286684466	0.45642944748497916	1.163173673043783	1.848816623047241	1.3001164683876754	2.6375473746700466	1.767410005581545	1.35749598722257	2.1139255324010766	1.1002547432069418	1.1542552946870355	0.6317082214796764
Itg.26.DTT541.S37	1.7819794292535307	1.6496413192810355	1.1376887955212518	1.759419748679337	1.110271455040934	1.6721214539985807	1.1517822698448261	1.3094787041205376	2.1927862371473283	1.8634822876210106	0.7494023806038524	0.716770039484037	1.3581449705865987	0.397585435120868	0.0	0.6789579570044467	1.486963889908565	1.4050146474243308	1.8212778941687235	1.2264255208396775	1.3074913701851534	0.40884929157655864	1.301553253039656	1.7566526050368707	1.2717264089574056	1.0702512211234894	1.1108837070664772	0.9042547123373949	1.35829141478233	1.4526118204914897	1.1536056438378088	1.4148016424409664	1.7479982897699085	2.7312285487699763	1.2899115531328664	1.4197404555267674	0.9536651492437777	1.7379368581589332	0.6716018864942657	1.4457582454418798	1.3198296096876783	1.5415226424135133	0.44129896943878	2.0872313009939694	1.3689314957162861	0.9990459680053408	0.3944343489115252	1.5340412248686737	1.1473288319588828	1.183910502831254	1.2533734448767124	2.029658748498656	1.2107798478285865	1.9784833973220575	0.5617592402039517	1.699138981940241	1.730074148263924	1.5199709938383206	1.1729575395225098	2.3981281749717525	1.9331783178369848	1.2049771299201482	0.7521316046102544	1.6840282310813681	3.1193272097815017	2.6392172045802664	2.4072196641135135	1.4912285049898772	2.089814703644317	1.8353557592926104	1.4129629140978497	2.144064724102989	1.9936451880520445	1.848806256304653	2.627578199272183	1.6839772361749559	2.261878624817252	2.963745827710837	2.106702797557361	2.0767769275092993	2.9909907738380936	1.8318904691567637	2.664426380011498	2.231554744823317	1.834338062935097	0.7540180780923831	0.8072179860075546	1.4580360224084392	0.9286490343287598	2.7898156188333227	1.805175696177015	1.5474894800905614	1.9269050230489437	1.0921722736677881	0.769968215282594	0.25532497772053864
Itg.02.DTT409.S1	1.3311669313090815	1.222915271863058	0.5191599977754029	1.3034699197325152	1.011405005476593	1.345949683240502	0.94753356055206	0.9581407554028705	1.6911802705552452	1.6067434595352532	0.8340399027628355	0.6496771935350352	1.279507554308842	0.36471148391499064	0.6789579570044467	0.0	1.3015343403647996	0.8831113890253633	1.2406540645859283	0.9197359999769098	0.661125116095748	0.4942449364729738	0.6997595607117127	1.4444277052487398	0.7561695167408021	0.9397355698468586	0.4791772108575459	0.2786961888276382	0.8766965777833245	1.2158107258008113	0.5573829495048259	0.7910540058479316	1.3507749566241005	2.5815579240289352	0.7160131199282752	1.1716232970127998	0.28838961184372364	1.3730849385112074	0.2768834696485996	1.157674288779301	0.6517446794027247	1.046531761652833	0.4050683210900709	1.5894274572267295	0.7600150543881571	0.34689137616370547	0.36207840553828335	0.9217758306133568	0.6720713532294396	0.6953214177973253	0.6919497589679785	1.5084252598323369	0.6358939097066412	1.8369511734438297	0.5228239734481569	1.3666719781986392	1.203757117160074	1.4690567369041925	0.7740696823311928	2.186458899849116	1.389634881487258	0.7972243245147865	0.18489188965125763	1.5251128006810128	3.339669397669418	2.311190099041105	1.994387147011322	1.5063527644275039	1.7990849007383167	2.467269225772068	0.9200098389375636	1.769954610337118	1.933119531534214	2.5263996999451863	3.2345014575696056	2.2530477620411897	2.937607360595155	2.537014611162029	1.7238655662496927	1.9328400846923286	3.6543177945145735	1.5245781493009614	3.1077762826013617	2.867505376778339	1.466541258001471	0.1755212453101522	1.3094495866032736	2.0513661054944476	1.5836517744724423	2.2920192579057255	1.4920902395686504	1.0110500348851152	2.0175882294290033	0.8957609043566572	1.372607842694209	0.9335169019401928
Itg.22.DTT516.S11	2.4909769813750757	2.025430499629169	1.5103939034860627	2.45581900472528	0.38824230746281985	0.34875051135615026	0.38036987914986825	0.4434865300140057	2.7435233293548404	0.4001822624038653	0.7710700553136753	0.7770780554722134	0.2639475834329949	1.5177181000632052	1.486963889908565	1.3015343403647996	0.0	2.0551955238882034	2.192318190960958	2.20281568324334	1.180434312839759	1.0969298078343177	1.7408617498432453	0.37058069547542244	1.930887057165089	0.43072473792747723	1.0980315913274998	1.4981587962988103	0.6874866804220948	2.4834184132477044	1.0609271874328263	1.296271002292853	2.39914086707969	1.2866524902108118	0.9304195925485206	1.419356547880254	1.2192392123525433	1.9087102218723775	1.4956536373333433	0.24578155068697224	1.5244897742458299	2.21122115982852	1.5272615914838217	2.56926533092009	1.6784683327393437	1.2148859041441	1.1912965841988818	1.8306840965997087	1.9161084883662847	0.7558219967571959	0.9886102552506197	2.572968071887637	0.9666085133044225	0.5354414042218972	1.7528120246044163	2.462032719906407	2.0999458222080616	0.31283054431402907	2.02953153748397	0.9184928908581114	2.2083589295798958	0.5910659278117845	1.4672287160162603	0.23848939503447084	2.2503503922090116	1.1763069599467575	1.0508017912051721	0.4752754618932626	0.6238996974874356	2.4401213213553654	0.7641606456846075	0.777022990538165	0.6583516705538859	2.837215586417409	3.9730011146378943	3.112254937474224	3.3479454377105804	1.5920734230961735	0.7702965436059659	0.6320434719040835	4.143339640558719	0.44214321719443067	2.4287457631446494	2.812742829465092	0.5258952468421347	1.2945784614644724	1.3367077058650088	1.9835592048062576	1.9896310184375825	1.5437232124851492	0.4300907010955992	0.8659415660724739	0.9354629509007196	0.41958607207113574	1.6070029989951695	1.6403975238289572
Itg.06.DTT433.S26	0.48705916019520323	0.9640199700165251	0.5927380766355741	0.4676207845190954	1.8321405432991902	1.9912049196529091	1.7257268605652083	1.6500745979410407	0.8458551674627469	2.282830572340229	1.7146410134890209	1.5186871808634417	2.0939166414765724	1.0112327027576447	1.4050146474243308	0.8831113890253633	2.0551955238882034	0.0	0.5442550307152731	0.4470634536449116	0.956111871823506	1.3624410395750743	0.3807019092643823	2.089436688160217	0.1997599243560511	1.7535987792118641	0.9711340260310735	0.6125526953453287	1.4476683223654396	0.6695557589199956	1.025481600563656	0.9536054753201557	0.7674712570177172	3.2772115229029213	1.1901600252914333	1.5213480533510635	0.8470926712635505	1.3365521708651587	0.797119234893063	1.8632373211077282	0.5980470015967222	0.18427987604254714	1.0035542757890312	0.857346815223096	0.5394228085013533	0.84291891329231	1.2206859680559325	0.502131450063853	0.26106496535718915	1.3139362651230098	1.1458638735782865	0.6506440708299812	1.1277995441556787	2.5740194523530917	0.8923854397228428	0.8159629194111315	0.7031496905191748	2.279722278960819	0.3219196272706361	2.847037820129252	0.8649280638238164	1.4749808868626624	0.7182188009600844	2.277404554710607	4.200598826519101	2.8526692119729096	2.4568222688994266	2.3257133732618316	2.424403220540537	3.2345451127575293	1.4298843600987166	2.2986880674842425	2.710678729463714	3.167747925089768	3.559087947546956	2.5587367555301586	3.4955961803229565	2.9263384962647327	2.2428444577052957	2.6609199076137515	4.130030799170079	2.149779747655726	3.982254260514825	3.6304021649605316	2.0436648402612	0.8578953899930933	2.155910791088453	2.8596799522665206	2.2855893439575756	2.589967787080745	2.116035114454285	1.43183263631055	2.8622670654286693	1.6968392562045427	2.164814806164204	1.6218413038621768
Vil1.09B.DTT104	0.5239692652290401	0.7562684464931562	0.7638666550952611	0.49186874044494594	2.0308540267744446	2.0710081136877596	1.8936464862051874	1.798336841504718	0.5623560986732251	2.365719125064873	2.014746342257922	1.796308926054463	2.291432584326221	1.4426890074958645	1.8212778941687235	1.2406540645859283	2.192318190960958	0.5442550307152731	0.0	0.9077466814288877	1.0320629098650476	1.7075082940877577	0.5419361185786953	2.1617005275298258	0.5808173512245928	1.9494002342550785	1.1565561297864675	0.9880209771054712	1.5453180021480912	0.9947085197903546	1.1390048463324332	0.9140606903204979	0.626531146993753	3.32602723239824	1.2797798854056333	1.4815617820694558	1.1146467510342426	1.13151033351355	1.155464025076165	1.991364802251627	0.7062313043371687	0.4694188332144552	1.3914622809530304	0.4635685539126829	0.5423364402178863	1.0591498547072054	1.5860255375299797	0.36654898849265927	0.7596007366549394	1.4492631379850103	1.2068535878655	0.42573814709590857	1.2282718802384125	2.6719530015983692	1.34703430728212	0.7790104894872614	0.36734832374365417	2.456122696928857	0.7776781453311687	2.8727930081657096	0.40681010903836673	1.6250191623000738	1.0977997036840552	2.4099928928930776	4.3980415584322055	2.8061229106102057	2.3849264939567223	2.4924622370091467	2.458984399009711	3.6242154373621536	1.4643218350098932	2.2636675220948628	2.8334647205010297	3.6083867049863256	4.022603196646723	3.0226432133260692	3.936092721175831	2.779737099897094	2.2007916057730474	2.7455119014600493	4.5855292632622415	2.1797665072160295	4.287274883127824	4.041722880644198	2.060367573241017	1.155845547620199	2.5288926993932948	3.2529539526678923	2.7365678759848184	2.423639683522599	2.1480024384103173	1.4263285029810038	3.0781885426095297	1.900168874281515	2.5768250097196916	2.0456885880262936
Vil1.02B.DTT21	0.6131196673258291	1.0889902754205705	0.8132987915821233	0.6058168715418242	1.9168442770104632	2.2058240768779003	1.843407645624778	1.8354517144601046	1.055070835486233	2.485604273733494	1.719323183167439	1.5481270958010116	2.197506026976197	0.8749123626411495	1.2264255208396775	0.9197359999769098	2.20281568324334	0.4470634536449116	0.9077466814288877	0.0	1.2447925053469018	1.314663381704123	0.6899763841012407	2.305687415634205	0.43280427720154724	1.8419550317924689	1.1972932707782562	0.7255528661167181	1.6810272934125885	0.32667410005627984	1.2473221571611013	1.2502862468489493	0.811128311135131	3.472036984813862	1.4421939740452379	1.5931500816383084	1.019427627558544	1.4483370030144922	0.7471593054073472	2.0432571829070048	0.9315027744874238	0.46679245145627374	0.8567670356546873	1.0637878428381675	0.8427885152231935	1.0280349298814653	1.1710088295509529	0.8652993257018796	0.3419133673496969	1.5168169107477387	1.3788340302066788	0.91003965313884	1.359764471262428	2.736073236792991	0.6648163207601328	0.7560011749379099	0.9518335107150298	2.3833389662716034	0.20825861258759107	3.0554923527058873	1.141471486333548	1.6603686945542275	0.7409706534273703	2.431087015164304	4.22658207994449	3.121761505254169	2.7537413228595202	2.398378834561937	2.653498362812842	2.998958748531319	1.6699673398884296	2.5627903773592977	2.8402386021457757	2.8559634394491202	3.1428764066052075	2.1477049099716288	3.141588145377745	3.249247548042026	2.5073930770574693	2.82801893708643	3.7436955080564687	2.365450900943059	3.881327538370464	3.385899741056765	2.285073430702495	0.9147323882589022	2.0275846073664208	2.667707122649274	2.037755197296198	2.9421713248234456	2.3321042419195894	1.7108536491952162	2.9306467457604755	1.8088803122943844	1.981578572399944	1.3966811694017771
Vil1.03B.DTT32	1.369205766435324	1.1182067466811143	0.4752047643699892	1.3352604166154978	1.0691794753585644	1.0570200564129302	0.9187276760583675	0.7695392361135063	1.583166175904811	1.3526366636135099	1.141102672245544	0.9324558661572225	1.2869620656411533	1.0230802242533426	1.3074913701851534	0.661125116095748	1.180434312839759	0.956111871823506	1.0320629098650476	1.2447925053469018	0.0	0.9981192218308975	0.6325245215406685	1.1521065019442371	0.867291778658497	0.9940436785508159	0.22687370523180914	0.6067253475128053	0.5179126131957403	1.518081984823484	0.21455040294187225	0.26302072301929225	1.3701790835766232	2.3376757862798088	0.25280827586519206	1.1042299108862574	0.3828442873347777	1.2225290857143458	0.8019603349328522	0.9665334145719713	0.3663686449075935	1.0973567725665412	1.0169618629626307	1.4501068945894717	0.5693736150287488	0.3245750908310214	0.931020213914981	0.6850659360180571	0.9113786018596273	0.43366813810746724	0.27219081020125435	1.4065382169011122	0.23364403825900712	1.6648464240561474	1.1326673984218616	1.468174189477282	1.0273413563524216	1.453035757721535	1.0452449724957231	1.9009556868532356	1.1356525812125204	0.6044514313825821	0.6951774960584638	1.3901060250529564	3.4154994151397684	1.89841650402133	1.513383405798991	1.5327843195816286	1.4750152816049018	2.984574537806773	0.4941018809047921	1.3442438024778818	1.8298372456399976	3.131694950680177	3.891723537787213	2.9072284527574532	3.561861466274239	2.0115213692988085	1.2903356885812165	1.7445737564973334	4.296869877274243	1.2064523228896884	3.4107773785411273	3.3926250956467054	1.090139576077248	0.5985775680415506	1.7813569973860093	2.547433151739728	2.1864315406766894	1.713840080293363	1.172860942352	0.48224478011196625	2.070751346711871	0.9144700396960432	1.9180631368686825	1.5591562744099587
Itg.22.DTT517.S12	1.7863631639314044	1.5418326741014656	0.9567866585017748	1.7579895861918273	0.7302889658248262	1.26585984166649	0.7516701473850301	0.9041790541004442	2.157230544796621	1.4669556515410325	0.42377691064058276	0.31991549650675055	0.9966883638902156	0.47446270747836405	0.40884929157655864	0.4942449364729738	1.0969298078343177	1.3624410395750743	1.7075082940877577	1.314663381704123	0.9981192218308975	0.0	1.1675620575818575	1.351866425697983	1.221043407713699	0.6810624204407998	0.7975198306709611	0.7718910062798341	0.9639982769113729	1.5794613952491334	0.8274608636346269	1.123628985579068	1.736116560069349	2.364320900372339	0.9291315303911989	1.2077296115757088	0.6928942475492668	1.5854211301854548	0.6080334594817453	1.0412559779953818	1.106217764724355	1.5166454188510514	0.5040793451625953	2.02690297784346	1.197831569956249	0.730785567920635	0.15107308145025375	1.3748028158131091	1.1317681370857386	0.7970968634063836	0.9068408363368851	1.9843976568681125	0.860049842031179	1.6066645406686266	0.7183797180384216	1.7292039733196296	1.6150782283243867	1.1695363289140461	1.2003631784697033	2.0123938334695555	1.8003840174812475	0.8021858513023394	0.6443646933571853	1.304935839623211	2.91708957952231	2.235277812001896	1.9983978245183744	1.1655209943478793	1.6887069975937694	2.0041973544410316	1.0261134096271345	1.7361319473272083	1.647351228770986	2.1393777516294046	3.0217753340947944	2.0900173384010405	2.5882383447785036	2.555695253918393	1.6992206297971049	1.7052051642994714	3.342473682943657	1.4275674081445744	2.620034336722404	2.4093523943420383	1.4257989259094945	0.5527716474168965	0.8271925492064743	1.5784447100340198	1.2024522663817887	2.386286750827155	1.400151981636109	1.1663499443379501	1.6507662913893109	0.6922113220821059	0.9278103945519598	0.6218668028539391
Vil1.02B.DTT20	0.7528896129983871	0.7525316308626699	0.246409428755678	0.7173408126849632	1.5364283481910994	1.671048557145784	1.4149744734963507	1.3494392646242552	1.0301994210132002	1.9644071229556945	1.4820680275762217	1.2676595470233218	1.8063780195499892	0.9270239588424652	1.301553253039656	0.6997595607117127	1.7408617498432453	0.3807019092643823	0.5419361185786953	0.6899763841012407	0.6325245215406685	1.1675620575818575	0.0	1.7680047187215715	0.2629173728543543	1.4552841844100401	0.6841057474554766	0.4598389002358524	1.1314032705046686	0.9194636197520911	0.6860839296228147	0.586592924633667	0.7943004881041058	2.947892597117801	0.8660415997966238	1.1840494375330282	0.5962886206314693	1.0561278282070339	0.6367235561645774	1.5522811503959506	0.29188874021338945	0.48947338237749644	0.8850894482877876	0.9172033990731822	0.17456995748785148	0.5462302560788564	1.0455107200863443	0.24902293344996354	0.39799918627206377	0.9980123892280045	0.792074249074497	0.8560109478067857	0.7931672527579677	2.2500646588398654	0.8798472764629717	0.8793929918575061	0.5611442099525857	1.9805440220066317	0.48721148115201435	2.508040713353825	0.7339178150970378	1.168427683025357	0.5644323943302613	1.966691161897143	3.9122751599691985	2.5141975139628343	2.1226642345937905	2.015703295194431	2.095317710754121	3.108249802723037	1.0807357561749336	1.9546357878713267	2.391428534883215	3.1227883784146306	3.654677610052887	2.6500374142219596	3.4829401296041804	2.590143813333327	1.895238529080406	2.3325583663837652	4.163128654505409	1.806278139757064	3.760294608000692	3.522055015955435	1.7050076966874723	0.6174919095742908	1.9906259840980887	2.7218579299824905	2.224231254887441	2.272604840654883	1.7730259942484339	1.0881652823958008	2.5874908028462653	1.4077295531552705	2.045510668372601	1.5371145330672045
Lyz2.04B.DTT244.S85	2.5169187583458807	2.0691113758844057	1.5607287100377296	2.482017539600724	0.7143013446700012	0.09997521332017466	0.6350488696283152	0.49186961015611647	2.7218295521414073	0.20562459210886483	1.0794600830894805	1.04340709791657	0.6008479455104231	1.718454086520489	1.7566526050368707	1.4444277052487398	0.37058069547542244	2.089436688160217	2.1617005275298258	2.305687415634205	1.1521065019442371	1.351866425697983	1.7680047187215715	0.0	1.9856854779362094	0.7296711861853376	1.125434226142782	1.588689790620589	0.6419484865416745	2.591083966686777	1.0916551542545891	1.263701928480494	2.449603511510367	1.1906147797420255	0.9048946640697585	1.5406581015058354	1.2916737332499473	1.9605064160052805	1.652210535252762	0.3113669972048721	1.5170692678668458	2.241066069938319	1.7326552035713207	2.5564484031818826	1.6906618341862332	1.2815464677258284	1.4176359317490572	1.8173006949290293	1.9917091489593273	0.7903541172763687	0.9964740176909759	2.5524502283691697	0.977052986406318	0.5643109409936965	1.9404093253774495	2.5367126170157017	2.1008185100567984	0.6270827193223426	2.119894844663584	0.7785613197385587	2.1803596478198997	0.6502839000915261	1.5952202279568435	0.38580588209727334	2.4293653793024426	0.8973243397362999	0.706509615070518	0.8084606025524469	0.3566722152593493	2.8068418839150344	0.7171340433461433	0.4623218406131332	0.7812874592863492	3.1947532407753316	4.300331472878035	3.416804507748259	3.705228391498423	1.2673168955595295	0.4669730526745468	0.6320555724714296	4.496581149187668	0.23840011074216105	2.734887605690847	3.1727892875286408	0.22855006591245516	1.4300585479718926	1.6866930560982103	2.3438271396759083	2.3225465689159805	1.1895352678978919	0.2260696575002453	0.7479553299945015	1.152335132363225	0.6677167247576486	1.9478711565708942	1.9368048848972037
Vil1.04B.DTT44	0.5798306933636527	0.8240782055445252	0.44317143168807527	0.5498950521627215	1.6929584093482435	1.8870736184427694	1.5888671204443072	1.5436812448141846	0.9420974226604408	2.1771477795440215	1.5804095440238868	1.3788080563118705	1.9696060717981014	0.8861929767027116	1.2717264089574056	0.7561695167408021	1.930887057165089	0.1997599243560511	0.5808173512245928	0.43280427720154724	0.867291778658497	1.221043407713699	0.2629173728543543	1.9856854779362094	0.0	1.6131733034276152	0.8749697113646744	0.5041917470252175	1.3481010382821879	0.6660695133042914	0.9019684127599398	0.8441027796475479	0.7042751654239473	3.1655204056916157	1.090214700332909	1.3332109162941945	0.7401708704428832	1.176202328767073	0.6357055829993807	1.7511278981188498	0.5271882432893172	0.30525096222002834	0.8507949735058572	0.8788320800718343	0.4198429012615429	0.7182115371575755	1.0847126364757107	0.4409858475448445	0.1970129755987255	1.201112990497279	1.021300766868808	0.7673449901939005	1.0132154698903673	2.4522047489835503	0.772155658774016	0.7469799989767372	0.6296143025181614	2.150100875026467	0.24044245733233435	2.7328686090948264	0.8192433533388723	1.3630542068731335	0.5836365748393987	2.1589947795990634	4.058243036450318	2.7583514559928184	2.372955380823105	2.178303921006563	2.321934115521678	3.091717815861355	1.3140341154904402	2.1982463386136324	2.580855298377408	3.0460819522978944	3.483256388970552	2.479149001685976	3.378742655133625	2.848759347198605	2.14017893821146	2.5385503812596815	4.030242489757902	2.0329345638493765	3.834266960549593	3.4975450550354164	1.9381896121712343	0.7042723992890912	2.0196734407099126	2.723852745097284	2.170973583000579	2.531456856696146	1.9994807600217523	1.3333527235253684	2.73829083015468	1.5701189356841636	2.0366259207585418	1.4895517485094696
