# Constructed from biom file
#OTU ID	TL1a_FP_140	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_FP_73	TL1a_FP_139	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_FP_637	TL1A_FP_688	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	29.0	0.0	4.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	26.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	17.0	0.0	10.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	150413.0	39672.0	83015.0	51962.0	1100.0	46056.0	63185.0	14241.0	39965.0	12575.0	58645.0	55918.0	46026.0	33895.0	48346.0	51557.0	73049.0	47710.0	65321.0	48866.0	27074.0	127246.0	47205.0	64099.0	48869.0	42888.0	29016.0	57102.0	54050.0	2393.0	35474.0	57499.0	51190.0	68304.0	55562.0	39405.0	34329.0	48430.0	37273.0	47764.0	55499.0	35244.0	2620.0	2559.0	5723.0	704.0	10875.0	25564.0	9717.0	15679.0	15834.0	2774.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	273.0	24.0	0.0	0.0	13.0	0.0	25.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	9.0	1101.0	0.0	74.0	26.0	0.0	9.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	1.0	0.0	2.0	0.0	13.0	0.0	0.0	7.0	657.0	28.0	51.0	40.0	27.0	1563.0	9.0	3098.0	12.0	175.0	0.0	11.0	1065.0	2.0	4.0	160.0	144.0	0.0	240.0	15.0	1167.0	104.0	22.0	139.0	9.0	19.0	32.0	8.0	14.0	0.0	20.0	4.0	0.0	10.0	69.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	13471.0	18915.0	4780.0	1367.0	3817.0	10102.0	4127.0	5814.0	14035.0	8277.0	35798.0	1910.0	6712.0	6579.0	3051.0	7373.0	7726.0	12259.0	4219.0	9654.0	3204.0	17796.0	13862.0	13147.0	15358.0	3622.0	7722.0	6978.0	6019.0	4037.0	73433.0	6128.0	4677.0	4332.0	4827.0	5455.0	4046.0	4026.0	4864.0	6979.0	3046.0	2973.0	2205.0	2070.0	3067.0	1483.0	3199.0	2916.0	3466.0	8407.0	2095.0	2488.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	727.0	860.0	394.0	92.0	8930.0	502.0	537.0	689.0	1625.0	851.0	188.0	540.0	675.0	338.0	261.0	323.0	397.0	156.0	515.0	276.0	121.0	391.0	303.0	380.0	462.0	343.0	2470.0	965.0	165.0	11208.0	12.0	1136.0	586.0	439.0	288.0	761.0	612.0	435.0	316.0	913.0	307.0	784.0	92.0	129.0	17.0	92.0	11.0	54.0	33.0	95.0	71.0	60.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	5159.0	0.0	1579.0	365.0	0.0	0.0	0.0	452.0	0.0	711.0	459.0	1633.0	2757.0	17.0	572.0	70.0	22.0	34.0	2212.0	676.0	0.0	0.0	368.0	162.0	658.0	897.0	0.0	2913.0	0.0	0.0	1.0	0.0	2245.0	0.0	0.0	0.0	2479.0	1071.0	0.0	8260.0	0.0	869.0	29.0	52.0	77.0	30.0	94.0	240.0	106.0	43.0	209.0	14.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	866.0	0.0	1418.0	286.0	1.0	0.0	0.0	588.0	176.0	495.0	600.0	581.0	1375.0	279.0	896.0	257.0	1628.0	368.0	1111.0	967.0	71.0	3843.0	1253.0	932.0	653.0	930.0	90.0	2433.0	0.0	0.0	8.0	68.0	1427.0	0.0	1861.0	0.0	1093.0	1394.0	1803.0	2153.0	0.0	1248.0	31.0	23.0	79.0	34.0	116.0	255.0	196.0	139.0	193.0	14.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	401.0	0.0	9443.0	2182.0	0.0	0.0	0.0	39125.0	656.0	22684.0	430.0	1386.0	3690.0	301.0	954.0	2178.0	1869.0	395.0	1754.0	1200.0	30.0	1560.0	19031.0	914.0	1293.0	1218.0	137.0	3497.0	0.0	5.0	3.0	34.0	1897.0	0.0	2377.0	0.0	2280.0	539.0	1271.0	2169.0	0.0	712.0	3752.0	5349.0	244.0	1533.0	424.0	435.0	407.0	275.0	274.0	2166.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0	556.0	191.0	11.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	673.0	33.0	21.0	0.0	0.0	943.0	4.0	0.0	0.0	28.0	0.0	6.0	3.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	4.0	27.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
