feature	k__Bacteria.p__Firmicutes	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Desulfobacterota	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Cyanobacteria	k__Bacteria.p__Deferribacterota	k__Bacteria.p__Verrucomicrobiota
Vil1.02B.DTT23	4.7566579817555	3.66815718364973	0.782581598017058	1.75921545979868	-2.07484600415975	-2.95031474151365	-4.55975265394775	-1.38169882359981
Vil1.03B.DTT32	4.20455384998051	2.70987647244496	1.11188421272643	0.727274917899104	-1.73619140065103	-1.20022980361349	-5.05037740532355	-0.766790843462923
Lyz2.06B.DTT271.S113	5.2046932414018	4.15835155413204	2.05136254914065	1.04706093994378	-1.13036101009626	-2.71081138565711	-3.96357435415248	-4.65672153471242
Itg.22.DTT517.S12	5.08376708093237	3.79761871784752	1.46805703715528	0.206466154536343	-1.59221375753629	-0.116307237726708	-4.07712040732429	-4.77026758788423
Lyz2.07B.DTT284.S126	5.30842938690948	3.98881712309905	2.22867182326942	0.595863811211978	-0.454662290788494	-1.53928833748186	-4.71734216782981	-5.41048934838976
Vil1.09B.DTT106	3.52940576465056	2.14669316793296	-0.453524328366035	4.33950759479163	-1.89306320400474	-1.80345104531505	-4.66565192624452	-1.19991602344479
Vil1.02B.DTT20	4.71087473352967	3.81480591985408	0.710815235696651	1.46170341094611	-1.03315356969506	-1.85413412176489	-3.55888221400331	-4.25202939456326
Lyz2.04B.DTT244.S85	5.51455658747942	3.41227466449225	1.46680552977705	0.340022364142244	-1.48072464195906	-1.31820571246129	-3.62079080545533	-4.31393798601528
Vil1.06B.DTT67	1.81653906572659	-1.11731780410931	-2.72675571654341	6.89430260982238	-1.11731780410931	-2.72675571654341	-2.72675571654341	1.7040610822999
Lyz2.02B.DTT223.S63	6.00640516923957	5.28962119310297	0.396024530949243	1.4437167291901	-1.78014663718914	-2.94329744699482	-3.85958817886898	-4.55273535942893
Vil1.04B.DTT44	3.84694418945314	2.92849035917986	0.430944621985847	0.859532147514866	-1.52024258417031	-1.05487933448108	-5.2215445582828	-0.269244841199511
Itg.22.DTT519.S14	5.4786033023082	3.43456066520263	0.945395351576089	0.66040507079002	-2.08043495313518	-2.48590006124335	-4.2776595304714	-1.67496984502702
Lyz2.04B.DTT247.S88	5.30720949206604	2.87554735679686	0.570180620840934	0.824585286438889	-2.67408443803209	-1.91194438598519	-4.6199945870874	-0.371499345038041
Itg.06.DTT434.S27	5.59464513310014	4.22890696417888	1.68835280238098	1.71460613321841	-0.414009523489867	-3.03706651175869	-4.54114390853496	-5.2342910890949
Itg.24.DTT528.S23	5.24304818156112	3.4085134799884	1.44461619092732	0.0249854095398375	-1.16218027646972	-0.160731736255255	-4.05255203436588	-4.74569921492583
Itg.22.DTT518.S13	5.25767091896393	3.41390312841716	0.940099993121667	0.534634885013503	-2.10442244460176	-1.55103720641697	-4.54676947997096	-1.94407979452658
Itg.02.DTT412.S4	5.8114112261131	4.62786118742102	1.17728384505214	1.18959710528549	-1.75834450443215	-1.42187226781094	-4.46639470553436	-5.1595418860943
Itg.08.DTT444.S37	5.1437651480317	4.4225652826215	1.18386119961809	0.894871082506294	-0.967378264476305	-0.45880236044433	-4.7628674536485	-5.45601463420845
Vil1.03B.DTT34	3.39019566407593	1.39744219614757	0.316957292072016	-0.176063707060469	-3.33469945155131	-2.87922392286849	3.11601398395979	-1.83062205477504
Itg.12.DTT467.S61	5.19943940065085	4.45175808859054	1.28408115614626	0.769136447732092	-0.665197889975162	-0.713594430837012	-4.81623779587381	-5.50938497643375
Itg.16.DTT480.S75	4.45823687985084	3.03899974658851	1.18696425591706	-0.0439467819247133	-1.32314300748824	-1.50796769450031	-3.45387784355562	-2.35526555488751
Itg.26.DTT543.S39	4.94203928416621	3.35110010574518	0.981869215834374	1.86138522028351	-2.25602461486959	-2.43037800201437	-4.78175325917784	-1.66823794996747
Lyz2.02B.DTT219.S59	5.01374588190172	3.7466926899648	1.18706957678594	-0.222059893404968	-1.91063512639779	-0.872647459546117	-1.50517001828963	-5.43699565101395
Itg.04.DTT424.S16	6.09804399843677	3.21793113209974	0.90344530362198	1.01337283933805	-1.37823310455275	-1.05664948042529	-4.05238175397928	-4.74552893453923
Itg.12.DTT468.S62	5.11663354524683	3.82657561930836	1.89123628034007	0.236163073199346	-1.10822039230491	-0.0297092829578857	-4.61976583113593	-5.31291301169587
Lyz2.01B.DTT210.S50	5.64223044093278	3.65661728214438	0.351783968765313	0.432441871782768	-2.46162674799472	-1.58615801064082	-4.47652976853699	-1.55875903645271
Vil1.08B.DTT96	2.29598315874878	0.465308273271048	-0.49977262277254	6.70079218575691	-3.27236134501232	-3.27236134501232	-2.57921416445238	0.161625859472826
Vil1.010B.DTT119	4.0637048947027	1.35110479949852	-0.289766635537096	4.99471597478026	-2.36083992754642	-2.67099485585025	-4.37574294808868	-0.712181301959034
Vil1.04B.DTT45	4.39653518877735	2.44206234241477	1.14912355085589	1.22983493123906	-1.84178943626216	-1.88101014941544	-5.09988597428364	-0.394870453325831
Lyz2.03B.DTT233.S73	4.94894283516524	4.04159144113726	1.54115347182093	0.35119140456459	-1.82879136633712	-0.959753519313514	-3.70059354323871	-4.39374072379866
Itg.18.DTT491.S86	5.3343685501893	4.39801290622781	1.44021211638871	0.603339775014694	0.130052070567769	-1.69224412252037	-4.76029705765399	-5.45344423821393
Vil1.05B.DTT58	5.22793477696236	-2.23197998927874	-2.23197998927874	7.47079797815015	-2.23197998927874	-2.23197998927874	-1.5388328087188	-2.23197998927874
Lyz2.07B.DTT280.S122	4.36371753034981	2.84802974179942	0.807506945446918	0.766405269761366	-2.18153633995628	-0.919294627506364	-4.19643936049854	-1.48838915939633
Itg.06.DTT431.S24	5.93567805816395	4.60831349348181	0.426844757473385	1.19337448396735	-0.367722601532464	-2.77691742958477	-4.16321179070466	-4.8563589712646
Vil1.05B.DTT59	4.58442259172687	-1.95081867928679	-1.95081867928679	7.12048948399384	-1.95081867928679	-1.95081867928679	-1.95081867928679	-1.95081867928679
Vil1.07B.DTT81	3.08473436771825	2.37178455986213	0.0131100002170386	5.7185577541923	-1.45322706857639	-2.5518393572445	-3.24498653780444	-3.93813371836439
Lyz2.05B.DTT255.S96	4.12038141887709	3.41225797649079	0.427145271764259	1.87885804849116	-2.14913565170683	-2.07767668772468	-4.75182533715121	-0.860005039040584
Vil1.010B.DTT120	4.39366547558375	0.378757744009685	-0.584053003499362	5.64380032167285	-1.83681597199473	-3.62857544122279	-3.62857544122279	-0.738203683326621
Itg.12.DTT470.S64	5.80699932988904	4.58750012485944	1.33435178790498	0.621960908952403	-0.679916110354905	-1.69629030078604	-4.64072927995248	-5.33387646051243
Lyz2.01B.DTT208.S48	6.17588967112652	3.06388928418739	1.59409483773473	-0.924549951685122	-2.25368589896506	0.553035829644176	-3.75776329574134	-4.45091047630128
Itg.02.DTT408.S100	4.21706641166196	2.71000213072763	0.356927637811196	0.669799959091536	-1.76418660026921	-0.372587186919624	-4.92118702141932	-0.895835330684172
Itg.02.DTT410.S2	5.85009851468424	4.75927598072415	2.17609340517576	1.29873703127706	-1.42494788397255	-2.48784209003858	-4.73913388864507	-5.43228106920502
Lyz2.07B.DTT279.S121	3.77429417429678	2.55142566186618	-0.506529954867939	2.23456810028047	-2.09616524000586	-1.63354171805775	-4.41855296029609	0.0945019367842006
Vil1.05B.DTT60	3.4994637081668	-1.84287054379802	-1.84287054379802	7.5577595546213	-1.84287054379802	-1.84287054379802	-1.84287054379802	-1.84287054379802
Itg.08.DTT446.S39	5.70771045969753	4.27898219334074	1.4417914357203	1.0722583368382	-1.57863345042407	-2.67724573909218	-3.77585802776029	-4.46900520832023
Vil1.013B.DTT152	3.92019823366249	3.4394894142986	0.246432417358602	3.145038910414	-5.12420561076906	-1.79200110059386	-5.12420561076906	1.2892533463983
Vil1.08B.DTT95	3.36668835514112	0.0919048983346245	-0.195777174117156	6.40386654201273	-3.3738310044651	-3.3738310044651	-2.68068382390516	-0.238336788535952
Vil1.01B.DTT10	5.47980715087675	3.57175012660097	1.21596633915273	1.73295847783439	-1.62414358396255	-2.84791901558466	-3.76420974745882	-3.76420974745882
Itg.26.DTT542.S38	5.83518434839786	4.06701224006563	2.01582610977919	1.13442263690548	-2.07261873031572	-1.86130963664851	-4.21268489381199	-4.90583207437194
Vil1.05B.DTT55	2.80965200652307	-0.536737138644094	-2.83932223163814	7.29872347702745	-2.83932223163814	-2.83932223163814	-2.14617505107819	1.09250340108619
Itg.18.DTT493.S88	5.20205644833161	4.16324738947458	2.00056824922469	0.296086788103691	-0.74830394639778	-0.940675839045236	-4.43718340051172	-5.53579568917983
Vil1.013B.DTT153	3.50686486292016	3.90909331937915	0.0151927209551512	3.010720892049	-5.48606548958958	-1.35893110454448	-4.79291830902963	1.19604310786023
Vil1.01B.DTT08	4.74160278589625	3.60750932180398	1.653975247638	0.909534772690507	-2.37137644309715	-1.6782292625372	-2.88220206686314	-3.98081435553125
Lyz2.05B.DTT256.S97	5.39893056684234	3.45751105245474	2.39753017692707	0.458613063362728	-1.81987447805226	-0.857063730543209	-4.17124973521573	-4.86439691577568
Itg.04.DTT421.S13	5.66873953328825	4.17447761602862	1.19891830072552	0.224868734699173	-1.30660763626522	0.0103749249644463	-4.63881214644042	-5.33195932700036
Itg.18.DTT495.S90	4.45315795781123	2.76077822184546	1.18434976419482	0.545393636247019	-1.66228660019354	-2.32876553367132	1.01372424716405	-5.96635169339771
Lyz2.04B.DTT248.S89	4.78631316227265	2.84281647898077	-0.110319176694595	3.0984633283746	-2.20260886085228	-2.9308473612235	-4.87675751027881	-0.607060060578847
Vil1.014B.DTT165	4.08650287984543	2.8519703486115	0.195868821494305	1.47264465680771	-0.834580815742842	-1.70540917354024	-5.28892811199635	-0.7780686054795
Vil1.010B.DTT118	3.52176752117881	1.67243535513455	0.0474169717252025	4.26461281847673	-2.39699831670806	-1.12403264089517	-4.74837357387154	-1.23682813504052
Lyz2.08B.DTT292.S134	4.93688932334085	3.1917877057231	0.954328877175359	0.894974634526176	-1.68812404144104	-0.904005082675366	-2.65320493748462	-4.73264647916446
Itg.20.DTT507.S2	4.66290820959244	2.938464519808	0.811356535843473	0.319223045089635	-2.09422464071622	-1.87800153224658	0.701794333331947	-5.46152047070269
Itg.12.DTT471.S65	5.3238614708997	4.36272017286019	1.01792632310142	0.463365305827622	-0.934763512939271	-1.58139067786432	-3.97928595066269	-4.67243313122264
Lyz2.03B.DTT235.S75	6.30347704855692	5.06266683679021	0.453364574599693	1.21080610586504	-1.62607696708014	-3.30005340065181	-3.70551850875998	-4.39866568931992
Vil1.06B.DTT69	2.66765494745001	1.6184619516289	-0.282859720110686	5.36574380442255	-2.63951203437501	-1.7922141739878	-4.14358943115128	-0.793685343876676
Vil1.08B.DTT92	3.49805422811539	1.34155926227936	0.0663738297281615	4.86726742859722	-2.69046653554348	-1.99731935498354	-4.07676089666337	-1.00870796152975
Lyz2.05B.DTT258.S99	5.03482125829138	4.68931311951751	2.49198342839552	1.43279196385199	-0.794905885567645	-3.21844358897935	-4.47120655747472	-5.16435373803467
Itg.10.DTT459.S53	5.81893385477908	3.3808378696399	0.140883981045448	0.247427228952323	-1.40549579542152	-2.42406537641609	-4.29586755331768	-1.46265420926146
Itg.08.DTT447.S40	4.79887972940837	3.63704837408944	0.968321348987431	0.506796728248803	-1.5450232361211	-2.68285623794249	-4.29229415037659	-1.39087255629384
Vil1.09B.DTT107	3.72317807450178	1.72397740324436	-0.446435916641201	5.00230068675598	-1.69919888513657	-2.9313425664292	-4.18410553492457	-1.18837326137058
Itg.10.DTT457.S51	5.27895260606072	3.47084284160521	1.05839127103263	-0.242087170502401	-1.62838153162229	-0.989301572332622	-2.37559593345251	-4.57282051078873
Lyz2.06B.DTT267.S108	5.30715761678729	3.61043133823362	1.52828512414665	0.155235989776783	-1.46744714940734	-0.0895210379579642	-4.17549735050955	-4.86864453106949
Vil1.01B.DTT12	5.39726238603542	3.39522049884751	0.981835166899821	2.03098366388902	-2.14694761444134	-4.71189697190288	-4.01874979134293	-0.927707337984618
Vil1.013B.DTT156	4.70308335233844	2.97380801201423	-0.682368572017956	3.4800408950313	-4.3286884117131	-2.53692894248504	-4.73415351982126	1.12520718665338
Vil1.07B.DTT84	2.38332661471265	0.449067082877313	-0.522793500151653	6.11829541645323	-1.77555646864702	-3.16185082976691	-3.16185082976691	-0.328637485710696
Itg.16.DTT479.S73	3.22336807745701	2.21324021592772	-0.857928769372617	-0.46067428454556	-1.74998453040131	-3.84361070707311	4.62605352452104	-3.15046352651316
Lyz2.05B.DTT257.S98	5.42514453811624	3.93000021891871	1.9127570207315	0.636286045284332	-1.71318263360856	-1.02003545304862	-4.23891127791682	-4.93205845847677
Vil1.014B.DTT167	4.72623897291009	1.92233622961471	0.0861249978158211	1.56553949041366	-0.910877114441506	-2.14925134548477	-4.04637133037066	-1.19373990045734
Itg.26.DTT544.S40	4.92528615843002	3.98761920797054	1.35211067802397	0.729304986822268	-2.07783611692417	-2.2113675095487	-4.85042483916395	-1.85469256560996
Itg.04.DTT422.S14	6.17913988078083	3.62862827917781	1.15254073569556	0.44005059229248	-1.44156520605744	-0.441687758075016	-4.41197967162714	-5.10512685218708
Vil1.08B.DTT93	3.67046187294794	2.20887540691311	0.61238646881981	5.2385052826879	-2.33205251034663	-1.03276952621637	-3.8361299071229	-4.52927708768285
Lyz2.08B.DTT295.S137	4.5987116978313	3.90821944791628	0.811860065843708	0.694077030187325	-2.19629472770884	-2.66629835695458	-3.58258908882873	-1.56768606828647
Itg.06.DTT435.S28	5.52232678806279	3.96889142732596	0.961414370159913	0.627986275919928	-1.18094099693049	-3.12685114598581	-4.83159923822423	-1.94122748032807
Vil1.06B.DTT71	3.08212933143346	-1.88768396814255	-1.88768396814255	7.55082729686187	-1.88768396814255	-1.88768396814255	-1.1945367875826	-1.88768396814255
Itg.16.DTT484.S79	4.67778288810042	4.35256299036156	1.28859303987013	0.519983312315218	-0.910162931333522	-2.24931051402771	-5.19374949319415	-2.48569929209194
Itg.20.DTT503.S98	5.38838696202576	4.80152981056169	0.874172266170628	1.19791653229635	-0.78054086832546	-1.50577636343691	-4.64127057936606	-5.334417759926
Itg.22.DTT515.S10	4.73747600034889	4.35143592741355	-0.130376502472354	0.573985748907731	-1.55498972789438	-1.37006738940037	-5.02072563069411	-1.58673842620896
Vil1.013B.DTT151	3.84545102973106	3.43898062896853	-1.26576868674346	2.17295113424178	-1.73185841666806	-2.42500559722801	-5.19759431946779	1.16284422716594
Itg.16.DTT481.S76	5.14822892202058	3.98032441075084	1.41782884800609	0.621944178895256	-0.675063491397869	-0.666764688583174	-4.36394294551181	-5.46255523417992
Vil1.04B.DTT48	3.72402592195713	3.34973380324931	0.119132123916284	1.81607986459112	-1.14653424941499	-2.20069477551227	-4.64304181088147	-1.01870087790511
Lyz2.07B.DTT282.S124	4.80393685694216	4.57661513828946	0.9175865914908	1.08349191095009	-2.15864077608238	-1.59065673847644	-4.99185412013859	-2.64047886297511
Itg.06.DTT436.S29	4.78124692911491	3.53077045984367	0.847588325319471	0.654684659194979	-0.738727169693775	-1.58602503008098	-3.19546294251508	-4.29407523118319
Vil1.02B.DTT19	4.64833555712421	3.59526018317618	0.272625124017127	1.44269637666738	-2.33006456142726	-2.55320811274147	-3.93950247386136	-1.13614209295482
Lyz2.08B.DTT296.S139	5.81241134666949	5.01254668306514	1.49033606912628	1.09131566646076	-1.49966552971873	-2.4900642337466	-4.3618664106482	-5.05501359120814
Itg.12.DTT469.S63	5.16860411587028	3.92121750441129	1.77354878806598	0.133805526136555	-1.53035728598679	-0.167779451484218	-4.30294600822657	-4.99609318878652
Itg.22.DTT520.S15	4.86935342711897	3.42556349773922	0.854109377185625	0.560392283399373	-1.7018551938681	-1.85213739691743	-4.76990812900171	-1.38551786565594
Vil1.07B.DTT83	3.33229527303332	0.409133692314162	0.303773176656336	6.3011921829555	-2.58659858123983	-2.58659858123983	-2.58659858123983	-2.58659858123983
Itg.08.DTT443.S36	3.78067625865291	2.60035857319964	-0.589629410722816	2.69251294019943	-1.08364791617243	-3.28087249350865	-5.0726319627367	0.953234011088614
Lyz2.02B.DTT222.S62	6.50656115042662	5.22626981089402	0.254198081579256	1.37958061131197	-1.45930919074905	-2.81385485355436	-4.20014921467425	-4.8932963952342
Lyz2.01B.DTT211.S51	4.6419036637875	3.25601891744926	0.180492105971114	3.70504834730021	-2.00073213001866	-5.55608019150808	-4.86293301094813	0.636282297966794
Lyz2.04B.DTT245.S86	5.15522803203512	3.99605954986624	0.977184450936371	0.183953811819443	-2.06733798678705	-1.22004012639985	-3.16595027545516	-3.85909745601511
Vil1.010B.DTT116	3.57250723942397	2.19793528485567	0.174705446762956	2.92696174036966	-1.9859093849607	-0.333299300661394	-5.51226990957686	-1.0406311162133
Lyz2.01B.DTT212.S52	6.36382727954777	4.37229478098607	0.762871190197913	1.45601837075786	-2.64386637183986	-2.13304074807387	-3.74247866050797	-4.43562584106791
Itg.04.DTT420.S12	5.17433187557524	3.70720020999786	0.733999672974246	-0.0743432196771317	-1.39319630000149	0.216241612432611	-3.83554333537069	-4.52869051593064
Lyz2.02B.DTT220.S60	5.68216232882666	3.41389881519811	1.35065529411102	-0.35955430815293	-1.08951546183559	-0.134004016808155	-4.08524773538958	-4.77839491594953
Lyz2.08B.DTT293.S135	5.23344542624745	3.17371660013088	0.840388302424471	0.886267908175165	-2.16952860612148	-1.22506699728062	-4.52090386328495	-2.21831877029091
Vil1.02B.DTT22	4.73761197131276	3.78663568145071	0.653945688449879	1.87871763236173	-1.29536004960657	-3.64673530677005	-4.33988248733	-1.77493312986846
Lyz2.07B.DTT283.S125	3.30193902075064	2.69032974976615	-0.816106188897662	2.21496968551002	-2.22709316260792	-1.92698857015759	-3.2769152871066	0.0398647527429701
Itg.10.DTT458.S52	6.4768782870295	4.15787544929785	0.627758398525047	0.683072036509099	-0.6636567244046	-2.5268751576148	-4.03095255439107	-4.72409973495102
Vil1.07B.DTT80	2.63826553142496	1.85414657265929	-0.69138469894515	5.37364558149492	-0.888094993191204	-4.02358920912035	-3.33044202856041	-0.932546755762038
Vil1.010B.DTT115	3.2327755745576	2.1112456162081	-2.17921382494029	5.0590619481959	-2.10510585278657	-2.44157808940778	-4.05101600184188	0.373830630014925
Vil1.08B.DTT91	3.68245150696041	1.8809832236054	-3.44202675553301	6.53471125874271	-3.44202675553301	-3.44202675553301	-2.74887957497307	0.976813852263586
Vil1.014B.DTT163	3.29960155148328	2.06813311977198	-0.668284479865802	1.11716582016899	-0.507417858073106	-3.08043177537137	-2.55913485173809	0.330368473624123
Vil1.08B.DTT94	2.80164488042968	0.0251575177742371	-2.74743120446554	7.12616399020555	-2.74743120446554	-2.74743120446554	-2.74743120446554	1.03675842945272
Itg.02.DTT411.S3	5.90337813730301	4.00100598320765	1.45116668124632	0.753421791437744	-1.63074328854872	-1.91842536100051	-3.93332838154277	-4.62647556210272
Vil1.05B.DTT56	3.26467854008677	0.956662675907587	0.170183555555423	5.62224779370307	-4.35160502149362	-1.01940051131841	-3.65845784093367	-0.984309191507143
Vil1.014B.DTT168	3.59073302080694	1.76166531160295	-0.167729358060955	1.8073993369935	-1.71253804229588	-2.3854825155383	-1.18150971121237	-1.71253804229588
Lyz2.01B.DTT209.S49	5.47644426320151	3.38514152626421	1.32817284043643	-0.386625587655493	-1.83663576316149	0.209357844450805	-3.39478038120804	-4.78107474232793
Vil1.09B.DTT103	3.78878399178113	2.5638387625638	-1.93643376359514	4.81787891814342	-2.91726301660686	-2.17004861477664	-4.42134041338314	0.274584135873419
