	Mouse5A.FP28	Mouse3A.FP16	Mouse7A.FP40	Mouse1A.FP05	Mouse3A.FP17	Mouse2A.FP11	Mouse3A.FP18	Mouse4A.FP22	Mouse4A.FP23	Mouse6A.FP35	Mouse1A.FP06	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse5A.FP30	Mouse4A.FP24	Mouse10A.FP113	Mouse9A.FP102	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.FP89	Mouse9A.FP100	Mouse8A.FP88
Mouse1A.FP06	0.6387163318596107	0.8166424502342942	1.7123728431628449	0.9095954933264276	2.1894938047832277	1.0768815854258948	2.5534173724586724	0.661009102014696	0.6031698217640419	1.6454663670758494	0.0	0.8452953482621479	0.6738306257584465	1.0068067986038585	0.6978497233755252	0.5319149942010437	1.694260791949762	0.8127391794438487	0.6453246819549365	0.7084744174390311	0.3190837227070055	2.0370735800288235	3.4710103422422574	3.292171813358224	2.976990050482477	2.447135847452289	2.630080568245697	2.418945908130138	3.023145674988	2.1827128276537073
Mouse1A.FP04	1.4774812137651092	0.359185443282297	0.9045966223688328	0.4046952190017559	1.3662644045308634	1.6272002220033985	1.7523409996388073	1.1431514797964075	1.0336373365849547	0.9828450652525654	0.8452953482621479	0.0	0.9998856042114262	1.5918629228586099	0.8802509813303014	0.7547957878141083	0.8806463880109717	0.7908350409142384	1.178005927146469	1.0447662579437698	0.9355257632325935	1.4090717443895087	3.041476937406327	3.057676774448507	2.149760833745124	2.6053802902082888	1.8443329594166982	1.8330150378255579	2.961012208841708	2.3260679904874433
Mouse2A.FP12	1.0275783852043814	0.719813185149022	1.6134000746146933	0.7824438215759186	2.2537044657650758	0.6370843311177158	2.6826087322433834	1.3142610058078161	1.2610955396318637	1.3715140705548108	0.6738306257584465	0.9998856042114262	0.0	0.6175913535109134	0.1642926632376265	0.25111912032004874	1.7395409713293932	0.3949123118621286	0.294681262084387	0.0641852030131063	0.9882818576148259	1.6679266235283925	2.9421798565799953	2.6827245791429553	3.052714364558842	1.7953119388134062	2.4223383991422938	2.01654748589126	2.3697353121405307	1.531938270943848
Mouse2A.FP10	0.9593481392350733	1.334051941245289	2.2218146416454805	1.3920205975598463	2.8621647111941706	0.09514916856079679	3.2880603235429544	1.561971501204397	1.5505199333153976	1.9437503397806717	1.0068067986038585	1.5918629228586099	0.6175913535109134	0.0	0.76778004952106	0.8420849836243545	2.3444394272688673	0.9642768545575079	0.44207228024902867	0.5845731599884052	1.2765733054651285	2.1930934106888045	3.228907036235278	2.8190033856149492	3.665913480012648	1.6252359626670516	2.994346315632138	2.4840765149303996	2.3693899839050108	1.410041655500181
Mouse7A.FP42	1.1362189631378279	0.5770247968116343	1.4566116705300676	0.6281908288493473	2.099584031563276	0.7841121398451081	2.531940358781981	1.3187834385413357	1.25742307976904	1.2138851019068693	0.6978497233755252	0.8802509813303014	0.1642926632376265	0.76778004952106	0.0	0.19336264458424737	1.585171748146456	0.23457685202112957	0.41467229614776074	0.2137997926544926	1.0006691192497972	1.523957258936289	2.833347203547604	2.6134754901276867	2.899917043876654	1.8223930203818512	2.2650286104931467	1.8728879084058718	2.342356330854336	1.5498017591324775
Mouse7A.FP41	1.0266142278815684	0.5065839692547844	1.434086857470349	0.5878373741068388	2.0440758662602603	0.872994915169534	2.4632295277345273	1.1601008572132727	1.091175235667152	1.2510464824947287	0.5319149942010437	0.7547957878141083	0.25111912032004874	0.8420849836243545	0.19336264458424737	0.0	1.530887878566514	0.3360771795431768	0.4563410782547195	0.2977362999527434	0.8333014030866431	1.5917767461458185	2.982683804172309	2.791357867287975	2.8427517031281666	2.00950056784185	2.2883122405829814	1.970282319669804	2.531758527531813	1.7395292076467872
Mouse5A.FP29	2.3307338781026843	1.0323987976733813	0.40848537596895274	0.958149865230792	0.5212815756191798	2.367056801371861	0.9534459680296625	1.8526799997144328	1.754455634980275	0.8046853331960715	1.694260791949762	0.8806463880109717	1.7395409713293932	2.3444394272688673	1.585171748146456	1.530887878566514	0.0	1.400757440325168	1.9308814600130069	1.7866475013664582	1.7407193229354223	1.1565889809386676	2.7296128310270396	2.9851071442008874	1.3369309131199012	2.9873762335018945	1.1458388648533036	1.4574678748026397	3.100133882499591	2.712201707838393
Mouse6A.FP34	1.3169302336685351	0.45743226538980664	1.2707147744259355	0.4648008089827284	1.9152821763798942	0.97730308990694	2.3531425389639065	1.3754374085051642	1.3090000249978648	1.013556650673705	0.8127391794438487	0.7908350409142384	0.3949123118621286	0.9642768545575079	0.23457685202112957	0.3360771795431768	1.400757440325168	0.0	0.5989838499165728	0.44350338751482393	1.0833438450729138	1.3424532189311738	2.663946332852815	2.495154771762923	2.7189110185288934	1.8434536944385327	2.063871585929796	1.671052369247002	2.284322367757107	1.5604535846735588
Mouse6A.FP36	0.8531470196924068	0.9380815675244544	1.8453349338550789	0.9942006652698715	2.4509665746996236	0.4978117009191603	2.8674638239603043	1.2288590328619777	1.201810990558843	1.6115756727002757	0.6453246819549365	1.178005927146469	0.294681262084387	0.44207228024902867	0.41467229614776074	0.4563410782547195	1.9308814600130069	0.5989838499165728	0.0	0.3083118375530773	0.9319716869800928	1.9212604610656288	3.1065528469902715	2.805561056418954	3.2602745682576892	1.8257128984775832	2.662446530371968	2.2317164097676425	2.4588694684595236	1.5681997375798846
Mouse5A.FP30	1.0320209610914457	0.7635941395488585	1.6510144342497848	0.8288337321378558	2.2987780164438854	0.5982980324973449	2.729266979509553	1.3551149673109748	1.3023794122053771	1.4032527481247437	0.7084744174390311	1.0447662579437698	0.0641852030131063	0.5845731599884052	0.2137997926544926	0.2977362999527434	1.7866475013664582	0.44350338751482393	0.3083118375530773	0.0	1.0254290301852755	1.68745992493635	2.9528641981875423	2.680686156356373	3.094626838165276	1.766763374366605	2.4530447986946324	2.0398596846242762	2.3540368210304514	1.5080105550365528
Mouse4A.FP24	0.6694299899970081	1.0134657560642675	1.828055463752562	1.097443729148598	2.2090916306944988	1.354876747209521	2.531347311900036	0.3489812058112218	0.2904613196653394	1.8288854604264047	0.3190837227070055	0.9355257632325935	0.9882818576148259	1.2765733054651285	1.0006691192497972	0.8333014030866431	1.7407193229354223	1.0833438450729138	0.9319716869800928	1.0254290301852755	0.0	2.2461400417546997	3.7090870256770336	3.5634993062817473	2.9763968034076997	2.7473605470013256	2.76094704173778	2.6230687868681093	3.316602186708701	2.4806749699671022
Mouse10A.FP113	2.61425825548567	1.2349992967402004	0.7756044563204619	1.1504919659360524	1.4009524364887525	2.1682595158211697	1.8374041586856262	2.4919367227315496	2.396894647198061	0.45476955167577204	2.0370735800288235	1.4090717443895087	1.6679266235283925	2.1930934106888045	1.523957258936289	1.5917767461458185	1.1565889809386676	1.3424532189311738	1.9212604610656288	1.68745992493635	2.2461400417546997	0.0	1.774448276451139	1.9823755392936677	1.9861277674919984	2.2002127547122403	0.8941166177348181	0.5543427427120123	2.1285467390730055	1.9769021760516383
Mouse9A.FP102	3.9441049599024787	2.7920469310210323	2.4495330329628917	2.691896290914263	2.861465858042998	3.178099918574547	3.1992035967150594	3.9429745650067294	3.8770255801295157	2.1093073058083687	3.4710103422422574	3.041476937406327	2.9421798565799953	3.228907036235278	2.833347203547604	2.982683804172309	2.7296128310270396	2.663946332852815	3.1065528469902715	2.9528641981875423	3.7090870256770336	1.774448276451139	0.0	0.8406110586012223	3.2286404008360816	2.249056462182416	2.01618029809015	1.2919138295027246	1.5309977207613832	2.185814830133702
Mouse9A.FP101	3.657815756108717	2.7450897771655725	2.685270796435696	2.6649391398638658	3.2429146429748523	2.754947880211393	3.6420903729691347	3.824230994438769	3.771493705232846	2.2561317584106204	3.292171813358224	3.057676774448507	2.6827245791429553	2.8190033856149492	2.6134754901276867	2.791357867287975	2.9851071442008874	2.495154771762923	2.805561056418954	2.680686156356373	3.5634993062817473	1.9823755392936677	0.8406110586012223	0.0	3.7534040347165214	1.5443719440754664	2.5190642024652834	1.6389565518954279	0.7287974477786612	1.5564894369785875
Mouse10A.FP112	3.600312292015585	2.337816731713576	1.4855129854222358	2.2740486240299997	0.8173390497984045	3.683391267240962	0.4960622240892449	3.0284178587120127	2.9308027118869004	1.8953282098969484	2.976990050482477	2.149760833745124	3.052714364558842	3.665913480012648	2.899917043876654	2.8427517031281666	1.3369309131199012	2.7189110185288934	3.2602745682576892	3.094626838165276	2.9763968034076997	1.9861277674919984	3.2286404008360816	3.7534040347165214	0.0	4.134846065131234	1.2692901049934522	2.126718067644639	4.0548371307046995	3.8826234501641412
Mouse8A.FP90	2.5800454559691257	2.2469316086220332	2.713154024747613	2.2280785549413595	3.4233927717975328	1.5431568493514756	3.8828344815480538	3.0390922469102963	3.009172606666771	2.257796972360099	2.447135847452289	2.6053802902082888	1.7953119388134062	1.6252359626670516	1.8223930203818512	2.00950056784185	2.9873762335018945	1.8434536944385327	1.8257128984775832	1.766763374366605	2.7473605470013256	2.2002127547122403	2.249056462182416	1.5443719440754664	4.134846065131234	0.0	3.050455838736743	2.2115886091442483	0.8806481459900904	0.2925945747856838
Mouse10A.FP114	3.2568154526672073	1.8272204499321165	0.9411679432609656	1.7354464142957582	1.012100982611608	2.983492983432928	1.2945246029865505	2.9331093669024995	2.8335152143943185	1.0530425456855572	2.630080568245697	1.8443329594166982	2.4223383991422938	2.994346315632138	2.2650286104931467	2.2883122405829814	1.1458388648533036	2.063871585929796	2.662446530371968	2.4530447986946324	2.76094704173778	0.8941166177348181	2.01618029809015	2.5190642024652834	1.2692901049934522	3.050455838736743	0.0	0.919649813904684	2.8496449877958856	2.831052282733011
Mouse8A.FP89	2.9837283247598636	1.6466234716890629	1.1586968942720968	1.5413062638205137	1.6268696833074128	2.4557340603838855	2.018280598318884	2.8456024991161257	2.762561247206892	0.8603487266063724	2.418945908130138	1.8330150378255579	2.01654748589126	2.4840765149303996	1.8728879084058718	1.970282319669804	1.4574678748026397	1.671052369247002	2.2317164097676425	2.0398596846242762	2.6230687868681093	0.5543427427120123	1.2919138295027246	1.6389565518954279	2.126718067644639	2.2115886091442483	0.919649813904684	0.0	1.9503654088882263	2.0101064583176034
Mouse9A.FP100	3.284186714278594	2.613987934624108	2.7931272494713326	2.5604007504567887	3.446334999638257	2.293909247279618	3.883736709649931	3.5996377531663293	3.556123072429662	2.329180952078059	3.023145674988	2.961012208841708	2.3697353121405307	2.3693899839050108	2.342356330854336	2.531758527531813	3.100133882499591	2.284322367757107	2.4588694684595236	2.3540368210304514	3.316602186708701	2.1285467390730055	1.5309977207613832	0.7287974477786612	4.0548371307046995	0.8806481459900904	2.8496449877958856	1.9503654088882263	0.0	0.9829122482793655
Mouse8A.FP88	2.351054191339637	1.9682768440422311	2.450801288685183	1.9465280171098638	3.157069286160411	1.3326186224634018	3.6159586918205666	2.769681492175594	2.737955559357652	1.9998768203745765	2.1827128276537073	2.3260679904874433	1.531938270943848	1.410041655500181	1.5498017591324775	1.7395292076467872	2.712201707838393	1.5604535846735588	1.5681997375798846	1.5080105550365528	2.4806749699671022	1.9769021760516383	2.185814830133702	1.5564894369785875	3.8826234501641412	0.2925945747856838	2.831052282733011	2.0101064583176034	0.9829122482793655	0.0
