	Itg.18.DTT496.S91	Lyz2.05B.DTT260.S101	Vil1.13B.FP153	Itg.20.FP508.S11	Vil1.06B.DTT72	Lyz2.06B.DTT272.S114	Itg.20.DTT508.S3	Lyz2.03B.DTT236.S76	Itg.16.FP484.S87	Vil1.05B.FP60	Lyz2.01B.FP212.S60	Lyz2.02B.DTT224.S64	Vil1.09B.FP105	Vil1.02B.DTT24	Vil1.04B.FP48	Lyz2.07B.DTT284.S126	Vil1.03B.FP36	Itg.02.FP412.S12	Lyz2.02B.FP224.S72	Itg.02.DTT412.S4	Itg.26.FP544.S48	Itg.10.FP460.S62	Itg.04.DTT424.S16	Itg.18.FP496.S99	Vil1.08B.DTT96	Vil1.010B.DTT120	Itg.06.FP436.S37	Vil1.01B.FP12	Vil1.10B.FP117	Vil1.05B.DTT60	Lyz2.04B.DTT248.S89	Vil1.01B.DTT12	Vil1.013B.DTT156	Vil1.07B.DTT84	Vil1.06B.FP72	Vil1.02B.FP24	Itg.26.DTT544.S40	Lyz2.05B.FP260.S57	Itg.12.FP472.S74	Vil1.14B.FP165	Itg.16.DTT484.S79	Vil1.07B.FP84	Vil1.04B.DTT48	Itg.08.FP448.S49	Itg.04.FP424.S24	Itg.06.DTT436.S29	Lyz2.08B.DTT296.S139	Itg.22.DTT520.S15	Lyz2.01B.DTT212.S52	Lyz2.07B.FP284.S82	Lyz2.08B.FP296.S95	Lyz2.03B.FP236.S84	Vil1.014B.DTT168	Vil1.09B.DTT108	Itg.22.FP520.S23	Vil1.08B.FP93	Lyz2.06B.FP272.S70	SLCFP072	LYZFP308	LYZdtt308	SLCFP078	SLCFP024	SLCdtt114	LYZFP320	LYZdtt356	LYZdtt368	LYZFP356	SLCdtt024	LYZFP332	LYZdtt344	SLCdtt096	LYZdtt332	LYZdtt320	SLCdtt078	SLCFP054	SLCFP114	SLCFP006	SLCdtt054	SLCdtt006	SLCdtt132	SLCFP132	LYZFP344	SLCFP096	SLCdtt150	SLCdtt168	SLCFP150
Itg.18.DTT496.S91	0.0	0.4701299383810913	0.7037154858906972	0.6172949125265333	0.9840389474332902	0.724706413730804	0.571478808069591	0.6457173936268368	0.5073792034503672	0.504750125283888	0.6731606170392144	0.6582324565395468	0.62600196417715	0.6657781862745098	0.3783815754752177	0.47246859501140354	0.40055432761463705	0.5609236234458259	0.6683871961788838	0.49535492158982314	0.4096783834943982	0.3535975131045749	0.4512073438435442	0.3356720341767992	0.9838658345902116	0.8968613354496366	0.5673972726045277	0.629108543797447	0.5927497043817651	0.984072375127421	0.595834682205676	0.7064759774289628	0.5388973879539918	0.9809508329947176	0.46271914730435293	0.4184370025713236	0.41541474221400243	0.4650832213377442	0.5073259251184652	0.49081776564373686	0.5116183580951423	0.49056900491207295	0.634302508659599	0.38921352755194216	0.44987631051949584	0.6668330944289649	0.7633305667350486	0.3606573849743767	0.7383759065949512	0.529656783417531	0.6465333074383376	0.6864025746604193	0.4359751410940554	0.8844496610090964	0.36687060573282854	0.7411266878243413	0.39518384040732857	0.5065759280384984	0.761711814745831	0.7076212997139584	0.6287640166309689	0.4935069606820389	0.5987453477212612	0.7060887591407461	0.7360315758253291	0.6902665214367911	0.7348990554611077	0.4628630968305149	0.8531393177649275	0.6078537616929688	0.5794594773185318	0.6421456622634774	0.9248111584695607	0.6937715743659012	0.6222313534721577	0.7386753233847326	0.4137217478653943	0.6080502142074325	0.45476268951878707	0.6453786583526099	0.57330418383404	0.7676689916153446	0.567159229860521	0.583469845971874	0.6127008098866796	0.7721889785023945
Lyz2.05B.DTT260.S101	0.4701299383810913	0.0	0.91582936717786	0.767704622605926	0.9689926351267008	0.5845337785077681	0.6589229271575708	0.710459608244783	0.6259912785883824	0.4446862216032727	0.6255622129336788	0.6516663229858985	0.5064950890789891	0.4822272243797462	0.5618033018202342	0.4313105010567615	0.5244899561457621	0.7417123739364012	0.6763935131850464	0.7084691028995516	0.46057645106243716	0.578816371681416	0.6838189554355669	0.6471657014256661	0.9719082166357348	0.8230905861456483	0.5503814846594467	0.6748137006905038	0.5484388009991673	0.9688908808098916	0.6357845378002566	0.6706385467305092	0.836635537607269	0.962641797556719	0.5108265667291276	0.5405739989982895	0.5395368354795562	0.23054958024785366	0.6609153318077803	0.5742713940969	0.6046314719952585	0.5428118393234672	0.473611243904771	0.6405946440950677	0.7088089446107785	0.5958212482543774	0.7769416980196576	0.5255740643446549	0.7597263787943566	0.3821683618264445	0.5899354740177923	0.73314626033889	0.43761042569577624	0.8030477718181362	0.5860423820373758	0.7448265719868065	0.4549731656125424	0.5303637424625559	0.7991496866437817	0.7498272065323968	0.6727422539813328	0.4520360754304455	0.6282493521926422	0.723589181650645	0.7740295472217238	0.7202284086946414	0.7780080121563752	0.3552243978513256	0.8580047551640256	0.6486031140651325	0.8497115834329366	0.5555071283562917	0.9315836795977513	0.7326213178501039	0.6823482901759241	0.6423263146042112	0.6921696989169579	0.6430868167202572	0.6646777877760088	0.6855062552797779	0.6238783478320433	0.8000304016689468	0.8569135647392148	0.7403860037541512	0.7246657434527384	0.8158342683560932
Vil1.13B.FP153	0.7037154858906972	0.91582936717786	0.0	0.8277623205972288	0.9697227519436702	0.8990326055225037	0.8273948296849533	0.8780984961870145	0.8375639270207961	0.8476367684963473	0.8648668089289567	0.8575090024991416	0.9213652937017371	0.8817660069962096	0.7633859444187878	0.8714412299866747	0.7935636466942831	0.7277932047474563	0.8742837716285032	0.7210455187292815	0.8241313499099879	0.7072096324213205	0.6991962294323107	0.7223056950844613	0.9710443730842213	0.9252238952858971	0.8587731235095188	0.8439090259798232	0.9045236290118777	0.9703188822642339	0.833637139758647	0.8379890179442002	0.5158449582775974	0.9679383445262562	0.8612853115470916	0.7860480064754581	0.8063528290167415	0.9393886569453765	0.8161717537506467	0.8233611863010474	0.8399708968369457	0.8574885869864144	0.8860586719981545	0.7201901219260177	0.6678762931267941	0.8533126835351382	0.8868297174983794	0.7370187686149676	0.8763613646617846	0.8662853980260123	0.8394686774537012	0.8883750403665588	0.8119622180173025	0.9237007580951635	0.679913670728339	0.9145351275111501	0.8217146804213498	0.8217586480063375	0.8390061774489173	0.8114517805664806	0.8192335829732033	0.9376863446630889	0.8591079005448371	0.87986639346563	0.913349727983599	0.8763660381890237	0.9085063533491677	0.9272109847925587	0.9442758896070791	0.8807585210249903	0.6959757598712243	0.8774324405738116	0.9793168647103131	0.8650321941555226	0.8834116499689689	0.9465637919037289	0.6903219208602087	0.8689850008363846	0.7579648157101945	0.8344897168383574	0.8305748117682179	0.9050830306072836	0.7320263879446242	0.7340816755393668	0.8570439844186728	0.915371266409424
Itg.20.FP508.S11	0.6172949125265333	0.767704622605926	0.8277623205972288	0.0	0.9958186864014801	0.85035746881655	0.3317906540078809	0.5771475488351407	0.575417413985278	0.6097211981398608	0.6370661087610525	0.5954015623092884	0.7436761776599359	0.8021609263220002	0.5509801488023307	0.6031467166393378	0.4884481310908119	0.5378689828314803	0.5990369705378275	0.5010008545307689	0.5328476657356953	0.5761431364557306	0.5757530840907407	0.7121980207625885	0.9949939806514754	0.9441626727467312	0.46184707720028256	0.4669325249512323	0.7236130997715157	0.9960745829244357	0.6272688463293636	0.6458053322255077	0.7973629951992209	0.9943848658766007	0.6856852988067056	0.48388395527538763	0.5423518568567528	0.786375398089172	0.5931507193251149	0.6545666581335153	0.5466901291461831	0.6570099079270025	0.7675667312820232	0.547715373631604	0.5763176575555686	0.8016166259818961	0.5829169250933262	0.5379296318893634	0.6801280768461077	0.7656295129316004	0.6019331213100052	0.5618535471800242	0.6889011365498339	0.9410244295600456	0.527388440394235	0.7269591958001262	0.5378031588940994	0.6091415177263405	0.6278911864556237	0.5975081960399229	0.46873645583518736	0.7879120618695147	0.6798358132375577	0.6445370164405169	0.7191876109758553	0.6332495515160944	0.701015824692151	0.822507070123366	0.9413412308702425	0.6472218593635523	0.6414221356386217	0.7153421974850547	0.9109200807951827	0.6273919391911246	0.6682429299953639	0.8475219418938099	0.6971178770088692	0.7331711487778865	0.629940119760479	0.5250662590624168	0.5531196368266622	0.752410904707446	0.7940212178046301	0.5820985994254272	0.5839182159027516	0.7511944167497507
Vil1.06B.DTT72	0.9840389474332902	0.9689926351267008	0.9697227519436702	0.9958186864014801	0.0	0.838204673401712	0.9844726535374018	0.9900455870263807	0.995199655359872	0.9891562299710718	0.9894036661768119	0.9830240364211582	0.9924072427565378	0.924782697967285	0.9932285106786387	0.9871295375769138	0.9899940990840752	0.9960048436850898	0.9920042486649161	0.9896729400462861	0.993732599895095	0.9948246948680075	0.9871337082387637	0.9943498867642595	0.20449587142028666	0.2292855876617621	0.9932566600477098	0.9932143160918997	0.993378497790869	0.07947317219187308	0.7898325443368897	0.9594603911474732	0.7483664514151034	0.13888561668040994	0.9913776030955319	0.9940389371551779	0.9825988040520807	0.986981561244737	0.9957462779932441	0.9939918164396333	0.9877760299715415	0.9908388046028067	0.9226926969410075	0.9954940457032507	0.9935126986904265	0.9757980868963928	0.9897224404294318	0.9798912332504812	0.9863572035097651	0.9856591915440651	0.9873715909366879	0.994907182856387	0.8171077504725898	0.25264001672881886	0.9942633510780524	0.9939518769421262	0.9916368380557321	0.9878124611366745	0.9913120086744375	0.9815581915015765	0.9923630588314805	0.9896491265130231	0.959744046654787	0.9904200975355628	0.9930492726149958	0.9674477827954098	0.9936644309807974	0.9865572176300661	0.9921481138088891	0.9814296485266626	0.9946359251852723	0.9868916322286857	0.9979732405110298	0.9911719129087295	0.9880157420337692	0.9893087709198569	0.9879354879354879	0.9861992339405281	0.9820088481074881	0.992615035031244	0.9900404738191604	0.993061356321071	0.9928198001455893	0.9966195947384379	0.9964208878040436	0.9964198250728863
Lyz2.06B.DTT272.S114	0.724706413730804	0.5845337785077681	0.8990326055225037	0.85035746881655	0.838204673401712	0.0	0.7577801580638625	0.778836987607245	0.8231493915011049	0.7013117326181745	0.7886065573770492	0.7496422877233146	0.7961172193520849	0.3421272713449403	0.7983164840742777	0.7634441679017869	0.7675311175670994	0.8635650193701745	0.8243255742253738	0.828838174273859	0.7701471226395286	0.8102769520355343	0.7652776310427577	0.8288013922123124	0.8694098212944886	0.636996322511764	0.7843901221558215	0.8523932163856358	0.792920850669237	0.8290634187316254	0.6163587604290822	0.7048550385496465	0.7581132917943618	0.8094097822712961	0.7877787874440034	0.8145433924404022	0.7162077345221044	0.6932569643322052	0.8538370134810521	0.8219805808649954	0.8092903450592934	0.801814052396314	0.4822298394371279	0.8425653706119429	0.7864477536668394	0.4956521739130435	0.858981293666892	0.6357598877315044	0.8194378837978271	0.6836299043285862	0.6989623899009435	0.8324145785876993	0.5883301343570058	0.6264111417154828	0.7830699831153449	0.8535959643302046	0.701529804818006	0.5700608758615141	0.8808937805923509	0.8261547527310639	0.7303358805757952	0.6676946626747405	0.6171989325987777	0.8371885717739133	0.9124752475247525	0.8553352708314781	0.9126756099409523	0.6154398227603208	0.9572117080051722	0.8434801128800383	0.8917338660559846	0.8384474310896998	0.9657556918102332	0.7576880812189402	0.6588335298472675	0.5058636639723403	0.7586172741679873	0.5821000479463001	0.7284991568296796	0.7584689691676592	0.6854658385093167	0.9055349885088703	0.8692115143929913	0.8832308754396923	0.8779020237863654	0.9286171878707351
Itg.20.DTT508.S3	0.571478808069591	0.6589229271575708	0.8273948296849533	0.3317906540078809	0.9844726535374018	0.7577801580638625	0.0	0.4765258002671343	0.5649756479078532	0.4872770888472557	0.5432179449340135	0.4279818928308243	0.7001991070880369	0.6791941857573162	0.499961535502731	0.4604289626316058	0.42623817151916504	0.4780438802474902	0.5215706070057149	0.42426311258867877	0.5021488447300115	0.5508990577724389	0.5157622969062987	0.721738320368904	0.9841991860186737	0.9049847947643539	0.33526808755467935	0.38034276968106173	0.6474025010349379	0.9845158705171871	0.5208291568100718	0.5234985288178619	0.7768174618991179	0.9818126174966118	0.6056068753159612	0.4960440166659408	0.4636477057437272	0.7297994744193754	0.5478726992830288	0.6109731041542878	0.4110147036723588	0.580016493771431	0.6448504398032067	0.5017407083809395	0.5413065874279487	0.6937108827313069	0.4676131980297905	0.42709055358417564	0.5943837205215619	0.663574599843904	0.49348385490163527	0.4885409507873428	0.6016013364843941	0.904293966177187	0.4753248824045284	0.681591883282866	0.5359342516854806	0.4722458821694639	0.5636561936322833	0.5604612049394716	0.3153080966991733	0.7132753533500569	0.5331114377107288	0.5894169524742773	0.6710521987961714	0.5407293847106341	0.6459506812060354	0.7231005568712795	0.9308572707364248	0.5574575096625778	0.6433888360044319	0.6093810331223664	0.9123367151463468	0.49784657928418613	0.5260792129590366	0.7769708467341524	0.6768875886125801	0.5892854834330924	0.5867424315140811	0.3563140700687169	0.3966106947964978	0.724468629616659	0.8189891501602379	0.5733714164601869	0.5810807348381972	0.7405381734155749
Lyz2.03B.DTT236.S76	0.6457173936268368	0.710459608244783	0.8780984961870145	0.5771475488351407	0.9900455870263807	0.778836987607245	0.4765258002671343	0.0	0.7446808510638298	0.5795331161780674	0.3156364527520023	0.34426484820842557	0.8459490230644925	0.7299522868142159	0.7303519402291454	0.564544088755345	0.4224586023498177	0.6691227049050215	0.23791347398456175	0.2580538180920723	0.6395808127535407	0.6225233805367766	0.3207557727459246	0.7455483078315833	0.9893625616028869	0.9081195291276788	0.3521911364199059	0.4219482017988962	0.7901407304970308	0.9905836587888424	0.445825894979243	0.41884072185170657	0.8597548813191197	0.9877837599571802	0.7078632181912863	0.6386194212664601	0.5622842068510688	0.7516030284324965	0.6972206394428616	0.7940708819377368	0.5896615952659601	0.7102581336627368	0.7736947849634569	0.6134676010661619	0.549922566174769	0.6883874793246575	0.3496156840977249	0.5655279367436984	0.2597709607689831	0.7245551601423488	0.629190226171244	0.249116648934931	0.6871420743303499	0.9120872535506682	0.5605694198598888	0.8299521499737809	0.6132705103177605	0.6461794019933554	0.5073135253077606	0.38562627250852743	0.3714996760625662	0.7596084034007073	0.6407323962991343	0.46021762257600923	0.542231320599365	0.7246410290702623	0.7786446579405506	0.7210824728149223	0.9355549300600884	0.3832112458851093	0.5865924511437045	0.6788060015608969	0.9341337610343988	0.17990622118459515	0.7362603305785124	0.84958476288197	0.6835160073660472	0.6974092116917626	0.597436544381087	0.6039713291332682	0.6919972784646787	0.6943605861351199	0.8388206986872964	0.5380647032620969	0.4566425324128641	0.6373553482379327
Itg.16.FP484.S87	0.5073792034503672	0.6259912785883824	0.8375639270207961	0.575417413985278	0.995199655359872	0.8231493915011049	0.5649756479078532	0.7446808510638298	0.0	0.5419396701801031	0.6971061574124079	0.6719150737460678	0.6209462365591398	0.7545189802278649	0.31751379121573253	0.4788680221139666	0.42708240959910504	0.6228517988777643	0.6619487059202955	0.6470074322764233	0.5103079806428151	0.532208260338026	0.7067103964706565	0.6175107741161985	0.9942396093615885	0.9351974227655708	0.5197104677060134	0.5152991619567335	0.5244727002696752	0.9954702261741236	0.7438505448884276	0.7598345162095652	0.7956302242820492	0.993581978535756	0.40418211876144944	0.4461860747165512	0.5532252273815222	0.6551391755858469	0.2917820280261804	0.49786291152574796	0.39646660786456206	0.4190040231437385	0.7036081954993251	0.4534573476167798	0.716724265786123	0.7623212286372183	0.6736848015271462	0.5936865544567425	0.7682749115238007	0.6309046001852423	0.5901110908759789	0.7014162990480612	0.6327319483418109	0.9238719487137339	0.557848145718621	0.7593883487512776	0.5235966954504045	0.6109804498015582	0.7132509724656919	0.722418950424493	0.5761681621541278	0.4757117483747478	0.6313216467418472	0.8020269191119888	0.6623522791221159	0.6118634858472674	0.46965333924022595	0.611393162558153	0.7952975225494783	0.5205120146980612	0.8128119854477296	0.6651892826274849	0.9191524680895625	0.7024220931109937	0.6430184766912282	0.8019405778705277	0.7365270367427252	0.6771615261950138	0.6770029227364216	0.6093171230541984	0.5681924132810746	0.5689819794776345	0.8738680114961228	0.6219517647795255	0.6059210645588209	0.5679824104804221
Vil1.05B.FP60	0.504750125283888	0.4446862216032727	0.8476367684963473	0.6097211981398608	0.9891562299710718	0.7013117326181745	0.4872770888472557	0.5795331161780674	0.5419396701801031	0.0	0.4431168186612073	0.4384578217723652	0.5289764979546001	0.6157381112201167	0.5013337487100605	0.4259386524445133	0.38558310634354553	0.6306894997746733	0.4567630476387524	0.5913448370309504	0.5181726596404216	0.5421704983098166	0.5617019540651899	0.7149143101596808	0.9884467660162851	0.887954593231028	0.3991493129065784	0.5124359640656322	0.527383652442991	0.9910080028774391	0.5311319320162357	0.508951265333186	0.8023092295166901	0.9866043499061569	0.29402678741457017	0.5185314147360579	0.4971468722054252	0.5589203048215939	0.584954360304892	0.52533210008452	0.4444087804704078	0.35134063930560233	0.589279112754159	0.5367128318353814	0.5836127856713641	0.5872882899289746	0.5787779483137678	0.5017478273534981	0.590813650930791	0.4752363659132177	0.390259221194473	0.5748651699485764	0.4810894570594195	0.8692072535260196	0.4984931223404734	0.6084945779289815	0.5058027406530198	0.5079034219211395	0.6312379916004965	0.5839127375087966	0.4301708964969057	0.552782807210895	0.6264646129077598	0.6182564144434692	0.6675250527818252	0.5539975019636626	0.6592250129993443	0.5373578521976129	0.8703186516530134	0.4838981702466189	0.7512490231716847	0.4860434289201896	0.9167678788311782	0.5377616799258349	0.6153463025899449	0.7224331741794804	0.739268818135562	0.6422637920101458	0.639635631583045	0.486943230967686	0.5435519915866964	0.7054587844741981	0.9145796715291694	0.6341508510522595	0.5994294307576629	0.7000284460946506
