OTU.ID	GnotobioticExp-DTT-365.fastq	GnotobioticExp-FP-372.fastq	GnotobioticExp-DTT-366.fastq	GnotobioticExp-FP-319.fastq	GnotobioticExp-DTT-308.fastq	GnotobioticExp-DTT-367.fastq	GnotobioticExp-DTT-303.fastq	GnotobioticExp-FP-384.fastq	GnotobioticExp-DTT-305.fastq	GnotobioticExp-DTT-370.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-DTT-319.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-377.fastq	GnotobioticExp-DTT-362.fastq	GnotobioticExp-DTT-325.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-DTT-307.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-317.fastq	GnotobioticExp-DTT-179.fastq	GnotobioticExp-FP-306.fastq	GnotobioticExp-DTT-381.fastq	GnotobioticExp-DTT-318.fastq	GnotobioticExp-FP-386.fastq	BSD-4241B.fastq	GnotobioticExp-DTT-323.fastq	GnotobioticExp-FP-305.fastq	GnotobioticExp-DTT-311.fastq	GnotobioticExp-FP-366.fastq	GnotobioticExp-DTT-384.fastq	GnotobioticExp-DTT-321.fastq	GnotobioticExp-FP-371.fastq	GnotobioticExp-DTT-320.fastq	GnotobioticExp-FP-365.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-DTT-383.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-DTT-322.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-DTT-306.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-DTT-373.fastq	GnotobioticExp-DTT-376.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-312.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-DTT-379.fastq	GnotobioticExp-DTT-378.fastq	GnotobioticExp-FP-318.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-383.fastq	GnotobioticExp-DTT-324.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-FP-378.fastq	GnotobioticExp-DTT-372.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-DTT-368.fastq	GnotobioticExp-DTT-363.fastq	GnotobioticExp-DTT-315.fastq	GnotobioticExp-DTT-377.fastq	GnotobioticExp-DTT-364.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-DTT-371.fastq	GnotobioticExp-DTT-313.fastq	GnotobioticExp-FP-382.fastq	BSD-4346B.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-DTT-375.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-DTT-302.fastq	GnotobioticExp-FP-389.fastq	GnotobioticExp-DTT-312.fastq	GnotobioticExp-FP-311.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-DTT-314.fastq	GnotobioticExp-DTT-374.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-DTT-317.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-FP-323.fastq	GnotobioticExp-DTT-309.fastq	GnotobioticExp-DTT-380.fastq	GnotobioticExp-DTT-310.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-DTT-304.fastq	GnotobioticExp-FP-396.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-DTT-369.fastq	GnotobioticExp-FP-324.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-DTT-316.fastq	GnotobioticExp-FP-390.fastq	GnotobioticExp-DTT-382.fastq	GnotobioticExp-FP-362.fastq	GnotobioticExp-FP-376.fastq	GnotobioticExp-FP-395.fastq	taxonomy
de5d959b40a9f0fd12c18d6f422849cd	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
e94276463517e5206cb49cc17197c015	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	2	0	0	0	4	0	
79933f71447cea06df4d1443bb46272d	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c4d653b7ed86a86820c175e433539daf	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	3	0	0	3	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	4	0	4	0	0	0	0	0	3	0	2	10	0	0	0	2	0	0	4	5	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3	4	0	
df3a1316f065dfb5dffced13239e64c1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ceb0ac715476dfea70b207ddbcdc823c	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	2	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
8c2ce5257d5178dfbb82e070dbaa9333	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	6	0	0	0	0	0	0	0	3	0	0	0	4	5	0	0	3	9	0	0	7	5	8	0	0	0	0	0	0	15	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	5	0	
c8dceacff7952164b16d68961632844f	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	2	0	0	0	0	0	0	0	0	
f0c9924f6666bda75e0faf03133b9ca2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	5	4	0	0	2	0	0	0	0	0	2	11	0	0	5	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	6	0	0	0	3	0	2	0	0	0	0	4	2	0	0	0	0	0	2	0	5	0	2	3	0	0	2	0	0	0	0	2	4	0	0	2	0	0	0	0	0	
d10599b95e03da5b7996062328376b3e	0	0	0	0	0	0	0	0	0	0	3	0	8	3	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	13	2	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	
1fb6853b5bb30faff382e0f64104111d	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
5541aaf22bc0685d986c0db3ebd5fc6d	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2	6	0	2	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	2	2	0	
180cf8f104e63f55fcf74097c9f0395e	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3549cfe566638ba7c56f15b192ab91e9	0	0	0	0	0	0	0	0	0	0	0	8	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	4	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
d5daec833371909f1548c947d6afe51c	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	4	0	0	2	0	10	0	0	0	6	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	10	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	6	4	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
e347921be9f0e97b2e86d9f06e514099	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	
07c9d0c9e2ab9178bc92903bb6614c7e	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
d56a7192ff87eb0566dfd6f2a6e3e507	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	41	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29b8027814d6e1d7fed47a3eb1803883	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
71c7fa328ac6049948c3ab3b8b57ac01	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
aa991e2fc6e0d91db58df030517b27e5	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
475c6a738ad4a60dd49929ad4bf0a98e	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79f9d702ed47575febbccf466c9d6d21	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54822deb3fa340ace31090691e06a47d	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12bd1d72cc2b67b1598211849e473159	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
a2ba8654af772e8b9dd7179419f0a47e	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8e2d4869b8621f73089c72904677b34d	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7a6db5f059c69a310d7c97e1b488fe74	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	65	0	2	0	136	0	55	0	3	2	45	10	34	10	0	0	0	0	0	0	0	2	3	3	0	6	0	0	0	0	18	5	0	0	0	2	125	4	2	0	10	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	5	82	6	4	0	0	14	6	7	4	16	3	18	2	49	0	0	0	0	6	7	3	0	0	16	
03df9a1c9e769c8633cbedcf8a5a5b45	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	25	2	0	0	0	6	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	5	0	3	4	0	6	4	0	3	0	4	0	0	0	16	0	0	0	0	0	0	0	
15f0598d4e06f484d90a2ac255b1a1ec	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	34	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
96c7cedbae877361d087a8b39206d408	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3085	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
9a2390054fe3e4aa46905531ad899f1e	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53f02eca31822a72576d0114bc30599b	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
954b8bfab7e90212ef0f01be823a2d3a	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2715828c313e527664cf8e446f254df0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	3	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	5	0	2	3	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	
fbea6bf66ddc8117ed22cbd21d479d6e	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
0d044e90edca1a1bd769170a426be2f6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fbe93a73bf1f920d7277af7298aa42e6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
6887db1ac296e89e29aba98d44c0a7a4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	3	0	3	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	
ccb29cb43f764464e0dd947fd933af27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
e92f02646f7e260f9c496cc13d89bdaa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	3	0	0	5	0	13	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	19	0	0	
f7a5c2fcc3347dc5ef1ce7ad41c54def	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
00878cfd9fe2cc5f9d74070ca2ded5bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	21	18	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	
1f9695def389854178788b2e4a8792ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	4	10	0	0	4	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16	0	0	0	0	5	4	0	3	3	8	5	0	0	0	3	0	0	6	12	10	0	0	0	0	4	0	11	0	0	7	0	0	0	0	0	0	0	3	6	0	0	0	0	0	17	0	0	
a3bb839be5b1000748baab766c02e7c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	2	0	0	0	5	0	6	2	0	11	0	0	0	0	3	0	0	0	0	0	0	7	0	10	0	4	0	0	0	0	5	3	2	3	0	11	0	0	0	0	0	11	0	0	0	3	0	2	0	3	7	0	0	4	2	8	0	0	0	0	14	4	2	4	0	0	3	0	3	3	0	0	0	0	12	0	0	3	0	2	0	0	2	7	0	0	0	0	0	3	9	8	
54d362361dda90881f202723bf81c951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	2	6	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	2	0	
f857e38c09d5f11ed7357057fffcc3a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	2	0	0	0	0	0	0	177	0	0	0	10	0	0	2	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	7	21	0	0	0	11	0	0	0	10	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	10	9	0	
a538de005e4aebaed58f64e377c0edb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	2	0	0	
65d98955bc2538c75031866ca2cccd37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
