	GnotoExpt-FP569-S85	GnotoExpt-FP617-S313	GnotoExpt-DTT485-S633	GnotoExpt-DTT611-S346	806rcbc498-S403	GnotoExpt-DTT557-S169	GnotoExpt-FP461-S682	GnotoExpt-DTT389-S535	GnotobioticExp-FP-209-S73	GnotoExpt-DTT539-S150	806rcbc425-S330	GnotobioticExp-FP-197-S61	GnotobioticExp-DTT-191-S201	806rcbc394-S299	806rcbc492-S397	GnotoExpt-DTT605-S340	806rcbc474-S379	GnotoExpt-FP455-S676	GnotoExpt-FP539-S54	GnotobioticExp-DTT-197-S207	806rcbc523-S428	GnotoExpt-DTT563-S175	GnotoExpt-DTT479-S627	GnotoExpt-DTT551-S162	GnotoExpt-FP479-S700	806rcbc380-S514	GnotoExpt-DTT473-S621	806rcbc400-S305	806rcbc566-S471	806rcbc427-S428	GnotoExpt-DTT569-S181	GnotoExpt-DTT467-S615	GnotoExpt-FP551-S66	806rcbc560-S465	806rcbc374-S508	806rcbc480-S385	GnotobioticExp-DTT-185-S195	GnotoExpt-FP557-S73	806rcbc431-S336	GnotobioticExp-FP-191-S54	GnotoExpt-FP545-S60	806rcbc446-S447	806rcbc172-S269	GnotoExpt-FP467-S688	806rcbc178-S275	GnotoExpt-DTT545-S156	806rcbc529-S434	GnotoExpt-DTT455-S603	GnotobioticExp-FP-179-S41	GnotoExpt-FP533-S48	GnotoExpt-FP599-S295	GnotoExpt-DTT599-S334	GnotoExpt-FP611-S307	GnotobioticExp-DTT-209-S219	GnotoExpt-FP485-S707	GnotoExpt-FP605-S301	806rcbc453-S454	806rcbc368-S501	GnotoExpt-DTT617-S352	806rcbc449-S450	GnotoExpt-FP563-S79	GnotobioticExp-DTT-203-S213	806rcbc437-S342	GnotobioticExp-FP-203-S67	806rcbc406-S311	GnotobioticExp-FP-185-S48	GnotoExpt-DTT533-S144	806rcbc554-S459	GnotoExpt-FP473-S694	806rcbc468-S373	GnotoExpt-DTT395-S541	GnotoExpt-DTT461-S609	GnotobioticExp-DTT-366.fastq	GnotobioticExp-FP-377.fastq	GnotobioticExp-FP-317.fastq	GnotobioticExp-DTT-179.fastq	GnotobioticExp-DTT-318.fastq	GnotobioticExp-FP-305.fastq	GnotobioticExp-DTT-384.fastq	GnotobioticExp-FP-371.fastq	GnotobioticExp-FP-365.fastq	GnotobioticExp-DTT-306.fastq	GnotobioticExp-DTT-378.fastq	GnotobioticExp-FP-383.fastq	GnotobioticExp-DTT-324.fastq	GnotobioticExp-DTT-372.fastq	GnotobioticExp-FP-389.fastq	GnotobioticExp-DTT-312.fastq	GnotobioticExp-FP-311.fastq	GnotobioticExp-FP-323.fastq	GnotobioticExp-FP-395.fastq
806rcbc425-S330	3.1862200330638983	2.05448600420084	2.4097005192105234	1.5590037334107252	2.5132956832269073	3.502595822497082	1.4266176648416928	1.7480110879087378	2.9253814129564253	1.59621736478585	0.0	2.8693091966107973	2.5603156934533513	2.480236000446167	3.3159882396787723	1.6679674295822018	2.2124398145457893	2.7175083280588415	1.769046405817445	2.8150188344022515	2.8173863280854263	1.8664624364423672	2.3897951848196106	1.8986624939561505	0.989077910549671	2.305694517562741	3.078974119058339	3.331043979109787	2.3219584102308737	3.4528229885932635	3.4780376387241683	3.0427234366733984	1.7195045325887703	1.436736119322319	2.1993951670137575	2.3470076865785128	1.9752239499529287	3.417132728904779	1.1363594895619824	1.8501821836170766	1.3586074387694487	0.4641615144229903	2.019975575362072	1.3273504080356042	1.7190992818135178	1.0407261691691556	2.034733044985049	2.2013986994802437	0.6281774739313254	2.9492010647139217	1.805105206505025	1.7657217821649027	2.2687349493373947	2.34429155436939	0.7019698068213448	3.280494759361459	0.7015390961294129	2.7105789267738927	1.4156058079418279	0.8287140098611225	1.5592440640072271	2.683517658171322	2.5037249190612343	2.6401072932048537	1.9558955315156556	1.521467587162811	2.991960127559351	0.6823861956896348	1.0872817007723097	2.00584371980948	2.5826280126560364	2.122718692480512	1.6992364426278361	0.48873641193540396	0.5493958116580921	1.1078165331491698	1.8921824922582973	0.4776352465330034	2.1548555199468966	0.9468718738047099	2.6350362167708252	1.239641824372745	2.4862769373287428	0.4738807539754914	0.9026353722572721	1.432256360005732	0.7438532973363886	1.3852979766122961	0.260980034320873	1.0793971163768536	0.5272070272683889
GnotobioticExp-FP-197-S61	3.0914944833952993	2.634967196639954	1.4859165001482721	1.6796136117175648	0.3703638557902826	3.2477477687323617	1.6295445158027289	1.6045467509004376	0.17845459856982204	2.530480857825485	2.8693091966107973	0.0	1.5079167738544144	0.4994689014270832	0.7857740376175768	1.5489920160246957	4.029020060161764	0.8669662241809062	2.2075049290858235	0.5838901836750954	0.6460635906949252	2.5043572240803553	1.5363532105169586	3.0700575862299515	2.3632065910408193	2.761283444177747	0.9532785840249228	1.6907752892327716	0.9118232882677486	0.9960947211927171	3.2827634320224024	0.46476824210690004	2.9250547223386674	2.2223539445130567	2.8892617150320876	4.252211297031128	1.4879928295116562	3.158164184396058	2.0172489720824283	2.6799265899799805	1.5220156369076263	3.1354861639926854	0.9806160295654519	2.2173431137284596	1.245453890555146	1.8770208057381583	1.758839183401106	1.4393538755511104	2.3689283451330914	2.1623453170551037	3.901754010876875	1.506720140704808	2.631710464904014	1.3913998338702682	3.2696833483608256	2.894291260893723	2.8688442869780575	3.471378386130452	1.588753483013926	3.1921755296799383	1.6645083425618827	0.34610829746034033	2.475230961276423	0.3813115269193242	1.5295042127995475	1.7196528104563202	2.2364968453317373	2.377153656623381	3.5105205186698645	4.041010334050239	1.8596648894243637	1.3650566989376993	2.0109629083862126	3.11680050100352	3.1797555421595622	2.569827924678519	1.9370131287998547	3.113825956876868	0.8500892492060526	2.5739441816801563	2.205203745107909	1.6592054863454162	1.432744285906292	2.46876467073517	2.190999056378987	1.9371626784094251	3.0810379999945323	1.5599522853923873	2.6133232253306744	3.3089390088744737	2.9503160741494945
GnotobioticExp-DTT-191-S201	1.6366198792618616	1.4166078451891184	2.407104702948944	1.0116223982070225	1.4301434865086862	1.802882073214452	1.9474708313806486	0.8520630669039768	1.6813959027208947	3.03829385841965	2.5603156934533513	1.5079167738544144	0.0	1.2942175851456814	1.2779486653562393	0.9338106860338108	2.8380168590842585	0.7047505911893812	2.8548868764313187	1.0021257583677472	1.0402652404266166	1.2603514927191202	2.1679144674123996	3.5326330465901115	2.3340225426836025	1.3556345443514082	1.8300547379397067	0.9096198662687006	0.8626888511231094	1.8927714431101057	1.8151210238177677	1.8256777714259	3.3916745028459223	1.2868741721908072	1.5271486147669204	3.0662475700427536	0.658743298077065	1.7235562609486645	1.4415290772075022	1.4994111345749512	1.6598824391053597	2.6231255103711306	0.9567629033587172	1.3940170434696977	1.3477912761285757	1.8048509825218757	0.6003263548790229	2.1388659247953035	1.9622492890367638	0.7905796932532081	2.867238062112489	0.8689834801589692	1.4571475045760696	0.3298716741629057	2.629272849398583	1.506914483389799	2.195776138639027	2.0403794111132685	1.2271143232117276	2.519444187523444	1.1690385277851936	1.2030118209967002	1.175748517938221	1.2247669163496517	1.052009591087446	1.0486702484229187	0.9146012015812471	1.8854988188113564	2.7143101018808364	2.941397383418987	0.3880698711361177	0.9002957876117298	0.9646511378279882	2.572514049406012	2.6179139447205944	1.7306861910145417	0.9295880654026162	2.9443924098828136	0.9906908511440665	1.8515368323017278	0.8960041027979111	1.4945221740925951	0.2929227052649144	2.093839763779925	1.727974562305208	1.1737802388420546	2.3904562394372055	1.3441554105076048	2.3703401998992075	3.3906897191352425	2.3654005252967343
806rcbc394-S299	2.7967255489088916	2.222532123825784	1.5685419733510286	1.2832902757773137	0.24772368934876543	2.9854287724039716	1.3902882929875235	1.2852135837180614	0.6130490390551208	2.3491536655556717	2.480236000446167	0.4994689014270832	1.2942175851456814	0.0	0.9586076641048603	1.14561290034761	3.6396781562781686	0.7082866959947661	2.0619131343763013	0.5308866449964517	0.5173582655215848	2.1502400367675945	1.6317012954254841	2.9270159536363596	2.1115466894799204	2.433806383485984	1.3139508829069397	1.573508775674169	0.5069122135787226	1.43752093435342	3.0240803089027994	0.9123833023445493	2.749805532777575	1.813373842990905	2.54418806421666	3.858099560374833	1.2108367005617826	2.8861170615658365	1.596818071709452	2.3737171532480072	1.1833737169526237	2.752957560034397	0.648401302316979	1.8771138416063242	0.7875700111273066	1.549282592639705	1.4038430681691327	1.471862073852151	1.9956730064994317	1.9111362915158805	3.475515097547838	1.0921328722438508	2.2103846464517245	1.085022367005201	2.85569654426536	2.6130953595613935	2.474406297932948	3.16619026417277	1.1952543377515992	2.827307429470032	1.20458561814384	0.4724707497736159	2.102305498252462	0.5044807642428193	1.055998104138702	1.356629567485284	1.9695548122862294	1.9759891992073624	3.1008690295077193	3.6517110366424017	1.5966271794484248	1.2203644174498844	1.6552122803664677	2.7273918259528753	2.7922816074842447	2.150741225596583	1.5160880112307868	2.7649316280877088	0.44544778453675443	2.138655395820455	1.8695082338078561	1.2615693082345845	1.2654888611724289	2.082815293249362	1.8388880125463474	1.5170708766909815	2.689397556824542	1.1412746489410197	2.225481743675039	3.0114869183804873	2.5356680849716384
806rcbc492-S397	2.706888955560662	2.5456872472286456	2.229732334256487	1.8826130763736373	1.0252704212761523	2.7980736436153766	2.2504400822351203	1.77982989711289	0.9197379748663839	3.2438242105419572	3.3159882396787723	0.7857740376175768	1.2779486653562393	0.9586076641048603	0.0	1.7440691114132512	4.069784825159404	0.6673621707363084	2.943697815274617	0.5015938699678298	0.5311991359612587	2.4914764845595343	2.1694971879345113	3.785622006819822	2.9148519468244705	2.623015506415776	1.381761798886879	1.067280599776739	1.0293979656150942	1.2031613361190956	2.849033388095932	1.0945215405477333	3.638370752111599	2.3468693566787406	2.789834889128847	4.296166748491766	1.599237706335794	2.7169004306827276	2.2939206267884145	2.7230920944809918	2.0560816871011665	3.5193671385002196	1.3125999589833086	2.4305921452668726	1.6547627903838806	2.37582281340865	1.7210060560269766	2.128212516145964	2.7661625206019815	1.7425989493763225	4.019532730284165	1.6634000323394547	2.484485209922495	1.2704540768039974	3.587952080076391	2.4519696099844865	3.171214485303072	3.3119888806257016	1.9202664366854338	3.5160836709394685	1.8808418510939908	0.7812015033626879	2.234959707004189	0.8597881207094051	1.6219807256378829	1.945062540024657	1.8064252787198385	2.7289782218600167	3.7667436780572814	4.147175150221496	1.5817280243448564	1.5737743225789478	2.088382097812367	3.484358868503297	3.5429391693610555	2.763595779949481	1.9286962126393914	3.6308667540348876	1.1643390042807438	2.810980777087524	1.9031337509394737	2.0783109102309134	1.3066495599352852	2.878033697063232	2.560457591205355	2.11293217990824	3.3843398003825893	1.9332656693113899	3.07359080248786	3.918272096796049	3.281620313252367
GnotoExpt-DTT605-S340	2.064345876326608	1.2311987442851593	1.978985978900816	0.14843775742354479	1.26624109216224	2.3281124003738136	1.2078976958383807	0.354060924675038	1.6791243382100576	2.2419615951638545	1.6679674295822018	1.5489920160246957	0.9338106860338108	1.14561290034761	1.7440691114132512	0.0	2.496888503867961	1.0938625947532616	2.111205631423852	1.2676714542623442	1.273418370230351	1.060164161620893	1.8455979586795683	2.7577262577961683	1.552307776098899	1.4300506042211814	1.9406023982338005	1.6810504597494935	0.7752707330303732	2.1750295554273675	2.333210452894934	1.8560327312359468	2.5846057417660253	0.6752309976971216	1.4909341407168653	2.7158201619762994	0.48262363840617645	2.2319921918426155	0.561852806862635	1.295828854727555	0.8508795022439565	1.8080148846287085	0.5924182410569401	0.7945315591516274	0.6387551861167858	0.9552957480070239	0.5231046170558393	1.7117955446483464	1.1012544288651984	1.4541802576664022	2.3550993337081465	0.12625957286163936	1.3488817252351235	0.6839056386742124	1.8475433749788746	2.0177648992571497	1.433705945549241	2.1408882887413068	0.33269188208350936	1.802098499646115	0.3310923803320216	1.2836964563741058	1.329364371345695	1.2710053864954816	0.5808152913565902	0.2897737160628472	1.5214251852410996	1.0192008357172313	2.0267380578210656	2.50876772854005	1.0417964205934762	0.8366816736775258	0.5573908522719045	1.763279123441361	1.8196525284420535	1.0375774403278137	0.58466284084496	2.0552891051725153	0.7090209127642447	1.0786455233646757	1.2519482032319347	0.5934993783101493	0.9112396814339012	1.212275249891481	0.9132230753057092	0.39303679040603673	1.6473571413290116	0.4445148633835352	1.4609966154424765	2.499262545299684	1.5481274872712016
806rcbc474-S379	2.2362159406544775	1.6801648212691067	4.101077159659933	2.366856329319054	3.759241697584407	2.4955098534006357	3.154298156529068	2.44510035451471	4.163517679960672	3.7147251958428287	2.2124398145457893	4.029020060161764	2.8380168590842585	3.6396781562781686	4.069784825159404	2.496888503867961	0.0	3.413415153462704	3.8323176933602863	3.6706803055769743	3.6742663350491545	1.5842044425816388	3.8446696322188165	3.9504999539648322	2.763418185885924	1.57586805048185	4.205984609606027	3.493588819523399	3.2139282298986354	4.462168279195941	2.4167464743588125	4.2956541540457716	3.839454840087934	1.8288513258170775	1.3686457299598451	0.2310760858134096	2.5882002260680474	2.471712056525732	2.149077732310516	1.4975854754612108	2.934440192887606	1.82944428316664	3.0608768307537146	1.89659014371905	3.0121339812851575	2.6660727044405865	2.3525245135677926	3.7798985103285956	2.1374775110580257	2.7205199959380586	0.602618139492801	2.5491421220258825	1.9431066691142829	2.8013997860589765	1.553100080562802	2.5484764293085655	1.5884613565058714	1.2750131856900757	2.5392341986991043	1.5401774483477837	2.4937800243054045	3.730158500624122	2.1487686371266403	3.7117741614086017	2.7437373673353735	2.332748823174064	2.7357557479949013	2.024134445188909	1.1839826981245707	0.3457424540488979	2.5928048433889934	2.8781402838855876	2.026275814660475	1.7631443143263674	1.7262557806848449	1.573209652413842	2.227471883972833	2.5313940193636135	3.203321661687702	1.6941619515724646	2.4512782432919242	2.629417565461794	2.8642464765058024	2.1462539240490024	2.159809379454541	2.1341162174116732	1.49270105543148	2.6432279574219506	2.328509863174264	3.15047886793932	1.708907038864163
GnotoExpt-FP455-S676	2.233018990253094	1.9155341389656395	2.067645021695995	1.229894098126756	0.8567838885002282	2.38189003057611	1.8097807380836086	1.1396683345301841	1.0451752378361043	2.8716830551236012	2.7175083280588415	0.8669662241809062	0.7047505911893812	0.7082866959947661	0.6673621707363084	1.0938625947532616	3.413415153462704	0.0	2.6202588299926974	0.30595040632634823	0.34117794272922425	1.8408879088603867	1.9546201738189755	3.4155083612039467	2.3993290293856333	2.011503701159274	1.4488416286681947	0.9198537540666231	0.4652381972689394	1.460646681804414	2.420143587677829	1.2536135563121371	3.2581243948042453	1.680025566317272	2.163880255550025	3.6392964296170005	0.968958353403828	2.2922420574598865	1.65193422803388	2.0880625092723974	1.5509812592754857	2.8909157687741245	0.76141521154838	1.783826892728332	1.136589466217215	1.8290475987583783	1.0619580990873108	1.884678441095144	2.1535863947407714	1.2956366888574973	3.354051163562483	1.0099307555910502	1.891017408230788	0.6194939827272522	2.9410748145778656	2.029626200309525	2.522701019754942	2.724857658874762	1.306989915444801	2.8737214077980475	1.2521131736189306	0.6396795974037774	1.6697535016177836	0.6977785846872151	1.0280963046315916	1.299626509578381	1.3724060686457185	2.100254015957785	3.1063982298953916	3.4840755738988722	1.0234323972562793	1.0560087571662797	1.426364914310644	2.8508261588901163	2.9075394927743665	2.100277339367035	1.2778148982416973	3.062964797299468	0.642468268667195	2.1564436394467092	1.3695802098781045	1.5006321701639642	0.7505607716240685	2.2683259951448647	1.944877584264467	1.4531945634048795	2.7346112976499204	1.3431000192004205	2.486610084537316	3.4124923554667568	2.640870153697487
GnotoExpt-FP539-S54	4.158649614256528	3.180976079374639	1.0628905242385551	2.1064316860680323	1.9309483219733081	4.429843518295205	0.9274158699026286	2.1655925254901836	2.1507455366931434	0.37310932893719156	1.769046405817445	2.2075049290858235	2.8548868764313187	2.0619131343763013	2.943697815274617	2.111205631423852	3.8323176933602863	2.6202588299926974	0.0	2.5253515903942807	2.5598550187853033	2.919310392049377	1.3860315708412874	0.923696367667966	1.1538155169613258	3.370282599219271	2.2273131418344865	3.511120352311266	2.2840501941223397	2.635691881630708	4.423710925527534	2.1442692562116132	0.7445380138105867	2.4468354859752752	3.3634119145033226	4.001949367930212	2.2866914587305374	4.337507179924054	1.9874778503640183	2.9016920541870252	1.2617317057763573	2.1433129527720456	1.9310163636324198	2.2244306455316627	1.7246693919245089	1.2873999564083147	2.6228493666448034	1.1289894242250533	1.7122384049973352	3.531892673618621	3.517093957159573	2.189139415895644	3.3257045990548435	2.643501676688847	2.453134326324026	4.128870511563238	2.253162153073769	3.939740132926515	1.7993016667691408	2.3829161854941208	2.096357562832797	2.1903106307379785	3.4107027783251755	2.1259089702751317	2.3626793589050066	2.061226640334968	3.605359254708981	1.8672587191217305	2.812285991900575	3.657510672036341	3.0980755616856386	2.149627993643544	2.4772387532319704	2.18734800517917	2.242017486022728	2.4225994358357577	2.6422665039043873	1.6468953556673969	2.0159417675548905	2.3075170814046753	3.3540938042947817	1.5666019960582709	2.6929616718096177	1.7083795408613258	1.7544982877382014	2.2252217175195237	2.375618731591515	1.7048050013742164	1.5918226421251007	1.436241523423501	2.2118181803914028
GnotobioticExp-DTT-197-S207	2.534213533389437	2.184371261790091	1.914118962456127	1.408469122956125	0.6463664757850097	2.6788851286457396	1.7845658674611642	1.329876997431385	0.7603657345534292	2.8051490221455126	2.8150188344022515	0.5838901836750954	1.0021257583677472	0.5308866449964517	0.5015938699678298	1.2676714542623442	3.6706803055769743	0.30595040632634823	2.5253515903942807	0.0	0.15430154359834244	2.107385434494618	1.8574271680688696	3.356471524485361	2.440466076414465	2.3031600991823677	1.28419550388509	1.123782030017061	0.55014338329536	1.2757232457386312	2.7202411503026287	0.9941575855362709	3.1991385280794638	1.899422955610636	2.4492318137482294	3.8958384687174146	1.1752688973977996	2.5887063230876963	1.807012763680488	2.338803344273667	1.5646589468715186	3.0259632807750574	0.8207225603256593	1.9772507567827868	1.1607309593301995	1.8829569389445786	1.3273352573483916	1.777039736923238	2.271042105638608	1.591132506747655	3.58540221713775	1.1928724930815469	2.1546633605558356	0.902686907902839	3.1008697943164165	2.320941972118152	2.688746429966676	3.0187948547537355	1.4252029302113733	3.037484151544863	1.4014367515221415	0.4392748026311867	1.954604653928566	0.5178981627748889	1.1832072503644941	1.4744371822185787	1.6612957996212088	2.234979539705346	3.2942326643034536	3.7250644228647642	1.3290656911828094	1.1855701987619653	1.6632713002082002	2.992130427376656	3.051891703705564	2.299607842180544	1.5204951578376293	3.1320784349539643	0.6628929590403961	2.3351330063657505	1.6595068781259061	1.5771681973549638	1.0064417703651825	2.3797555656444653	2.073074126896685	1.6460171887815889	2.903137477699033	1.4325403777924073	2.572175135927793	3.4314029671969455	2.79120525054102
806rcbc523-S428	2.5145483162281614	2.153272201417707	1.9939479017245378	1.4185574882898884	0.6784431724981017	2.661325647749305	1.8269244896473467	1.3734910547395558	0.8144023192276498	2.837900837117331	2.8173863280854263	0.6460635906949252	1.0402652404266166	0.5173582655215848	0.5311991359612587	1.273418370230351	3.6742663350491545	0.34117794272922425	2.5598550187853033	0.15430154359834244	0.0	2.121317187743886	1.9670039064328677	3.403212166901964	2.4901951218004106	2.314686173714212	1.420917805559335	1.0934476040845504	0.5160889678645766	1.4082825548829416	2.709827711755246	1.0858288903754556	3.234757057098948	1.8975121231679646	2.4581181518780193	3.8973117117118545	1.2317503212027918	2.5668449354098253	1.8059454920130737	2.37944287454519	1.5862927757465046	3.037410229872124	0.8645484536797939	2.012825782024523	1.1377457172378531	1.9128037289652684	1.3318233553977536	1.8675813640488619	2.288582174102187	1.5729066840861858	3.5738552223520648	1.188384218687262	2.1021416973633444	0.908784226900419	3.0988284667244157	2.2889460725681725	2.6986769097041146	3.040104861303871	1.4400511255632051	3.060279960470148	1.373556009263338	0.555337180559361	1.9129456370174998	0.6341333794484698	1.1180977115755761	1.5015116291304331	1.6297297479501385	2.241228024630751	3.2956650091501842	3.7329295834392244	1.3374701209829392	1.2868867009791507	1.6842631142237963	3.0012113947613535	3.062084485603738	2.296206213360866	1.4906644551634147	3.1444624356463997	0.6750468569472475	2.3232899251583947	1.620542928497394	1.5850558746831656	1.0813299605511273	2.389614722063077	2.102447395247412	1.6413654752300837	2.913980050935103	1.4333342655014942	2.574349141393307	3.4483208333248583	2.789010104512037
GnotoExpt-DTT563-S175	1.4020268581204904	0.6429381343184907	2.873263285396691	0.9616738513846228	2.278037961649837	1.6984101518156005	2.042922611460661	0.9702953194334182	2.653165283502304	2.9506035455564925	1.8664624364423672	2.5043572240803553	1.2603514927191202	2.1502400367675945	2.4914764845595343	1.060164161620893	1.5842044425816388	1.8408879088603867	2.919310392049377	2.107385434494618	2.121317187743886	0.0	2.6094480730992142	3.3517785064132952	2.0107919030937533	0.4638356060837479	2.7348407657906626	1.9977497357940242	1.6979490496064649	2.9403380262570815	1.6539850446826974	2.7920271008249653	3.2141397986647116	0.563913676135386	0.45366919708904935	1.8132139997265948	1.059386360685356	1.6304052705827663	1.015765395422605	0.4749159748901887	1.7503955165057223	1.7387666284632617	1.5811250676839148	0.7375864141079478	1.6793288457507216	1.6338385484968068	0.7925667307196749	2.5505311227722283	1.3814799091794632	1.3330780655948566	1.6371281803256823	1.09078323427805	0.9623055592754614	1.2314567693524734	1.636436953276804	1.5491720733173053	1.26209767291467	1.0964391851919049	1.228934072919748	1.532908064616469	1.173174180452185	2.194086416092226	0.9615258996172694	2.184530782677609	1.3621986500637	0.9422131557738522	1.3939368042553157	1.2508634987987284	1.5926302316707273	1.6830463339636235	1.0636986763814704	1.412821452324156	0.5243000775352963	1.6693189336272931	1.69181043445356	0.7981766483913748	0.803721025293418	2.2908325615718717	1.7143039529725752	1.0103886647637512	1.1036044481362677	1.4395668964519905	1.2917278544112967	1.4852520871760972	1.2247042901769458	0.8176587748962763	1.3972859893213745	1.3765714104298858	1.7894256701502138	2.8742755343466304	1.4728735932535955
GnotoExpt-DTT479-S627	3.683367184898015	3.017921621190908	0.5557798976755748	1.8707826793444167	1.429329714731443	3.8914763925677835	1.0764823351256512	1.715444800251708	1.4999105231456764	1.633367607944945	2.3897951848196106	1.5363532105169586	2.1679144674123996	1.6317012954254841	2.1694971879345113	1.8455979586795683	3.8446696322188165	1.9546201738189755	1.3860315708412874	1.8574271680688696	1.9670039064328677	2.6094480730992142	0.0	1.9407192724421685	1.4807353105455894	2.9707290290175763	1.0347433566509894	2.8230985286584134	1.8520559839880657	1.4800556406852476	3.8712285412177607	1.3068740510999617	1.9243860953755867	2.3285413468594744	3.0344938066131553	4.052137243755187	1.7087395710793891	3.8206972305064606	2.0190040354322645	2.5255982419699254	1.3436823806858065	2.6038930605279704	1.4451214513680695	2.001946558268072	1.6814222373085546	1.4517088713671378	2.203568746942552	0.3161966150164586	1.9655055734483995	2.9529242075045348	3.729606325233369	1.9137984075509635	3.1814734977368686	2.1000180060810565	2.8892098184292623	3.6352020479100937	2.5020497138536872	3.529848784710188	1.656559411502613	2.642803602370328	2.0354125805550667	1.4340220202067948	3.1012004953212675	1.3495391302396336	2.2295380546861914	1.7747299731130635	3.068873531435994	2.1085622000408413	3.140463268323276	3.7461143703307314	2.502168733188509	1.342689412417627	2.1397154564849967	2.625579079353996	2.674074927144241	2.4963486557255727	2.419528830923982	2.431451114887762	1.5859716019378147	2.5013227157712707	2.940145817623699	1.6216511852595914	1.9209137956027056	2.0760792010436293	1.8041260534733998	2.1079209004944053	2.662222307940765	1.679214413936751	2.18203894534911	2.477050342933635	2.616023962550024
GnotoExpt-DTT551-S162	4.700993890420964	3.6827177249152854	1.7701494443501224	2.7121179463321003	2.7985259429044245	4.985819551183899	1.6201677357841746	2.7554267972517437	3.0205069189628144	0.6306269252323906	1.8986624939561505	3.0700575862299515	3.5326330465901115	2.9270159536363596	3.785622006819822	2.7577262577961683	3.9504999539648322	3.4155083612039467	0.923696367667966	3.356471524485361	3.403212166901964	3.3517785064132952	1.9407192724421685	0.0	1.348335699698796	3.806533058643916	2.931222678558879	4.2821452793194394	3.0864561917693827	3.366548505500409	4.959250835339216	2.971402278967537	0.2959419499645377	2.929069785135355	3.7615486172022337	4.087776864595936	2.904271601251651	4.9031567121203175	2.5040697141617705	3.2302756429872757	1.9614935153229454	2.175260551278195	2.683968447430335	2.6228222958995113	2.5034350099643654	1.8165310731807962	3.242967386795765	1.7895050548473352	2.037140169733418	4.19281682908189	3.6325185408567875	2.8581476945386837	3.8820133797898677	3.3488913852509774	2.5369305174238224	4.7333146462287425	2.4418132655024567	4.256327425532803	2.427397690755244	2.412025173257638	2.7564335175908083	3.0115075994485365	4.002873023769897	2.9397255158247764	3.092850441626077	2.631694377875965	4.273543193992418	2.22839670184323	2.8672853140160592	3.710881166398834	3.743110647756831	2.752596900776768	2.9949817322156203	2.2472366589277235	2.279675330713404	2.7885402908517283	3.2579181403355344	1.5604758712717717	2.8136859978395896	2.6761001899802475	3.997915029076594	2.199308678307565	3.3465296745777233	2.0077464772525686	2.1335147267504215	2.781313587752682	2.4904466686935725	2.3686641304783933	1.836931563686616	1.0958446642373365	2.390739692537219
GnotoExpt-FP479-S700	3.375100987406186	2.3934788205495656	1.5785282821036426	1.472098963231264	2.053360029269654	3.6602027354975735	0.7844837781151456	1.500694076483629	2.3908874111929888	1.0589002128857468	0.989077910549671	2.3632065910408193	2.3340225426836025	2.1115466894799204	2.9148519468244705	1.552307776098899	2.763418185885924	2.3993290293856333	1.1538155169613258	2.440466076414465	2.4901951218004106	2.0107919030937533	1.4807353105455894	1.348335699698796	0.0	2.4614166835998788	2.3183287969128465	3.1643584552565702	2.078668661824442	2.7370632318938175	3.6264302053875426	2.4036815546294426	1.2505321589807445	1.6294948782199385	2.4197956586101808	2.9345806853804643	1.6779663532423932	3.5827026783670797	1.2583317401973244	1.8873354723436226	0.9719480046485941	1.1861504418926616	1.645012465804432	1.2782959296953504	1.5394120191670468	0.6463020667016502	1.9822840160051824	1.3408185028776998	0.7867966856789538	2.938107878358466	2.522042560081184	1.670355086249002	2.6263669285557896	2.1720489406410213	1.5259156802535618	3.434066446233566	1.251779451492669	2.9217161594732244	1.238067896612996	1.311932172932	1.6040713156731154	2.177877462482974	2.724424133176502	2.1116867731556863	1.9980217186282525	1.3634479466734866	3.022802385280023	0.9988606630954739	1.8174949617988492	2.580223155104158	2.4899055006682	1.6087058296279706	1.6789904401049784	1.2285614475528854	1.272667797784198	1.518765017769116	2.015717184999404	0.978998261583025	1.8310321170337522	1.4590490667133598	2.7393134770203718	1.0725181825885344	2.160298426447063	0.8318795065505701	0.8142878835971703	1.5206623911131756	1.357698516335924	1.2465389452951137	0.857364869900354	1.198280650375138	1.304876890882035
