	Vil1.03B.DTT33	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Itg.10.DTT455.S49	Lyz2.02B.DTT221.S61	Lyz2.06B.DTT269.S111	Vil1.09B.DTT105	Itg.20.DTT505.S100	Vil1.04B.DTT43	Itg.24.DTT529.S24	Vil1.07B.DTT79	Lyz2.01B.DTT207.S47	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Lyz2.04B.DTT243.S84	Itg.06.DTT433.S26	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Vil1.02B.DTT21	Itg.22.DTT517.S12	Vil1.06B.DTT67	Itg.12.DTT467.S61	Lyz2.02B.DTT219.S59	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Vil1.07B.DTT81	Lyz2.05B.DTT255.S96	Lyz2.07B.DTT279.S121	Vil1.05B.DTT55	Itg.18.DTT493.S88	Vil1.013B.DTT153	Itg.04.DTT421.S13	Vil1.014B.DTT165	Vil1.06B.DTT69	Itg.10.DTT457.S51	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Lyz2.05B.DTT257.S98	Vil1.08B.DTT93	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Vil1.013B.DTT151	Itg.16.DTT481.S76	Vil1.02B.DTT19	Itg.12.DTT469.S63	Itg.08.DTT443.S36	Lyz2.04B.DTT245.S86	Lyz2.08B.DTT293.S135	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Lyz2.01B.DTT209.S49	Vil1.09B.DTT103	Vil1.01B.DTT09	Lyz2.03B.DTT231.S71	Itg.08.DTT445.S38	Itg.04.DTT419.S11	LYZdtt351	SLCdtt075	SLCdtt019	SLCdtt021	SLCdtt111	LYZdtt317	LYZdtt305	LYZdtt329	LYZdtt341	SLCdtt051	LYZdtt363	LYZdtt365	LYZdtt315	SLCdtt069	SLCdtt129	SLCdtt109	LYZdtt353	SLCdtt093	SLCdtt001	LYZdtt303	LYZdtt339	SLCdtt003	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCdtt165	SLCdtt147
Vil1.03B.DTT33	0.0	0.8452885778436979	1.260236165472074	0.40072939668099555	1.6099666055674848	2.110532066640566	1.7424216409853135	0.4705449158956711	2.2342038605045107	0.5792539913022271	1.927162156120261	1.2554759613452473	1.7018453507051143	1.9314682627359891	1.3590199994868533	1.115464903754537	0.8316857603774019	1.1529475948187418	0.2354926728270627	2.033181915305112	0.9293195436742784	0.6925171841877024	1.9255257465124989	1.1686254053836578	0.9604478398211388	2.326690268869492	0.7863158611262462	1.3212685037599217	1.3729634597606846	0.26719084500334095	0.7170701620032931	0.22454110287113313	0.4711872728700576	0.8312770472683174	1.778091940157169	1.1439036419183906	1.5649866944826076	0.23606687998837564	0.7812625127464313	1.3242330032383054	2.292915527503165	0.8605138910059784	1.5394457306383982	0.4693270881615943	0.6891168268193363	0.5645148674913157	2.0538553867102163	1.4841236701949674	0.8213701001932162	1.8918226369346596	0.7987392706598292	1.1629575350737729	1.3823870549771615	0.9297109493888907	0.9326887733372675	1.0242851197125216	2.6873415273533072	1.2737434270341537	0.7288685245673038	0.8501112199096132	1.30751814621192	0.47257726276897766	2.372777669684541	1.804456358428447	0.32827751843046266	1.2215176819821971	1.9482021860061836	3.683886989793479	2.808370502337885	3.438509726718494	3.9665731259067813	2.322117784117179	3.204198262594293	3.876758029756501	2.1723748913035754	1.8375071661961757	1.0500338508828027	0.7819576490826892	3.215313531102747	2.594223169841611	0.6974978400514843	3.177049010560737	1.5561750842827966	1.0340035853202127	2.8266487127666187	0.4116546282649087	1.808685388935446	1.9831508977001437	2.5024832947544047	2.2279451156414156
Vil1.05B.DTT57	0.8452885778436979	0.0	1.723170855626366	1.0324875705678167	2.155061791227239	2.5276627313194595	2.1695195102063094	0.7995597294156254	2.686148329183059	1.1611313161703303	2.379946713556192	0.9012926996341162	2.182581839697878	2.393516450271917	1.900668633857217	1.7475389182339633	1.4994798206922937	1.6806835304064591	0.9674851531070348	2.4854472995476953	1.4720505021702075	1.3310298586429046	2.3797351642958664	0.7025842474535425	1.583917558095641	2.715935014401132	1.3117764290196807	1.794867268481692	1.9645343857915507	1.0955395238862817	0.3476797423666497	0.8462036407272864	1.1600087207964749	0.34011964157315727	2.3050511590544365	0.3792103950826933	2.0790915384406046	1.0254215669422517	0.5825330550588105	1.8442691468057404	2.7061750552344437	1.2550964737520809	2.0493932622312325	0.9557051997456997	1.386978375209301	1.0423560260234646	1.5940213909491685	2.0178345466323413	0.7802388853981247	2.370892457464109	0.9336797938767706	1.6100288818046609	1.8937275101641065	0.37991968154913364	0.1657821817662096	1.1878193249195985	3.091338152718173	0.9692554698706626	1.336949659414801	1.35680345902024	1.8554597109492728	1.1625970146341646	2.694873004323672	2.1127983161751906	0.6470207796787489	1.6690768373207931	2.3453221138865725	3.8166019962722006	2.9675193146010557	3.5856469504547626	4.132660899055715	2.6997087468374454	3.5419264507103723	4.128873851154417	2.003920965324547	2.2705001789429455	1.5007297233105314	1.3228999366324303	3.4954354010631654	2.9699951315616335	0.6272854863340702	3.2510806328916217	1.5463285775760134	1.5178420349804351	2.8667359398535326	0.8335781804338585	1.89875567295775	2.3549077078616554	2.848502993498376	2.5969638267435604
Lyz2.07B.DTT281.S123	1.260236165472074	1.723170855626366	0.0	0.8683891556642487	0.4487098782704443	0.932218713397025	0.5893404023894865	1.4447309383173246	1.1366510328861619	0.725221351776558	0.8585778755106298	1.425533580539542	0.6295151211453306	1.076707705548685	0.7072136069664203	0.39085543180296045	0.5410616507362523	1.000852416411598	1.1530149164261199	0.9879944514923107	1.0109877132999863	0.6007538904063521	0.8683490330833903	1.5841278263619063	0.6025507492424013	1.3704040829952677	0.4867376145395353	0.08405612214900264	0.35840793438519736	1.1957720227523987	1.8070694061589434	1.4486322635837336	0.8580986331725471	1.4540880799009235	0.5854220240637497	1.7827106272137339	0.4077358317074784	1.0727061497466366	1.808794098226994	0.19893229526768652	1.0350089469685626	1.8087737750167558	0.4537763582324518	0.9876528145541718	0.9684374804923223	1.7292625530015686	3.2333831928789434	0.35952789640890026	2.062329864049115	0.6650079755097872	2.0566900017793976	0.11572331782739244	0.32554962707240076	1.9688667233627943	1.880431672998348	2.114926880980423	1.470545242848306	2.43474651590508	0.5666119220556095	0.8979665389248868	0.5051286185703978	0.9080162821730595	2.140217839740128	1.1237917358779512	1.1878738757834653	0.3628815529501137	0.6924467275319744	3.9420722039030127	3.1577797314494864	3.469197408994296	3.9340519372175726	1.0666999715575014	2.3845298962946937	3.5078784883954213	3.169793457572774	0.5812601464526062	1.0346582020722193	0.8809604061614362	2.848435435861493	1.4501959670686704	1.747515322451571	3.6878236033624154	2.0775747988688433	0.6823301102498425	3.5357766502756887	1.471618207777421	2.4689487295181656	1.4902189537192143	2.2495264965606823	1.7703364497313316
Vil1.010B.DTT117	0.40072939668099555	1.0324875705678167	0.8683891556642487	0.0	1.227807623229651	1.7502028073826073	1.3828524750965137	0.6373282131638458	1.8978281941375217	0.18838920464180697	1.5925342699900376	1.1936270560851563	1.3589962652264336	1.6515581483674324	1.0877675083377558	0.7626241368847202	0.48562957020839453	1.0048931669957082	0.30487577707486574	1.7071383650991978	0.823755656896217	0.33956920714082617	1.593703232588857	1.1963353483968897	0.6822377738924151	2.0314562012188953	0.4166355545891985	0.926996978309093	1.0068618271874228	0.42376496184537693	1.006024059465073	0.6108975480769357	0.26758294504017593	0.8779014231057105	1.3986108609483212	1.2435820561269588	1.172004932218145	0.2332917564845909	1.0170134767342736	0.9487236741902251	1.9017096903667803	1.1417959650452485	1.1857499950181247	0.27329356571877894	0.5900694113601319	0.9309119936052748	2.4057743887461567	1.0938244313076562	1.205968472873996	1.5114581218062317	1.197697705238627	0.769384792189441	1.024681268337839	1.1941555981643073	1.1609460224860186	1.3725617850434708	2.317766201330673	1.600589742553362	0.38182509217912797	0.7043959066417225	0.9917274357237036	0.3308145924037203	2.2936074054395608	1.5629491884118454	0.4331039043271112	0.8814541945932192	1.5597494260741238	3.7895427876134313	2.9310892081930664	3.4669675499356707	3.981848388401244	1.9341934864516903	2.963537887583197	3.7844118002186398	2.50068863427154	1.448244877839962	0.9332119641779231	0.633655482568496	3.1142388050681356	2.1988068356794006	1.003022400929914	3.358686833100587	1.695252299373741	0.7879877878769607	3.0694986862796596	0.7124794579581522	2.0140371260208387	1.8074064691505227	2.42107763707857	2.0736228063629256
Itg.10.DTT455.S49	1.6099666055674848	2.155061791227239	0.4487098782704443	1.227807623229651	0.0	0.745632317622793	0.5314361683270361	1.793341327434381	0.9316875537139871	1.077040453463159	0.731652522389384	1.8605285188551142	0.5427882103938202	1.0185340422251632	0.8059945512095057	0.5265698124660869	0.7928839369817918	1.2029830448467487	1.482603576104771	0.8461857488330704	1.2707865790280102	0.9231392041351663	0.7454973760067398	2.0246607874675138	0.8315748917811195	1.272424032980441	0.8721297966702719	0.3766810112607411	0.27331575117328827	1.4973731973016318	2.2114254630656385	1.791969138082118	1.188169292945525	1.8936848971958151	0.19439615960621148	2.2298132441502085	0.1963108773297934	1.3979407895634701	2.191655321492435	0.3551259884770273	0.751573958645345	2.1108102682887724	0.404041367300296	1.3483556681614293	1.224898527034848	2.046137086488962	3.6287569759984817	0.20281941560544622	2.4293684632432897	0.36612342428392997	2.401958979430588	0.5571128393612738	0.42383266060032593	2.3799650592348933	2.3086661284520003	2.4476780424595113	1.201189133444914	2.811062409469833	0.9033076213403805	1.2036532976376697	0.6172839935428079	1.232346295170202	2.2276071521750462	1.2488013229140045	1.591577350390072	0.6609558629005765	0.5174417384609392	4.1015202753109286	3.350557794352488	3.602554597722603	4.0326481234697305	0.8335526638012795	2.282027772348915	3.5170120986538627	3.5182971358198762	0.3762108467307543	1.3041394979788192	1.1909894952319393	2.874122477857965	1.1990947439784325	2.1397716972249308	3.9109809957925803	2.407144700816161	0.9702051815837868	3.797522192177742	1.829129255236914	2.759002665941763	1.5624274904600473	2.3107019049518502	1.8146107861949201
Lyz2.02B.DTT221.S61	2.110532066640566	2.5276627313194595	0.932218713397025	1.7502028073826073	0.745632317622793	0.0	0.3699098299690632	2.360430215617545	0.29714427916987307	1.6354306119879434	0.29863354262962183	1.974581532284861	0.4420501279201563	0.6543399298367973	0.9220492325972334	1.1038378221624037	1.3658404530181334	1.3477495347778614	2.042376890142523	0.3299678184855927	1.5060979779916828	1.443747258611425	0.3178701826368555	2.1902466074103923	1.220322195390664	0.6435489509938642	1.3356866835466992	0.9042715657745736	0.8820941975744424	2.002853071266203	2.6567976377041655	2.2639658425598546	1.6576883386802979	2.256620506025665	0.5795375491270792	2.511819961115548	0.8744410017318329	1.9385209534279162	2.7074007989423077	0.8289026011960918	0.5085659933695538	2.443855584085312	0.5956900955413612	1.9074540360685055	1.6231860817080095	2.4894429516227983	4.072174966804504	0.912389979186638	2.8987130008385975	0.4030461585296894	2.880459249427969	1.0348406010459896	0.740529608238806	2.8216123896340135	2.689201850354608	2.791580642748255	0.5876452723659368	3.319035649264752	1.3909488991220433	1.4608000461968336	0.8601173018081727	1.6807206408591757	1.9237741491331442	0.9160202655328483	2.0104174030918673	0.8993025041769626	0.417749261286522	3.8796908539758395	3.2268611647495717	3.278317343125138	3.6588470963689286	0.45268121056198596	1.6280302595473437	3.010000987395396	3.7207524019773595	0.4786756475369679	1.4513833365051503	1.4886873161194807	2.409809772167171	1.3538263182632209	2.4841428364576164	3.830325474499374	2.449850867089945	1.186233365336236	3.8339421575002848	2.2221979851719813	2.8404854714852905	1.2466849334865302	1.9920052226418075	1.454985300812621
Lyz2.06B.DTT269.S111	1.7424216409853135	2.1695195102063094	0.5893404023894865	1.3828524750965137	0.5314361683270361	0.3699098299690632	0.0	1.995801763060879	0.5626847695128615	1.2732325147137005	0.2997807712127172	1.6691116817002585	0.18668906768435478	0.6183655801050646	0.6339944576788389	0.7739560319565661	1.016390219193133	1.0540256983035674	1.677343317078425	0.4270812892315089	1.1826913268169228	1.0814035872591676	0.3149930863283693	1.8691062604106181	0.8752158724301391	0.8090903514910481	0.9672979984878215	0.5781365004269294	0.5890451219024998	1.64267914243268	2.2894518940796513	1.89818195514561	1.2935491362034466	1.9048229498084452	0.44798220431008784	2.173334808831889	0.6495160259950039	1.5736251872570273	2.3415374138177345	0.48660453483965976	0.6962152716325857	2.107412571756719	0.2739483222700437	1.5453126384203737	1.2803795242864495	2.1324657759020877	3.7058664622459156	0.6611264779101694	2.5302585155249178	0.351576979858717	2.5142956373360197	0.6851601589665307	0.3892887911740046	2.4569136026748657	2.3299292061547825	2.4469768438370783	0.951715252841019	2.9500473538063696	1.0262200041960952	1.1197052312515197	0.5312760281139717	1.3186254399557353	1.8517087223224307	0.7836819666837445	1.641967793441435	0.5323288008084598	0.3940257730825007	3.7692483583239325	3.0617438661332104	3.2138709946592643	3.6336725810476795	0.676280361903763	1.8328939489128346	3.083119104722035	3.4071561702081334	0.3643021217674562	1.1401166807612444	1.1415691758719317	2.4483646131872177	1.424289761056245	2.1260743108357962	3.643475340741195	2.173694909725482	0.8433838481064868	3.5952396361031203	1.861606595074269	2.5702810088039625	1.1602048147454984	1.9411605254112059	1.413856425589177
Vil1.09B.DTT105	0.4705449158956711	0.7995597294156254	1.4447309383173246	0.6373282131638458	1.793341327434381	2.360430215617545	1.995801763060879	0.0	2.52550174354788	0.7316195953790643	2.2216236434002914	1.4129361084265937	1.9864852852324448	2.2872129932385454	1.7217897507170448	1.3609217224762657	1.0793922335423884	1.584343212098449	0.3982173499581318	2.3389641963630403	1.3715533766193557	0.9656103686676781	2.2238990803254612	1.3188648815944806	1.3109859259424728	2.662675029801118	1.040027150692549	1.4937678437910717	1.5973199070489696	0.6868475459048923	0.616342753281472	0.5922265721182276	0.8452868313051389	0.7828423962985075	1.9764772202071414	1.1223916742168145	1.7006226031091005	0.539279260237754	0.4535247228067593	1.5533819542232254	2.457529191545186	1.259623675803771	1.8081827788904306	0.4581669605666044	1.1194833710995997	0.8806118271590865	1.8974734426746471	1.6294109780988095	0.8126846697974656	2.097815378176758	0.8552412010800364	1.3390707624781806	1.6466208264203246	0.7535609495687426	0.8598583180251881	1.3188003700710063	2.9146777667997825	1.0351396798302879	1.0167401931792066	1.2702569408124407	1.628093129424479	0.8770597766201246	2.825216593008912	2.1668439775650503	0.6016194607034633	1.505765202228517	2.1261241427216	4.123759514740496	3.2466625756692955	3.8869803688749416	4.419578164977762	2.496514712087678	3.586225457199168	4.324848353721631	2.413841162865546	2.0173471489846135	1.48320161569604	1.2014965190283864	3.661687001417919	2.6098974615655446	0.9450881291727221	3.5840889945850383	1.944729347009172	1.4058271440331063	3.1951683087820917	0.8116930753015751	2.206247705992162	2.401039054402225	2.9578874290332875	2.6583148078353847
Itg.20.DTT505.S100	2.2342038605045107	2.686148329183059	1.1366510328861619	1.8978281941375217	0.9316875537139871	0.29714427916987307	0.5626847695128615	2.52550174354788	0.0	1.8005230094230602	0.31044197445218025	2.1246497351188314	0.5395028578874652	0.5097232151549824	0.9372594457707271	1.232733556594434	1.4980235205365289	1.3422509924974613	2.183790519619149	0.21928222647772733	1.5323341999270832	1.5785413133276824	0.3125374777732293	2.3293250079061045	1.2996262342294767	0.4290123405023508	1.4879055933050094	1.1152358750996738	1.0259227795655421	2.100959487804306	2.8050465908765134	2.3680621304856375	1.7687309108806495	2.43613692918931	0.7647034150767289	2.6795093201519062	1.0921999448805324	2.0678145369293746	2.87787344594657	0.9986044842276361	0.7365313624752562	2.4727234727991583	0.7259836730886509	2.082461311470017	1.6803012626716092	2.5612113531374057	4.204108687705503	1.1174326702280781	3.0138071493821217	0.6246774560960695	2.980966368848885	1.2379193731980194	0.8830189090584009	2.9810284958884794	2.843948771816697	2.8354710028195074	0.5966108132467872	3.469229388678739	1.5234940181205832	1.5186049663919758	0.934982357268157	1.7809690886491092	1.7434878249167807	0.8751520051351841	2.1474605629652883	1.0381328678666844	0.7051029701244662	3.7073000278505743	3.0897574720899077	3.095112156441062	3.45189455604668	0.6896473625650599	1.3816875289886323	2.7702837002036773	3.728211721178103	0.7433091258877315	1.4709300652452493	1.554515875807919	2.181345171849956	1.5882327871881932	2.579295842516869	3.707618805532256	2.442348692765048	1.2577799942564296	3.750186161313751	2.308736820020859	2.79824103571351	1.099805686360786	1.7928012413821008	1.267790385967481
Vil1.04B.DTT43	0.5792539913022271	1.1611313161703303	0.725221351776558	0.18838920464180697	1.077040453463159	1.6354306119879434	1.2732325147137005	0.7316195953790643	1.8005230094230602	0.0	1.5007183684291352	1.2574366449003938	1.2620228287973525	1.5996219734430437	1.0514009605052217	0.6475714459447204	0.3886624446997378	1.0485282985337931	0.43457151454804555	1.620708645483728	0.898726984817753	0.28156894812824695	1.5041331588793354	1.2945528292216328	0.6564214941681003	1.967380891255663	0.3405827382249952	0.776044027238507	0.8750519779736438	0.5828487140123267	1.1525302348867086	0.79422728392543	0.3737210516996861	0.9655412091348203	1.2540678671105836	1.3453070688870379	1.004978501687068	0.38661630936324043	1.1267653504332886	0.8219707048456113	1.7501515960376373	1.3192419881756619	1.0793364912511791	0.29371312491179413	0.6745784921539045	1.1124200097689654	2.557049111530752	0.9291881493060185	1.3745940543920034	1.372029011874522	1.3704257288091521	0.6264087952098905	0.9185739068273878	1.3265833911018978	1.2962470618099597	1.5598621973877085	2.19026231696999	1.7347196284890607	0.33306367757930994	0.7729564226456054	0.9235799935711985	0.44838900773281537	2.3477238784265526	1.5442583055100003	0.596508049821086	0.8046821006556677	1.415890933231753	3.9117431820651696	3.061813932760339	3.562133358617658	4.069333649490332	1.7893866840742936	2.928505209669459	3.8244514768216957	2.6864642450530343	1.301918351253812	1.0008908961277088	0.7064628290648672	3.1528706688639647	2.0152127311315677	1.1844335296169763	3.5076984528725728	1.842238478943838	0.7916379407193199	3.2362650239832433	0.8998277976095209	2.1755771459870386	1.8198123488230236	2.4718306732741873	2.093034516223207
