	IL17.DTT.115	IL17.DTT.116	IL17.DTT.127	IL17.DTT.128	IL17.DTT.139	IL17.DTT.140	IL17.DTT.188	IL17.DTT.199	IL17.DTT.200	IL17.DTT.217	IL17.DTT.218	IL17.DTT.25	IL17.DTT.26	IL17.DTT.103	IL17.DTT.104	IL17.DTT.49	IL17.DTT.50	IL17.DTT.85	IL17.DTT.86	TKO.DTT.1	TKO.DTT.2	TKO.DTT.43	TKO.DTT.44	TKO.DTT.31	TKO.DTT.32	TKO.DTT.19	TKO.DTT.20	TKO.DTT.55	TKO.DTT.56	TKO.DTT.73	TKO.DTT.74	TKO.DTT.91	TKO.DTT.92	TKO.DTT.103	TKO.DTT.104	TKO.DTT.109	TKO.DTT.110	TKO.DTT.127	TKO.DTT.128	TKO.DTT.139	TKO.DTT.140	TKO.DTT.151	TKO.DTT.152
IL17.DTT.115	0.0	1.7880154893611564	0.24672586507468103	2.5342351411252726	0.8390363261345377	1.211198759953442	2.1822725137852	2.196662531521966	2.462698217329717	0.7487806696058406	1.7790412735359897	0.5830992028678024	1.6990271156921517	0.22258031396087136	1.5259836724986302	0.19592980530896514	1.3854327839521596	0.8339913999178931	1.8185065620490009	1.4604003237331713	1.732325829331443	2.321131786835939	3.0918592287383113	2.47681228888054	3.2910196262576226	2.093277840107956	2.925192847725003	1.7675335237571308	3.0643321264464403	1.8694893279636884	1.861836136080488	1.597759405333078	2.3858639712531753	1.6834907266514008	1.7640072831388858	1.913782456910218	1.9644021591836691	1.8951078866181148	2.69291244565131	1.8670223932227108	2.876622948606137	1.4124316047684835	2.7345765568291744
IL17.DTT.116	1.7880154893611564	0.0	1.8520820636815796	0.8358739433884982	1.025477633829611	0.7601976246668936	0.9766380678715951	0.4889430662304054	0.6930636731845233	2.4961059989485364	0.04486057482533909	2.297199923306394	0.7334190041638545	1.6114485547199	0.597877324249255	1.89771473811687	0.733876970043017	1.2171902810880466	0.09797294327864865	1.8048110363237233	3.4047013066069636	3.3215593581045835	2.609014597689341	2.5186984000495705	2.6782955700327236	2.246262236394797	2.388269195993327	1.3056710028611396	2.655999190399058	2.5058995724530755	1.7860351296046444	2.475670720005208	2.3421228061953223	2.4915662706303032	1.78181770257465	3.2792356900773925	2.258061385464438	2.9601209891916307	2.1904503805484206	2.9736868584506024	2.9366039623069415	2.634493790293144	2.344075005829898
IL17.DTT.127	0.24672586507468103	1.8520820636815796	0.0	2.621228806291824	0.9705959439139011	1.3536543678531379	2.316701811511383	2.2254024493876665	2.5240310605589587	0.649915041642755	1.8465588558251829	0.4957684230934851	1.839120886066618	0.2614322486347142	1.6607044322228979	0.3269180135218939	1.5342854076503045	0.7997271613438264	1.8917119642525797	1.6696880087787291	1.8024658532034017	2.5255348888186853	3.293187800257848	2.694987745167256	3.484834699071425	2.3119462058942557	3.1228556915983345	1.9381321229761466	3.271024825405478	2.0972121860479667	2.081136259210393	1.8168157385922141	2.603765156555919	1.8982321082656421	1.9773042937559313	2.0811223623084847	2.1939978548478716	2.0969284008685616	2.8926787221537245	2.0694795130023373	3.0965114591923406	1.6198391127340095	2.9395622221277575
IL17.DTT.128	2.5342351411252726	0.8358739433884982	2.621228806291824	0.0	1.769285722189482	1.3924056755227785	0.747032648632134	0.749359361100318	0.3225188662691242	3.2469867420149052	0.8217424341536553	3.078476627744483	0.9867451127594632	2.369818406155527	1.0818596128910978	2.656316479870707	1.2512313624597258	2.0467950721108084	0.7653632029431126	2.1208146889369384	4.025103037300441	3.665033947914554	2.3300003724655185	2.5315497430153395	2.314789844637591	2.365992361397506	2.115060534048368	1.4266886642350693	2.413580216964693	2.796500582699755	1.9371369079093212	2.8603191704204636	2.3492015287608043	2.841678940521057	1.9666226018692075	3.776011845497933	2.452269109565349	3.3573506929025756	1.9791558461631544	3.390568296488998	2.895399406989574	3.1367032168225686	2.1639842930914743
IL17.DTT.139	0.8390363261345377	1.025477633829611	0.9705959439139011	1.769285722189482	0.0	0.4314319106290944	1.4968484954810917	1.4790894025876644	1.7053388489306585	1.5837423218743067	1.0175815805206987	1.3556259907656845	0.9964121738637822	0.7259401421464514	0.7573375904230936	0.9153124995283268	0.63685168623893	0.6156508196962847	1.0511812236552267	1.3011787724900283	2.4466926591177383	2.5682714543968292	2.6741597482721535	2.2418243802801205	2.8378278571043665	1.8840326379564727	2.479548068047149	1.280182270798105	2.6689136411837615	1.8808532276098897	1.4865284094523235	1.7458768750802687	2.099987355704409	1.8077521047058973	1.4468716846497065	2.381218287173486	1.7906564192345638	2.175792502229202	2.2424000349674498	2.1638450229300723	2.6696579400205294	1.7525786583953236	2.3309089028416303
IL17.DTT.140	1.211198759953442	0.7601976246668936	1.3536543678531379	1.3924056755227785	0.4314319106290944	0.0	1.073594091051489	1.24760303673788	1.379547520337127	1.9561337923893587	0.7391142658079259	1.7613873926406107	0.5743788624348818	1.095254111498284	0.3323377070327353	1.3088038494826149	0.20852876904451922	0.9637986842023885	0.7506706814706626	1.1701509374405985	2.711970608126812	2.598537517937328	2.3312047765397512	2.0087610383033683	2.4738458637784597	1.682110995920392	2.1268059611987504	0.9414140858346485	2.339597582122531	1.818332768234444	1.2347737187911423	1.758753542402533	1.848123790809865	1.7935850278263816	1.2167788354290032	2.5349218216586564	1.6330279254677675	2.2321866078126193	1.8948630152457184	2.2369071440481707	2.438857024859724	1.8846867605052573	2.0041643097942634
IL17.DTT.188	2.1822725137852	0.9766380678715951	2.316701811511383	0.747032648632134	1.4968484954810917	1.073594091051489	0.0	1.2168793041711503	0.9749657362681304	2.8855564790992605	0.936566694117791	2.761106565864967	0.5025866757771729	2.057824532338995	0.7600175694531035	2.3133069498194794	0.8746423576886979	1.9391597873278306	0.879444353182273	1.4360915268459755	3.469709608425434	2.963747100671294	1.6846535101020146	1.7960615410701735	1.7218689753698042	1.6291750459115537	1.4632240716359153	0.7118708869057147	1.752974610663019	2.0925871684440605	1.2304842213157363	2.1835962122916084	1.6166692948696355	2.148845584738661	1.2493441485428498	3.136801533122073	1.7361682265232716	2.6758282670295235	1.296859515374174	2.7191734143796418	2.1708790084372622	2.5184425024018497	1.470698742632798
IL17.DTT.199	2.196662531521966	0.4889430662304054	2.2254024493876665	0.749359361100318	1.4790894025876644	1.24760303673788	1.2168793041711503	0.0	0.45438843275812385	2.8690917492562247	0.5128005898523242	2.6751288066306635	1.141260776281467	2.0024985058361917	1.0681026697462996	2.3096336016481307	1.2151077292442491	1.5396482468902366	0.5188975668682921	2.2534079751009957	3.845524079542626	3.7939921678449253	2.9007793248018867	2.9165849898902474	2.93013097163186	2.6690619252887893	2.679266554119998	1.69106278114322	2.965916715245981	2.969902179202488	2.2180991787360322	2.945936885817369	2.7378854433535538	2.9546105692955904	2.2148253520429413	3.7534400540490016	2.7047984764467703	3.432225218157845	2.5057425559840043	3.449484700960801	3.323198112960731	3.1135529773722963	2.673881353082412
IL17.DTT.200	2.462698217329717	0.6930636731845233	2.5240310605589587	0.3225188662691242	1.7053388489306585	1.379547520337127	0.9749657362681304	0.45438843275812385	0.0	3.1621340248169294	0.6935788949380893	2.981255731894412	1.0859031291675576	2.2830989479621553	1.1103206771038039	2.581670010946061	1.2794759747451723	1.8918325807295713	0.654545897621695	2.2441662687004684	4.032854655344649	3.7997024483186514	2.619167258809931	2.758198546665007	2.616425149387062	2.5603775913367857	2.4012720344340313	1.590346034085925	2.6975504717967063	2.943589633685177	2.1178859424069345	2.9726082318412104	2.5759669767873428	2.964837003894341	2.134961253965305	3.84954322861213	2.6276703619004014	3.4686779523017237	2.252494014073667	3.4955765584525924	3.139511925956822	3.2061255335574628	2.4327675681289826
IL17.DTT.217	0.7487806696058406	2.4961059989485364	0.649915041642755	3.2469867420149052	1.5837423218743067	1.9561337923893587	2.8855564790992605	2.8690917492562247	3.1621340248169294	0.0	2.4886499131707587	0.3811353279338009	2.41900427867305	0.8875145103557179	2.263979945708888	0.7110506585394448	2.1246315047500555	1.4274730198998606	2.5317293137757932	1.9936049272954182	1.3282735183103418	2.4463834872105954	3.658294224335724	2.961693443901412	3.8714622341273137	2.5885745699797114	3.511824054547077	2.416828363008288	3.6193755413141657	2.242662392581479	2.4634825173509762	1.9072705950612152	2.9066844498952817	1.9980855468225773	2.344638608636185	1.851289419914945	2.4496902620571555	2.0398666502194835	3.289892359460949	1.9991441715852611	3.3225179950968564	1.584482726269217	3.305219547510507
