	pielou_evenness
Lyz2-07B-FP281-S79	0.694914771827302
Vil1-09B-FP107	0.2683796433192228
Itg-08-FP443-S44	0.6190529082654089
Itg-02-FP410-S10	0.38130148647111406
SLCFP004	0.38321328199550103
Vil1-04B-FP45	0.7104865372352537
Itg-06-FP436-S37	0.5521031410139701
Lyz2-05B-FP256-S53	0.6843691637909842
Vil1-03B-FP34	0.43152429033718026
Vil1-07B-FP83	0.46386734996310247
SLCFP019a	0.5235988934870391
Vil1-01B-FP12	0.5599942285257665
Itg-12-FP469-S71	0.6723748132964924
Itg-26-FP543-S47	0.6045199426196719
Vil1-10B-FP117	0.6804231814449487
Itg-06-FP433-S34	0.6224488493741996
LYZFP316	0.4979297368485864
Itg-26-FP542-S46	0.518880636024105
Lyz2-02B-FP220-S68	0.6391179021622246
SLCFP075	0.5602142032755845
SLCFP049	0.4684310043534354
Lyz2-05B-FP257-S54	0.6963766719539288
Vil1-08B-FP94	0.3959856476698011
LYZFP339	0.44106211999395134
SLCFP094	0.37192449405593225
Itg-16-FP482-S85	0.41668445370452906
Itg-02-FP408-S8	0.6641062807435479
LYZFP315	0.4686034856110708
Vil1-02B-FP21	0.7425596583119606
Itg-12-FP471-S73	0.41683718266671266
Itg-16-FP479-S81	0.5021768817546736
Vil1-05B-FP55	0.7246121564317671
Itg-22-FP516-S19	0.7280339160721493
Itg-04-FP420-S20	0.565348048787074
Itg-10-FP456-S58	0.643333377110701
SLCFP163	0.6358660382127096
SLCFP050	0.5695054669029218
LYZFP352	0.6857108725949584
Lyz2-08B-FP294-S92	0.5147886288007412
Vil1-13B-FP156	0.20988742498084845
Itg-18-FP492-S95	0.5002980836782347
LYZFP305	0.12949278787244808
Vil1-06B-FP72	0.6380735014672213
Vil1-02B-FP24	0.640077155552943
Itg-12-FP468-S70	0.7120202244743457
Lyz2-05B-FP260-S57	0.4412619614738177
Itg-12-FP467-S69	0.6820918755768602
SLCFP052	0.4964315798205192
Itg-20-FP505-S8	0.727201260884885
Vil1-14B-FP166	0.2805256127362069
SLCFP076	0.14550037233414692
Itg-04-FP423-S23	0.283759051993367
Itg-22-FP517-S20	0.7511017660752655
LYZFP330	0.43637848683700564
Itg-12-FP472-S74	0.4860629839406024
Lyz2-06B-FP268-S65	0.7774931132092282
SLCFP127	0.4391014154806975
Lyz2-03B-FP233-S81	0.5219670422065451
Lyz2-04B-FP246-S43	0.32410631413760665
Vil1-14B-FP165	0.6998031710983833
Lyz2-02B-FP221-S69	0.6046885328053125
Vil1-07B-FP81	0.6598017624118497
Lyz2-06B-FP270-S68	0.48575625253465154
Vil1-07B-FP84	0.6981745348827219
Lyz2-04B-FP247-S44	0.3249880466469097
Itg-06-FP431-S32	0.6365601258446111
LYZFP340	0.5033552106415127
Lyz2-01B-FP211-S59	0.1616733556367517
Lyz2-06B-FP267-S64	0.7793567031831109
SLCFP150	0.5832795867713834
Itg-02-FP407-S7	0.6387829309369941
SLCFP129	0.5967282553813222
SLCFP167	0.6073678227316573
Itg-04-FP419-S19	0.7580534895832022
Itg-08-FP448-S49	0.5412340590833887
Vil1-13B-FP151	0.5689438504049255
Vil1-01B-FP10	0.4561271970215062
Itg-04-FP424-S24	0.3630964645725505
LYZFP351	0.6786764148337409
SLCFP074	0.47115538172861365
SLCFP145	0.5909207504182517
Itg-08-FP446-S47	0.4448026160948679
Vil1-06B-FP71	0.6297053992664411
SLCFP054	0.5693122368765124
LYZFP303	0.1780006479533893
Lyz2-01B-FP207-S55	0.7002974815032863
Vil1-13B-FP155	0.21742017030091396
Lyz2-08B-FP295-S93	0.42413337382426675
Itg-08-FP444-S45	0.6348202380697522
Vil1-13B-FP154	0.10358897351354618
SLCFP003	0.6594256051317081
Vil1-14B-FP168	0.3438661070819859
Vil1-03B-FP31	0.6414452481009322
Lyz2-03B-FP232-S80	0.431260465581037
Lyz2-03B-FP235-S83	0.30107671471029557
Itg-18-FP493-S96	0.6231099526921132
Lyz2-07B-FP284-S82	0.4502619047260366
SLCFP068	0.5471868556262791
Itg-10-FP457-S59	0.7278412090697137
SLCFP165	0.6466322367598808
Itg-10-FP459-S61	0.45105358734617645
Itg-06-FP432-S33	0.5484253759053243
Lyz2-01B-FP209-S57	0.7284300760080196
Itg-12-FP470-S72	0.3947755600398022
Lyz2-07B-FP280-S78	0.6215387494081408
Itg-10-FP458-S60	0.43190194417926414
SLCFP114	0.6849415571986878
Lyz2-08B-FP296-S95	0.6399280724826963
SLCFP006	0.45920932591011615
LYZFP343	0.21597640168834356
Itg-16-FP483-S86	0.47065725174037987
Lyz2-03B-FP236-S84	0.44074698109334676
Lyz2-02B-FP223-S71	0.22637474696472493
Itg-02-FP411-S11	0.43584780572752063
Lyz2-05B-FP258-S55	0.4511521586504702
Itg-06-FP435-S36	0.5086915313337584
Itg-16-FP480-S83	0.5544780479300698
Vil1-02B-FP23	0.6042646755972171
Vil1-07B-FP80	0.5575623455376034
Itg-22-FP519-S22	0.38906060854594665
SLCFP132	0.5407494674262266
LYZFP344	0.31882582349347366
LYZFP342	0.20146364089817864
Itg-22-FP520-S23	0.49456361323482784
Itg-10-FP455-S57	0.588059505367541
Vil1-05B-FP56	0.7935365022665704
SLCFP146	0.6885240185850867
SLCFP096	0.29412734857725875
SLCFP147	0.7095163399963421
SLCFP001	0.6446866135516428
SLCFP110	0.7288774070864154
Vil1-02B-FP20	0.7055271314994171
Itg-04-FP421-S21	0.6923288395371845
Vil1-08B-FP91	0.7476491128096429
Vil1-06B-FP70	0.6311228486679554
LYZFP353	0.7384465880590226
Vil1-08B-FP93	0.7304733743384373
Itg-08-FP447-S48	0.40055651036464607
Itg-26-FP541-S45	0.7217968868448055
Lyz2-08B-FP293-S91	0.7392713265584836
SLCFP109	0.6259636021066972
Itg-18-FP494-S97	0.28204827460551996
SLCFP020	0.5669286729911922
Itg-20-FP503-S6	0.6672202301096428
Lyz2-02B-FP219-S67	0.7376060596929436
Vil1-09B-FP103	0.5942391331061424
LYZFP318	0.5214339683272615
Vil1-10B-FP118	0.2724239738806719
SLCFP149	0.547650300849295
Lyz2-06B-FP272-S70	0.6012260693970024
Itg-18-FP495-S98	0.30632975573194904
LYZFP329	0.7205005994494766
LYZFP341	0.5708995461681504
