OTU ID,TL1a_FP_140,TL1a_FP_206,TL1a_FP_242,TL1a_FP_98,TL1a_FP_62,TL1a_FP_74,TL1a_FP_170,TL1a_DTT_74,TL1a_DTT_206,TL1a_DTT_62,TL1a_DTT_242,TL1a_DTT_140,TL1a_DTT_98,TL1a_DTT_170,TL1A_FP_638,TL1A_FP_686,TL1A_DTT_638,taxonomy
k__Bacteria;p__Bacteroidetes,150413,46056,63185,55918,65321,48866,55562,43487,29024,77544,54459,43149,42378,43484,5723,25564,4265,
k__Bacteria;p__Firmicutes,19358,10604,4664,4123,6946,10617,5147,5127,6283,10908,10427,5682,5084,7244,3161,3210,12487,
k__Bacteria;p__Proteobacteria,1267,359,1,1987,2878,2170,4238,951,1252,425,35,618,1573,1450,323,690,277,
k__Bacteria;p__Verrucomicrobia,19413,16309,908,11651,13673,7496,3774,7528,13448,19237,3483,11236,9580,7124,4716,4512,790,
