OTU ID,TL1a_DTT_169_Re_extracted,TL1a_FP_205,TL1a_DTT_139,TL1a_FP_73,TL1a_FP_139,TL1a_DTT_241,TL1a_DTT_205,TL1a_DTT_73,TL1a_DTT_97,TL1a_FP_169,TL1a_FP_61,TL1a_FP_241,TL1a_FP_97,TL1A_FP_685,TL1A_FP_637,taxonomy
k__Bacteria;p__Actinobacteria,174,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Bacteroidetes,40982,39405,55860,34329,48430,47568,125266,45505,49686,37273,47764,55499,35244,10875,15834,
k__Bacteria;p__Firmicutes,9774,6224,5475,7151,5532,9881,17269,6996,7386,5200,16156,3353,4636,3304,2375,
k__Bacteria;p__Proteobacteria,534,943,632,3377,1933,30,5395,1693,1576,3074,4350,0,1966,540,467,
k__Bacteria;p__Verrucomicrobia,1827,19422,13427,8976,3686,6284,22878,19343,10033,14770,10034,1099,11712,1529,6504,
