KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K00248	0.954766174873	0.98051442807	9.95831154457e-60	0.980398906551	1.26604687003e-59	0.011110935234	0.0119475493671
K00634	0.966695051122	0.983266739158	2.04310434133e-62	0.942608801312	8.03873587852e-41	0.0204260947667	0.0315106601769
K00929	0.965326876211	0.982522818943	1.19799184464e-61	0.945018452065	1.4535168205e-41	0.0218087137893	0.0323875619883
K01667	0.967392901943	0.983874562926	4.53578564825e-63	0.799858250405	7.20189491991e-20	0.0303850226223	0.040349034821
K05916	0.974716720625	0.987403071761	1.94830551005e-67	0.806823934393	1.95810130208e-20	0.0252139804078	0.03801476077
