KO	Global_Test_RSQR	Global_Test_Pearson	Global_Test_Spearman
K00248	0.946405846228	0.973911636908	0.976774324188
K00634	0.925703204052	0.96249682984	0.877608978491
K00929	0.959260398904	0.979602694104	0.961592394426
K01667	0.967392901943	0.983874562926	0.799858250405
K05916	0.901890301679	0.949843847641	0.756751831294
